t_id_unidadconstruccion;area_digital
1241924;0.8473079998266958
1245877;0.8231299997648504
1273533;0.9983305003723764
1246983;0.8337369997256547
1245072;0.4794280001500882
1253378;0.9936429999435024
1267379;0.7455520001250803
1244351;0.8142254999863803
1227632;0.9999300001893938
1247751;0.9993024998835661
1210725;0.8986829989661538
1233705;0.9985624997080303
1237366;0.8437685000358671
1260092;0.8764929996561427
1261739;0.8339169999406598
1228552;0.8742769998288732
1193327;0.8137844999642782
1258798;0.6385850000572019
1253947;0.8590470000177362
1274738;0.9996859999138267
1252220;0.8297399995836802
1275125;0.8239834998046011
1216386;0.885568500065064
1246221;0.9915074995395914
1265599;0.8402405006842018
1273520;0.9033729999003913
1259561;0.8989709999907258
1275815;0.8247175002221764
1241368;0.999250000395812
1230499;0.9989475000470505
1257500;0.7741759995061215
1252934;0.838884999991171
1232542;0.9989475000470505
1248223;0.7375205001641141
1268640;0.8107079998940303
1244598;0.827951000032598
1252256;0.9987350000334996
1246623;0.8105414999619164
1275137;0.8915404998945333
1280583;0.9134635001482218
1280220;0.8332005000217241
1226396;0.8576734995413906
1277151;0.8554175001091604
1240657;0.8822404999365825
1244003;0.9994825002906563
1276194;0.8985430000278336
1253580;0.9910080003849305
1233016;0.9992500000596046
1279131;0.9991829999496303
1267999;0.7989124999885447
1261702;0.8286150000132526
1248170;0.8427615000941082
1275165;0.9995835000373852
1226883;0.9989910000170731
1225950;0.7995825004705879
1279156;0.9781669998647571
1234457;0.998947500240067
1247370;0.9915074995395914
1234260;0.8665004997549933
1256743;0.8287620003531799
1244735;0.8280525002381672
1276543;0.9043109999182504
1226671;0.9988630001508984
1224699;0.9986525000991208
1265933;0.8827969999800175
1253603;0.8130454997562413
1216387;0.9015440001187325
1233794;0.806440000266945
1229772;0.8432600001313352
1239076;0.9912565001823417
1240268;0.8070100004018843
1275964;0.8181840000007153
1274737;0.8583725003961568
1243221;0.8165515001277104
1255504;0.8400160001030341
1232997;0.7879029994822834
1191290;0.8526430000503714
1261376;0.9910079999229946
1280151;0.7704659999294822
1243463;0.998715999755092
1258660;0.6389120001809317
1254850;0.9996849999116361
1276153;0.9992360002177637
1279176;0.8556585004270507
1271240;0.8509459999753125
1255934;0.7691070000681393
1216380;0.8075004999361356
1274599;0.999200500064332
1239235;0.999674500221584
1246946;0.8009544997184929
1281470;0.8585729996665361
1249785;0.8989830002358724
1225661;0.9998769999564178
1274242;0.8089519995190688
1216384;0.8989444997627121
1235810;0.7251680005468131
1216383;0.6805535000652689
1255305;0.9983535001240355
1243247;0.9988159998437538
1191303;0.8297589999580142
1252895;0.8979980001287983
1223946;0.8580904992929921
1245902;0.9990599998934754
1247048;0.7669614997771326
1262411;0.9991829999496303
1245538;0.9785169998216368
1256173;0.7992280001888313
1256224;0.8991470000195522
1239465;0.9997600000398325
1276749;0.892341000238914
1271233;0.7635089999892134
1232251;0.8005859997301698
1275810;0.8609495001338533
1272524;0.8636839998437874
1238151;0.7998765003848951
1255962;0.9992499995564577
1270609;0.9999425001413377
1275885;0.9985624997080302
1252946;0.8986480006380453
1241028;0.791019000004366
1228184;0.8991470004440024
1229202;0.8489349993570334
1269301;0.8989444999862295
1231103;0.9378320002625062
1245091;0.9982604998553618
1216388;0.8013829998631571
1241348;0.8519040000202172
1256172;0.9997524996760208
1249811;0.8158875008460134
1191332;0.7243425004619919
1269833;0.7499425000996609
1225597;0.8977969997883979
1258873;0.8698540003516747
1267409;0.8480554999532345
1275126;0.9989594997687935
1275965;0.7951604993315394
1271254;0.9987160000926963
1239071;0.8591170000094847
1267952;0.8273019999981877
1216382;0.8996645000937413
1250393;0.7751624996725935
1258213;0.7833434996630121
1258107;0.7991745002658218
1250469;0.9752939994628487
1225247;0.998563000078162
1274650;0.9996889999171384
1248126;0.9999750001864508
1270566;0.8068700000358466
1227834;0.9993270002410766
1235439;0.8374794998030569
1242082;0.6388450003729388
1280182;0.7190595001009964
1191517;0.8325429994266649
1262454;0.9996020003368165
1231121;0.8989820003181993
1246557;0.7992179997268767
1247308;0.6544164998669214
1273245;0.8292304999747481
1281141;0.8010744999038169
1189858;0.799006499505736
1241336;0.8164444998709782
1273069;0.839984999740366
1216389;0.8272580007087981
1244463;0.9915075004669558
1228138;0.8024955000667442
1246196;0.8986479997141734
1266764;0.9992500000596047
1263773;0.7749509999806768
1233397;0.9915089998369422
1235782;0.998947500240067
1281936;0.9866314994279706
1216381;0.9915075000017601
1234607;0.8436360000245609
1227350;0.9436319997652732
1234632;0.999078999989111
1193536;0.9996579997640178
1254919;0.8993609997872597
1226059;0.8306055000052489
1240601;0.8067134997011869
1239897;0.8635174996236618
1280887;0.8655880001413059
1233023;0.991507500004787
1256563;0.8710079997937735
1276338;0.8429465000457913
1229685;0.8020764998625629
1245122;0.8501050002532825
1224812;0.8987875003985596
1242083;0.998330499580985
1247416;0.8238960002669561
1267378;0.9997225005472172
1280773;0.899337500035204
1238813;0.8004954998287913
1259663;0.8083145002579337
1233840;0.8621825000374764
1229399;0.8995589998512381
1233768;0.9983535001240355
1280212;0.7973320000685583
1266785;0.8158165003335606
1265324;0.8217075000209919
1249810;0.756676000290528
1227320;0.8885239994826019
1225978;0.6390625001355075
1277141;0.8393140001797713
1248580;0.8384699998357985
1228121;0.776278000101613
1216385;0.8949235000086817
1263095;0.7012520000064765
1264323;0.7984200004482828
