t_id_predio;numero_predial;condicion_predio
697174;470010900000002260001000000000;NPH
698887;470010800000000660004000000000;NPH
959967;470010900000002260005000000000;NPH
736247;470010800000000660051000000000;NPH
932733;470010800000000400002000000000;NPH
744048;470010800000000650003000000000;NPH
734725;470010900000002250013000000000;NPH
921161;470010600000000080043000000000;NPH
923367;470010600000000080021000000000;NPH
871974;470010900000001570002000000000;NPH
775277;470010800000000400003000000000;NPH
991056;470010800000000950014000000000;NPH
959645;470010900000002180001000000000;NPH
797279;470010800000000970013000000000;NPH
777294;470010800000000040003000000000;NPH
884931;470010110000001180014000000000;NPH
694306;470010103000004660009000000000;NPH
924018;470010900000002180003000000000;NPH
697088;470010900000001640001000000000;NPH
948042;470010600000000080039000000000;NPH
816705;470010600000000080014000000000;NPH
755910;470010600000000220003000000000;NPH
849277;470010900000000140024000000000;NPH
1051334;470010600000000080018000000000;NPH
827449;470010900000002220002000000000;NPH
746314;470010800000000660014000000000;NPH
816707;470010600000000080024000000000;NPH
1022592;470010800000000660091000000000;NPH
785210;470010900000000750003000000000;NPH
939297;470010600000000080048000000000;NPH
663099;470010115000006840020000000000;NPH
658450;470010102000002930012000000000;NPH
867462;470010600000000080013000000000;NPH
829724;470010900000000210001000000000;NPH
682864;470010900000000250017000000000;NPH
988536;470010600000000080031000000000;NPH
670454;470010115000006200009000000000;NPH
888235;470010900000002180004000000000;NPH
950925;470010800000000630006000000000;NPH
906258;470010900000002250003000000000;NPH
968941;470010900000001650001000000000;NPH
1044182;470010900000000040001000000000;NPH
1037588;470010800000000670129000000000;NPH
743890;470010600000000080044000000000;NPH
1049841;470010800000001350001000000000;NPH
744222;470010800000001350004000000000;NPH
1065896;470010110000001340013000000000;NPH
866894;470010900000002200002000000000;NPH
1054014;470010800000000660078000000000;NPH
893877;470010800000000950013000000000;NPH
696502;470010600000000080040000000000;NPH
785315;470010900000001690001000000000;NPH
862420;470010111000002450055000000000;NPH
974339;470010900000001610002000000000;NPH
1050263;470010800000000660067000000000;NPH
1001204;470010800000001300002000000000;NPH
923363;470010600000000080001000000000;NPH
675666;470010900000000260002000000000;NPH
900887;470010102000002930009000000000;NPH
879248;470010002000000049976000000000;NPH
899568;470010900000002250016000000000;NPH
837348;470010600000000080023000000000;NPH
781834;470010600000000080032000000000;NPH
692529;470010900000001720001000000000;NPH
662202;470010110000001590901900000059;NPH
932558;470010900000002250017000000000;NPH
979173;470010109000004190010000000000;NPH
966771;470010900000002220005000000000;NPH
812137;470010600000000080010000000000;NPH
697160;470010900000002200003000000000;NPH
959978;470010800000001500002000000000;NPH
714811;470010900000000250015000000000;NPH
1018721;470010900000000250027000000000;NPH
885800;470010900000002250002000000000;NPH
714673;470010900000000920001000000000;NPH
824903;470010900000002270007000000000;NPH
808450;470010900000001210003000000000;NPH
707095;470010900000000940004000000000;NPH
952815;470010800000001480009000000000;NPH
669301;470010900000001790002000000000;NPH
1040082;470010600000000220002000000000;NPH
1045859;470010900000001580001000000000;NPH
924038;470010900000002270004000000000;NPH
1003147;470010600000000080025000000000;NPH
784911;470010800000001480001000000000;NPH
744050;470010800000000670006000000000;NPH
966781;470010900000002250014000000000;NPH
876934;470010900000002250015000000000;NPH
759289;470010800000000650001000000000;NPH
738825;470010900000002250007000000000;NPH
949115;470010800000000400005000000000;NPH
990443;470010900000000900003000000000;NPH
842220;470010900000002240006000000000;NPH
912975;470010600000000080003000000000;NPH
697172;470010900000002250008000000000;NPH
739632;470010900000002250011000000000;NPH
754867;470010800000000660005000000000;NPH
873621;470010900000002250012000000000;NPH
845289;470010900000002220006000000000;NPH
966653;470010900000000540003000000000;NPH
658500;470010102000002930011000000000;NPH
910413;470010600000000080051000000000;NPH
822068;470010800000000660061000000000;NPH
934384;470010800000000660003000000000;NPH
853961;470010900000000250019000000000;NPH
772492;470010800000000670154000000000;NPH
1027158;470010900000001610004000000000;NPH
761916;470010600000000080049000000000;NPH
958051;470010600000000080034000000000;NPH
868735;470010900000002180006000000000;NPH
878925;470010900000002180005000000000;NPH
1005651;470010800000001480019000000000;NPH
826265;470010800000001480020000000000;NPH
697096;470010900000001800003000000000;NPH
840418;470010900000002240005000000000;NPH
1021772;470010800000001490001000000000;NPH
717835;470010600000000170014000000000;NPH
697086;470010900000001660001000000000;NPH
898231;470010900000000250025000000000;NPH
958749;470010600000000080011000000000;NPH
696641;470010800000000660085000000000;NPH
743130;470010900000002250005000000000;NPH
903758;470010600000000080004000000000;NPH
829504;470010600000000080009000000000;NPH
817003;470010900000002240002000000000;NPH
661809;470010004000000070020000000000;NPH
864859;470010107000000550015000000000;NPH
664305;470010600000000080006000000000;NPH
977929;470010600000000220001000000000;NPH
966777;470010900000002250004000000000;NPH
897235;470010800000000400004000000000;NPH
898233;470010900000000250026000000000;NPH
983568;470010105000000020039000000000;NPH
969025;470010002000000049973000000000;NPH
785140;470010900000000540002000000000;NPH
768520;470010003000000040054000000000;NPH
714936;470010900000000530006000000000;NPH
829793;470010900000001620001000000000;NPH
784170;470010600000000080028000000000;NPH
796278;470010900000001800001000000000;NPH
767142;470010600000000080038000000000;NPH
1032366;470010600000000080033000000000;NPH
673469;470010900000001800002000000000;NPH
860894;470010800000001480017000000000;NPH
993829;470010800000001490004000000000;NPH
816757;470010800000000660068000000000;NPH
871978;470010900000001610003000000000;NPH
1009264;470010900000000260001000000000;NPH
812499;470010600000000080037000000000;NPH
879658;470010900000002260003000000000;NPH
829854;470010900000002250010000000000;NPH
739541;470010900000002180002000000000;NPH
829789;470010900000001540001000000000;NPH
926036;470010900000000560002000000000;NPH
1038439;470010107000000690007000000000;NPH
754330;470010900000000540015000000000;NPH
722612;470010800000000660021000000000;NPH
1039639;470010900000002180007000000000;NPH
947370;470010800000000910009000000000;NPH
1015973;470010600000000080008000000000;NPH
744726;470010900000002270009000000000;NPH
721468;470010900000002240001000000000;NPH
793373;470010900000002240003000000000;NPH
876161;470010800000000660002000000000;NPH
706986;470010900000000570001000000000;NPH
