t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion
84601;Anexo;Comercial.Hoteles
84602;Anexo;Comercial.Hoteles
53714;Anexo;Industrial.Bodega_Casa_Bomba
84588;Anexo;Comercial.Hoteles
