t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
793144;470010107000001340048000000000;NPH;Forestal;Predio.Publico.Ejido
3020077;470010110000000380901902080443;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
3019135;470010107000000120902901000154;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
1037086;470010110000000680902901050046;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
1016326;470010106000000560901903070183;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
1031205;470010106000008210001000000000;NPH;Forestal;Predio.Publico.Ejido
3009943;470010107000000610902901020058;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
990250;470010105000000020901900000031;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
658442;470010107000001340047000000000;NPH;Forestal;Predio.Publico.Ejido
3020815;470010110000001820901900000057;PH.Unidad_Predial;Forestal;Predio.Publico.Ejido
789067;470010004000000020801800000000;NPH;Forestal;Predio.Publico.Ejido
