t_id_predio;numero_predial;destinacion_economica;t_id_construccion;t_id_unidadconstruccion
826405;470010106000011370076000000000;Lote_Urbanizable_No_Urbanizado;99704;
1053370;470010106000010760010500000001;Lote_Urbanizable_No_Urbanizado;133783;
927166;470010002000000030304000000000;Lote_Urbanizable_No_Urbanizado;110437;
988502;470010002000000051960000000000;Lote_Urbanizable_No_Urbanizado;;1204691
1031408;470010002000000066222000000000;Lote_Urbanizable_No_Urbanizado;166677;
1042537;470010115000006140012000000000;Lote_Urbanizable_No_Urbanizado;101116;
662173;470010107000000280903900000112;Lote_Urbanizable_No_Urbanizado;268344;
818560;470010002000000051892000000000;Lote_Urbanizable_No_Urbanizado;132232;
1056740;470010111000001090005000000000;Lote_Urbanizable_No_Urbanizado;152153;
880610;470010002000000071065000000000;Lote_Urbanizable_No_Urbanizado;;1210676
662860;470010110000000310030000000000;Lote_Urbanizable_No_Urbanizado;;1207816
751518;470010107000001430036000000000;Lote_Urbanizable_No_Urbanizado;274172;
701497;470010003000000012674500000006;Lote_Urbanizable_No_Urbanizado;92452;
785271;470010109000003690010000000000;Lote_Urbanizable_No_Urbanizado;;1264852
1014648;470010002000000071441000000000;Lote_Urbanizable_No_Urbanizado;;1195363
734567;470010106000010010004500000001;Lote_Urbanizable_No_Urbanizado;139783;
658512;470010110000000080019500000001;Lote_Urbanizable_No_Urbanizado;244924;
686393;470010002000000071439000000000;Lote_Urbanizable_No_Urbanizado;;1212154
1030301;470010110000000130012000000000;Lote_Urbanizable_No_Urbanizado;181602;
708855;470010112000000190013000000000;Lote_Urbanizable_No_Urbanizado;87197;
979975;470010104000000180006000000000;Lote_Urbanizable_No_Urbanizado;89847;
798393;470010110000000960012000000000;Lote_Urbanizable_No_Urbanizado;;1205871
901581;470010109000002000026000000000;Lote_Urbanizable_No_Urbanizado;126647;
907224;470010110000000630048000000000;Lote_Urbanizable_No_Urbanizado;226148;
839710;470010110000000250152500000025;Lote_Urbanizable_No_Urbanizado;197803;
678091;470010002000000021985000000000;Lote_Urbanizable_No_Urbanizado;;1199562
1062110;470010002000000071428000000000;Lote_Urbanizable_No_Urbanizado;90408;
698638;470010106000011370070000000000;Lote_Urbanizable_No_Urbanizado;169266;
869153;470010110000000320003000000000;Lote_Urbanizable_No_Urbanizado;;1212142
781946;470010106000009300029500000001;Lote_Urbanizable_No_Urbanizado;95217;
1007939;470010002000000051923000000000;Lote_Urbanizable_No_Urbanizado;109397;
884985;470010102000001400017000000000;Lote_Urbanizable_No_Urbanizado;123366;
1035060;470010002000000051810000000000;Lote_Urbanizable_No_Urbanizado;;1198242
787272;470010107000001410055000000000;Lote_Urbanizable_No_Urbanizado;95260;
934011;470010111000002560014000000000;Lote_Urbanizable_No_Urbanizado;150302;
901675;470010115000004190020000000000;Lote_Urbanizable_No_Urbanizado;;1199991
856092;470010111000002480003000000000;Lote_Urbanizable_No_Urbanizado;101549;
1008225;470010002000000071422000000000;Lote_Urbanizable_No_Urbanizado;;1260526
1064477;470010110000001860001000000000;Lote_Urbanizable_No_Urbanizado;117478;
1058208;470010002000000022351000000000;Lote_Urbanizable_No_Urbanizado;275649;
1010671;470010107000000150004000000000;Lote_Urbanizable_No_Urbanizado;129370;
1016346;470010110000001030001000000000;Lote_Urbanizable_No_Urbanizado;;1261724
903551;470010109000003690003000000000;Lote_Urbanizable_No_Urbanizado;262085;
678976;470010111000003470005000000000;Lote_Urbanizable_No_Urbanizado;;1188485
796535;470010002000000051918000000000;Lote_Urbanizable_No_Urbanizado;247227;
1019194;470010115000003850030000000000;Lote_Urbanizable_No_Urbanizado;188530;
882600;470010102000000290011500000001;Lote_Urbanizable_No_Urbanizado;158670;
698644;470010111000000830014000000000;Lote_Urbanizable_No_Urbanizado;218124;
1065293;470010111000003360008000000000;Lote_Urbanizable_No_Urbanizado;136246;
712567;470010110000001050026000000000;Lote_Urbanizable_No_Urbanizado;;1211414
709236;470010115000004130011000000000;Lote_Urbanizable_No_Urbanizado;;1263215
694270;470010106000011550009500000001;Lote_Urbanizable_No_Urbanizado;;1207652
662992;470010106000011810007500000001;Lote_Urbanizable_No_Urbanizado;96897;
999463;470010109000002000027000000000;Lote_Urbanizable_No_Urbanizado;96069;
903312;470010002000000071421000000000;Lote_Urbanizable_No_Urbanizado;;1194905
983743;470010111000002030004000000000;Lote_Urbanizable_No_Urbanizado;162101;
970534;470010002000000040509000000000;Lote_Urbanizable_No_Urbanizado;110573;
759318;470010002000000051925000000000;Lote_Urbanizable_No_Urbanizado;219493;
1002983;470010107000001310003000000000;Lote_Urbanizable_No_Urbanizado;103976;
748056;470010002000000071413000000000;Lote_Urbanizable_No_Urbanizado;;1203234
740503;470010800000000490065000000000;Lote_Urbanizable_No_Urbanizado;119739;
799579;470010110000000630047000000000;Lote_Urbanizable_No_Urbanizado;265755;
826031;470010113000000780090500000001;Lote_Urbanizable_No_Urbanizado;157618;
769079;470010106000008240005000000000;Lote_Urbanizable_No_Urbanizado;205401;
700750;470010002000000051858000000000;Lote_Urbanizable_No_Urbanizado;;1204142
997683;470010002000000051924000000000;Lote_Urbanizable_No_Urbanizado;;1268273
789718;470010002000000071321000000000;Lote_Urbanizable_No_Urbanizado;261951;
700030;470010002000000030271500000006;Lote_Urbanizable_No_Urbanizado;162826;
773095;470010002000000051934000000000;Lote_Urbanizable_No_Urbanizado;172826;
902436;470010109000003690007000000000;Lote_Urbanizable_No_Urbanizado;118089;
789790;470010002000000071415000000000;Lote_Urbanizable_No_Urbanizado;129559;
769042;470010108000000090006000000000;Lote_Urbanizable_No_Urbanizado;197746;
880750;470010002000000071427000000000;Lote_Urbanizable_No_Urbanizado;261976;
925583;470010115000004130030000000000;Lote_Urbanizable_No_Urbanizado;268781;
927735;470010002000000071429000000000;Lote_Urbanizable_No_Urbanizado;200597;
750284;470010002000000071430000000000;Lote_Urbanizable_No_Urbanizado;;1209069
895665;470010107000001430064000000000;Lote_Urbanizable_No_Urbanizado;;1253359
862678;470010110000000320005000000000;Lote_Urbanizable_No_Urbanizado;;1201593
1038045;470010115000003930026000000000;Lote_Urbanizable_No_Urbanizado;;1188516
862993;470010002000000051926000000000;Lote_Urbanizable_No_Urbanizado;;1205090
756660;470010002000000021619000000000;Lote_Urbanizable_No_Urbanizado;;1197822
793562;470010111000001090001000000000;Lote_Urbanizable_No_Urbanizado;126104;
922328;470010115000003650027500000001;Lote_Urbanizable_No_Urbanizado;;1203865
667872;470010115000003650028500000001;Lote_Urbanizable_No_Urbanizado;;1258906
694506;470010003000000012537000000000;Lote_Urbanizable_No_Urbanizado;184519;
831231;470010002000000071437000000000;Lote_Urbanizable_No_Urbanizado;253234;
750212;470010110000000050014000000000;Lote_Urbanizable_No_Urbanizado;;1269776
878540;470010112000003100014000000000;Lote_Urbanizable_No_Urbanizado;87920;
667574;470010003000000012674500000001;Lote_Urbanizable_No_Urbanizado;127566;
817069;470010111000003290008000000000;Lote_Urbanizable_No_Urbanizado;146629;
909568;470010112000003090005000000000;Lote_Urbanizable_No_Urbanizado;158101;
988102;470010002000000065673000000000;Lote_Urbanizable_No_Urbanizado;214936;
970444;470010002000000021620000000000;Lote_Urbanizable_No_Urbanizado;127151;
1036022;470010110000001050002000000000;Lote_Urbanizable_No_Urbanizado;;1198415
705009;470010800000001580011000000000;Lote_Urbanizable_No_Urbanizado;;1199009
658558;470010110000001830002500000003;Lote_Urbanizable_No_Urbanizado;193250;
1061331;470010109000003690009000000000;Lote_Urbanizable_No_Urbanizado;184174;
891461;470010800000000420031000000000;Lote_Urbanizable_No_Urbanizado;85060;
663326;470010110000002560008000000000;Lote_Urbanizable_No_Urbanizado;233214;
931219;470010106000009990014500000001;Lote_Urbanizable_No_Urbanizado;;1198151
866400;470010900000001780006000000000;Lote_Urbanizable_No_Urbanizado;;1251330
799094;470010115000003820038000000000;Lote_Urbanizable_No_Urbanizado;146262;
811253;470010111000003370001000000000;Lote_Urbanizable_No_Urbanizado;;1212297
882860;470010002000000071440000000000;Lote_Urbanizable_No_Urbanizado;;1206352
1020022;470010111000000870007000000000;Lote_Urbanizable_No_Urbanizado;205353;
876813;470010002000000071424000000000;Lote_Urbanizable_No_Urbanizado;;1188295
1063894;470010110000000110004000000000;Lote_Urbanizable_No_Urbanizado;;1195925
963099;470010106000009540019500000001;Lote_Urbanizable_No_Urbanizado;;1212432
658723;470010110000001830002500000002;Lote_Urbanizable_No_Urbanizado;;1275506
929382;470010002000000030271500000007;Lote_Urbanizable_No_Urbanizado;196051;
1022273;470010107000000950011000000000;Lote_Urbanizable_No_Urbanizado;;1252974
880492;470010002000000071420000000000;Lote_Urbanizable_No_Urbanizado;213934;
748694;470010115000003950003000000000;Lote_Urbanizable_No_Urbanizado;275133;
741379;470010106000009760008500000001;Lote_Urbanizable_No_Urbanizado;186624;
700786;470010002000000051922000000000;Lote_Urbanizable_No_Urbanizado;249901;
690433;470010104000000300010000000000;Lote_Urbanizable_No_Urbanizado;140317;
820763;470010001000000020210500000001;Lote_Urbanizable_No_Urbanizado;;1229283
993488;470010109000003060007500000010;Lote_Urbanizable_No_Urbanizado;107981;
924624;470010900000002050003500000001;Lote_Urbanizable_No_Urbanizado;;1275156
676260;470010002000000072274000000000;Lote_Urbanizable_No_Urbanizado;202119;
780732;470010115000002280007000000000;Lote_Urbanizable_No_Urbanizado;153153;
796244;470010002000000030271500000009;Lote_Urbanizable_No_Urbanizado;177387;
715632;470010111000003240001500000001;Lote_Urbanizable_No_Urbanizado;176441;
775221;470010110000001830002500000001;Lote_Urbanizable_No_Urbanizado;;1280550
741929;470010107000001660028000000000;Lote_Urbanizable_No_Urbanizado;129182;
828428;470010106000011480015500000001;Lote_Urbanizable_No_Urbanizado;;1208616
1026665;470010002000000071423000000000;Lote_Urbanizable_No_Urbanizado;250642;
668746;470010110000000300053000000000;Lote_Urbanizable_No_Urbanizado;;1265001
958415;470010002000000051929000000000;Lote_Urbanizable_No_Urbanizado;166641;
927690;470010002000000071414000000000;Lote_Urbanizable_No_Urbanizado;;1269039
664359;470010103000000420008000000000;Lote_Urbanizable_No_Urbanizado;125154;
846426;470010115000003930022000000000;Lote_Urbanizable_No_Urbanizado;;1196670
939969;470010110000000310017000000000;Lote_Urbanizable_No_Urbanizado;134400;
853864;470010115000005540002000000000;Lote_Urbanizable_No_Urbanizado;182227;
770030;470010002000000065545000000000;Lote_Urbanizable_No_Urbanizado;131769;
1010104;470010103000000820095000000000;Lote_Urbanizable_No_Urbanizado;191052;
784115;470010111000001300003000000000;Lote_Urbanizable_No_Urbanizado;107373;
1020744;470010104000000910064000000000;Lote_Urbanizable_No_Urbanizado;203824;
880695;470010002000000071435000000000;Lote_Urbanizable_No_Urbanizado;;1215669
710623;470010002000000071416000000000;Lote_Urbanizable_No_Urbanizado;239886;
899899;470010104000000300009000000000;Lote_Urbanizable_No_Urbanizado;;1197455
1011844;470010114000000690064000000000;Lote_Urbanizable_No_Urbanizado;142332;
953810;470010107000001310007000000000;Lote_Urbanizable_No_Urbanizado;;1242868
838791;470010110000000160001000000000;Lote_Urbanizable_No_Urbanizado;232144;
1070819;470010103000003070027000000000;Lote_Urbanizable_No_Urbanizado;185553;
791876;470010110000000230003000000000;Lote_Urbanizable_No_Urbanizado;203527;
768416;470010110000000310004000000000;Lote_Urbanizable_No_Urbanizado;;1206564
798250;470010104000000580001000000000;Lote_Urbanizable_No_Urbanizado;109050;
997105;470010105000000940247000000000;Lote_Urbanizable_No_Urbanizado;;1205047
1041513;470010110000000130006000000000;Lote_Urbanizable_No_Urbanizado;;1244992
995412;470010109000003690002000000000;Lote_Urbanizable_No_Urbanizado;;1252105
707494;470010002000000071426000000000;Lote_Urbanizable_No_Urbanizado;262638;
1006807;470010110000001050007000000000;Lote_Urbanizable_No_Urbanizado;;1198275
929162;470010002000000020559500000001;Lote_Urbanizable_No_Urbanizado;276763;
983978;470010002000000071417000000000;Lote_Urbanizable_No_Urbanizado;;1212671
782190;470010003000000011920000000000;Lote_Urbanizable_No_Urbanizado;105465;
919128;470010102000002220002000000000;Lote_Urbanizable_No_Urbanizado;;1265673
708769;470010800000000420034000000000;Lote_Urbanizable_No_Urbanizado;128922;
910111;470010002000000051932000000000;Lote_Urbanizable_No_Urbanizado;;1210127
689402;470010110000000110011000000000;Lote_Urbanizable_No_Urbanizado;224348;
1023918;470010002000000051913000000000;Lote_Urbanizable_No_Urbanizado;154266;
711126;470010002000000051916000000000;Lote_Urbanizable_No_Urbanizado;134627;
681111;470010102000000290015000000000;Lote_Urbanizable_No_Urbanizado;93256;
1033345;470010110000000930005000000000;Lote_Urbanizable_No_Urbanizado;268418;
1060536;470010002000000051938000000000;Lote_Urbanizable_No_Urbanizado;143549;
772597;470010115000001490015000000000;Lote_Urbanizable_No_Urbanizado;121233;
793657;470010111000000760003000000000;Lote_Urbanizable_No_Urbanizado;213929;
986032;470010110000001870001000000000;Lote_Urbanizable_No_Urbanizado;122655;
1006274;470010002000000071418000000000;Lote_Urbanizable_No_Urbanizado;204126;
1047888;470010107000000150003000000000;Lote_Urbanizable_No_Urbanizado;;1245022
1038179;470010112000003090007000000000;Lote_Urbanizable_No_Urbanizado;85010;
928338;470010002000000051860000000000;Lote_Urbanizable_No_Urbanizado;86844;
940995;470010109000003690008000000000;Lote_Urbanizable_No_Urbanizado;;1214430
688261;470010106000006800018500000001;Lote_Urbanizable_No_Urbanizado;121562;
877262;470010109000003690011000000000;Lote_Urbanizable_No_Urbanizado;;1197657
883242;470010110000000220005000000000;Lote_Urbanizable_No_Urbanizado;147051;
791910;470010110000000130008000000000;Lote_Urbanizable_No_Urbanizado;232808;
749438;470010002000000071432000000000;Lote_Urbanizable_No_Urbanizado;110096;
869903;470010106000012040020500000001;Lote_Urbanizable_No_Urbanizado;273299;
669801;470010110000000630041000000000;Lote_Urbanizable_No_Urbanizado;;1274573
801241;470010115000004130010000000000;Lote_Urbanizable_No_Urbanizado;;1212860
910005;470010110000000630007000000000;Lote_Urbanizable_No_Urbanizado;225033;
662405;470010110000000110003000000000;Lote_Urbanizable_No_Urbanizado;;1240896
984228;470010002000000022562000000000;Lote_Urbanizable_No_Urbanizado;123679;
760116;470010110000000220004000000000;Lote_Urbanizable_No_Urbanizado;256571;
879699;470010110000000070003000000000;Lote_Urbanizable_No_Urbanizado;96646;
882237;470010002000000071442000000000;Lote_Urbanizable_No_Urbanizado;116900;
709878;470010104000000140011000000000;Lote_Urbanizable_No_Urbanizado;244576;
658634;470010110000000340006000000000;Lote_Urbanizable_No_Urbanizado;247757;
720843;470010107000000020019000000000;Lote_Urbanizable_No_Urbanizado;;1225957
912034;470010110000000310006000000000;Lote_Urbanizable_No_Urbanizado;265105;
1031629;470010111000002520015000000000;Lote_Urbanizable_No_Urbanizado;86841;
740202;470010104000000730020000000000;Lote_Urbanizable_No_Urbanizado;185876;
1048005;470010110000000380557000000000;Lote_Urbanizable_No_Urbanizado;140279;
845852;470010107000001380064000000000;Lote_Urbanizable_No_Urbanizado;271231;
1041439;470010110000000220002000000000;Lote_Urbanizable_No_Urbanizado;267176;
