t_id_predio;numero_predial;condicion_predio;tipo_interesado
725101;470010104000000280901900000000;PH.Matriz;Persona_Natural
1004822;470010110000000580901900000000;PH.Matriz;Persona_Natural
810498;470010107000000270901900000000;PH.Matriz;Persona_Natural
1022230;470010104000000550902900000000;PH.Matriz;Persona_Natural
852273;470010107000001300901900000000;PH.Matriz;Persona_Natural
907091;470010107000000280906900000000;PH.Matriz;Persona_Natural
709007;470010107000001220801800000000;Condominio.Matriz;Persona_Natural
703425;470010110000001130901900000000;PH.Matriz;Persona_Natural
750029;470010107000000970801800000000;Condominio.Matriz;Persona_Natural
860590;470010107000000130906900000000;PH.Matriz;Persona_Natural
678186;470010107000000080911900000000;PH.Matriz;Persona_Natural
1066875;470010107000000450902900000000;PH.Matriz;Persona_Natural
926887;470010107000000220901900000000;PH.Matriz;Persona_Natural
689128;470010104000000550901900000000;PH.Matriz;Persona_Natural
903768;470010104000000320902900000000;PH.Matriz;Persona_Natural
1066603;470010107000000070902900000000;PH.Matriz;Persona_Natural
1055857;470010110000000540902900000000;PH.Matriz;Persona_Natural
812172;470010107000000560902900000000;PH.Matriz;Persona_Natural
986757;470010110000000710901900000000;PH.Matriz;Persona_Natural
979000;470010107000000560901900000000;PH.Matriz;Persona_Natural
906065;470010104000000670902900000000;PH.Matriz;Persona_Natural
884779;470010110000000480902900000000;PH.Matriz;Persona_Natural
822363;470010107000000610901900000000;PH.Matriz;Persona_Natural
856176;470010110000000010901900000000;PH.Matriz;Persona_Natural
982553;470010107000000630801800000000;Condominio.Matriz;Persona_Natural
983024;470010107000000560802800000000;Condominio.Matriz;Persona_Natural
1042829;470010107000000610903900000000;PH.Matriz;Persona_Natural
1013507;470010107000000690902900000000;PH.Matriz;Persona_Natural
904108;470010107000000220903900000000;PH.Matriz;Persona_Natural
986173;470010107000000100904900000000;PH.Matriz;Persona_Natural
677454;470010107000000630901900000000;PH.Matriz;Persona_Natural
800913;470010104000000300902900000000;PH.Matriz;Persona_Natural
709187;470010107000000160902900000000;PH.Matriz;Persona_Natural
855602;470010107000000120902900000000;PH.Matriz;Persona_Natural
1067699;470010107000000720901900000000;PH.Matriz;Persona_Natural
906532;470010107000000130908900000000;PH.Matriz;Persona_Natural
857609;470010104000000140901900000000;PH.Matriz;Persona_Natural
1060320;470010107000000130904900000000;PH.Matriz;Persona_Natural
678608;470010104000000140902900000000;PH.Matriz;Persona_Natural
954697;470010104000000300901900000000;PH.Matriz;Persona_Natural
1000043;470010104000000570901900000000;PH.Matriz;Persona_Natural
1047959;470010104000000590901900000000;PH.Matriz;Persona_Natural
797651;470010107000000130903900000000;PH.Matriz;Persona_Natural
1042171;470010107000000560801800000000;Condominio.Matriz;Persona_Natural
663740;470010107000000740901900000000;PH.Matriz;Persona_Natural
677697;470010107000000320901900000000;PH.Matriz;Persona_Natural
768882;470010104000000760902900000000;PH.Matriz;Persona_Natural
868476;470010104000000800901900000000;PH.Matriz;Persona_Natural
1023495;470010104000000570902900000000;PH.Matriz;Persona_Natural
713360;470010110000000680902900000000;PH.Matriz;Persona_Natural
828515;470010110000000470802800000000;Condominio.Matriz;Persona_Natural
1045019;470010107000001210902900000000;PH.Matriz;Persona_Natural
810576;470010107000000310901900000000;PH.Matriz;Persona_Natural
1027678;470010110000000680903900000000;PH.Matriz;Persona_Natural
786996;470010104000000690901900000000;PH.Matriz;Persona_Natural
1017129;470010110000000190905900000000;PH.Matriz;Persona_Natural
1020237;470010107000000070901900000000;PH.Matriz;Persona_Natural
1018577;470010110000000700901900000000;PH.Matriz;Persona_Natural
1040849;470010107000000100903900000000;PH.Matriz;Persona_Natural
1000088;470010107000001210901900000000;PH.Matriz;Persona_Natural
955831;470010107000000080910900000000;PH.Matriz;Persona_Natural
749891;470010107000000300901900000000;PH.Matriz;Persona_Natural
822493;470010107000000430902900000000;PH.Matriz;Persona_Natural
1036586;470010110000000170801800000000;Condominio.Matriz;Persona_Natural
954680;470010104000000750901900000000;PH.Matriz;Persona_Natural
668937;470010104000000330901900000000;PH.Matriz;Persona_Natural
1033310;470010107000000270904900000000;PH.Matriz;Persona_Natural
681073;470010107000000510901900000000;PH.Matriz;Persona_Natural
747522;470010107000000380801800000000;Condominio.Matriz;Persona_Natural
679560;470010104000000660901900000000;PH.Matriz;Persona_Natural
836254;470010107000000060901900000000;PH.Matriz;Persona_Natural
1059813;470010110000000470801800000000;Condominio.Matriz;Persona_Natural
812192;470010107000000570904900000000;PH.Matriz;Persona_Natural
749855;470010107000000210905900000000;PH.Matriz;Persona_Natural
1066952;470010107000000690901900000000;PH.Matriz;Persona_Natural
923387;470010107000000310902900000000;PH.Matriz;Persona_Natural
813286;470010115000003920027900000000;PH.Matriz;Persona_Natural
824115;470010107000000530903900000000;PH.Matriz;Persona_Natural
908059;470010104000000320901900000000;PH.Matriz;Persona_Natural
947611;470010107000000070903900000000;PH.Matriz;Persona_Natural
953087;470010107000000490906900000000;PH.Matriz;Persona_Natural
1005262;470010107000000270905900000000;PH.Matriz;Persona_Natural
749879;470010107000000300903900000000;PH.Matriz;Persona_Natural
1066921;470010107000000470901900000000;PH.Matriz;Persona_Natural
1060330;470010104000000050901900000000;PH.Matriz;Persona_Natural
772035;470010107000000520902900000000;PH.Matriz;Persona_Natural
855922;470010107000000460902900000000;PH.Matriz;Persona_Natural
983028;470010107000001480901900000000;PH.Matriz;Persona_Natural
1033270;470010107000000480901900000000;PH.Matriz;Persona_Natural
1066846;470010107000000270903900000000;PH.Matriz;Persona_Natural
1013561;470010110000000400801800000000;Condominio.Matriz;Persona_Natural
812042;470010107000000520904900000000;PH.Matriz;Persona_Natural
713749;470010107000000400901900000000;PH.Matriz;Persona_Natural
749895;470010107000000130907900000000;PH.Matriz;Persona_Natural
898806;470010107000000540901900000000;PH.Matriz;Persona_Natural
768015;470010110000000490802800000000;Condominio.Matriz;Persona_Natural
1059652;470010110000000650902900000000;PH.Matriz;Persona_Natural
770845;470010104000000610901900000000;PH.Matriz;Persona_Natural
936423;470010107000000090904900000000;PH.Matriz;Persona_Natural
856886;470010107000000550902900000000;PH.Matriz;Persona_Natural
1033138;470010107000000080908900000000;PH.Matriz;Persona_Natural
684011;470010104000000310901900000000;PH.Matriz;Persona_Natural
899510;470010110000001670901900000000;PH.Matriz;Persona_Natural
1005391;470010105000000130003900000000;PH.Matriz;Persona_Natural
734361;470010107000000410903900000000;PH.Matriz;Persona_Natural
775444;470010107000000060905900000000;PH.Matriz;Persona_Natural
986219;470010107000000100907900000000;PH.Matriz;Persona_Natural
830937;470010107000000100910900000000;PH.Matriz;Persona_Natural
685906;470010110000000540801800000000;Condominio.Matriz;Persona_Natural
996354;470010107000000430903900000000;PH.Matriz;Persona_Natural
659427;470010900000001080901900000000;PH.Matriz;Persona_Natural
902626;470010107000001170901900000000;PH.Matriz;Persona_Natural
1059566;470010107000000520905900000000;PH.Matriz;Persona_Natural
810132;470010104000000030902900000000;PH.Matriz;Persona_Natural
855795;470010107000000410901900000000;PH.Matriz;Persona_Natural
855895;470010107000000450903900000000;PH.Matriz;Persona_Natural
1055715;470010107000000300904900000000;PH.Matriz;Persona_Natural
1023258;470010107000000210903900000000;PH.Matriz;Persona_Natural
1065868;470010107000000100905900000000;PH.Matriz;Persona_Natural
735908;470010110000000470901900000000;PH.Matriz;Persona_Natural
953123;470010104000000760901900000000;PH.Matriz;Persona_Natural
1055690;470010107000000280904900000000;PH.Matriz;Persona_Natural
978936;470010104000000310902900000000;PH.Matriz;Persona_Natural
770537;470010107000000080913900000000;PH.Matriz;Persona_Natural
696032;470010107000000090905900000000;PH.Matriz;Persona_Natural
1056363;470010110000000650901900000000;PH.Matriz;Persona_Natural
1027660;470010110000001820902900000000;PH.Matriz;Persona_Natural
839030;470010107000000310905900000000;PH.Matriz;Persona_Natural
