t_id_predio;numero_predial;condicion_predio;tipo_predio
931734;470010110000001070019400000000;Via;Predio.Publico.Uso_Publico
1056407;470010104000000660058400000000;Via;Predio.Publico.Uso_Publico
931737;470010110000001050029400000000;Via;Predio.Publico.Uso_Publico
984507;470010107000000410028400000000;Via;Predio.Publico.Uso_Publico
804362;470010110000001010014400000000;Via;Predio.Publico.Uso_Publico
663478;470010110000001010011400000000;Via;Predio.Publico.Uso_Publico
798357;470010110000001010025400000000;Via;Predio.Publico.Uso_Publico
663492;470010110000001010023400000000;Via;Predio.Publico.Uso_Publico
663481;470010110000001010026400000000;Via;Predio.Publico.Uso_Publico
663473;470010110000001010013400000000;Via;Predio.Publico.Uso_Publico
801452;470010110000001010022400000000;Via;Predio.Publico.Uso_Publico
949821;470010104000000660057400000000;Via;Predio.Publico.Uso_Publico
