t_id_predio;numero_predial;matricula_inmobiliaria
669759;470010101000001400903900000000;
778968;470010101000001230901900000000;
658937;470010111000001760018000000000;
744587;470010101000001410901900000000;
778647;470010115000006460901900000000;
778624;470010001000000029001900000000;
1058624;470010101000001400901900000000;
778970;470010101000001060901900000000;
669579;470010002000000040621000000000;
658967;470010101000000990901900000000;
742975;470010101000001440901900000000;
658477;470010002000000021901900000000;
