t_id_construccion;area_digital
87161;0.5232424994033575
107279;0.7499399995351583
130383;0.5980650001302734
98879;0.0031234998188316987
88229;0.7987830001509822
196073;0.736821000139225
143178;0.9648714994964038
126223;0.5091874999208376
141578;0.5982904997888282
148852;0.638818499923503
199624;0.9988330000185948
145910;0.8919909994699211
161994;0.8992605012567698
158178;0.7992179997333959
180033;0.7981500005611685
183718;0.9987484999839085
98488;0.8389524995534589
89531;0.7994395004048496
268796;0.8000079998713061
147747;0.5955354998945239
160961;0.7991614998939205
127329;0.8980015018903781
162804;0.8986790000395888
196373;0.9599369996340592
196301;0.004711000087331982
184873;0.8482655002255719
166463;0.35947600005359953
141163;0.7992179999923036
161933;0.03936249946737662
121861;0.8989625004421921
218722;0.4497639996665195
178777;0.9958079992853646
175531;0.7991614999830947
270478;0.47858400083592545
109987;0.9991929996930695
87280;0.8745439995780997
155227;0.6001535002798922
143819;0.010741000144198515
86344;0.8981799989262875
86835;0.9663905003184714
138675;0.6789719999896567
212994;0.8437475003235134
188428;0.7499539998498782
156471;0.7999689996499048
145986;0.0013794979798085194
212507;0.5486560003077201
122936;0.042833501164285304
160919;0.3294390004156288
270506;0.03256549970924669
92202;0.0077750001213513316
114324;0.9981039995200037
197308;0.5990400001951866
89611;0.8985570004675835
97037;0.9417885003788639
109548;0.719531999008853
152527;0.8000259998655654
213576;0.8991220012337172
122517;0.8982354989610128
125701;0.17963649995184874
95442;0.9993799996365607
98026;0.8989815001010374
164825;0.7984099998596683
211355;0.493272000249356
162967;0.27964800034095344
91393;0.5704779996938334
143385;0.9993719996525645
158589;0.8990664998967703
89037;0.7499540003071576
178301;0.8989645013315621
219394;0.7737964996659981
179340;0.7768929997584018
158315;0.3676110001616515
129127;0.3815654999853838
190972;0.09975500000536443
115674;0.7183405000136028
214484;0.9105934994739537
151114;0.016437500250060112
270110;0.042932999783622194
187131;0.9583635001450088
187836;0.7986489994341731
86165;0.7992180001096502
158112;0.7484560004139841
131418;0.02625100068810937
138749;0.08403200192715232
213250;0.9995049995988421
202988;0.8987179998553991
166038;0.9995050014568306
159487;0.999717999789508
133769;0.9990040000697635
157565;0.9128285003109519
106301;0.007611999813664705
131532;0.6994345002656076
182618;0.8642624996806961
173868;0.07972000139134039
129819;0.9013469996560105
133918;0.8883660001961197
151238;0.879605499742849
168874;0.9986524997063354
144643;0.039429499835327286
144366;0.9991714999621584
276081;0.9987094996114
106886;0.8788615001105927
198780;0.9993799996365607
108549;0.898697000365166
133146;0.8237330002936144
127378;0.1070330009481944
186628;0.9985145004869457
100860;0.7988210003043021
95176;0.8384210002311469
115818;0.8990189998430144
93348;0.958122499800343
172996;0.8159910009546819
152251;0.8412505004597717
205165;0.49945250005846853
209518;0.6292409997628219
209199;0.9862724998187833
216353;0.4003990002844706
155110;0.9744790000801943
161970;0.7991614999830947
