t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion
54407;Institucional;Residencial.Vivienda_Hasta_3_Pisos
70065;Institucional;Residencial.Vivienda_Hasta_3_Pisos
