t_id_predio;numero_predial;condicion_predio
1072427;470010002000000066719901010001;PH.Unidad_Predial
939721;470010109000003600901900000132;PH.Unidad_Predial
935208;470010002000000021901901030305;PH.Unidad_Predial
1061009;470010109000003600901900000141;PH.Unidad_Predial
827004;470010002000000040901901010162;PH.Unidad_Predial
1065287;470010109000003600901900000133;PH.Unidad_Predial
935637;470010002000000021901901030310;PH.Unidad_Predial
935204;470010002000000021901901020211;PH.Unidad_Predial
1057706;470010101000001280905900000000;PH.Unidad_Predial
1058202;470010101000001840901900000000;PH.Unidad_Predial
1065335;470010109000003600901900000155;PH.Unidad_Predial
1061409;470010110000000630056000000000;PH.Unidad_Predial
1072425;470010002000000066719903010001;PH.Unidad_Predial
1065221;470010107000001210904904040220;PH.Unidad_Predial
862521;470010110000001590901900000103;PH.Unidad_Predial
1035835;470010002000000040901901010159;PH.Unidad_Predial
658827;470010002000000039011000000000;PH.Unidad_Predial
1065309;470010109000003600901900000139;PH.Unidad_Predial
658823;470010002000000039017000000000;PH.Unidad_Predial
1051220;470010001000000022546000000000;PH.Unidad_Predial
1065333;470010109000003600901900000154;PH.Unidad_Predial
662200;470010002000000021901901010101;PH.Unidad_Predial
808352;470010002000000021901901030309;PH.Unidad_Predial
937733;470010101000000850029000000000;PH.Unidad_Predial
832969;470010110000000630050000000000;PH.Unidad_Predial
1065299;470010109000003600901900000143;PH.Unidad_Predial
1041167;470010002000000040901901010166;PH.Unidad_Predial
828399;470010110000000630053000000000;PH.Unidad_Predial
1065307;470010109000003600901900000138;PH.Unidad_Predial
3016771;470010002000000040901901010155;PH.Unidad_Predial
1057720;470010101000001020902900000000;PH.Unidad_Predial
860435;470010109000003600901900000142;PH.Unidad_Predial
1057704;470010101000001280903900000000;PH.Unidad_Predial
673822;470010002000000039018000000000;PH.Unidad_Predial
1057698;470010101000001210903900000000;PH.Unidad_Predial
978300;470010002000000040901901010171;PH.Unidad_Predial
1072423;470010002000000066719902010001;PH.Unidad_Predial
935044;470010002000000021901901020209;PH.Unidad_Predial
1061499;470010110000000630054000000000;PH.Unidad_Predial
659094;470010101000001210901900000000;PH.Unidad_Predial
949672;470010107000000320904901060197;PH.Unidad_Predial
883121;470010102000002200015901010001;PH.Unidad_Predial
