t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
787286;470010005000000010056000000000;NPH;Agricola;
682243;470010005000000010019000000000;NPH;Agricola;
971633;470010005000000010072000000000;NPH;Agricola;
709375;470010005000000010075000000000;NPH;Agricola;
881735;470010005000000010078000000000;NPH;Agricola;
787747;470010005000000010058000000000;NPH;Agricola;
663241;470010002000000010476000000000;NPH;Agricola;
820060;470010005000000010142000000000;NPH;Agricola;
693822;470010002000000010191000000000;NPH;Agricola;
1015743;470010005000000010094000000000;NPH;Agricola;
709699;470010106000001530020000000000;NPH;Agricola;
999501;470010005000000010016000000000;NPH;Agricola;
886349;470010002000000010472000000000;NPH;Agricola;
775619;470010005000000010029000000000;NPH;Agricola;
957948;470010005000000010025000000000;NPH;Agricola;
767757;470010005000000010203000000000;NPH;Agricola;
746727;470010005000000010115000000000;NPH;Agricola;
678782;470010005000000010090000000000;NPH;Agricola;
794906;470010005000000010030000000000;NPH;Agricola;
739164;470010005000000010010000000000;NPH;Agricola;
673473;470010005000000010084000000000;NPH;Agricola;
1057454;470010005000000010206000000000;NPH;Agricola;
938861;470010002000000010471500000001;Parque_Cementerio.Unidad_Predial;Agricola;
878623;470010005000000010036000000000;NPH;Agricola;
975342;470010002000000020109000000000;NPH;Agricola;
1017762;470010005000000010069000000000;NPH;Agricola;
757119;470010900000001940003000000000;NPH;Agricola;
767909;470010002000000010463500000001;Parque_Cementerio.Unidad_Predial;Agricola;
891467;470010005000000010204000000000;NPH;Agricola;
973357;470010005000000010080000000000;NPH;Agricola;
739960;470010005000000010012500000001;Parque_Cementerio.Unidad_Predial;Agricola;
849730;470010005000000010073000000000;NPH;Agricola;
673760;470010002000000010475500000001;Parque_Cementerio.Unidad_Predial;Agricola;
976228;470010005000000010067000000000;NPH;Agricola;
964265;470010104000000360012000000000;NPH;Agricola;
858510;470010006000000010467000000000;NPH;Agricola;
873079;470010005000000010011000000000;NPH;Agricola;
1041466;470010106000006790024000000000;NPH;Agricola;
759742;470010002000000010468500000001;Parque_Cementerio.Unidad_Predial;Agricola;
963376;470010006000000020492000000000;NPH;Agricola;
760958;470010005000000010071000000000;NPH;Agricola;
666802;470010002000000010473500000001;Parque_Cementerio.Unidad_Predial;Agricola;
925835;470010005000000010076000000000;NPH;Agricola;
764523;470010002000000010474000000000;NPH;Agricola;
910038;470010003000000012071000000000;NPH;Agricola;
869200;470010005000000010070000000000;NPH;Agricola;
666800;470010002000000010462500000001;Parque_Cementerio.Unidad_Predial;Agricola;
1049125;470010005000000010055000000000;NPH;Agricola;
812178;470010002000000010475000000000;NPH;Agricola;
703872;470010005000000010061000000000;NPH;Agricola;
938177;470010002000000067057000000000;NPH;Agricola;
669509;470010002000000010468000000000;NPH;Agricola;
1004331;470010005000000010153000000000;NPH;Agricola;
931377;470010005000000010051000000000;NPH;Agricola;
760649;470010005000000010015000000000;NPH;Agricola;
721163;470010002000000010462000000000;NPH;Agricola;
986124;470010005000000010079000000000;NPH;Agricola;
962786;470010005000000010048000000000;NPH;Agricola;
746486;470010005000000010032000000000;NPH;Agricola;
755107;470010005000000010045000000000;NPH;Agricola;
699820;470010006000000020024500000001;Parque_Cementerio.Unidad_Predial;Agricola;
884810;470010005000000010149000000000;NPH;Agricola;
818546;470010005000000010012000000000;NPH;Agricola;
989427;470010002000000010109000000000;NPH;Agricola;
699676;470010002000000010473000000000;NPH;Agricola;
703888;470010106000006790026000000000;NPH;Agricola;
967910;470010002000000010469500000001;Parque_Cementerio.Unidad_Predial;Agricola;
708330;470010002000000010471000000000;NPH;Agricola;
757023;470010005000000010024000000000;NPH;Agricola;
1061536;470010006000000010505000000000;NPH;Agricola;
893407;470010006000000020491000000000;NPH;Agricola;
716994;470010005000000010141000000000;NPH;Agricola;
881371;470010002000000010466000000000;NPH;Agricola;
787719;470010005000000010053000000000;NPH;Agricola;
882233;470010006000000020084500000011;Parque_Cementerio.Unidad_Predial;Agricola;
912728;470010005000000010040000000000;NPH;Agricola;
752634;470010005000000010095000000000;NPH;Agricola;
889394;470010002000000010464500000001;Parque_Cementerio.Unidad_Predial;Agricola;
757097;470010005000000010087000000000;NPH;Agricola;
