t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
717486;470010008000000020007500000001;Parque_Cementerio.Unidad_Predial;Pecuario;
925298;470010003000000040025500000001;Parque_Cementerio.Unidad_Predial;Pecuario;
720015;470010003000000010141500000027;Parque_Cementerio.Unidad_Predial;Pecuario;
755607;470010106000008930001000000000;NPH;Pecuario;
689673;470010106000008950001000000000;NPH;Pecuario;
979432;470010003000000010001500000001;Parque_Cementerio.Unidad_Predial;Pecuario;
930489;470010002000000020606500000001;Parque_Cementerio.Unidad_Predial;Pecuario;
1026085;470010110000001590901900000013;PH.Unidad_Predial;Pecuario;
931089;470010003000000040021500000025;Parque_Cementerio.Unidad_Predial;Pecuario;
1002761;470010110000001590901900000082;PH.Unidad_Predial;Pecuario;
850685;470010106000008990001000000000;NPH;Pecuario;
665317;470010106000008940001000000000;NPH;Pecuario;
761559;470010106000008970001000000000;NPH;Pecuario;
666228;470010006000000020015500000101;Parque_Cementerio.Unidad_Predial;Pecuario;
866360;470010004000000050046500000001;Parque_Cementerio.Unidad_Predial;Pecuario;
