t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
1006510;470010101000002280901900000045;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
658995;470010101000001020903900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057720;470010101000001020902900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
851762;470010101000001520901900000016;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057702;470010101000001010901900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057696;470010101000000980901900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
659094;470010101000001210901900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057704;470010101000001280903900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1026219;470010107000001380077000000000;NPH;Comercial;Predio.Publico.Ejido
1057706;470010101000001280905900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057708;470010101000001210902900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1057698;470010101000001210903900000000;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
