t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
991870;470010104000000770023000000000;NPH;Salubridad;
898637;470010102000002520002000000000;NPH;Salubridad;
861505;470010107000001370084000000000;NPH;Salubridad;
787739;470010102000003010015000000000;NPH;Salubridad;
979074;470010104000000770020000000000;NPH;Salubridad;
876491;470010103000003360144500000001;Parque_Cementerio.Unidad_Predial;Salubridad;
752688;470010102000001680001000000000;NPH;Salubridad;
705417;470010109000000160002000000000;NPH;Salubridad;
903801;470010105000000920901900000036;PH.Unidad_Predial;Salubridad;
680819;470010102000003010014000000000;NPH;Salubridad;
989425;470010006000000020359000000000;NPH;Salubridad;
771732;470010102000002310036000000000;NPH;Salubridad;
999337;470010105000000920901900000032;PH.Unidad_Predial;Salubridad;
914435;470010102000000290001500000002;Parque_Cementerio.Unidad_Predial;Salubridad;
719990;470010104000000770018000000000;NPH;Salubridad;
999751;470010104000000770010000000000;NPH;Salubridad;
760122;470010103000000130043000000000;NPH;Salubridad;
778913;470010103000000470013000000000;NPH;Salubridad;
736702;470010103000000540025000000000;NPH;Salubridad;
983046;470010102000004360001000000000;NPH;Salubridad;
1018546;470010105000000920901900000035;PH.Unidad_Predial;Salubridad;
982878;470010105000000050011000000000;NPH;Salubridad;
898966;470010105000000920901900000029;PH.Unidad_Predial;Salubridad;
788633;470010004000000090001500000007;Parque_Cementerio.Unidad_Predial;Salubridad;
740304;470010102000003010002000000000;NPH;Salubridad;
1002333;470010105000000920901900000031;PH.Unidad_Predial;Salubridad;
819420;470010105000000920901900000001;PH.Unidad_Predial;Salubridad;
979004;470010103000000130039000000000;NPH;Salubridad;
723620;470010102000003250902900000037;PH.Unidad_Predial;Salubridad;
795044;470010102000003010016000000000;NPH;Salubridad;
983452;470010104000000770016000000000;NPH;Salubridad;
745132;470010103000003360144000000000;NPH;Salubridad;
987960;470010105000000920901900000038;PH.Unidad_Predial;Salubridad;
933271;470010114000000640010000000000;NPH;Salubridad;
874212;470010112000000070001500000004;Parque_Cementerio.Unidad_Predial;Salubridad;
963962;470010002000000020334000000000;NPH;Salubridad;
903838;470010105000000920901900000037;PH.Unidad_Predial;Salubridad;
743262;470010102000003010001000000000;NPH;Salubridad;
977955;470010102000000910025000000000;NPH;Salubridad;
686409;470010104000000770017000000000;NPH;Salubridad;
928728;470010002000000020755000000000;NPH;Salubridad;
824516;470010007000000020004500000124;Parque_Cementerio.Unidad_Predial;Salubridad;
925761;470010103000003170020500000001;Parque_Cementerio.Unidad_Predial;Salubridad;
1049682;470010103000000130038000000000;NPH;Salubridad;
855915;470010102000002530008000000000;NPH;Salubridad;
1060896;470010105000000920901900000030;PH.Unidad_Predial;Salubridad;
931533;470010106000000170003000000000;NPH;Salubridad;
732849;470010103000000130044000000000;NPH;Salubridad;
925789;470010105000000920901900000034;PH.Unidad_Predial;Salubridad;
884422;470010103000000130042000000000;NPH;Salubridad;
901466;470010102000002860025000000000;NPH;Salubridad;
831868;470010109000001230009500000001;Parque_Cementerio.Unidad_Predial;Salubridad;
1070950;470010102000002970009000000000;NPH;Salubridad;
757183;470010003000000010923500000185;Parque_Cementerio.Unidad_Predial;Salubridad;
821936;470010104000000520020000000000;NPH;Salubridad;
1020061;470010105000000920901900000033;PH.Unidad_Predial;Salubridad;
744891;470011000000000030005000000000;NPH;Salubridad;
787737;470010104000000770027000000000;NPH;Salubridad;
1035934;470010103000000130040000000000;NPH;Salubridad;
855878;470010102000003010017000000000;NPH;Salubridad;
666340;470010105000000920901900000039;PH.Unidad_Predial;Salubridad;
948174;470010104000000770001000000000;NPH;Salubridad;
