t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
658937;470010111000001760018000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Baldio
1059621;470010107000000240010000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
862555;470010002000000049974000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
832969;470010110000000630050000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1017624;470010111000004000008000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
828399;470010110000000630053000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
832967;470010110000000630049000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1061578;470010110000000630058000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
940702;470010111000001220001000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
832971;470010110000000630055000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1061499;470010110000000630054000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1061409;470010110000000630056000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1014735;470010111000001150011000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
832973;470010110000000630052000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1007242;470010110000000630051000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
814718;470010002000000021488000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
929774;470010114000000150128000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
930479;470010110000000630057000000000;PH.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
953353;470010002000000066732000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
