t_id_predio;numero_predial;condicion_predio;tipo_predio
660604;470010109000000450901900000000;PH.Matriz;Predio.Publico.Ejido
659117;470010102000002410901900000000;PH.Matriz;Predio.Publico.Ejido
933546;470010002000000040909900000000;PH.Matriz;Predio.Publico.Ejido
660185;470010105000000300901900000000;PH.Matriz;Predio.Publico.Ejido
720825;470010104000000270901900000000;PH.Matriz;Predio.Publico.Ejido
1067586;470010110000000620902900000000;PH.Matriz;Predio.Publico.Ejido
659715;470010101000001520901900000000;PH.Matriz;Predio.Publico.Ejido
659129;470010102000002500901900000000;PH.Matriz;Predio.Publico.Ejido
659419;470010115000006650902900000000;PH.Matriz;Predio.Publico.Ejido
1000101;470010107000000610902900000000;PH.Matriz;Predio.Publico.Ejido
662126;470010002000000060903900000000;PH.Matriz;Predio.Publico.Ejido
659038;470010102000002320902900000000;PH.Matriz;Predio.Publico.Ejido
788779;470010107000000080902900000000;PH.Matriz;Predio.Publico.Ejido
662145;470010107000000930902900000000;PH.Matriz;Predio.Publico.Ejido
