t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
1045131;470010103000001020031000000000;NPH;Religioso;
825499;470010006000000020359500000001;Parque_Cementerio.Unidad_Predial;Religioso;
787743;470010107000001420002000000000;NPH;Religioso;
921169;470010900000000900027000000000;NPH;Religioso;
711858;470010107000001370071000000000;NPH;Religioso;
1062589;470010104000001030003000000000;NPH;Religioso;
843902;470010103000001920010000000000;NPH;Religioso;
961813;470010109000001300019500000001;Parque_Cementerio.Unidad_Predial;Religioso;
771459;470010111000001120014000000000;NPH;Religioso;
853867;470010116000001250017000000000;NPH;Religioso;
681584;470010800000000740001000000000;NPH;Religioso;
1050563;470010115000000720018000000000;NPH;Religioso;
1057127;470010102000002560002000000000;NPH;Religioso;
901653;470010107000001370021000000000;NPH;Religioso;
1034594;470010001000000021704000000000;NPH;Religioso;
712610;470010107000001390011000000000;NPH;Religioso;
932504;470010116000001600004500000001;Parque_Cementerio.Unidad_Predial;Religioso;
874118;470010103000004620007500000023;Parque_Cementerio.Unidad_Predial;Religioso;
742579;470010116000001250008000000000;NPH;Religioso;
938016;470010112000000360001500000016;Parque_Cementerio.Unidad_Predial;Religioso;
782335;470010102000002140008000000000;NPH;Religioso;
781809;470010105000000950005000000000;NPH;Religioso;
889701;470010109000001650015500000001;Parque_Cementerio.Unidad_Predial;Religioso;
945589;470010800000000810002000000000;NPH;Religioso;
796435;470010800000000870005000000000;NPH;Religioso;
742201;470010105000001140005000000000;NPH;Religioso;
1065153;470010106000000510091000000000;NPH;Religioso;
902046;470010800000000780003000000000;NPH;Religioso;
1038075;470010103000000720001000000000;NPH;Religioso;
1027835;470010800000000750001000000000;NPH;Religioso;
855864;470010800000000800011000000000;NPH;Religioso;
936061;470010103000001830005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
964944;470010600000000140009000000000;NPH;Religioso;
1007529;470010800000000980004000000000;NPH;Religioso;
998489;470010107000001370068000000000;NPH;Religioso;
856090;470010800000001020003000000000;NPH;Religioso;
744577;470010003000000060156000000000;NPH;Religioso;
777870;470010106000005970001000000000;NPH;Religioso;
701537;470010102000000190072500000001;Parque_Cementerio.Unidad_Predial;Religioso;
881038;470010107000001420001000000000;NPH;Religioso;
885790;470010101000001980001000000000;NPH;Religioso;
662671;470010106000000510070000000000;NPH;Religioso;
989540;470010103000002490012000000000;NPH;Religioso;
793886;470010107000001370030000000000;NPH;Religioso;
926230;470010900000000900013000000000;NPH;Religioso;
758247;470010107000001370042000000000;NPH;Religioso;
888884;470010107000000690037000000000;NPH;Religioso;
1066379;470010116000001420016000000000;NPH;Religioso;
863422;470010106000000510044000000000;NPH;Religioso;
703999;470010109000001570023500000001;Parque_Cementerio.Unidad_Predial;Religioso;
1063041;470010107000001370065000000000;NPH;Religioso;
965865;470010115000000730064000000000;NPH;Religioso;
892483;470010115000000730025000000000;NPH;Religioso;
658430;470010115000006800002000000000;NPH;Religioso;
901687;470010800000000870003000000000;NPH;Religioso;
934795;470010001000000040001000000000;NPH;Religioso;
817494;470010800000000800004000000000;NPH;Religioso;
928740;470010800000000280001000000000;NPH;Religioso;
1070798;470010106000005600011000000000;NPH;Religioso;
927786;470010106000005600006000000000;NPH;Religioso;
698887;470010800000000660004000000000;NPH;Religioso;
983960;470010001000000021741000000000;NPH;Religioso;
809224;470010101000000540001000000000;NPH;Religioso;
1040915;470010103000002760005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
754867;470010800000000660005000000000;NPH;Religioso;
765778;470010106000005850017500000001;Parque_Cementerio.Unidad_Predial;Religioso;
979091;470010116000001250012000000000;NPH;Religioso;
786092;470010116000001250019000000000;NPH;Religioso;
948275;470010800000000870004000000000;NPH;Religioso;
934488;470010103000002260006500000001;Parque_Cementerio.Unidad_Predial;Religioso;
689068;470010112000001760001500000016;Parque_Cementerio.Unidad_Predial;Religioso;
983661;470010115000005970001000000000;NPH;Religioso;
880255;470010800000000310008000000000;NPH;Religioso;
983777;470010116000001250026000000000;NPH;Religioso;
779400;470010115000006650002000000000;NPH;Religioso;
1013438;470010800000000800009000000000;NPH;Religioso;
792689;470010105000001140001000000000;NPH;Religioso;
927619;470010107000001390007000000000;NPH;Religioso;
879338;470010800000000790004000000000;NPH;Religioso;
901677;470010115000006620005000000000;NPH;Religioso;
759289;470010800000000650001000000000;NPH;Religioso;
888802;470010102000002140001000000000;NPH;Religioso;
1030670;470010113000000220001000000000;NPH;Religioso;
800284;470010800000000870002000000000;NPH;Religioso;
809037;470010107000001370070000000000;NPH;Religioso;
689589;470010106000012200001000000000;NPH;Religioso;
853743;470010106000005600012000000000;NPH;Religioso;
667058;470010115000000720015000000000;NPH;Religioso;
983836;470010115000000710005000000000;NPH;Religioso;
662916;470010102000002780003000000000;NPH;Religioso;
720250;470010800000001000002000000000;NPH;Religioso;
1015229;470010115000002650011000000000;NPH;Religioso;
882223;470010003000000010923500000159;Parque_Cementerio.Unidad_Predial;Religioso;
811117;470010103000004630002000000000;NPH;Religioso;
740377;470010106000000080048000000000;NPH;Religioso;
988752;470010109000000210003000000000;NPH;Religioso;
1032322;470010106000012200001500000001;Parque_Cementerio.Unidad_Predial;Religioso;
836499;470010800000000720001000000000;NPH;Religioso;
929058;470010107000001370069000000000;NPH;Religioso;
983067;470010102000002310021000000000;NPH;Religioso;
955708;470010106000005600009000000000;NPH;Religioso;
664606;470010116000001600001500000007;Parque_Cementerio.Unidad_Predial;Religioso;
932992;470010115000000720009000000000;NPH;Religioso;
679361;470010116000001250022000000000;NPH;Religioso;
836572;470010105000002270006000000000;NPH;Religioso;
901759;470010800000001090001000000000;NPH;Religioso;
1057203;470010116000001250003000000000;NPH;Religioso;
837566;470010600000000140011000000000;NPH;Religioso;
738378;470010006000000020015500000163;Parque_Cementerio.Unidad_Predial;Religioso;
985760;470010106000009490002500000001;Parque_Cementerio.Unidad_Predial;Religioso;
921356;470010114000001520012500000001;Parque_Cementerio.Unidad_Predial;Religioso;
902465;470010105000001140006000000000;NPH;Religioso;
1050280;470010800000000660020000000000;NPH;Religioso;
735309;470010106000005740004000000000;NPH;Religioso;
1061061;470010115000000720011000000000;NPH;Religioso;
878467;470011000000000080004000000000;NPH;Religioso;
704326;470010900000000900004000000000;NPH;Religioso;
1035425;470010107000001370013000000000;NPH;Religioso;
747661;470010111000001730006000000000;NPH;Religioso;
919402;470010105000001140016000000000;NPH;Religioso;
836505;470010800000001000001000000000;NPH;Religioso;
901920;470010107000001370040000000000;NPH;Religioso;
770750;470010115000000720064000000000;NPH;Religioso;
822183;470010116000001250007000000000;NPH;Religioso;
1017098;470010006000000020317000000000;NPH;Religioso;
810939;470010106000005600014000000000;NPH;Religioso;
901715;470010900000000900011000000000;NPH;Religioso;
664936;470010900000000900029000000000;NPH;Religioso;
1019530;470010116000000850007000000000;NPH;Religioso;
784667;470010116000001250015000000000;NPH;Religioso;
874084;470010104000000780029000000000;NPH;Religioso;
892421;470010800000001020006000000000;NPH;Religioso;
951833;470010800000000960002000000000;NPH;Religioso;
965783;470010103000007980178000000000;NPH;Religioso;
772620;470010116000001250028000000000;NPH;Religioso;
796198;470010106000006210005000000000;NPH;Religioso;
742196;470010105000000230902900000001;PH.Unidad_Predial;Religioso;
741898;470010106000005600013000000000;NPH;Religioso;
694603;470010007000000020004500000123;Parque_Cementerio.Unidad_Predial;Religioso;
948510;470010107000001370039000000000;NPH;Religioso;
885089;470011000000000160001000000000;NPH;Religioso;
800680;470010116000001250010000000000;NPH;Religioso;
985640;470010106000005600005000000000;NPH;Religioso;
838941;470010111000002500006000000000;NPH;Religioso;
679021;470010101000000740009000000000;NPH;Religioso;
782442;470010103000003460014500000001;Parque_Cementerio.Unidad_Predial;Religioso;
1042407;470010800000000960003000000000;NPH;Religioso;
984145;470010800000000720002000000000;NPH;Religioso;
1028258;470010116000001250021000000000;NPH;Religioso;
1026111;470010800000001020005000000000;NPH;Religioso;
741450;470010115000000760801800000106;Condominio.Unidad_Predial;Religioso;
711854;470010107000001370037000000000;NPH;Religioso;
749959;470010103000003240048000000000;NPH;Religioso;
909642;470010113000000600001000000000;NPH;Religioso;
717857;470010111000000690002000000000;NPH;Religioso;
750014;470010800000000640022000000000;NPH;Religioso;
772449;470010105000001140019000000000;NPH;Religioso;
822068;470010800000000660061000000000;NPH;Religioso;
934384;470010800000000660003000000000;NPH;Religioso;
800917;470010107000001490004000000000;NPH;Religioso;
924498;470010115000001840002000000000;NPH;Religioso;
747890;470010002000000020466000000000;NPH;Religioso;
884765;470010113000000990009000000000;NPH;Religioso;
782164;470010002000000064718000000000;NPH;Religioso;
1024095;470010109000002200005000000000;NPH;Religioso;
983799;470010107000001370020000000000;NPH;Religioso;
708570;470010102000000190044500000003;Parque_Cementerio.Unidad_Predial;Religioso;
1064833;470010004000000010048000000000;NPH;Religioso;
932063;470010106000006680005000000000;NPH;Religioso;
1017600;470010107000001370010000000000;NPH;Religioso;
838420;470010001000000021705000000000;NPH;Religioso;
927794;470010106000005600010000000000;NPH;Religioso;
983747;470010800000000640023000000000;NPH;Religioso;
915023;470010900000000900038000000000;NPH;Religioso;
855996;470010107000001370031000000000;NPH;Religioso;
721740;470010800000000640016000000000;NPH;Religioso;
815952;470010116000001600005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
990496;470010111000002650003000000000;NPH;Religioso;
677835;470010800000000640018000000000;NPH;Religioso;
959239;470010106000005580002000000000;NPH;Religioso;
778925;470010102000002140023000000000;NPH;Religioso;
787517;470010002000000072162000000000;NPH;Religioso;
967065;470010103000000470057000000000;NPH;Religioso;
853916;470010115000000710015000000000;NPH;Religioso;
899026;470010116000001250004000000000;NPH;Religioso;
793506;470010800000000940002000000000;NPH;Religioso;
934967;470010103000002260005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
688986;470010112000000380001500000019;Parque_Cementerio.Unidad_Predial;Religioso;
828799;470010115000000710001000000000;NPH;Religioso;
785385;470010113000000020001000000000;NPH;Religioso;
676218;470010116000001250029000000000;NPH;Religioso;
665030;470010111000003020001000000000;NPH;Religioso;
945089;470010102000003170009000000000;NPH;Religioso;
982882;470010105000000940147000000000;NPH;Religioso;
757165;470010600000000140005000000000;NPH;Religioso;
976947;470010105000000950003000000000;NPH;Religioso;
822349;470010102000002790002000000000;NPH;Religioso;
1009266;470010800000000830007000000000;NPH;Religioso;
984588;470010103000001920009000000000;NPH;Religioso;
1070054;470010107000001370034000000000;NPH;Religioso;
1018805;470010109000000450107000000000;NPH;Religioso;
1021977;470010103000000450149000000000;NPH;Religioso;
1011885;470010107000001390009000000000;NPH;Religioso;
667791;470010101000001710014000000000;NPH;Religioso;
1001594;470010107000001370019000000000;NPH;Religioso;
925787;470010107000001370015000000000;NPH;Religioso;
747691;470010101000000740032000000000;NPH;Religioso;
772167;470010101000001610001000000000;NPH;Religioso;
750829;470010111000002400001500000005;Parque_Cementerio.Unidad_Predial;Religioso;
1028657;470010105000000950010000000000;NPH;Religioso;
1070291;470010800000000790003000000000;NPH;Religioso;
821628;470010115000003780008000000000;NPH;Religioso;
1011459;470010116000001250013000000000;NPH;Religioso;
819191;470010002000000051083500000071;Parque_Cementerio.Unidad_Predial;Religioso;
926128;470010800000000810003000000000;NPH;Religioso;
1049434;470010107000001420005000000000;NPH;Religioso;
