t_id_direccion;t_id_predio;nombre_predio
659850;659849;
659976;659975;
660380;660379;
864519;864518;
660108;660107;
674420;674419;
660932;660931;
661184;661183;
660796;660795;
660430;660429;
673515;673514;
872419;872418;
659914;659913;
658767;658766;
660374;660373;
778484;778483;
863139;863138;
661378;661377;
937576;937575;
661188;661187;
797166;797165;
660092;660091;
660283;660282;
661279;661278;
659506;659505;
660216;660215;
660910;660909;
659582;659581;
661348;661347;
875632;875631;
661674;661673;
659282;659281;
659496;659495;
658357;658356;
661300;661299;
661519;661518;
660666;660665;
660130;660129;
659904;659903;
661692;661691;
659374;659373;
661384;661383;
662042;662041;C
659079;659078;
659452;659451;
660048;660047;
660060;660059;
659728;659727;
661541;661540;
659330;659329;
659378;659377;
660335;660334;
660938;660937;
660104;660103;
1065182;1065181;
661424;661423;
663580;663579;
659494;659493;
660279;660278;
661302;661301;
659530;659529;
660088;660087;
659908;659907;
658365;658364;
660285;660284;
660678;660677;
856469;856468;
661664;661663;
659338;659337;
659122;659121;
660128;660127;
659868;659867;
668170;668169;
672239;672238;
658739;658738;
659836;659835;
1072416;1072415;
661267;661266;
660547;660546;
659426;659425;
661196;661195;
660890;660889;
1057721;1057720;
661638;661637;
659972;659971;
659826;659825;
658864;658863;
658381;658380;
660467;660466;
1065140;1065139;
742976;742975;C
661448;661447;
659596;659595;
658583;658582;
1065208;1065207;
659286;659285;
659730;659729;
661444;661443;
660696;660695;
658411;658410;
660906;660905;
659458;659457;
660412;660411;
875390;875389;
661330;661329;
659558;659557;
660384;660383;
658587;658586;
660120;660119;
661044;661043;
659518;659517;
659674;659673;
660483;660482;
661078;661077;
659906;659905;
658898;658897;
867301;867300;
658425;658424;
929545;929544;
661404;661403;
660577;660576;
856467;856466;
658996;658995;
658964;658963;
658868;658867;
658379;658378;
658872;658871;
663563;663562;
660866;660865;
660962;660961;
658577;658576;
661310;661309;
660543;660542;
659414;659413;
660826;660825;
660658;660657;
661261;661260;
658998;658997;
672432;672431;
1072414;1072413;
674774;674773;
660521;660520;
1065222;1065221;
659039;659038;
659654;659653;
660289;660288;
660674;660673;
661204;661203;
661034;661033;
659882;659881;
659170;659169;
659736;659735;
661156;661155;
659616;659615;
660164;660163;
661318;661317;
660972;660971;
660974;660973;
1065206;1065205;
661186;661185;
660854;660853;
878080;878079;
798504;798503;
660603;660602;
659570;659569;
660914;660913;
658880;658879;
660503;660502;
659116;659115;
660166;660165;
660148;660147;
660862;660861;
660864;660863;
658968;658967;C
660936;660935;
1072418;1072417;
1065186;1065185;
659420;659419;
660436;660435;
661226;661225;
660838;660837;
659620;659619;
661136;661135;
661062;661061;
659464;659463;
660664;660663;
660180;660179;
659874;659873;
661718;661717;
659394;659393;
660156;660155;
660114;660113;
660982;660981;
660247;660246;
659360;659359;
660309;660308;
661028;661027;
659350;659349;
659552;659551;
661060;661059;
659888;659887;
659944;659943;
660032;660031;
659488;659487;
658980;658979;
661050;661049;
661312;661311;
866624;866623;
868534;868533;
659986;659985;
658936;658935;0
660449;660448;
660880;660879;
660621;660620;
660463;660462;
660122;660121;
660850;660849;
660960;660959;
1065160;1065159;
658571;658570;
660834;660833;
661346;661345;
662121;662120;
661220;661219;
660818;660817;
660511;660510;
661200;661199;
659612;659611;
660730;660729;
660575;660574;
659053;659052;
1057695;1057694;
760818;760817;
672057;672056;
937574;937573;
659366;659365;
661020;661019;
659600;659599;
660473;660472;
659960;659959;
659556;659555;
660754;660753;
660086;660085;
660555;660554;
661126;661125;
658439;658438;
659892;659891;
661098;661097;
660368;660367;
661372;661371;
659712;659711;
659692;659691;
661545;661544;
660742;660741;
660398;660397;
662225;662224;
660112;660111;
661565;661564;
658846;658845;
659890;659889;
660684;660683;
660420;660419;
659996;659995;
661586;661585;
659588;659587;
660329;660328;
1057697;1057696;
661012;661011;
1065264;1065263;
659257;659256;
659136;659135;
658810;658809;0
659400;659399;
659848;659847;
661402;661401;
878565;878564;
662197;662196;
933547;933546;
661362;661361;
661208;661207;
659546;659545;
660118;660117;
659316;659315;
660434;660433;
660455;660454;
661344;661343;
660507;660506;
660140;660139;
673914;673913;
672316;672315;
659964;659963;
660744;660743;
659924;659923;
659844;659843;
659071;659070;
660924;660923;
1065286;1065285;0
661144;661143;
659444;659443;
659408;659407;
658986;658985;
661662;661661;
658858;658857;
660802;660801;
660327;660326;
670780;670779;
660900;660899;
661753;661752;0
859356;859355;
658976;658975;
658367;658366;
661356;661355;
659832;659831;
659690;659689;
660084;660083;
659346;659345;
661716;661715;
658844;658843;
659554;659553;
660537;660536;
662144;662143;
659590;659589;
660004;660003;
659802;659801;
660876;660875;
659370;659369;
659752;659751;
658984;658983;
662127;662126;
659766;659765;
659482;659481;
659624;659623;
660772;660771;
661352;661351;
659746;659745;
660002;660001;
798496;798495;
661517;661516;
658383;658382;
659722;659721;
660226;660225;
661454;661453;
661216;661215;
659490;659489;
659772;659771;
660630;660629;
661016;661015;
661166;661165;
864281;864280;
660882;660881;
660499;660498;
659057;659056;
659956;659955;
659512;659511;
661176;661175;
659536;659535;
660416;660415;
663571;663570;
660650;660649;
661032;661031;
659520;659519;
660870;660869;
660994;660993;
659290;659289;
661366;661365;
659362;659361;
660461;660460;
658599;658598;
661030;661029;
660341;660340;
660062;660061;
661210;661209;
659866;659865;
660942;660941;
660372;660371;
660489;660488;
798560;798559;
661052;661051;
661368;661367;
660182;660181;
661400;661399;
661122;661121;
659754;659753;
660722;660721;
660074;660073;
660232;660231;
660874;660873;
1065246;1065245;
659614;659613;
660886;660885;
660970;660969;
659678;659677;
659456;659455;
661394;661393;
661120;661119;
658363;658362;
661002;661001;
658874;658873;
660058;660057;
661218;661217;
659742;659741;
661038;661037;
662172;662171;
659161;659160;
659760;659759;
659870;659869;
661146;661145;
1065230;1065229;
660830;660829;
660680;660679;
660597;660596;
1065226;1065225;
661265;661264;
660976;660975;
659432;659431;
829489;829488;0
660856;660855;
659550;659549;
660102;660101;
659786;659785;
660126;660125;
670545;670544;
661684;661683;
660672;660671;
659534;659533;
661014;661013;
661670;661669;
872368;872367;
660012;660011;
1065260;1065259;
659926;659925;
660313;660312;
662227;662226;
659768;659767;
661288;661287;
659724;659723;
660323;660322;
660968;660967;
661334;661333;
877386;877385;
660311;660310;
659978;659977;
1065244;1065243;
661064;661063;
660495;660494;
660078;660077;
658988;658987;
660408;660407;
659410;659409;
659428;659427;
660573;660572;
660934;660933;
658992;658991;
659540;659539;
661056;661055;
671648;671647;
870112;870111;
781592;781591;
660692;660691;
661164;661163;
660918;660917;
660740;660739;
797160;797159;
802630;802629;
863868;863867;
659560;659559;
952094;952093;
798618;798617;
660178;660177;
661110;661109;
874962;874961;
661412;661411;
661630;661629;
660251;660250;
660477;660476;
660553;660552;
660337;660336;
659376;659375;
834466;834465;
661324;661323;
659700;659699;
659152;659151;
659708;659707;
856425;856424;
660670;660669;
660168;660167;
658884;658883;
863216;863215;
661478;661477;
660878;660877;
661358;661357;
778551;778550;
660762;660761;
661338;661337;
660020;660019;
659514;659513;
660844;660843;
661438;661437;
660766;660765;
861095;861094;
659994;659993;
660325;660324;
659896;659895;
661048;661047;
660402;660401;
661102;661101;
659085;659084;
660591;660590;
661304;661303;
660018;660017;
660585;660584;
660894;660893;
660533;660532;
660565;660564;
659380;659379;
661370;661369;
658820;658819;
661190;661189;
660686;660685;
661132;661131;
659704;659703;
660816;660815;
661244;661243;
868724;868723;
660036;660035;
797084;797083;
660644;660643;
661134;661133;
659886;659885;
661694;661693;
673244;673243;
661537;661536;
661622;661621;
661006;661005;
671999;671998;
659404;659403;
659748;659747;
661452;661451;
660954;660953;
659542;659541;
660940;660939;
659860;659859;
1065216;1065215;
660984;660983;
660613;660612;
659970;659969;
661042;661041;
660988;660987;
661392;661391;
660872;660871;
659954;659953;
660218;660217;
660269;660268;
659918;659917;
660750;660749;
660950;660949;
661476;661475;
659808;659807;
660896;660895;
659436;659435;
658900;658899;
843403;843402;
658413;658412;
660619;660618;
658990;658989;
660700;660699;
660124;660123;
660390;660389;
669760;669759;C
660424;660423;
673008;673007;
658852;658851;
797152;797151;
661283;661282;
661040;661039;
661255;661254;
658848;658847;
661380;661379;
659992;659991;
660794;660793;
1065184;1065183;
658828;658827;
660587;660586;
661376;661375;
659818;659817;
660716;660715;
661124;661123;
661390;661389;
660054;660053;
658421;658420;
661626;661625;
1065232;1065231;
660459;660458;
658826;658825;
659448;659447;
660682;660681;
659936;659935;
659858;659857;
671414;671413;
1065248;1065247;
1065210;1065209;
659800;659799;
661128;661127;
661160;661159;
661068;661067;
659354;659353;
659598;659597;
659606;659605;
802631;802629;
660676;660675;
660652;660651;
659440;659439;
661326;661325;
660388;660387;
1065266;1065265;
660928;660927;
659304;659303;
659714;659713;
660076;660075;
659308;659307;
659618;659617;
658862;658861;
659462;659461;
659118;659117;
660222;660221;
661612;661611;
660822;660821;
659856;659855;
658585;658584;
659974;659973;
660904;660903;
661194;661193;
661100;661099;
661306;661305;
660718;660717;
798498;798497;
661192;661191;
660136;660135;
660010;660009;
659450;659449;
659364;659363;
879475;879474;
878831;878830;
744588;744587;C
660832;660831;
661084;661083;
660916;660915;
660944;660943;
660202;660201;
660176;660175;
660628;660627;
661480;661479;
778969;778968;C
661676;661675;
859165;859164;
660812;660811;
661118;661117;
660098;660097;
660902;660901;
660319;660318;
659950;659949;
660786;660785;
660138;660137;
659498;659497;
878316;878315;
658982;658981;
1058203;1058202;0
659764;659763;
660034;660033;
661678;661677;
659472;659471;
659430;659429;
661022;661021;
659438;659437;
659269;659268;
659810;659809;
857902;857901;
1065228;1065227;
659792;659791;
798675;798674;
658866;658865;
659968;659967;
834801;834800;
1065252;1065251;
660491;660490;
659830;659829;
660432;660431;
660370;660369;
660016;660015;
661112;661111;
674361;674360;
660704;660703;
659576;659575;
659067;659066;
661616;661615;
670455;670454;
661354;661353;
659710;659709;
659694;659693;
658575;658574;
797130;797129;
660724;660723;
659572;659571;
