t_id_predio;numero_predial;fecha_inscripcion_catastral
988517;470010002000000071528000000000;
1041504;470010002000000070905911020208;
771824;470010002000000070905903020048;
837829;470010002000000070905912030230;
1069300;470010002000000070905915010282;
810452;470010001000000020801800002408;
798153;470010105000000570001000000000;
704253;470010109000001110013500000001;
1059514;470010002000000070903910040194;
679365;470010106000000830040000000000;
1036108;470010002000000076901903010342;
787146;470010106000008130007000000000;
846029;470010002000000070801800007060;
834465;470010115000003920027901010001;2015-07-07
760118;470010101000001400008000000000;
1055713;470010102000001840019000000000;
708805;470010002000000070902901010004;
663227;470010002000000076901903060379;
734982;470010002000000040801800005010;
914230;470010110000000640906900001214;
671674;470010003000000010671500000059;
902558;470010106000000560901903010133;
681609;470010002000000066938000000000;
946104;470010104000000280902901120180;
3016978;470010002000000070905925030489;
3016237;470010002000000076901901080270;
824488;470010102000003030023000000000;
725349;470010102000002500801800000043;
3009187;470010002000000076901908020163;
960115;470010106000000510024000000000;
966559;470010105000000470901900000028;
1035733;470010002000000076901901050245;
670118;470010104000000910903901000207;
663022;470010002000000051803000000000;
792873;470010002000000070903921010404;
999451;470010109000003620010000000000;
1042301;470010111000003390003000000000;
1069122;470010002000000070902905050098;
745838;470010104000000910903901030083;
724924;470010108000000060902902150148;
698678;470010111000002190008000000000;
3008884;470010106000000560901904050231;
699802;470010105000000440901900000110;
902262;470010104000001610903900000073;
713027;470010104000000910903901080098;
3020194;470010002000000070902906050120;
3010012;470010002000000076901908020162;
921201;470010002000000021203000000000;
1024109;470010002000000070903909050179;
681592;470010002000000070902913050258;
954714;470010108000000060902902110120;
737468;470010108000000060902901050004;
1069142;470010002000000070902908050159;
968330;470010002000000070905920010384;
1040557;470010002000000070801800007055;
662778;470010002000000022591000000000;
991375;470010002000000040901901020042;
1036663;470010110000000610901901990055;
1051624;470010106000000560901902040092;
3025297;470010002000000076901907080637;
948813;470010104000000930906902020451;
859918;470010104000001390030000000000;
1041146;470010106000001120002000000000;
872101;470010103000005390003000000000;
992778;470010109000003260005000000000;
3015340;470010002000000070903901010003;
1041312;470010002000000070902904030071;
788794;470010106000002910008000000000;
982706;470010110000000870902901000061;
826039;470010105000001040012000000000;
753130;470010106000000560901903070178;
1051560;470010002000000060917900007361;
3022783;470010002000000076901903010339;
1030712;470010104000000930904900000163;
987675;470010002000000040901901010175;
746160;470010002000000070905903050057;
706338;470010002000000070905901040016;
828236;470010103000001590007000000000;
821545;470010102000001400002000000000;
858156;470010109000003950021000000000;
3025990;470010107000000430901901010038;
663114;470010102000002980001000000000;
1016326;470010106000000560901903070183;
