t_id_unidadconstruccion_superpuesta
1281649
1249588
1280822
1246484
1244107
1251717
1235897
1257539
1188658
1235465
1230199
1247140
1229888
1216721
1281033
1271507
1237077
1218934
1255729
1280573
1240751
1258093
1219696
1265486
1237515
1236993
1257049
1227452
1234886
1278652
1239315
1245743
1276335
1231198
1217166
1228908
1242948
1232721
1282093
1272186
1190499
1261993
1233217
1236435
1238225
1235630
1221483
1254483
1276745
1227052
1220810
1222294
1244257
1232138
1264609
1222832
1218239
1220592
1277600
1218341
1243797
1277908
1278948
1202716
1254598
1248335
1238569
1252506
1271942
1268044
1248855
1237872
1227365
1268063
1250404
1221514
1264222
1259155
1238564
1228364
1247439
1274195
1235850
1219968
1232672
1255879
1231664
1223351
1258573
1221055
1215727
1236213
1227023
1208086
1281405
1231128
1277891
1192130
1278656
1258718
1240010
1243208
1231701
1254602
1234995
1221101
1237270
1247433
1272102
1253648
1265705
1231843
1222251
1224348
1231624
1270219
1241895
1245271
1194101
1239626
1237860
1252546
1224793
1279646
1226790
1255432
1224364
1239690
1280951
1223541
1273921
1220208
1249297
1220664
1269950
1270391
1235692
1262907
1223739
1270398
1281968
1261911
1268907
1249543
1259214
1218652
1216400
1220798
1251909
1216975
1257634
1271465
1257866
1280048
1238310
1253174
1250967
1261521
1251911
1202494
1223562
1282029
1240066
1248779
1263184
1196424
1222877
1240864
1267545
1225003
1256372
1240321
1273689
1277606
1260763
1263355
1221838
1230870
1218318
1272785
1260253
1252703
1229251
1232220
1257819
1232051
1279690
1190878
1222089
1219005
1258952
1247942
1230632
1271556
1253050
1253632
1214485
1266973
1215177
1274434
1261217
1222219
1212090
1279879
1264002
1227526
1260190
1230123
1236259
1227519
1216845
1221755
1224494
1226167
1279663
1274880
1215295
1221236
1218158
1258955
1236381
1232828
1279020
1280222
1226562
1195932
1251859
1245643
1261927
1230316
1233514
1260811
1250458
1259611
1222026
1193184
1255874
1228548
1216416
1245360
1212865
1220184
1220823
1231499
1250901
1252918
1235503
1223549
1220653
1252156
1281727
1211574
1264296
1254468
1258196
1261625
1273020
1225423
1263941
1240887
1245307
1216077
1202991
1245769
1220324
1243391
1219793
1229968
1224869
1221077
1247170
1278671
1236356
1278999
1221885
1219692
1214776
1214220
1216538
1216083
1261215
1242792
1211430
1228676
1218651
1223133
1268081
1205611
1230736
1235539
1253283
1226973
1246031
1236360
1247804
1237756
1240393
1258520
1279406
1220534
1217840
1271845
1250102
1224162
1232618
1278324
1250835
1241189
1215596
1234232
1190554
1230860
1215031
1191408
1222395
1235874
1220143
1234696
1243699
1223161
1274396
1264124
1235597
1234024
1216313
1219967
1281179
1229577
1260412
1227866
1281131
1208633
1280356
1273973
1247830
1221599
1227032
1246878
1260715
1232805
1254645
1225768
1247155
1244581
1277615
1243450
1244155
1221485
1282001
1276128
1266126
1249625
1254851
1220413
1219850
1222957
1219628
1216421
1240885
1227516
1221252
1275645
1276768
1243412
1244786
1223158
1258416
1250706
1212960
1274064
1272845
1264390
1242952
1221533
1280606
1267014
1189830
1247205
1245546
1276930
1269069
1202262
1233813
1282214
1255610
1236418
1266480
1227385
1243788
1246772
1230824
1228700
1268064
1274513
1243661
1221166
1221964
1281113
1245667
1255139
1238588
1227817
1258630
1280698
1255052
1206392
1253790
1275695
1244844
1251915
1271697
1228326
1239553
1203744
1232681
1230280
1266960
1227868
1260517
1229154
1222481
1189855
1247208
1237404
1230951
1217535
1266446
1260153
1226529
1222534
1275879
1236734
1244358
1236373
1254604
1264724
1261917
1244517
1220459
1228784
1193996
1253795
1244693
1259702
1191783
1246016
1190484
1230965
1242956
1277533
1219636
1241850
1247506
1281312
1222292
1223346
1261541
1237413
1228278
1271472
1246255
1224049
1188192
1263313
1265719
1258390
1277780
1242630
1200583
1234419
1251932
1273774
1239992
1228120
1243750
1233974
1250144
1261361
1233912
1263494
1224957
1239004
1219042
1281951
1255125
1268866
1261115
1249524
1224970
1250533
1270132
1233063
1275278
1215222
1245610
1224485
1248650
1215447
1250087
1235040
1269326
1215733
1262108
1221738
1237292
1259590
1220011
1220725
1222361
1271239
1223565
1264108
1217781
1236312
1256827
1277146
1193967
1243048
1214679
1241693
1275483
1224518
1278367
1231979
1208780
1280943
1221718
1231226
1221850
1256311
1216677
1250141
1237464
1229965
1246714
1241774
1223165
1281739
1237488
1217172
1251442
1272410
1238030
1275197
1243024
1272068
1279625
1279334
1264267
1248536
1244036
1269525
1263746
1239333
1224890
1262165
1246044
1223315
1257755
1274134
1271876
1252471
1244547
1190409
1270196
1207231
1214813
1224474
1261406
1280044
1274343
1267708
1192989
1268514
1220816
1224834
1258808
1207333
1192046
1279689
1229950
1215251
1231122
1239031
1221654
1256789
1270616
1233128
1273721
1225116
1231890
1246157
1254425
1219012
1266149
1191627
1236759
1247165
1260953
1216983
1243303
1227362
1216494
1220771
1257260
1262584
1235185
1222824
1220175
1224582
1244440
1225167
1240537
1228746
1216070
1268498
1253698
1248792
1251147
1227051
1252192
1244049
1219687
1235231
1221271
1198931
1274009
1275158
1279922
1256064
1230905
1271526
1227848
1239714
1270462
1191151
1250658
1245193
1253159
1243672
1220576
1278736
1265208
1222427
1277947
1228741
1266448
1282092
1255147
1240689
1266885
1227022
1223569
1271492
1272115
1220896
1228216
1242237
1225009
1232569
1259139
1192218
1278017
1259161
1274042
1249935
1224797
1227781
1240783
1272050
1257475
1216747
1227274
1237226
1216441
1229071
1242189
1227382
1279813
1247956
1278235
1276413
1215121
1255086
1220402
1190413
1237175
1238497
1242823
1267546
1282278
1202499
1203840
1259347
1270906
1232668
1235720
1226195
1274920
1237393
1228931
1195946
1240675
1213002
1221332
1274694
1281808
1195599
1251619
1269550
1257133
1234704
1250733
1268962
1233993
1219432
1261403
1277620
1223476
1249268
1236412
1253509
1236195
1227893
1230488
1245545
1262296
1221056
1246934
1262090
1256710
1225837
1221818
1239147
1249861
1244407
1217175
1258519
1273350
1245790
1253952
1213909
1266903
1219705
1244608
1259209
1248747
1249897
1261580
1280264
1259477
1231656
1225738
1280123
1279838
1220093
1222655
1252101
1259466
1242170
1270239
1246023
1216642
1256881
1188817
1243140
1272384
1244131
1229386
1193058
1238413
1271187
1233894
1262771
1235240
1248312
1219648
1251452
1270654
1261539
1260721
1220132
1245991
1220553
1268737
1281949
1245126
1259805
1229985
1237397
1251199
1272352
1274481
1213034
1277301
1235108
1232013
1254917
1233257
1279726
1253496
1268232
1263924
1252187
1276017
1261486
1271494
1235071
1275652
1245313
1238589
1280715
1258109
1236342
1237490
1229487
1274905
1254077
1225750
1226566
1276409
1246408
1267501
1274381
1230200
1259081
1264650
1225757
1215029
1193618
1220546
1243771
1190197
1250696
1276082
1261074
1215201
1213201
1268837
1250309
1236149
1213421
1254432
1244188
1227947
1200695
1279315
1237472
1280739
1188956
1263262
1261416
1250993
1236385
1221562
1232521
1279027
1282058
1222679
1222037
1215283
1217018
1250652
1270309
1278378
1225796
1220450
1257815
1216675
1215779
1242242
1245848
1218345
1268720
1277429
1281382
1266371
1248175
1225114
1220398
1233534
1273282
1239262
1277297
1241410
1234055
1277894
1246822
1260984
1278711
1274231
1267189
1277271
1215109
1246010
1252027
1234393
1233090
1235880
1260139
1229239
1195714
1262072
1211880
1246686
1214922
1215408
1267127
1275566
1231241
1241507
1247505
1262012
1223909
1252971
1237288
1232357
1221540
1259728
1272609
1269007
1266321
1282067
1271380
1238277
1269201
1255609
1240696
1229633
1229446
1248247
1239604
1271566
1235985
1245924
1237116
1276469
1282040
1236002
1220829
1225685
1213988
1193297
1198991
1260821
1224046
1221502
1268950
1218529
1213469
1224844
1221770
1219445
1197865
1251293
1226972
1215108
1272369
1219525
1203647
1274596
1243992
1191231
1210729
1190425
1262024
1275398
1241402
1259845
1257914
1252305
1275128
1278536
1259031
1231505
1266655
1220881
1238092
1237620
1230884
1234913
1237415
1274007
1228291
1280570
1257391
1266197
1280755
1233930
1253420
1250539
1244794
1245669
1254416
1233871
1282043
1238550
1224558
1279556
1190452
1277612
1239331
1278284
1222692
1244730
1226490
1193691
1223861
1225448
1270742
1263813
1241126
1249156
1231549
1235500
1236982
1243416
1245760
1273457
1231178
1235902
1232866
1224915
1259709
1259654
1281072
1225818
1259734
1247607
1244102
1259116
1228785
1208040
1262955
1256702
1277986
1250683
1276544
1232386
1271550
1244244
1220787
1218664
1234280
1257852
1282000
1277594
1232471
1248850
1281068
1238678
1262335
1234731
1281662
1245240
1269653
1237775
1200447
1226513
1257787
1277422
1236413
1191813
1227057
1281354
1258476
1246262
1274605
1231753
1251994
1246809
1265921
1209979
1243809
1262138
1238388
1274417
1262963
1222779
1242930
1223368
1234341
1243961
1232308
1213704
1268365
1279038
1282310
1238939
1237570
1270011
1223063
1263754
1216393
1226271
1280973
1275561
1242826
1248110
1265175
1260971
1220068
1247383
1243595
1269164
1235092
1221765
1257444
1236432
1223397
1277134
1212494
1255135
1232214
1237732
1240427
1279618
1270010
1236800
1274808
1226666
1272266
1264704
1221804
1253190
1242521
1226231
1224557
1223064
1229490
1228799
1236171
1262656
1271903
1268986
1257718
1280228
1279059
1265171
1271114
1250459
1270693
1267490
1275599
1199587
1218833
1233950
1231498
1274081
1281040
1221058
1260199
1252649
1277636
1260127
1254520
1245607
1243624
1221992
1277642
1250160
1271387
1237136
1254533
1273145
1221724
1279546
1274592
