t_id_predio;numero_predial;matricula_inmobiliaria;codigo_homologado
881451;470010103000003710009000000000;10100240003351;RIC00922129
764886;470010103000003710010000000000;10100240003351;RIC00748599
989908;470010103000003710011000000000;10100240003351;RIC01087513
866750;470010103000003710013000000000;10100240003351;RIC00963755
886676;470010103000003710014000000000;10100240003351;RIC00793489
846989;470010103000003710015000000000;10100240003351;RIC00885357
987352;470010103000003710016000000000;10100240003351;RIC00975271
711591;470010103000003710017000000000;10100240003351;RIC00997547
938477;470010103000003720001000000000;10100240003351;RIC00997549
913689;470010103000003720002000000000;10100240003351;RIC00828125
787546;470010103000003720004000000000;10100240003351;RIC00854075
706362;470010103000003720005000000000;10100240003351;RIC00759585
882013;470010103000003720006000000000;10100240003351;RIC00836599
849933;470010103000003720007000000000;10100240003351;RIC01091213
881965;470010103000003720008000000000;10100240003351;RIC01091215
686989;470010103000003720009000000000;10100240003351;RIC00997465
849205;470010103000003720012000000000;10100240003351;RIC00802955
706215;470010103000003720013000000000;10100240003351;RIC01124766
966892;470010103000003720014000000000;10100240003351;RIC00997467
743624;470010103000003720015000000000;10100240003351;RIC01124768
831255;470010103000003720016000000000;10100240003351;RIC00913625
966991;470010103000003720017000000000;10100240003351;RIC00755865
784333;470010103000003720020000000000;10100240003351;RIC01124770
929464;470010103000003720021000000000;10100240003351;RIC00868793
923198;470010103000003720022000000000;10100240003351;RIC01124772
965147;470010103000003720023000000000;10100240003351;RIC00828127
820680;470010103000003720024000000000;10100240003351;RIC00755867
848429;470010103000003720025000000000;10100240003351;RIC00905289
757880;470010103000003720027000000000;10100240003351;RIC00759587
935131;470010103000003720028000000000;10100240003351;RIC00913627
965946;470010103000003720029000000000;10100240003351;RIC00814795
880943;470010103000003720031000000000;10100240003351;RIC00997469
964374;470010103000003730015000000000;10100240003351;RIC01061229
713896;470010103000003730016000000000;10100240003351;RIC01091217
932630;470010103000003730017000000000;10100240003351;RIC00889089
713313;470010103000003730018000000000;10100240003351;RIC00828131
820235;470010103000003730019000000000;10100240003351;RIC00905291
1039805;470010103000003730020000000000;10100240003351;RIC00983163
790348;470010103000003730021000000000;10100240003351;RIC00870599
887402;470010103000003730022000000000;10100240003351;RIC00854081
1039758;470010103000007520001000000000;10100240003351;RIC00886371
700383;470010103000007520002000000000;10100240003351;RIC01017921
970554;470010103000007520003000000000;10100240003351;RIC00749611
883819;470010103000007520004000000000;10100240003351;RIC00976279
667369;470010103000007520005000000000;10100240003351;RIC00997977
941841;470010103000007520006000000000;10100240003351;RIC01011083
883155;470010103000007520008000000000;10100240003351;RIC00751185
967111;470010103000007520009000000000;10100240003351;RIC00899701
711698;470010103000007520010000000000;10100240003351;RIC00762871
700899;470010103000007520011000000000;10100240003351;RIC00805221
970471;470010103000007520012000000000;10100240003351;RIC00997979
710878;470010103000007520013000000000;10100240003351;RIC01126174
739240;470010103000007520014000000000;10100240003351;RIC00899703
749947;470010103000007520015000000000;10100240003351;RIC00829577
700447;470010103000007520016000000000;10100240003351;RIC00976281
967258;470010103000007520017000000000;10100240003351;RIC01077123
711309;470010103000003600001000000000;10100240003383;RIC00980391
881583;470010103000003600002000000000;10100240003383;RIC01091169
690933;470010101000000350001000000000;10100320001656;RIC01056781
779283;470010101000000350002000000000;10100320001656;RIC00889699
832275;470010102000001010012000000000;10100430004350;RIC01020057
790054;470010102000001010013000000000;10100430004350;RIC01030543
1055764;470010110000000190905900000395;101008;RIC01053051
811491;470010110000000190906900000304;101008;RIC02851314
686061;470010109000000960003000000000;10101050031559;RIC00905525
798521;470010109000000970001000000000;10101050031559;RIC01091155
984558;470010109000000970004000000000;10101050031559;RIC00965947
1030971;470010109000000970005000000000;10101050031559;RIC00776191
951336;470010109000000970006000000000;10101050031559;RIC00851089
903794;470010109000000970008000000000;10101050031559;RIC00986075
871510;470010109000000970009000000000;10101050031559;RIC00880637
984566;470010109000000970010000000000;10101050031559;RIC00790875
891704;470010109000000970011000000000;10101050031559;RIC00759997
688673;470010109000000970012000000000;10101050031559;RIC00894087
691990;470010109000000970013000000000;10101050031559;RIC00949753
827084;470010109000000970017000000000;10101050031559;RIC00874619
834025;470010109000001060001000000000;10101050031559;RIC00760009
814796;470010109000001060002000000000;10101050031559;RIC00851115
871528;470010109000001060003000000000;10101050031559;RIC00801425
1039807;470010109000001060004000000000;10101050031559;RIC00983859
688347;470010109000001060007000000000;10101050031559;RIC00966313
745640;470010109000001060008000000000;10101050031559;RIC00839751
871166;470010109000001060009000000000;10101050031559;RIC00966315
734556;470010109000001060011000000000;10101050031559;RIC00928981
915810;470010109000001060012000000000;10101050031559;RIC00964123
881829;470010109000001060014000000000;10101050031559;RIC00767911
672800;470010109000001060015000000000;10101050031559;RIC00859511
904663;470010109000001060016000000000;10101050031559;RIC00965965
717231;470010109000001060017000000000;10101050031559;RIC00760011
738677;470010109000001060020000000000;10101050031559;RIC00928035
704362;470010109000001060021000000000;10101050031559;RIC01073735
665123;470010109000001060022000000000;10101050031559;RIC01059011
888827;470010109000001090001000000000;10101050031559;RIC00894115
714157;470010109000001090002000000000;10101050031559;RIC00907369
869004;470010109000001090003000000000;10101050031559;RIC01016063
904952;470010109000001090005000000000;10101050031559;RIC00870581
904908;470010109000001090006000000000;10101050031559;RIC01087145
879158;470010109000001090007000000000;10101050031559;RIC01016065
937078;470010109000001090008000000000;10101050031559;RIC00964135
1038023;470010109000001090009000000000;10101050031559;RIC00894117
694864;470010109000001090010000000000;10101050031559;RIC00943727
918452;470010109000001090011000000000;10101050031559;RIC00802347
805091;470010101000000850020000000000;10101070001247;RIC00766711
914165;470010101000000850021000000000;10101070001247;RIC01058679
745005;470010101000000850022000000000;10101070001247;RIC00960089
710053;470010101000000720012000000000;10101640001566;RIC01026341
846318;470010101000000720013000000000;10101640001566;RIC00958757
879997;470010101000000720014000000000;10101640001566;RIC00749705
710055;470010101000000720008000000000;10101640001567;RIC00889701
699844;470010101000000720009000000000;10101640001567;RIC00749703
926940;470010101000000720010000000000;10101640001567;RIC00868567
842158;470010101000000720011000000000;10101640001567;RIC01056785
669397;470010102000001160006000000000;10101920035667;RIC00830387
763040;470010102000001160008000000000;10101920035667;RIC00950051
934042;470010102000001170002000000000;10101920035667;RIC01020495
763042;470010102000001180001000000000;10101920035667;RIC00769491
784789;470010102000001200001000000000;10101920035667;RIC00752351
691689;470010102000001200003000000000;10101920035667;RIC00778471
672413;470010102000001200007000000000;10101920035667;RIC00939837
739422;470010102000001210004000000000;10101920035667;RIC00769495
817476;470010102000001220009000000000;10101920035667;RIC00853885
970239;470010102000001220012000000000;10101920035667;RIC00841203
1045759;470010102000001250007000000000;10101920035667;RIC00824323
892509;470010102000001270010000000000;10101920035667;RIC00828957
808832;470010102000001270011000000000;10101920035667;RIC01059413
707576;470010102000001280017000000000;10101920035667;RIC00828961
784927;470010102000001410013000000000;10101920035667;RIC01019127
703074;470010102000003330001000000000;10101920035667;RIC00774281
930856;470010102000003330006000000000;10101920035667;RIC00831339
814105;470010102000003430011000000000;10101920035667;RIC00803119
847015;470010102000003560001000000000;10101920035667;RIC01086125
987722;470010102000003570016000000000;10101920035667;RIC01025551
766777;470010102000003570017000000000;10101920035667;RIC00847075
790874;470010102000003580005000000000;10101920035667;RIC00803167
733475;470010102000003590001000000000;10101920035667;RIC01022847
941717;470010102000003590008000000000;10101920035667;RIC00929273
715473;470010102000003630012000000000;10101920035667;RIC00858211
891652;470010102000003700009000000000;10101920035667;RIC01013019
967317;470010102000003710001000000000;10101920035667;RIC00976169
895809;470010102000003770022000000000;10101920035667;RIC00772049
830670;470010102000003770023000000000;10101920035667;RIC01031745
985728;470010102000003800005000000000;10101920035667;RIC00882977
786389;470010102000003820003000000000;10101920035667;RIC01092627
950567;470010102000003820004000000000;10101920035667;RIC01126524
920967;470010102000003820017000000000;10101920035667;RIC00866799
833714;470010102000003820018000000000;10101920035667;RIC00916425
701099;470010102000003830013000000000;10101920035667;RIC00882891
972900;470010102000003830014000000000;10101920035667;RIC00997863
754833;470010102000003850004000000000;10101920035667;RIC01031607
869093;470010102000003850009000000000;10101920035667;RIC00883873
713037;470010102000003850010000000000;10101920035667;RIC01031611
976759;470010102000003480005000000000;10101920035676;RIC01086115
930583;470010102000003490002000000000;10101920035676;RIC00984511
830561;470010102000003490008000000000;10101920035676;RIC00847041
925873;470010102000003490010000000000;10101920035676;RIC00962615
915494;470010004000000020140000000000;10102010018268;RIC00810207
759306;470010004000000020146000000000;10102010018268;RIC00795439
784363;470010103000002300001000000000;10102050009664;RIC01124252
791265;470010103000002300002000000000;10102050009664;RIC00856443
707781;470010103000002300003000000000;10102050009664;RIC00870627
674451;470010103000002300004000000000;10102050009664;RIC01007263
892126;470010103000002300005000000000;10102050009664;RIC00759615
696345;470010103000002300006000000000;10102050009664;RIC01124254
733751;470010103000002300007000000000;10102050009664;RIC01007265
938119;470010103000002300008000000000;10102050009664;RIC00983731
791275;470010103000002300009000000000;10102050009664;RIC01061567
832295;470010103000002300010000000000;10102050009664;RIC01061569
791237;470010103000002300011000000000;10102050009664;RIC00936003
740451;470010103000002300012000000000;10102050009664;RIC01007277
795530;470010103000002300013000000000;10102050009664;RIC00936005
714193;470010103000002300014000000000;10102050009664;RIC00861763
799880;470010103000002300015000000000;10102050009664;RIC00951539
795249;470010103000002300016000000000;10102050009664;RIC00997517
738433;470010103000002310001000000000;10102050009664;RIC00832851
887966;470010103000002310002000000000;10102050009664;RIC00905843
791273;470010103000002310003000000000;10102050009664;RIC00828189
1003339;470010103000002310004000000000;10102050009664;RIC00861765
942304;470010103000002310005000000000;10102050009664;RIC00780977
851893;470010103000002310006000000000;10102050009664;RIC00757215
971718;470010103000002310007000000000;10102050009664;RIC01023935
843119;470010103000002310008000000000;10102050009664;RIC00759631
715177;470010103000002310009000000000;10102050009664;RIC01007279
731670;470010103000002310010000000000;10102050009664;RIC00907581
939923;470010103000002310011000000000;10102050009664;RIC00936007
892615;470010103000002310012000000000;10102050009664;RIC00803359
835335;470010103000002310013000000000;10102050009664;RIC00974317
719079;470010103000002310014000000000;10102050009664;RIC00870641
938701;470010103000002310015000000000;10102050009664;RIC00905845
705825;470010103000002310016000000000;10102050009664;RIC00776287
968676;470010103000002310017000000000;10102050009664;RIC00853169
724936;470010103000002320005000000000;10102050009664;RIC00907583
887168;470010103000002320008000000000;10102050009664;RIC00936009
793272;470010103000002320009000000000;10102050009664;RIC00793447
996925;470010103000002320012000000000;10102050009664;RIC01007281
844981;470010103000002320013000000000;10102050009664;RIC01124270
850489;470010103000002320014000000000;10102050009664;RIC00776289
866242;470010103000002330002000000000;10102050009664;RIC00853171
790336;470010103000002550001000000000;10102050009664;RIC00947857
886016;470010103000002550002000000000;10102050009664;RIC00898687
846852;470010103000002550003000000000;10102050009664;RIC00754467
933382;470010103000002550004000000000;10102050009664;RIC00933495
880119;470010103000003090002000000000;10102050009664;RIC00962341
715475;470010103000003090004000000000;10102050009664;RIC00962343
881811;470010103000003090005000000000;10102050009664;RIC00942871
913737;470010103000003090007000000000;10102050009664;RIC00979425
887068;470010103000003090008000000000;10102050009664;RIC00850869
749219;470010103000003090009000000000;10102050009664;RIC00786931
893024;470010103000003090018000000000;10102050009664;RIC00801933
665771;470010103000003090019000000000;10102050009664;RIC01128920
665777;470010103000003090020000000000;10102050009664;RIC01128922
882908;470010103000003090021000000000;10102050009664;RIC00836507
701253;470010103000003090022000000000;10102050009664;RIC00979427
826986;470010103000003090023000000000;10102050009664;RIC00808933
808935;470010103000003090025000000000;10102050009664;RIC01006805
986526;470010103000003090026000000000;10102050009664;RIC00786933
749267;470010103000003090027000000000;10102050009664;RIC00808935
987314;470010103000003500001000000000;10102050009664;RIC01090221
928611;470010103000003500002000000000;10102050009664;RIC00836517
689727;470010103000003500003000000000;10102050009664;RIC01021611
974642;470010103000003500004000000000;10102050009664;RIC00836519
785803;470010103000003500005000000000;10102050009664;RIC00851751
666680;470010103000003500006000000000;10102050009664;RIC00869227
985860;470010103000003500013000000000;10102050009664;RIC00798827
936137;470010103000003500015000000000;10102050009664;RIC00851753
753264;470010103000003500016000000000;10102050009664;RIC00982265
701913;470010103000003500017000000000;10102050009664;RIC00758247
971299;470010103000003500018000000000;10102050009664;RIC00980345
818682;470010103000003500019000000000;10102050009664;RIC01028377
866814;470010103000004450001000000000;10102050009664;RIC00779047
799984;470010103000004450002000000000;10102050009664;RIC01075273
897656;470010103000004450003000000000;10102050009664;RIC01075275
795105;470010103000004450004000000000;10102050009664;RIC00855395
835079;470010103000004450005000000000;10102050009664;RIC01012913
801618;470010103000004450006000000000;10102050009664;RIC00855397
757678;470010109000000820002000000000;10102050030559;RIC00874195
842263;470010109000000820004000000000;10102050030559;RIC00847753
814789;470010109000000830001000000000;10102050030559;RIC00817557
965073;470010109000000830003000000000;10102050030559;RIC00777585
776147;470010109000000830004000000000;10102050030559;RIC01014651
756850;470010109000000900004000000000;10102050030559;RIC01090769
958903;470010109000000900005000000000;10102050030559;RIC00927977
903393;470010109000000900009000000000;10102050030559;RIC00874213
671073;470010109000000900012000000000;10102050030559;RIC01005751
934731;470010109000000910005000000000;10102050030559;RIC00935417
809451;470010109000000910006000000000;10102050030559;RIC01027063
687671;470010109000000910007000000000;10102050030559;RIC00808785
671748;470010109000000910012000000000;10102050030559;RIC00880257
1046635;470010109000000910014000000000;10102050030559;RIC00927983
932084;470010109000000910015000000000;10102050030559;RIC00808789
847463;470010109000000920012000000000;10102050030559;RIC00846195
686085;470010109000000960002000000000;10102050030559;RIC00801395
778847;470010109000000960008000000000;10102050030559;RIC01005771
819382;470010109000000960011000000000;10102050030559;RIC00986071
827082;470010109000000980001000000000;10102050030559;RIC00776193
867173;470010109000000980002000000000;10102050030559;RIC00767899
884223;470010109000000980003000000000;10102050030559;RIC00759999
702859;470010109000000980004000000000;10102050030559;RIC00851091
884199;470010109000000980005000000000;10102050030559;RIC00859499
871966;470010109000000980006000000000;10102050030559;RIC00894091
736666;470010109000000980007000000000;10102050030559;RIC01048357
903943;470010109000000980008000000000;10102050030559;RIC00964105
966086;470010109000000980011000000000;10102050030559;RIC01016047
918417;470010109000000980012000000000;10102050030559;RIC00808829
760405;470010109000000980013000000000;10102050030559;RIC00928967
842692;470010109000000980015000000000;10102050030559;RIC00801411
778855;470010109000000980017000000000;10102050030559;RIC00846207
669415;470010109000000980018000000000;10102050030559;RIC00874623
834115;470010109000001020001000000000;10102050030559;RIC00907351
692002;470010109000001020002000000000;10102050030559;RIC00790879
984670;470010109000001030001000000000;10102050030559;RIC01016055
871516;470010109000001030002000000000;10102050030559;RIC00964113
904248;470010109000001030003000000000;10102050030559;RIC00760005
801688;470010109000001030004000000000;10102050030559;RIC00907353
984572;470010109000001030005000000000;10102050030559;RIC00818873
893691;470010109000001030006000000000;10102050030559;RIC00760007
904196;470010109000001030008000000000;10102050030559;RIC01016057
842694;470010109000001030009000000000;10102050030559;RIC00808845
891951;470010109000001050005000000000;10102050030559;RIC00965959
702105;470010109000001050010000000000;10102050030559;RIC00745721
792008;470010109000001050011000000000;10102050030559;RIC01073721
773542;470010109000001050014000000000;10102050030559;RIC00950131
893846;470010109000001070001000000000;10102050030559;RIC00870577
710672;470010109000001070002000000000;10102050030559;RIC01007169
918450;470010109000001070006000000000;10102050030559;RIC00881641
775578;470010109000001070008000000000;10102050030559;RIC00801435
709931;470010109000001070009000000000;10102050030559;RIC00790895
892962;470010109000001070012000000000;10102050030559;RIC00943725
755094;470010109000001110001000000000;10102050030559;RIC01001255
1046706;470010109000001110005000000000;10102050030559;RIC01001257
703908;470010109000001110006000000000;10102050030559;RIC00790905
931164;470010109000001110007000000000;10102050030559;RIC00776221
887964;470010109000001110011000000000;10102050030559;RIC00894137
764697;470010109000001110012000000000;10102050030559;RIC01007191
938092;470010109000001110013000000000;10102050030559;RIC00943745
974174;470010109000001110014000000000;10102050030559;RIC01087155
792099;470010109000001130001000000000;10102050030559;RIC00802373
753021;470010109000001130002000000000;10102050030559;RIC01001259
1046712;470010109000001130007000000000;10102050030559;RIC00905559
701211;470010109000001130008000000000;10102050030559;RIC00760391
936127;470010109000001130009000000000;10102050030559;RIC00832363
692031;470010109000001130010000000000;10102050030559;RIC00768285
905253;470010109000001130011000000000;10102050030559;RIC00747047
840559;470010109000001130012000000000;10102050030559;RIC01073759
781070;470010109000000850005000000000;10102050031559;RIC01005747
741845;470010109000000860001000000000;10102050031559;RIC00880251
751344;470010109000000860006000000000;10102050031559;RIC00745681
706992;470010109000000870003000000000;10102050031559;RIC01073679
932009;470010109000000880003000000000;10102050031559;RIC01016029
819880;470010109000000880004000000000;10102050031559;RIC00808783
880125;470010109000000920009000000000;10102050031559;RIC00859113
789477;470010109000000920011000000000;10102050031559;RIC00935443
693932;470010109000000920016000000000;10102050031559;RIC00745699
913707;470010109000000920018000000000;10102050031559;RIC00880623
689675;470010109000000930002000000000;10102050031559;RIC00893713
832830;470010109000000930003000000000;10102050031559;RIC00838421
903588;470010109000000930006000000000;10102050031559;RIC00745701
691988;470010109000000930007000000000;10102050031559;RIC01005765
884006;470010109000000930016000000000;10102050031559;RIC00846197
833051;470010109000000930017000000000;10102050031559;RIC00759975
943548;470010109000000930018000000000;10102050031559;RIC00859133
736230;470010109000000940003000000000;10102050031559;RIC00851073
1046639;470010109000000940007000000000;10102050031559;RIC00838423
912925;470010109000000940008000000000;10102050031559;RIC00956233
738646;470010109000000940011000000000;10102050031559;RIC00949731
913132;470010109000000940012000000000;10102050031559;RIC00935445
967095;470010109000000940013000000000;10102050031559;RIC01090779
