t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
787603;470010004000000020801800000291;Condominio.Unidad_Predial;Recreacional;
846434;470010002000000022555000000000;NPH;Recreacional;
983954;470010002000000050801800000258;Condominio.Unidad_Predial;Recreacional;
667713;470010002000000050801800000186;Condominio.Unidad_Predial;Recreacional;
831740;470010002000000050801800000277;Condominio.Unidad_Predial;Recreacional;
675980;470010004000000020200000000000;NPH;Recreacional;
984598;470010004000000020178000000000;NPH;Recreacional;
923682;470010004000000020801800000371;Condominio.Unidad_Predial;Recreacional;
930116;470010002000000050802800000329;Condominio.Unidad_Predial;Recreacional;
709422;470010003000000030119500000021;Parque_Cementerio.Unidad_Predial;Recreacional;
1055366;470010004000000020801800000309;Condominio.Unidad_Predial;Recreacional;
983830;470010002000000050801800000152;Condominio.Unidad_Predial;Recreacional;
684688;470010003000000030119500000041;Parque_Cementerio.Unidad_Predial;Recreacional;
712242;470010002000000050801800000282;Condominio.Unidad_Predial;Recreacional;
969452;470010004000000020189000000000;NPH;Recreacional;
895249;470010106000008840001000000000;NPH;Recreacional;
1053112;470010004000000020130000000000;NPH;Recreacional;
929580;470010002000000050801800000220;Condominio.Unidad_Predial;Recreacional;
936458;470010106000008450027000000000;NPH;Recreacional;
702073;470010107000001370088000000000;NPH;Recreacional;
1053508;470010002000000050801800000153;Condominio.Unidad_Predial;Recreacional;
764138;470010110000000170801800000028;Condominio.Unidad_Predial;Recreacional;
937791;470010103000008260001000000000;NPH;Recreacional;
878736;470010004000000020801800000361;Condominio.Unidad_Predial;Recreacional;
929364;470010002000000050801800000181;Condominio.Unidad_Predial;Recreacional;
929570;470010002000000050801800000189;Condominio.Unidad_Predial;Recreacional;
709049;470010004000000020801800000370;Condominio.Unidad_Predial;Recreacional;
909631;470010004000000020801800000334;Condominio.Unidad_Predial;Recreacional;
814771;470010002000000050801800000275;Condominio.Unidad_Predial;Recreacional;
883067;470010002000000050802800000382;Condominio.Unidad_Predial;Recreacional;
666292;470010004000000020801800000296;Condominio.Unidad_Predial;Recreacional;
909912;470010002000000050802800000358;Condominio.Unidad_Predial;Recreacional;
987882;470010003000000040038500000007;Parque_Cementerio.Unidad_Predial;Recreacional;
698891;470010003000000010133000000000;NPH;Recreacional;
1055230;470010004000000020801800000298;Condominio.Unidad_Predial;Recreacional;
991083;470010004000000020193000000000;NPH;Recreacional;
692429;470010106000008760001000000000;NPH;Recreacional;
741699;470010003000000030119500000031;Parque_Cementerio.Unidad_Predial;Recreacional;
787693;470010004000000020801800000369;Condominio.Unidad_Predial;Recreacional;
744569;470010002000000050801800000316;Condominio.Unidad_Predial;Recreacional;
791552;470010002000000050801800000269;Condominio.Unidad_Predial;Recreacional;
929348;470010002000000050801800000180;Condominio.Unidad_Predial;Recreacional;
744670;470010004000000020136000000000;NPH;Recreacional;
830533;470010004000000020801800000282;Condominio.Unidad_Predial;Recreacional;
836513;470010004000000020205000000000;NPH;Recreacional;
707064;470010106000009180001000000000;NPH;Recreacional;
858198;470010002000000050801800000299;Condominio.Unidad_Predial;Recreacional;
896245;470010004000000020801800000351;Condominio.Unidad_Predial;Recreacional;
1001809;470010002000000050801800000301;Condominio.Unidad_Predial;Recreacional;
787605;470010004000000020801800000280;Condominio.Unidad_Predial;Recreacional;
763096;470010002000000050801800000184;Condominio.Unidad_Predial;Recreacional;
750162;470010107000001370085000000000;NPH;Recreacional;
950363;470010004000000020801800000264;Condominio.Unidad_Predial;Recreacional;
1019835;470010002000000050802800000357;Condominio.Unidad_Predial;Recreacional;
968837;470010004000000020801800000235;Condominio.Unidad_Predial;Recreacional;
832782;470010004000000090001500000008;Parque_Cementerio.Unidad_Predial;Recreacional;
882990;470010002000000050801800000221;Condominio.Unidad_Predial;Recreacional;
979129;470010004000000020126000000000;NPH;Recreacional;
914518;470010102000004170001000000000;NPH;Recreacional;
901737;470010116000002010001000000000;NPH;Recreacional;
814325;470010002000000050801800000147;Condominio.Unidad_Predial;Recreacional;
711355;470010002000000050801800000307;Condominio.Unidad_Predial;Recreacional;
1060771;470010002000000050801800000170;Condominio.Unidad_Predial;Recreacional;
1010396;470010600000000140010000000000;NPH;Recreacional;
978126;470010004000000020137000000000;NPH;Recreacional;
856124;470010004000000020195000000000;NPH;Recreacional;
983721;470010001000000021375000000000;NPH;Recreacional;
1031325;470010004000000010012000000000;NPH;Recreacional;
750040;470010002000000050802800000385;Condominio.Unidad_Predial;Recreacional;
883107;470010002000000050802800000391;Condominio.Unidad_Predial;Recreacional;
970219;470010002000000021939000000000;NPH;Recreacional;
701807;470010002000000050801800000297;Condominio.Unidad_Predial;Recreacional;
1038119;470010004000000020801800000328;Condominio.Unidad_Predial;Recreacional;
662202;470010110000001590901900000059;NPH;Recreacional;
920458;470010002000000050801800000266;Condominio.Unidad_Predial;Recreacional;
811980;470010002000000050801800000320;Condominio.Unidad_Predial;Recreacional;
1019682;470010002000000050801800000114;Condominio.Unidad_Predial;Recreacional;
803968;470010002000000050801800000193;Condominio.Unidad_Predial;Recreacional;
857844;470010001000000020803800001660;Condominio.Unidad_Predial;Recreacional;
965573;470010002000000050802800000395;Condominio.Unidad_Predial;Recreacional;
704245;470010003000000030119500000032;Parque_Cementerio.Unidad_Predial;Recreacional;
