t_id_terreno;t_id_unidadconstruccion;unidadconstruccion_nocontenida_en_terreno;t_id_terreno_asociado_a_unidadconstruccion;t_id_predio
1101197;1207796;false;1101197;834713
1075241;1274665;false;1075241;682738
1113903;1201077;false;1113903;683224
1134623;1195599;false;1134623;658778
1109440;1225942;false;1109440;792969
1154486;1251165;false;1154486;980066
1100407;1198790;false;1100407;1047957
1144849;1208411;false;1144849;937103
1167853;1206582;false;1167853;884814
1085919;1196194;false;1085919;983079
1075473;1191093;false;1075473;1044556
1133280;1242592;false;1133280;685164
1125427;1213929;false;1125427;971696
1086304;1202998;false;1086304;1002404
1120408;1215635;false;1120408;858550
1147628;1188452;false;1147628;1041389
1108768;1261417;false;1108768;787603
1119210;1225295;false;1119210;683222
1116445;1222348;false;1116445;658486
1162546;1221889;false;1162546;922615
1124586;1280496;false;1124586;986094
1151312;1202600;false;1151312;698971
1166241;1207612;false;1166241;839419
1172765;1201414;false;1172765;1010541
1101623;1189685;false;1101623;1066912
1136143;1205912;false;1136143;661762
1113456;1239576;false;1113456;3022759
1159328;1223365;false;1159328;690686
1089284;1251839;false;1089284;838221
1110609;1197202;false;1110609;1065862
1080271;1194515;false;1080271;800529
1109691;1280589;false;1109691;1024027
1085520;1278171;false;1085520;951167
1097917;1269825;false;1097917;768638
1175647;1215976;false;1175647;658790
1084673;1202007;false;1084673;786853
1144684;1197850;false;1144684;1016150
1086313;1208774;false;1086313;735459
1113034;1247068;false;1113034;856553
1094488;1207828;false;1094488;747108
1151997;1262333;false;1151997;662872
1079407;1241451;false;1079407;940842
1166241;1212956;false;1166241;839419
1111855;1238475;false;1111855;896299
1126368;1220101;false;1126368;683683
1087528;1269251;false;1087528;1052397
1171127;1222206;false;1171127;681050
1104518;1189153;false;1104518;1010932
1150427;1201555;false;1150427;3016579
1135130;1199794;false;1135130;1040839
1131928;1201602;false;1131928;720922
1116719;1207315;false;1116719;843105
1174784;1220699;false;1174784;1012127
1145525;1232619;false;1145525;660705
1125939;1235898;false;1125939;806678
1169482;1207584;false;1169482;770669
1130680;1197364;false;1130680;1007842
1094949;1195706;false;1094949;799185
1146737;1221404;false;1146737;792324
1084257;1191368;false;1084257;946028
1133976;1209306;false;1133976;895049
1165021;1275944;false;1165021;3020092
1160960;1243857;false;1160960;760221
1177400;1278281;false;1177400;867326
1144174;1257472;false;1144174;992224
1133770;1246000;false;1133770;1021025
1154037;1270408;false;1154037;968279
1178862;1226848;false;1178862;3008212
1168669;1229675;false;1168669;879574
1112013;1199735;false;1112013;1053996
1163389;1195419;false;1163389;758540
1164226;1234958;false;1164226;989084
1166842;1251524;false;1166842;1010538
1092903;1238754;false;1092903;1033297
1148059;1213718;false;1148059;721159
1129836;1190710;false;1129836;1070697
1175210;1201338;false;1175210;984941
1104530;1234252;false;1104530;658659
1150392;1264734;false;1150392;901884
1152012;1214154;false;1152012;658732
1107814;1228052;false;1107814;719881
1122427;1272379;false;1122427;901990
1111411;1222550;false;1111411;845740
1178064;1257315;false;1178064;970968
1085133;1200870;false;1085133;989094
1163813;1191242;false;1163813;3023449
1076086;1198259;false;1076086;1063676
1116755;1263707;false;1116755;714442
1156935;1254741;false;1156935;890163
1086029;1261996;false;1086029;990385
1143477;1269164;false;1143477;676780
1085200;1225338;false;1085200;677844
1074822;1195405;false;1074822;957768
1095349;1238188;false;1095349;1071633
1103680;1273504;false;1103680;878643
1103681;1201476;false;1103681;999294
1131963;1247345;false;1131963;762784
1115809;1196345;false;1115809;1030087
1095364;1266021;false;1095364;762940
1089524;1198297;false;1089524;1044779
1097059;1268519;false;1097059;858680
1084071;1214582;false;1084071;952446
1149635;1204786;false;1149635;1024396
1144820;1202616;false;1144820;845353
1100163;1258355;false;1100163;844031
1127480;1260037;false;1127480;990558
1158595;1194589;false;1158595;1018316
1134103;1243328;false;1134103;667820
1106988;1222835;false;1106988;1059557
1156093;1276721;false;1156093;3015658
1154830;1266683;false;1154830;680629
1167853;1196146;false;1167853;884814
1139308;1200969;false;1139308;830297
1126786;1263879;false;1126786;969705
1086510;1252491;false;1086510;856264
1141953;1214001;false;1141953;893869
1082032;1234810;false;1082032;990068
1175207;1209016;false;1175207;1037179
1136873;1248901;false;1136873;733270
1161374;1235446;false;1161374;3027055
1078844;1225015;false;1078844;911580
1146825;1231740;false;1146825;692666
1081521;1202228;false;1081521;1010573
1144295;1208053;false;1144295;926414
1097525;1249258;false;1097525;1029800
1115906;1196466;false;1115906;713679
1160558;1234627;false;1160558;1003074
1145948;1262998;false;1145948;798415
1091660;1203544;false;1091660;681916
1109431;1281508;false;1109431;1003351
1166250;1223968;false;1166250;1030290
1102839;1275899;false;1102839;951358
1100871;1270501;false;1100871;877977
1100460;1258969;false;1100460;812884
1088300;1206068;false;1088300;836361
1164609;1271634;false;1164609;960287
1139195;1244884;false;1139195;666290
1103859;1242640;false;1103859;746603
1173975;1191212;false;1173975;740947
1165020;1229412;false;1165020;3008704
1125423;1266638;false;1125423;722809
1145111;1218326;false;1145111;658913
1078874;1193169;false;1078874;1063686
1105862;1225714;false;1105862;1063112
1108594;1231738;false;1108594;1002784
1146775;1227211;false;1146775;718869
1131928;1201601;false;1131928;720922
1120401;1205620;false;1120401;878228
1137700;1206129;false;1137700;717684
1126548;1201395;false;1126548;991093
1160965;1202541;false;1160965;721832
1111421;1270586;false;1111421;1016890
1077206;1194907;false;1077206;845373
1163810;1200992;false;1163810;1010534
1136926;1203566;false;1136926;1017118
1162163;1267932;false;1162163;991442
1132356;1200094;false;1132356;981104
1155676;1258002;false;1155676;984578
1101137;1213114;false;1101137;872045
1172891;1201899;false;1172891;754210
1102401;1275476;false;1102401;1053049
1150420;1237249;false;1150420;763230
1163395;1195449;false;1163395;836626
1090375;1253431;false;1090375;889586
1119227;1272391;false;1119227;663456
1165018;1281560;false;1165018;860640
1136576;1280153;false;1136576;690985
1095492;1238247;false;1095492;681963
1097896;1218244;false;1097896;897179
1150818;1260450;false;1150818;1044109
1086314;1206856;false;1086314;974898
1097635;1211037;false;1097635;872131
1146777;1233832;false;1146777;1002989
1140187;1195196;false;1140187;901549
1092906;1208750;false;1092906;661741
1081327;1202077;false;1081327;901908
1122831;1247938;false;1122831;960777
1174781;1212221;false;1174781;675299
1160972;1225088;false;1160972;1014813
1106608;1258265;false;1106608;692545
1141074;1259468;false;1141074;870892
1173167;1199239;false;1173167;1013526
1120005;1253422;false;1120005;719678
1146777;1239914;false;1146777;1002989
1162981;1209115;false;1162981;3012442
1172341;1214450;false;1172341;986407
1157738;1225102;false;1157738;658484
1129481;1229816;false;1129481;1056410
1090824;1254185;false;1090824;662017
1085716;1225389;false;1085716;878657
1083538;1197459;false;1083538;973325
1113078;1232992;false;1113078;1007839
1156083;1205446;false;1156083;760906
1139741;1216813;false;1139741;954708
1173078;1197335;false;1173078;865152
1127473;1203334;false;1127473;713854
1157425;1199475;false;1157425;773708
1132512;1257667;false;1132512;831798
1080498;1221332;false;1080498;1025446
1102328;1225416;false;1102328;1029191
1157738;1261203;false;1157738;658484
1163843;1237779;false;1163843;1058534
1087126;1201482;false;1087126;858134
1148450;1211928;false;1148450;699596
1129289;1246279;false;1129289;1061153
1078457;1228030;false;1078457;909347
1077653;1223925;false;1077653;954996
1166239;1195193;false;1166239;806899
1110588;1248978;false;1110588;1033227
1078424;1190056;false;1078424;663654
1149254;1242174;false;1149254;693769
1089947;1223319;false;1089947;856314
1108591;1203807;false;1108591;1060027
1078868;1203813;false;1078868;661877
1177278;1240958;false;1177278;949169
1100421;1233362;false;1100421;995946
1168260;1241615;false;1168260;736242
1092065;1219352;false;1092065;1049205
1115053;1237944;false;1115053;1003657
1138518;1198110;false;1138518;1052410
1172415;1227015;false;1172415;874919
1123257;1226623;false;1123257;709013
1085921;1261830;false;1085921;907817
1092386;1261753;false;1092386;1048581
1176054;1249134;false;1176054;1047924
1164467;1193212;false;1164467;746639
1121237;1265449;false;1121237;709007
1124126;1192814;false;1124126;848005
1131516;1250817;false;1131516;1037220
1090386;1253542;false;1090386;885164
1107395;1273904;false;1107395;949885
1076779;1196652;false;1076779;882057
1094067;1249038;false;1094067;1052991
1157771;1247069;false;1157771;957091
1112633;1204267;false;1112633;1047941
1104519;1197416;false;1104519;872354
1174780;1225923;false;1174780;906713
1091660;1213450;false;1091660;681916
1101223;1243170;false;1101223;990351
1177258;1191918;false;1177258;690340
1083411;1268021;false;1083411;1002603
1169609;1269441;false;1169609;882978
1161576;1267034;false;1161576;907571
1088464;1260820;false;1088464;1040407
1143875;1195361;false;1143875;954651
1162154;1252769;false;1162154;1008785
1112200;1198057;false;1112200;803981
1166239;1190776;false;1166239;806899
1138497;1208512;false;1138497;952949
1121375;1260773;false;1121375;930140
1175686;1210822;false;1175686;990279
1154034;1195641;false;1154034;719217
1118823;1258768;false;1118823;1027312
1167059;1234516;false;1167059;989160
1098346;1231252;false;1098346;731811
1091369;1243325;false;1091369;1019347
1077647;1249037;false;1077647;860802
1116298;1212506;false;1116298;1053966
1148823;1247677;false;1148823;952100
1137701;1250311;false;1137701;1041280
1136122;1232963;false;1136122;3011215
1145105;1202770;false;1145105;718351
1159005;1248128;false;1159005;860843
1127850;1224815;false;1127850;662057
1165429;1232872;false;1165429;960244
1141798;1213936;false;1141798;944489
1154430;1202542;false;1154430;843091
1136061;1218190;false;1136061;821038
1089508;1233369;false;1089508;3017542
1108169;1211437;false;1108169;925033
1102820;1257332;false;1102820;1047366
1098666;1265910;false;1098666;838682
1161365;1211894;false;1161365;794727
1102831;1247667;false;1102831;761083
1110396;1268930;false;1110396;1013455
1074803;1269706;false;1074803;853266
1074835;1280191;false;1074835;3012925
1114716;1250376;false;1114716;949301
1166661;1240295;false;1166661;894145
1158999;1189160;false;1158999;989109
1171499;1206843;false;1171499;1047216
1150420;1254759;false;1150420;763230
1105360;1206329;false;1105360;665323
1141540;1202617;false;1141540;1018054
1143062;1204785;false;1143062;826216
1083402;1276301;false;1083402;3021133
1111533;1209606;false;1111533;1041464
1148458;1244303;false;1148458;858149
1088341;1221031;false;1088341;738121
1140248;1195251;false;1140248;724774
1111175;1219502;false;1111175;980525
1160960;1195739;false;1160960;760221
1165019;1232610;false;1165019;1007836
1156500;1205700;false;1156500;1041386
1086296;1204238;false;1086296;716333
1173979;1190388;false;1173979;761091
1131537;1280844;false;1131537;908881
1120421;1227338;false;1120421;660759
1113071;1220290;false;1113071;1058481
1100151;1268083;false;1100151;929630
1088338;1246551;false;1088338;835903
1147205;1264900;false;1147205;742593
1082975;1200125;false;1082975;854671
1145954;1252900;false;1145954;678164
1119613;1273012;false;1119613;889000
1164213;1211680;false;1164213;802756
1149637;1263623;false;1149637;1003515
1139461;1210548;false;1139461;925029
1132770;1262958;false;1132770;970887
1165017;1244680;false;1165017;756299
1143603;1269446;false;1143603;1053439
1149837;1227070;false;1149837;678864
1141052;1231474;false;1141052;956819
1127471;1269793;false;1127471;842856
1106590;1239142;false;1106590;872142
1128690;1251767;false;1128690;666045
1114946;1228299;false;1114946;955245
1167944;1206686;false;1167944;928468
1169065;1253382;false;1169065;948083
1105361;1202573;false;1105361;1005273
1077655;1264379;false;1077655;3010084
1113504;1195000;false;1113504;905317
1132345;1208723;false;1132345;846586
1149981;1212540;false;1149981;979556
1116727;1194914;false;1116727;983147
1142651;1207660;false;1142651;1055677
1097917;1201090;false;1097917;768638
1145948;1198563;false;1145948;798415
1084688;1213207;false;1084688;977852
1094951;1255568;false;1094951;660203
1131608;1211756;false;1131608;701197
1078053;1249825;false;1078053;3009649
1080498;1192587;false;1080498;1025446
1154830;1247312;false;1154830;680629
1131741;1215408;false;1131741;878736
1126637;1223370;false;1126637;1017107
1089580;1241794;false;1089580;844443
1141038;1224714;false;1141038;810502
1107391;1210999;false;1107391;799463
1097615;1237032;false;1097615;922094
1170045;1199281;false;1170045;661258
1165018;1229332;false;1165018;860640
1076016;1221149;false;1076016;914218
1141399;1231946;false;1141399;1063074
1153258;1230720;false;1153258;806568
1095400;1251131;false;1095400;690732
1150400;1249574;false;1150400;1071821
1104510;1203298;false;1104510;797727
1083140;1262611;false;1083140;770410
1158179;1198098;false;1158179;789145
1101220;1200990;false;1101220;1063580
1100420;1196999;false;1100420;756170
1073878;1216379;false;1073878;1072437
1165429;1220090;false;1165429;960244
1157250;1234996;false;1157250;860841
1144251;1220493;false;1144251;986692
1108164;1233343;false;1108164;3008200
1164224;1240929;false;1164224;902159
1103255;1258153;false;1103255;747527
1171095;1275510;false;1171095;747981
1083394;1208982;false;1083394;766880
1115516;1199834;false;1115516;1019825
1110195;1194246;false;1110195;763794
1123372;1273446;false;1123372;735672
1141354;1234202;false;1141354;3026482
1081708;1255337;false;1081708;924751
1104930;1270393;false;1104930;964608
1140192;1199007;false;1140192;1003729
1110195;1221331;false;1110195;763794
1095699;1228750;false;1095699;790556
1175338;1214278;false;1175338;735150
1148823;1252160;false;1148823;952100
1140498;1249468;false;1140498;1019996
1077126;1239381;false;1077126;746518
1136124;1209324;false;1136124;780887
1074862;1227778;false;1074862;922084
1144325;1198595;false;1144325;1002981
1140175;1248955;false;1140175;685430
1089606;1279550;false;1089606;919830
1076016;1215109;false;1076016;914218
1175214;1191571;false;1175214;658909
1162147;1252725;false;1162147;924368
1088454;1206209;false;1088454;754899
1107221;1192683;false;1107221;678008
1150480;1195479;false;1150480;741055
1147667;1203627;false;1147667;877037
1087922;1199215;false;1087922;685807
1144294;1270330;false;1144294;793157
1113061;1262961;false;1113061;903286
1109801;1193818;false;1109801;666203
1123802;1219472;false;1123802;838406
1113073;1205222;false;1113073;993301
1088337;1208119;false;1088337;1039300
1142652;1210457;false;1142652;1016606
1108994;1202775;false;1108994;725902
1171922;1222326;false;1171922;854632
1127842;1213453;false;1127842;988586
1149644;1195245;false;1149644;903959
1139308;1276238;false;1139308;830297
1082127;1240957;false;1082127;902476
1087135;1201057;false;1087135;1044228
1078879;1214595;false;1078879;1019728
1148832;1212182;false;1148832;1026206
1092131;1215923;false;1092131;802811
1116301;1248138;false;1116301;3013141
1118394;1215999;false;1118394;810103
1111425;1255369;false;1111425;1033341
1136110;1272964;false;1136110;850581
1120962;1255011;false;1120962;928964
1165012;1218789;false;1165012;948807
1144806;1225321;false;1144806;941001
1175214;1273112;false;1175214;658909
1142282;1281661;false;1142282;922120
1096226;1229264;false;1096226;987856
1142225;1210215;false;1142225;953452
1169498;1201069;false;1169498;987175
1111361;1217939;false;1111361;658742
1172388;1221337;false;1172388;837874
1136124;1240190;false;1136124;780887
1124151;1254611;false;1124151;707500
1086232;1278694;false;1086232;846095
1103297;1263178;false;1103297;956856
1151997;1267211;false;1151997;662872
1083394;1196693;false;1083394;766880
1162955;1266797;false;1162955;1044452
1174786;1267385;false;1174786;3017500
1156948;1201557;false;1156948;3026710
1080843;1248874;false;1080843;943282
1147356;1237452;false;1147356;703830
1160558;1243601;false;1160558;1003074
1121611;1255882;false;1121611;994436
1171503;1262352;false;1171503;977848
1135430;1206727;false;1135430;737460
1091668;1206151;false;1091668;1000124
1156521;1232865;false;1156521;709049
1077981;1207801;false;1077981;783865
1108600;1266119;false;1108600;1068285
1138095;1206374;false;1138095;979500
1142863;1263332;false;1142863;956979
1075235;1240524;false;1075235;677398
1154430;1211692;false;1154430;843091
1156424;1220883;false;1156424;691075
1100073;1194431;false;1100073;739416
1141037;1260603;false;1141037;658590
1117546;1195384;false;1117546;882097
1110607;1221407;false;1110607;734181
1108594;1231737;false;1108594;1002784
1079712;1257444;false;1079712;753334
1131947;1204052;false;1131947;661883
1172801;1224071;false;1172801;1039881
1131961;1196220;false;1131961;1013532
1177324;1202601;false;1177324;829557
1076698;1205091;false;1076698;900117
1103235;1262942;false;1103235;1060742
1143481;1259383;false;1143481;685892
1117534;1198616;false;1117534;785920
1131181;1255630;false;1131181;858525
1175330;1214274;false;1175330;658458
1142224;1210214;false;1142224;1065816
1163811;1240569;false;1163811;991087
1080117;1267808;false;1080117;900822
1109480;1208817;false;1109480;766343
1175188;1257953;false;1175188;1011562
1173159;1209296;false;1173159;924947
1167459;1261111;false;1167459;951926
1152414;1204519;false;1152414;948019
1083340;1191182;false;1083340;947462
1145947;1215529;false;1145947;1063624
1115898;1206824;false;1115898;1027186
1115650;1247469;false;1115650;828933
1129604;1204613;false;1129604;698069
1076979;1191494;false;1076979;1015643
1112279;1206166;false;1112279;903471
1113456;1242503;false;1113456;3022759
1082128;1251020;false;1082128;1019243
1166235;1188665;false;1166235;1013544
1104944;1255397;false;1104944;3021418
1143489;1227273;false;1143489;1051663
1086314;1198339;false;1086314;974898
1121156;1194160;false;1121156;1028501
1136110;1212467;false;1136110;850581
1156926;1269764;false;1156926;1020250
1146340;1268437;false;1146340;661775
1148058;1261145;false;1148058;802030
1138908;1206881;false;1138908;3017812
1130168;1259180;false;1130168;877688
1097919;1213223;false;1097919;985379
1161779;1235752;false;1161779;751520
1169065;1194944;false;1169065;948083
1138093;1195927;false;1138093;944855
1079704;1193101;false;1079704;658533
1082534;1201486;false;1082534;993581
1085855;1267868;false;1085855;775247
1074426;1210985;false;1074426;1000069
1092093;1266045;false;1092093;717275
1125022;1246906;false;1125022;692988
1091666;1202311;false;1091666;981361
1097897;1209255;false;1097897;778672
1078768;1255954;false;1078768;763847
1116747;1222834;false;1116747;1013548
1089886;1252616;false;1089886;658488
1169492;1269167;false;1169492;779721
1098360;1243600;false;1098360;3023122
1102421;1201441;false;1102421;3026686
1084647;1220184;false;1084647;1039311
1135772;1279133;false;1135772;910966
1104098;1220886;false;1104098;658506
1076790;1204525;false;1076790;779041
1119099;1208677;false;1119099;880394
1173815;1240806;false;1173815;1038119
1075612;1223111;false;1075612;683686
1149645;1200591;false;1149645;660608
1080101;1192205;false;1080101;944849
1123377;1276670;false;1123377;946582
1173979;1250898;false;1173979;761091
1134767;1203759;false;1134767;1044100
1094075;1254137;false;1094075;783114
1102054;1261262;false;1102054;757886
1109764;1212413;false;1109764;1040326
1141242;1192287;false;1141242;1028151
1111425;1218935;false;1111425;1033341
1142673;1196740;false;1142673;1003112
1143586;1203064;false;1143586;777594
1116289;1272936;false;1116289;961081
1162154;1267824;false;1162154;1008785
1076364;1196365;false;1076364;658969
1105326;1222139;false;1105326;982272
1158736;1226154;false;1158736;898955
1116678;1239582;false;1116678;1000026
1079793;1242282;false;1079793;926454
1133139;1223369;false;1133139;983143
1097050;1205442;false;1097050;760281
1085404;1260992;false;1085404;878710
1085120;1265436;false;1085120;718356
1158589;1212177;false;1158589;684407
1131131;1189720;false;1131131;956577
1168253;1262331;false;1168253;681054
1167465;1209763;false;1167465;1033728
1103240;1208968;false;1103240;1033918
1086414;1196523;false;1086414;658556
1127836;1255343;false;1127836;1017351
1094942;1202305;false;1094942;658666
1088300;1211396;false;1088300;836361
1124195;1269787;false;1124195;1063614
1131187;1191806;false;1131187;739430
1133564;1210974;false;1133564;809638
1127055;1211000;false;1127055;757917
1176651;1246395;false;1176651;1062026
1092386;1211937;false;1092386;1048581
1148822;1208793;false;1148822;989003
1162158;1207122;false;1162158;741616
1085507;1275013;false;1085507;926559
1097496;1233732;false;1097496;835905
1092726;1215446;false;1092726;858143
1132786;1194366;false;1132786;1002777
1106740;1282007;false;1106740;968837
1095364;1218493;false;1095364;762940
1163810;1211493;false;1163810;1010534
1104252;1223439;false;1104252;863632
1107429;1259616;false;1107429;919713
1087529;1230583;false;1087529;782273
1107312;1259251;false;1107312;1062343
1171901;1200305;false;1171901;815128
1094068;1264229;false;1094068;686340
1127836;1195661;false;1127836;1017351
1113075;1273115;false;1113075;978606
1107385;1259386;false;1107385;745794
1174342;1196121;false;1174342;776534
1151933;1245325;false;1151933;774317
1092922;1204312;false;1092922;752887
1075631;1211688;false;1075631;721760
1178069;1267247;false;1178069;740680
1141798;1202778;false;1141798;944489
1123368;1223372;false;1123368;1055774
1121237;1215711;false;1121237;709007
1135275;1266839;false;1135275;1008848
1171920;1216292;false;1171920;662513
1134525;1209609;false;1134525;874463
1116301;1229784;false;1116301;3013141
1094074;1227212;false;1094074;869900
1162163;1267908;false;1162163;991442
1173273;1246307;false;1173273;929342
1118526;1219383;false;1118526;925425
1098015;1202117;false;1098015;749044
1097483;1269118;false;1097483;1067746
1094177;1249287;false;1094177;711784
1177281;1228562;false;1177281;1039975
1094463;1269691;false;1094463;1027391
1091668;1201354;false;1091668;1000124
1147206;1224312;false;1147206;948986
1141037;1243560;false;1141037;658590
1123417;1279587;false;1123417;708156
1171305;1229111;false;1171305;908223
1169500;1207649;false;1169500;755974
1118847;1281280;false;1118847;922096
1104509;1207837;false;1104509;907592
1154048;1240602;false;1154048;662019
1139284;1207027;false;1139284;925132
1089106;1275531;false;1089106;658626
1117970;1190276;false;1117970;798250
1095787;1217490;false;1095787;994638
1168272;1191399;false;1168272;1037162
1157719;1202489;false;1157719;1004219
