t_id_derecho;tipo_derecho;fraccion_derecho
2933661;Dominio;0.0100000000
2971421;Dominio;0.5000000000
2962082;Dominio;0.5000000000
2944691;Dominio;0.5000000000
2836595;Dominio;0.5000000000
2790243;Dominio;0.5000000000
2938349;Dominio;0.0100000000
2818665;Dominio;0.1600000000
2824045;Dominio;0.1600000000
2853572;Dominio;0.1660000000
2953082;Dominio;0.0450000000
2848534;Dominio;0.9583300000
2882413;Dominio;0.3300000000
2853842;Dominio;0.3300000000
2946117;Dominio;0.5000000000
2908041;Dominio;0.5000000000
2946677;Dominio;0.5000000000
2848839;Dominio;0.5000000000
2918697;Dominio;0.5000000000
2970562;Dominio;0.5000000000
2918891;Dominio;0.5000000000
2844009;Dominio;0.5000000000
2957255;Dominio;0.5000000000
2819760;Dominio;0.1600000000
2792661;Dominio;0.5000000000
2779022;Dominio;0.5000000000
2793989;Dominio;0.5000000000
3008093;Dominio;0.2500000000
2934237;Dominio;0.5000000000
2907942;Dominio;0.5000000000
2786787;Dominio;0.5000000000
2933328;Dominio;0.0100000000
2853201;Dominio;0.2333000000
2955904;Dominio;0.5000000000
2819761;Dominio;0.1600000000
2957121;Dominio;0.1600000000
2936089;Dominio;0.5000000000
2789202;Dominio;0.5000000000
2933798;Dominio;0.5000000000
2955971;Dominio;0.5000000000
2786881;Dominio;0.5000000000
2791978;Dominio;0.1600000000
2874088;Dominio;0.5000000000
2853838;Dominio;0.3300000000
2933560;Dominio;0.0100000000
2869244;Dominio;0.3330000000
2967622;Dominio;0.5000000000
2961490;Dominio;0.1000000000
2962248;Dominio;0.2500000000
2853959;Dominio;0.5000000000
2956710;Dominio;0.5000000000
2938246;Dominio;0.0100000000
2934288;Dominio;0.5000000000
2954166;Dominio;0.0500000000
2783909;Dominio;0.5000000000
2961849;Dominio;0.5000000000
2952693;Dominio;0.0100000000
2846135;Dominio;0.5000000000
2910280;Dominio;0.7400000000
2951616;Dominio;0.5000000000
2846316;Dominio;0.5000000000
2833216;Dominio;0.5000000000
2972870;Dominio;0.5000000000
2788443;Dominio;0.5000000000
2805880;Dominio;0.1600000000
2962238;Dominio;0.2500000000
2934251;Dominio;0.2500000000
2937522;Dominio;0.5000000000
2933285;Dominio;0.0100000000
2934256;Dominio;0.5000000000
2912753;Dominio;0.5000000000
2952680;Dominio;0.5000000000
2824901;Dominio;0.5000000000
2921550;Dominio;0.5000000000
2866800;Dominio;0.5000000000
2833367;Dominio;0.5000000000
2853287;Dominio;0.2500000000
2872349;Dominio;0.3300000000
2788931;Dominio;0.5000000000
2933288;Dominio;0.0100000000
2787728;Dominio;0.5000000000
2876996;Dominio;0.3300000000
2911375;Dominio;0.0100000000
2933768;Dominio;0.5000000000
2836930;Dominio;0.5000000000
2883241;Dominio;0.5000000000
2797091;Dominio;0.2500000000
2952999;Dominio;0.0450000000
2825403;Dominio;0.1600000000
2907089;Dominio;0.5000000000
2881994;Dominio;0.5000000000
2831474;Dominio;0.1600000000
2839330;Dominio;0.1250000000
2829655;Dominio;0.1600000000
2869324;Dominio;0.5000000000
2854028;Dominio;0.5000000000
2836927;Dominio;0.5000000000
2962675;Dominio;0.5000000000
2934721;Dominio;0.0100000000
2942771;Dominio;0.0000000000
2788456;Dominio;0.5000000000
2934348;Dominio;0.5000000000
2925226;Dominio;0.5000000000
2877741;Dominio;0.5000000000
2877643;Dominio;0.5000000000
2838453;Dominio;0.5000000000
2977806;Dominio;0.5000000000
2793963;Dominio;0.5000000000
2877536;Dominio;0.2500000000
2803666;Dominio;0.1600000000
2789977;Dominio;0.5000000000
2815671;Dominio;0.1600000000
2827433;Dominio;0.1600000000
2961251;Dominio;0.3330000000
2818663;Dominio;0.1600000000
2990818;Dominio;0.2500000000
2963022;Dominio;0.2500000000
2921057;Dominio;0.5000000000
2962693;Dominio;0.5000000000
2865876;Dominio;0.2700000000
2831435;Dominio;0.5000000000
