t_id_predio;numero_predial
997815;470010107000001160002000000000
949264;470010104000000300903901010041
776736;470010107000000020901901130178
3024253;470010107000000080908901050334
3016954;470010104000000020902901020087
806587;470010104000000300904901020097
658770;470010002000000044547000000000
888604;470010110000000630901901020094
659523;470010115000001490904900000000
1004386;470010107000000690905901010174
1000268;470010108000000140902901060104
999008;470010107000000770901901010030
3021319;470010107000000150903901100176
1003356;470010110000000680902901010067
831356;470010002000000040901901080077
3027844;470010104000000020902901030150
869226;470010106000000560901904020208
3020290;470010110000000620902901990176
3017107;470010104000000540901901010124
3027067;470010107000000690906901010222
3017668;470010110000000380903900001152
3009499;470010110000000480904901990256
981369;470010110000000400903901000199
986641;470010107000000130907901040217
907853;470010107000000490905901130335
3009535;470010110000000630901901060263
659169;470010800000000740006000000000
999950;470010107000000610901901020028
822791;470010110000000630902901111103
661419;470010106000003770901900000000
661675;470010800000000700901900000000
3009034;470010107000000020901901020082
811368;470010104000000310025000000000
1066727;470010105000002580901900000216
3028024;470010110000000620902901990180
3020098;470010110000000380901901060380
3019579;470010110000000400902901030114
661177;470010102000001090801800000000
949958;470010110000000380901902010536
871990;470010101000002070901900000000
3018634;470010110000000710901901040166
1023095;470010108000000020902901050022
1055787;470010110000000380903901080668
3016354;470010104000000540901901020176
3012760;470010107000000300902901010079
872808;470010108000000010901901040414
3014647;470010107000000020901901080143
3023413;470010002000000070902908040156
946690;470010002000000070905923040456
882690;470010003000000011971000000000
660195;470010110000001740011200000002
3019900;470010110000000620902901140445
861008;470010110000000400903901000211
787862;470010110000000190901900010070
3023629;470010110000000620902901990182
661669;470010103000008250016000000000
3021148;470010104000000300903901010004
915665;470010002000000070905920050400
859848;470010110000000320005901020218
798531;470010001000000022021000000000
3015481;470010107000000270903901010256
1018136;470010104000000140001000000000
1037131;470010107000000060137000000000
1000825;470010110000000530902901070258
3017581;470010108000000010901902150577
946279;470010107000000130907901010194
947781;470010110000000380903901000695
836294;470010108000000180902901140104
672838;470010102000003050902900000000
3015076;470010108000000160903901160223
3026716;470010110000000400904902051087
3016408;470010104000000290901901020081
1038205;470010102000002660016000000000
1024479;470010110000001590901901000050
3024145;470010104000000740901901020028
844819;470010110000000400903901010220
3015304;470010107000000690906901010214
753782;470010104000000680002000000000
949285;470010104000000300904901001004
3009679;470010107000000690907901020507
970487;470010107000000300903901030157
