t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
911765;470010113000000150003000000000;NPH;Comercial;
878605;470010107000000900046000000000;NPH;Comercial;
706542;470010107000000810906900000373;PH.Unidad_Predial;Comercial;
762136;470010102000001700901900000011;PH.Unidad_Predial;Comercial;
680074;470010101000002280901900000160;PH.Unidad_Predial;Comercial;
936675;470010102000002220001000000000;NPH;Comercial;
766990;470010101000000820001000000000;NPH;Comercial;
1011611;470010101000002280901900000425;PH.Unidad_Predial;Comercial;
863984;470010101000001060901900000065;PH.Unidad_Predial;Comercial;
1022872;470010101000001760901900000003;PH.Unidad_Predial;Comercial;
945702;470010107000000320904900000000;PH.Matriz;Comercial;
1029410;470010104000000210901900000015;PH.Unidad_Predial;Comercial;
911295;470010104000000020903901180321;PH.Unidad_Predial;Comercial;
715403;470010101000002280901900000034;PH.Unidad_Predial;Comercial;
1046518;470010101000001060901900000119;PH.Unidad_Predial;Comercial;
810493;470010101000002280901900000008;PH.Unidad_Predial;Comercial;
662479;470010101000001600901900000047;PH.Unidad_Predial;Comercial;
1022546;470010101000001300013000000000;NPH;Comercial;
1035645;470010101000000850003000000000;NPH;Comercial;
863469;470010101000001110048000000000;NPH;Comercial;
1058252;470010101000001530046000000000;NPH;Comercial;
776926;470010104000000320013000000000;NPH;Comercial;
1036666;470010110000000530902901020096;PH.Unidad_Predial;Comercial;
699568;470010101000001270014500000007;Parque_Cementerio.Unidad_Predial;Comercial;
700080;470010107000000270904900000174;PH.Unidad_Predial;Comercial;
668424;470010105000001140021500000022;Parque_Cementerio.Unidad_Predial;Comercial;
941019;470010101000002280901900000525;PH.Unidad_Predial;Comercial;
959955;470010104000000060901900000065;PH.Unidad_Predial;Comercial;
1010044;470010104000000210901900000003;PH.Unidad_Predial;Comercial;
685584;470010107000000810802800000340;Condominio.Unidad_Predial;Comercial;
1037312;470010101000001090901900000027;PH.Unidad_Predial;Comercial;
807871;470010101000001490902900000041;PH.Unidad_Predial;Comercial;
981162;470010101000002280901900000505;PH.Unidad_Predial;Comercial;
762517;470010101000002280901900000255;PH.Unidad_Predial;Comercial;
987964;470010109000003600901900000110;PH.Unidad_Predial;Comercial;
960193;470010102000002320901900000022;PH.Unidad_Predial;Comercial;
770427;470010109000003730901900000009;PH.Unidad_Predial;Comercial;
937002;470010102000002860902900000063;PH.Unidad_Predial;Comercial;
901190;470010104000000060901900000028;PH.Unidad_Predial;Comercial;
959613;470010101000001810906900000090;PH.Unidad_Predial;Comercial;
690590;470010104000000540901901010013;PH.Unidad_Predial;Comercial;
1069272;470010101000001280905900000327;PH.Unidad_Predial;Comercial;
979467;470010104000000060902900000237;PH.Unidad_Predial;Comercial;
781227;470010101000000950004000000000;NPH;Comercial;
817434;470010105000000050901900000059;PH.Unidad_Predial;Comercial;
710047;470010109000003600901900000018;PH.Unidad_Predial;Comercial;
684590;470010102000002680001000000000;NPH;Comercial;
839372;470010106000004170901900000063;PH.Unidad_Predial;Comercial;
684867;470010101000001280904900000067;PH.Unidad_Predial;Comercial;
831033;470010107000000270906901010297;PH.Unidad_Predial;Comercial;
685008;470010101000001810906900000111;PH.Unidad_Predial;Comercial;
1014901;470010105000000440901900000093;PH.Unidad_Predial;Comercial;
817506;470010101000001440902900000050;PH.Unidad_Predial;Comercial;
1062595;470010106000005710901900000065;PH.Unidad_Predial;Comercial;
911254;470010102000003300003000000000;NPH;Comercial;
954389;470010104000000020903901010250;PH.Unidad_Predial;Comercial;
1065862;470010107000000400002000000000;NPH;Comercial;
1038764;470010101000002070901900000009;PH.Unidad_Predial;Comercial;
887420;470010104000000640006000000000;NPH;Comercial;
904782;470010102000002850010000000000;NPH;Comercial;
1019688;470011000000000260003000000000;NPH;Comercial;
839639;470010101000001060901900000099;PH.Unidad_Predial;Comercial;
1056046;470010110000000530902901020089;PH.Unidad_Predial;Comercial;
680615;470010102000002150904900000146;PH.Unidad_Predial;Comercial;
666585;470010104000000010901901090154;PH.Unidad_Predial;Comercial;
1050921;470010101000001800905900000063;PH.Unidad_Predial;Comercial;
1071882;470010104000000200901900000038;PH.Unidad_Predial;Comercial;
951246;470010104000000080902900000035;PH.Unidad_Predial;Comercial;
890408;470010101000001460005000000000;NPH;Comercial;
1070032;470010104000000210901900000053;PH.Unidad_Predial;Comercial;
990847;470010101000001440902900000064;PH.Unidad_Predial;Comercial;
725948;470010107000000810802800000337;Condominio.Unidad_Predial;Comercial;
863398;470010101000001020013000000000;NPH;Comercial;
1020012;470010101000002010901900000031;PH.Unidad_Predial;Comercial;
863696;470010101000000810901900000029;PH.Unidad_Predial;Comercial;
736561;470010105000000090011500000001;Parque_Cementerio.Unidad_Predial;Comercial;
1021790;470010101000001480902900000025;PH.Unidad_Predial;Comercial;
807506;470010101000001010007000000000;NPH;Comercial;
957542;470010002000000040801800004993;Condominio.Unidad_Predial;Comercial;
685430;470010104000000660005000000000;NPH;Comercial;
1065794;470010116000000850003000000000;NPH;Comercial;
985040;470010105000000050901900000035;PH.Unidad_Predial;Comercial;
912261;470010110000000030901900000045;PH.Unidad_Predial;Comercial;
1032795;470010114000000210901900000011;PH.Unidad_Predial;Comercial;
985238;470010107000000370902901010060;PH.Unidad_Predial;Comercial;
725311;470010101000002280901900000258;PH.Unidad_Predial;Comercial;
905141;470010105000000050902900000081;PH.Unidad_Predial;Comercial;
863808;470010101000001830902900000061;PH.Unidad_Predial;Comercial;
1071030;470010110000000530903901140456;PH.Unidad_Predial;Comercial;
1060934;470010101000001400901900000019;PH.Unidad_Predial;Comercial;
793668;470010109000003600901900000066;PH.Unidad_Predial;Comercial;
769123;470010101000001050008000000000;NPH;Comercial;
725517;470010102000003020901900000028;PH.Unidad_Predial;Comercial;
957443;470010102000002680004000000000;NPH;Comercial;
1036991;470010107000000280906901010617;PH.Unidad_Predial;Comercial;
956001;470010101000002280901900000428;PH.Unidad_Predial;Comercial;
911436;470010101000002280901900000391;PH.Unidad_Predial;Comercial;
1001045;470010102000002080022000000000;NPH;Comercial;
947990;470010002000000040801800005009;Condominio.Unidad_Predial;Comercial;
1029856;470010101000001810906900000103;PH.Unidad_Predial;Comercial;
794145;470010101000002280901900000100;PH.Unidad_Predial;Comercial;
909714;470010110000000100901901000096;PH.Unidad_Predial;Comercial;
823926;470010104000000290901901140192;PH.Unidad_Predial;Comercial;
1037135;470010105000000050901900000067;PH.Unidad_Predial;Comercial;
678918;470010101000001100013000000000;NPH;Comercial;
952805;470010104000000060902900000191;PH.Unidad_Predial;Comercial;
1006431;470010101000000980901900000084;PH.Unidad_Predial;Comercial;
983824;470010101000001110901900000021;PH.Unidad_Predial;Comercial;
720511;470010107000001360047000000000;NPH;Comercial;
1041081;470010101000000940005000000000;NPH;Comercial;
863510;470010101000001210902900000044;PH.Unidad_Predial;Comercial;
695639;470010107000000500005000000000;NPH;Comercial;
991012;470010101000001210903900000080;PH.Unidad_Predial;Comercial;
1025185;470010110000001470008000000000;NPH;Comercial;
918836;470010101000001080002000000000;NPH;Comercial;
890402;470010101000001380017000000000;NPH;Comercial;
1034535;470010102000002020901900000025;PH.Unidad_Predial;Comercial;
961517;470010104000000320003000000000;NPH;Comercial;
1071209;470010101000002280901900000569;PH.Unidad_Predial;Comercial;
1030414;470010106000005930902900000053;PH.Unidad_Predial;Comercial;
982461;470010107000000280904902010158;PH.Unidad_Predial;Comercial;
981056;470010101000001800902900000045;PH.Unidad_Predial;Comercial;
911275;470010103000001620010000000000;NPH;Comercial;
807944;470010101000001670901900000025;PH.Unidad_Predial;Comercial;
879578;470010110000000100901901000014;PH.Unidad_Predial;Comercial;
1066910;470010113000000210004000000000;NPH;Comercial;
969342;470010113000000920901900000109;PH.Unidad_Predial;Comercial;
731448;470010102000001770012000000000;NPH;Comercial;
983085;470010101000000850006000000000;NPH;Comercial;
1070806;470010104000000210901900000065;PH.Unidad_Predial;Comercial;
