t_id_direccion;t_id_predio
660110;660109
661190;661189
660613;660612
660628;660627
659702;659701
658571;658570
659464;659463
662129;662128
660325;660324
660118;660117
671414;671413
659534;659533
660630;660629
659442;659441
659672;659671
660868;660867
661074;661073
659118;659117
797086;797085
661350;661349
659764;659763
1057703;1057702
658858;658857
659430;659429
660414;660413
661182;661181
658820;658819
798496;798495
659374;659373
660323;660322
661716;661715
659528;659527
659576;659575
851985;851984
863139;863138
658852;658851
662221;662220
661100;661099
659920;659919
660906;660905
658441;658440
659592;659591
661098;661097
660601;660600
661146;661145
661300;661299
659752;659751
660136;660135
660603;660602
659608;659607
659906;659905
661060;661059
661118;661117
1065222;1065221
661400;661399
659504;659503
659968;659967
660832;660831
660042;660041
660428;660427
661432;661431
660619;660618
671390;671389
659067;659066
659868;659867
659502;659501
659029;659028
660150;660149
661140;661139
661346;661345
660660;660659
659674;659673
660563;660562
659550;659549
661062;661061
661050;661049
660896;660895
659750;659749
872419;872418
658838;658837
797166;797165
660020;660019
661555;661554
660876;660875
764212;764211
661406;661405
672480;672479
661216;661215
660800;660799
660436;660435
660176;660175
798618;798617
798534;798533
660281;660280
659808;659807
660950;660949
661283;661282
861095;861094
660072;660071
797088;797087
660418;660417
659566;659565
658411;658410
885781;885780
661180;661179
661318;661317
660388;660387
1065168;1065167
659726;659725
661016;661015
660960;660959
660666;660665
660820;660819
660806;660805
659844;659843
1065208;1065207
882817;882816
658577;658576
661330;661329
660090;660089
659738;659737
878561;878560
660874;660873
661028;661027
661096;661095
661442;661441
660898;660897
659560;659559
658369;658368
661541;661540
661430;661429
661296;661295
661342;661341
659462;659461
660642;660641
660966;660965
659552;659551
661108;661107
659748;659747
865809;865808
661682;661681
660816;660815
659520;659519
672402;672401
658868;658867
660515;660514
668901;668900
660724;660723
659860;659859
659470;659469
660289;660288
660892;660891
659620;659619
659486;659485
659958;659957
659842;659841
659138;659137
760216;760215
673515;673514
798498;798497
659926;659925
659600;659599
1065230;1065229
865169;865168
659878;659877
658866;658865
661370;661369
661112;661111
660507;660506
660104;660103
660854;660853
660599;660598
1065250;1065249
660092;660091
671685;671684
659966;659965
659754;659753
660569;660568
660611;660610
659494;659493
660802;660801
660505;660504
660465;660464
658966;658965
660070;660069
659746;659745
660758;660757
658739;658738
661022;661021
659956;659955
661444;661443
660174;660173
883524;883523
658357;658356
660844;660843
662225;662224
659382;659381
797152;797151
660311;660310
660738;660737
668170;668169
659518;659517
870110;870109
660942;660941
660918;660917
660928;660927
659554;659553
658579;658578
1057697;1057696
658587;658586
659610;659609
660964;660963
660648;660647
659996;659995
661700;661699
1065182;1065181
659828;659827
659832;659831
659862;659861
778971;778970
659408;659407
877914;877913
661008;661007
778648;778647
660130;660129
660856;660855
661588;661587
660210;660209
661638;661637
863313;863312
661696;661695
661036;661035
659834;659833
661428;661427
660485;660484
660696;660695
660333;660332
660615;660614
660178;660177
873346;873345
661382;661381
660124;660123
660469;660468
660533;660532
660804;660803
661468;661467
660812;660811
662127;662126
659540;659539
660489;660488
661090;661089
659570;659569
869357;869356
659057;659056
661116;661115
661271;661270
870112;870111
660702;660701
660074;660073
659714;659713
1065160;1065159
661678;661677
663580;663579
659720;659719
660736;660735
661476;661475
659912;659911
661004;661003
659846;659845
659314;659313
659526;659525
659854;659853
659007;659006
659824;659823
659414;659413
660269;660268
660754;660753
660366;660365
659514;659513
659420;659419
862631;862630
877659;877658
660455;660454
660467;660466
673137;673136
660521;660520
660402;660401
660374;660373
660172;660171
658984;658983
660638;660637
661664;661663
660589;660588
661398;661397
661263;661262
661086;661085
660275;660274
660968;660967
659944;659943
660004;660003
660084;660083
659962;659961
659902;659901
661200;661199
659848;659847
659890;659889
660750;660749
937578;937577
661024;661023
660313;660312
1065256;1065255
672859;672858
659378;659377
661388;661387
878316;878315
660866;660865
872368;872367
661569;661568
660279;660278
660646;660645
660581;660580
659564;659563
661114;661113
661718;661717
856427;856426
661668;661667
658856;658855
658371;658370
658964;658963
802631;802629
662168;662167
658433;658432
659872;659871
661662;661661
658976;658975
660788;660787
866033;866032
660992;660991
660948;660947
659792;659791
661640;661639
660684;660683
797156;797155
659330;659329
660096;660095
660858;660857
659418;659417
863216;863215
660216;660215
670845;670844
662144;662143
660796;660795
661332;661331
659304;659303
660259;660258
660934;660933
1065170;1065169
660100;660099
863391;863390
658417;658416
661288;661287
661244;661243
660202;660201
659350;659349
660378;660377
660890;660889
660370;660369
661692;661691
658377;658376
659730;659729
661690;661689
670222;670221
662172;662171
661302;661301
659704;659703
660555;660554
798530;798529
660656;660655
660132;660131
