t_id_unidadconstruccion;t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion;total_habitaciones
1201663;16466;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1190174;57777;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1223399;25618;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1209169;15567;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265272;37307;Residencial;Residencial.Barracas;0
1257623;5556;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1249473;32944;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1259756;24665;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1230110;21634;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1214430;55809;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260536;53421;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209353;1966;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205173;57362;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204652;43029;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212782;5649;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1262459;70829;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1194373;461;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198722;45482;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264434;3633;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201426;77764;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213721;58291;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1270945;39213;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1232375;18393;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1225108;63407;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201776;45964;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197400;49069;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1279926;2890;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1190410;61402;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206458;14450;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201251;69647;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1236663;5551;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1225477;47855;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1213127;11309;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197217;64291;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1233297;66956;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1275195;5509;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1202363;59210;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260768;7874;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1204827;70022;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207812;58482;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1262688;22150;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1266866;8152;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1225000;39814;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1246738;17967;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1275617;2902;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1207686;46145;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1262227;34432;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209233;26585;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197578;41464;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264443;5651;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1231057;75332;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1211744;2809;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213957;65082;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195210;58172;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1276471;24498;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1253715;11725;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1202079;62419;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196341;36572;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1251973;23317;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1214365;38542;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207493;32518;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1189775;52677;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1227034;37956;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1192651;57345;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1247539;31553;Residencial;Residencial.Barracas;0
1200906;64419;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1245249;33142;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1234898;49521;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1193692;24281;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1274484;22146;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1196543;15704;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1253704;10620;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1251631;67952;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1267575;21760;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1252723;49004;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1210779;2991;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196602;38220;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1243801;39592;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1197676;57412;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1211653;45291;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1240665;1466;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1205479;1577;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264481;9959;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1227453;19881;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1215538;45027;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196763;2112;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265230;29629;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1232831;44493;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1234126;70586;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1207692;14841;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201044;63113;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1208339;56382;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1256449;25873;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1193894;57770;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270832;25478;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1205424;50227;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1223132;19152;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1243803;42056;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1223537;18638;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1278718;39605;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1281795;84214;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1263526;47901;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1256545;35227;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194594;53100;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1257678;13596;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1276047;12903;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1260023;65480;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1237557;36263;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1197683;57928;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204424;38187;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1263483;49266;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1207098;56662;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1219026;31414;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1196185;58300;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212872;37826;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255104;24179;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1277197;10126;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1252026;41865;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222630;24715;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1263809;3177;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1223480;25297;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1260051;67617;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1208072;46035;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1271946;5661;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1238205;4069;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1262793;35050;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1191655;12064;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1200386;2282;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1274145;27831;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1257162;31491;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1238235;8990;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1202196;34852;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1256918;2720;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1196575;44814;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212110;32031;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206476;43350;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1243440;39818;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1276343;80885;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1214372;45608;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222204;68546;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1194581;41637;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203696;33845;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264875;61127;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1206593;48221;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222186;27434;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1189439;52547;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1220602;28992;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1207680;60742;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1263955;59675;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1271743;53371;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1217234;25502;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1200545;14975;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1189027;41568;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1234377;33449;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1270010;11992;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1199218;59610;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205041;53146;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1226443;1311;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208450;32849;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1223691;31242;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1249809;77410;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1188269;45448;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1209056;58529;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1238425;56176;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1270636;1053;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195317;32716;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205486;2936;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1191082;73986;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194180;49613;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1242642;23878;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1197457;70383;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206752;33259;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1233967;28949;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1256713;58484;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1201948;31866;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213873;35462;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206711;12781;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1220358;27653;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1250211;48504;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202538;52400;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265283;38673;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1276082;18388;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208369;553;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1281264;82534;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1244377;81431;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1202636;48698;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270229;31914;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1222037;15008;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1244411;2460;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1210843;44257;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203689;30803;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270206;29106;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1261727;58450;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255581;966;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264225;55950;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1210492;61603;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1188736;63601;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1237652;62039;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1223471;24801;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1210487;61131;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203215;34969;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201065;62367;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1266453;34027;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1273287;20537;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201002;66492;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1191064;45494;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1272791;37529;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222021;62479;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1204212;45001;Residencial;Residencial.Vivienda_Recreacional;0
1200907;66118;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1224127;16713;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1246684;4059;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1209228;41377;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196590;33003;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1278130;63584;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213140;49398;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1199643;52836;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1188627;48352;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212008;8947;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1249698;67037;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1252011;45386;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1201694;26802;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1199807;21914;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1189760;58473;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1256534;41214;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1271544;34009;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1240671;2437;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1272214;40542;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1268725;5505;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1229803;76303;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1246826;37775;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1255638;11023;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1251145;4392;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1220638;14645;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1257684;11862;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213108;37736;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209909;40417;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1199345;41362;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1242853;75808;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260300;25508;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1233941;19348;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1198454;31603;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1250736;45039;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1228580;655;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1190178;53283;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1223633;1944;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1280942;830;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206047;38200;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212424;51028;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202187;33388;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1250065;29004;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1281646;8403;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1190390;69541;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195566;34187;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194566;36770;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1252561;34897;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1210206;57749;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1214344;38221;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1234538;16629;Residencial;Residencial.Apartamentos_Mas_De_4_Pisos;0
1270944;39110;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1227530;38900;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1267355;72344;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1200887;65849;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260476;45059;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196060;29664;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1234279;5281;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1213658;35986;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205011;49382;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1215750;24478;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1223971;14122;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1269971;83818;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213892;59634;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196970;65166;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1257321;47326;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1278662;21128;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1202227;38527;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206651;68419;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1271663;51548;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1218910;13931;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1253654;3468;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1230757;10021;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208795;686;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1261386;58011;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255159;34107;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1240011;16525;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1274385;3908;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1218449;26182;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1191588;24120;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1267695;39380;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1254494;28554;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222836;7100;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1249138;70010;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205691;70983;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1223748;30543;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1214532;46622;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1267020;44512;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1215484;24291;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1253027;6135;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1263095;72248;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255195;41915;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1208415;20397;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195750;46722;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207770;41441;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1233047;3887;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1245170;5528;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1188558;35235;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1281622;84462;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1266733;69878;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202165;42746;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265012;2429;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1203715;37618;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1211071;26558;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204686;38204;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1215994;61455;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1263901;28782;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1226955;2746;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1239054;27836;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1217139;22192;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1241402;1032;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1197787;32942;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1233037;1904;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1258324;10924;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260130;1191;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1262615;11952;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209363;6120;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203932;31943;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270217;29771;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1252640;43967;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1193793;43610;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205903;56811;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1203415;44237;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1278585;7289;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1256342;38083;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255572;410;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1253924;41144;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1275025;63970;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264085;39767;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1260999;38106;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1262437;70609;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202697;37798;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1272700;21203;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1257821;29098;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202678;34323;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1268893;26095;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1254930;83826;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1245293;38391;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1190519;13915;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1205352;40189;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1221811;29068;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1199071;19406;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1244834;17343;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1240511;52328;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1200212;25018;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1225322;10591;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1252539;31773;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1260749;2247;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1272231;49253;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
