t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
801452;470010110000001010022400000000;Via;Uso_Publico;
779098;470010107000001410057000000000;NPH;Uso_Publico;
677795;470010109000002560004000000000;NPH;Uso_Publico;
868687;470010110000000790009300000000;Mejoras;Uso_Publico;
976143;470010101000000270006000000000;NPH;Uso_Publico;
694539;470010115000006280001000000000;NPH;Uso_Publico;
948055;470010101000000490020000000000;NPH;Uso_Publico;
866816;470010106000011990001000000000;NPH;Uso_Publico;
753600;470010103000002290004000000000;NPH;Uso_Publico;
903411;470010103000002720901900000019;PH.Unidad_Predial;Uso_Publico;
1030162;470010103000002720015000000000;NPH;Uso_Publico;
746689;470010109000002410002000000000;NPH;Uso_Publico;
778773;470010103000005680015000000000;NPH;Uso_Publico;
856004;470010107000001410058000000000;NPH;Uso_Publico;
983388;470010103000005680013000000000;NPH;Uso_Publico;
795775;470010103000002370028000000000;NPH;Uso_Publico;
1058132;470010103000002990010000000000;NPH;Uso_Publico;
917779;470010103000002990001000000000;NPH;Uso_Publico;
793568;470010111000000700017000000000;NPH;Uso_Publico;
853474;470010103000001870025000000000;NPH;Uso_Publico;
679272;470010103000002730001000000000;NPH;Uso_Publico;
1055870;470010110000000020001000000000;NPH;Uso_Publico;
944058;470010102000000370003000000000;NPH;Uso_Publico;
983091;470010103000002600007000000000;NPH;Uso_Publico;
747118;470010001000000022473000000000;NPH;Uso_Publico;
935068;470010003000000013350000000000;NPH;Uso_Publico;
739725;470010101000000490016000000000;NPH;Uso_Publico;
741395;470010103000002600027000000000;NPH;Uso_Publico;
662230;470010107000000660002000000000;NPH;Uso_Publico;
1054803;470010103000002730007000000000;NPH;Uso_Publico;
693938;470010111000003350003000000000;NPH;Uso_Publico;
979089;470010001000000022192000000000;NPH;Uso_Publico;
898552;470010103000000250046000000000;NPH;Uso_Publico;
991024;470010103000002930010000000000;NPH;Uso_Publico;
744394;470010110000000640019300000000;Mejoras;Uso_Publico;
831895;470010101000000170004000000000;NPH;Uso_Publico;
1021983;470010103000001870024000000000;NPH;Uso_Publico;
732333;470010115000006290001000000000;NPH;Uso_Publico;
1034400;470010103000002740011000000000;NPH;Uso_Publico;
873991;470010101000000270039000000000;NPH;Uso_Publico;
677850;470010101000000490008000000000;NPH;Uso_Publico;
692256;470010103000002730022000000000;NPH;Uso_Publico;
781811;470010103000006280033000000000;NPH;Uso_Publico;
710321;470010103000002930015000000000;NPH;Uso_Publico;
1072366;470010107000000660001000000000;NPH;Uso_Publico;
979066;470010107000001410059000000000;NPH;Uso_Publico;
1015989;470010103000002720013000000000;NPH;Uso_Publico;
1065155;470010103000002600001000000000;NPH;Uso_Publico;
1069842;470010103000002930023000000000;NPH;Uso_Publico;
664325;470010102000000350037000000000;NPH;Uso_Publico;
878818;470010103000002370024000000000;NPH;Uso_Publico;
1008171;470010103000002600034000000000;NPH;Uso_Publico;
957477;470010103000002730026000000000;NPH;Uso_Publico;
771706;470010101000000490018000000000;NPH;Uso_Publico;
680345;470010103000002370002000000000;NPH;Uso_Publico;
984302;470010101000000220007000000000;NPH;Uso_Publico;
949575;470010101000000260012000000000;NPH;Uso_Publico;
