t_id_predio;numero_predial;t_id_tramitecatastral;t_id_fuenteadministrativa;ente_emisor;oficina_origen;ciudad_origen;numero_fuente
830488;470010002000000070902906010103;1185234;467492;NOTARIA TERCERA DE SANTA MARTA;;;2559
762934;470010002000000070905921030412;1182777;344438;NOTARIA CUARTA DE SANTA MARTA;;;2791
907137;470010002000000070903904030069;1185393;467562;NOTARIA SEGUNDA DE SANTA MARTA;;;2556
1063616;470010115000001530002000000000;1187321;288647;NOTARIA SEGUNDA DE SANTA MARTA;;;1837
750630;470010002000000070905921010401;1182768;344411;NOTARIA CUARTA DE SANTA MARTA;;;2692
926003;470010108000000060902902060082;1184016;489479;NOTARIA CUARTA DE SANTA MARTA;;;1917
847318;470010115000001700013000000000;1180069;294938;NOTARIA SEGUNDA SANTA MARTA;;;920
744781;470010107000000090906901010164;1186187;482604;NOTARIA 4 SANTA MARTA;;;503
1040878;470010002000000070902902040036;1185018;465928;NOTARIA QUINTA DE BOGOTA D.C.;;;439
1015242;470010107000000150904901090216;1179616;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1066844;470010002000000023182000000000;1185107;447915;NOTARIA CUARTA DE  SANTA MARTA;;;967
686426;470010002000000076901905080521;1180461;295614;NOTARIA 4;;;2252
3023338;470010002000000070905917020326;1186483;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
698931;470010002000000070905901010003;1183567;359764;NOTARIA TERCERA DE SANTA MARTA;;;1238
1003863;470010115000003610003000000000;1179966;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
761194;470010002000000060913900004937;1179518;291353;NOTARIA CUARTA DE SANTA MARTA;;;2388
1069172;470010002000000070902916020305;1183204;354154;NOTARIA TERCERA DE SANTA MARTA;;;1784
699265;470010002000000076901904050434;1181530;342699;NOTARIA 4;;;1475
961980;470010101000000770009000000000;1183280;354306;NOTARIA TERCERA DE SANTA MARTA;;;2013
945984;470010002000000070905920040393;1186647;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
1032821;470010113000000510007000000000;1179433;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
878147;470010002000000070902901010002;1185288;467519;NOTARIA TERCERA DE SANTA MARTA;;;1735
1047769;470010002000000076901903040361;1181022;300070;NOTARIA 4;;;2053
719057;470010003000000040253000000000;1180736;298305;NOTARIA PRIMERA DE SANTA MARTA;;;1135
929888;470010002000000040901901010139;1182364;344288;NOTARIA 2;;;1866
750941;470010115000004200004000000000;1183155;353704;NOTARIA SEGUNDA DE SANTA MARTA;;;2115
1030266;470010002000000070903910050200;1181162;326665;NOTARIA SEGUNDA DE SANTA MARTA;;;2702
856211;470010002000000021545000000000;1180003;291379;NOTARIA TERCERA DE SANTA MARTA;;;901
924871;470010002000000065827000000000;1179494;291350;NOTARIA SEGUNDA DE SANTA MARTA;;;920
771828;470010002000000070905904010062;1183510;357296;NOTARIA QUINTA DE BOGOT�;;;3217
697278;470010106000000310100000000000;1186242;488372;NOTARIA SEGUNDA DE SANTA MARTA;;;650
813927;470010106000000560901901080057;1181710;305056;NOTARIA 4;;;221
1069539;470010002000000076901908020183;1184170;419666;NOTARIA 4;;;906
1051528;470010002000000076901908020188;1183977;489496;NOTARIA 3;;;2239
788063;470010107000001050801800000116;1180705;298288;NOTARIA CUARTA DE SANTA MARTA;;;660
970041;470010105000001150901900000040;1180520;297300;NOTARIA SEGUNDA DE SANTA MARTA;;;527
3024358;470010002000000076901903050373;1186593;493788;NOTARIA 4;;;2197
916393;470010102000003440008000000000;1178908;290537;NOTARIA TERCERA SANTA MARTA;;;1074
847518;470010115000005900018000000000;1185850;483343;NOTARIA PRIMERA DE SANTA MARTA;;;1368
1024348;470010106000000560901902020080;1182600;346631;NOTARIA 4;;;3276
748337;470010002000000070903901040014;1181210;302945;NOTARIA SEGUNDA DE SANTA MARTA;;;1445
1047916;470010110000000640905900001107;1184060;489436;NOTARIA SETENTA Y DOS DE BOGOTA;;;866
819636;470010115000006670006000000000;1183584;361166;NOTARIA SEGUNDA SANTA MARTA;;;1742
701288;470010105000002720901900000479;1179627;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
662675;470010106000010930002500000001;1178954;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
966293;470010002000000070801800007010;1185817;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
765069;470010103000000090007000000000;1180725;298298;NOTARIA PRIMERA DE SANTA MARTA;;;0783
954173;470010102000002500901900000062;1184930;359744;NOTARIA SEGUNDA SANTA MARTA;;;817
724151;470010003000000014079000000000;1187481;512241;NOTARIA PRIMERA DE SANTA MARTA;;;1043
1069292;470010002000000070905911050219;1182886;347794;NOTARIA TERCERA DE SANTA MARTA;;;1030
847298;470010002000000070903906020105;1182222;324363;NOTARIA SEGUNDA DE SANTA MARTA;;;2008
988657;470010110000000620901901000042;1178891;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
948577;470010002000000040901900000097;1186510;492281;NOTARIA 3;;;3881
712377;470010002000000076901901020221;1184047;489480;NOTARIA 4;;;1950
770421;470010103000002230901900000009;1183991;489498;NOTARIA SEGUNDA DE SANTA MARTA;;;1599
856727;470010104000000910903901000204;1186120;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
846993;470010002000000076901908020180;1184028;489434;NOTARIA 4;;;1292
957293;470010101000001100014000000000;1184868;462741;NOTARIA TERCERA DE SANTA MARTA;;;1395
906839;470010106000000560901901060044;1182570;346566;NOTARIA 4;;;147
3027115;470010002000000076901908010081;1186916;496821;NOTARIA 4;;;1374
981074;470010115000006650904900002815;1180302;295448;NOTARIA SEGUNDA SANTA MARTA;;;308
1038318;470010002000000070903914030270;1185105;466754;NOTARIA SEGUNDA DE SANTA MARTA;;;2766
878500;470010002000000070902901020008;1185369;467550;NOTARIA TERCERA DE SANTA MARTA;;;1608
826101;470010110000000380908900001724;1188086;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
865558;470010002000000076901902040300;1184173;419666;NOTARIA 4;;;906
957692;470010106000000560901903080187;1186731;492277;NOTARIA 4;;;334
915686;470010002000000070903904050079;1182203;324189;NOTARIA SEGUNDA DE SANTA MARTA;;;1511
864577;470010106000000310167000000000;1186243;488372;NOTARIA SEGUNDA DE SANTA MARTA;;;650
676925;470010102000000730004000000000;1180622;297421;NOTARIA TERCERA DE SANTA MARTA;;;150
899466;470010106000001060003000000000;1179383;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
830471;470010002000000070902901030011;1183934;378300;NOTARIA TERCERA DE SANTA MARTA;;;1797
930523;470010002000000070905919050379;1182721;347358;NOTARIA TERCERA DE SANTA MARTA;;;1998
1069194;470010002000000070903902030029;1183634;377683;NOTARIA SEGUNDA DE SANTA MARTA;;;1320
914455;470010002000000076901905020480;1181541;342733;NOTARIA 4;;;2396
732315;470010002000000076901907020600;1182429;344967;NOTARIA 4;;;1731
682014;470010104000000910903901000217;1186089;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
1041142;470010002000000070903904010064;1183428;357231;NOTARIA SEGUNDA DE SANTA MARTA;;;1612
1040210;470010002000000070903920010382;1184291;452678;NOTARIA SEGUNDA DE SANTA MARTA;;;2240
671075;470010101000001020010000000000;1185870;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
666342;470010002000000070905902050038;1183477;357280;NOTARIA TERCERA DE SANTA MARTA;;;844
801793;470010002000000023096000000000;1180857;299072;NOTARIA CUARTA DE SANTA MARTA;;;241
912845;470010002000000076901905010466;1182230;343875;NOTARIA 4;;;616
869289;470010106000000560901904010196;1184445;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
857966;470010106000000560901904030213;1186639;492277;NOTARIA 4;;;334
1063495;470010002000000070905913040253;1182197;324121;NOTARIA TERCERA DE SANTA MARTA;;;1402
897104;470010106000012190013500000001;1180616;297418;NOTARIA SEGUNDA DE SANTA MARTA;;;1630
1035364;470010002000000076901908020201;1184784;489500;NOTARIA 4;;;1870
719879;470010002000000070903923050459;1184910;463586;NOTARIA SEGUNDA DE SANTA MARTA;;;155364
1068818;470010107000000690907901020365;1179057;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
740505;470010003000000010802800004061;1186280;485735;NOTARIA PRIMERA DE SANTA MARTA;;;0624
1063493;470010002000000070905911030212;1182764;344100;NOTARIA TERCERA DE SANTA MARTA;;;1031
824854;470010002000000070903923010443;1182179;324026;NOTARIA SEGUNDA DE SANTA MARTA;;;2703
793409;470010106000009800018500000001;1184007;479260;NOTARIA PRIMERA DEL CIRCULO DE SANTA MARTA;;;2982
908063;470010002000000070902911040215;1185446;467588;NOTARIA TERCERA DE SANTA MARTA;;;2476
803312;470010002000000070903918010343;1183698;377901;NOTARIA SEGUNDA DE SANTA MARTA;;;2475
986151;470010004000000020138000000000;1178926;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
952195;470010002000000070902914050280;1183254;354179;NOTARIA TERCERA DE SANTA MARTA;;;2455
1064410;470010110000000570902900000163;1183126;352917;NOTARIA SETENTA Y NUEVE DE BOGITA;;;2535
1063631;470010002000000070902909050178;1185036;466093;NOTARIA QUINTA DE BOGOTA D.C.;;;799
720774;470010003000000050137000000000;1186166;485010;;;;
