t_id_predio;numero_predial;t_id_tramitecatastral;t_id_fuenteadministrativa;ente_emisor;oficina_origen;ciudad_origen;numero_fuente
707566;470010106000000560901902020073;1181723;306312;NOTARIA 4;;;143
953435;470010106000000560901902070117;1182561;346473;NOTARIA 4;;;3150
1069104;470010002000000070902903020047;1185420;467575;NOTARIA QUINTA DE BOGOTA D.C.;;;5133
951922;470010002000000070902906020107;1185526;467628;NOTARIA TERCERA DE SANTA MARTA;;;2308
905131;470010116000001870007000000000;1178925;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
819189;470010900000000770011000000000;1179416;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1039244;470010103000003570024000000000;1186315;487125;NOTARIA SEGUNDA DE SANTA MARTA;;;0818
1027262;470010002000000070901900000000;1184833;512241;NOTARIA PRIMERA DE SANTA MARTA;;;1043
3009820;470010107000000080908901030326;1179021;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
904900;470010002000000076901904050438;1180446;295607;NOTARIA 2;;;1018
861037;470010102000003900017000000000;1183446;357241;NOTARIA PRIMERA DE SANTA MARTA;;;1950
920452;470010002000000070903922030430;1185170;467046;NOTARIA SEGUNDA DE SANTA MARTA;;;359
833267;470010104000000910903901000205;1186134;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
1030409;470010002000000070905922020428;1186481;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
838083;470010002000000070902902020026;1183028;348765;NOTARIA TERCERA DE SANTA MARTA;;;347
709915;470010002000000070903919030371;1184323;452726;NOTARIA SEGUNDA DE SANTA MARTA;;;1446
866818;470010002000000070903911040215;1182951;348340;NOTARIA SEGUNDA DE SANTA MARTA;;;2768
819097;470010002000000021020000000000;1180381;295493;NOTARIA TERCERA SANTA MARTA;;;1301
689951;470010106000000560901901010002;1182528;346322;NOTARIA 4;;;3034
1051620;470010002000000070903919050378;1183693;377898;NOTARIA SEGUNDA DE SANTA MARTA;;;2148
1041204;470010106000000560901902030081;1182602;346637;NOTARIA 4;;;42
954213;470010002000000076901903080394;1180465;295616;NOTARIA 4;;;2085
1023249;470010106000010690009500000001;1185593;448312;NOTARIA PRIMERA DE SANTA MARTA;;;0474
825354;470010002000000060918900007648;1179952;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
899487;470010104000000650901901070482;1179066;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
862205;470010106000002900018000000000;1184720;421765;NOTARIA TERCERA DE SANTA MARTA;;;1842
884314;470010106000000560901902080123;1184618;454542;NOTARIA 4;;;2902
775026;470010002000000070905909030171;1182846;347736;NOTARIA TERCERA DE SANTA MARTA;;;884
1010885;470010102000002420027000000000;1183150;353625;NOTARIA TERCERA DE SANTA MARTA;;;2403
898980;470010111000004070003000000000;1178979;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1056448;470010107000000090906901060190;1186185;482603;NOTARIA 4 SANTA MARTA;;;503
3012532;470010104000000020902901030157;1178937;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
823195;470010106000000560901904010200;1186557;492277;NOTARIA 4;;;334
3009940;470010106000000560901902040089;1186853;492335;NOTARIA 4;;;1831
1030282;470010107000000320903900000129;1180058;294932;NOTARIA SEGUNDA DE SANTA MARTA;;;1401
925978;470010104000000910903901030154;1186122;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
926865;470010002000000070902915030291;1183235;354169;NOTARIA TERCERA DE SANTA MARTA;;;2291
807109;470010109000001920901900000012;1184861;462734;NOTARIA SEGUNDA DE SANTA MARTA;;;1697
1024115;470010104000000910903901000203;1185905;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
1055632;470010002000000070903913010241;1185494;467612;NOTARIA SEGUNDA DE SANTA MARTA;;;2596
813923;470010106000000560901901080060;1182584;346598;NOTARIA 4;;;740
1046659;470010109000002580801800000013;1185718;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
947555;470010107000000120902901070289;1185326;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1068263;470010002000000076901907020602;1181255;302968;NOTARIA 4;;;1607
954706;470010104000000910903901000213;1186125;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
792089;470010002000000076901907030608;1181277;302979;NOTARIA 4;;;1320
922613;470010115000006650902900002055;1180135;295113;NOTARIA UNICA ZONA BANANERA;;;59
920415;470010002000000076901904050437;1180444;295606;NOTARIA 4;;;1655
864769;470010002000000070902914040275;1185480;467605;NOTARIA TERCERA DE SANTA MARTA;;;2233
663662;470010002000000070903905020086;1182219;324333;NOTARIA SEGUNDA DE SANTA MARTA;;;2005
1038475;470010002000000070902913050260;1183321;354770;NOTARIA TERCERA DE SANTA MARTA;;;2701
801217;470010110000000830901900000221;1180563;297396;NOTARIA 29 DE BOGOTA D.C;;;14504
917974;470010108000000060902902090107;1184388;453973;NOTARIA CUARTA DE SANTA MARTA;;;896
1051600;470010002000000070903910040193;1184303;452691;NOTARIA CUARTA DE SANTA MARTA;;;2559
954731;470010002000000070902905010083;1183355;354862;NOTARIA TERCERA DE SANTA MARTA;;;2296
1036124;470010110000000580902901120210;1179785;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
760116;470010110000000220004000000000;1186117;484562;NOTARIA SEGUNDA DE SANTA MARTA;;;1856
813927;470010106000000560901901080057;1181711;305056;NOTARIA 4;;;221
679588;470010106000007290022000000000;1180136;295114;NOTARIA TERCERA SANTA MARTA;;;1330
688003;470010102000000820901900000024;1179751;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
842908;470010102000000200015000000000;1179461;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
954322;470010106000001800006000000000;1185810;483268;NOTARIA CUARTA DE SANTA MARTA;;;3989
844401;470010108000000060902902080102;1184381;453970;NOTARIA CUARTA DE SANTA MARTA;;;1810
864985;470010002000000076901905080522;1181987;343641;NOTARIA 4;;;1841
693767;470010002000000076901908010155;1184781;489483;NOTARIA 4;;;964
738859;470010110000000830901900000025;1179973;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
3014074;470010002000000076901908010122;1186773;495444;NOTARIA 4;;;1061
1064453;470010105000000520008000000000;1185872;483492;NOTARIA SEGUNDA DE SANTA MARTA;;;2885
3008473;470010002000000070905919020365;1186669;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
698815;470010002000000070902914010261;1185275;467513;NOTARIA TERCERA DE SANTA MARTA;;;2466
1016897;470010002000000076901904040428;1180086;294948;NOTARIA 4;;;389
734636;470010002000000070903903040054;1182936;348215;NOTARIA SEGUNDA DE SANTA MARTA;;;1393
929865;470010114000000960009000000000;1182272;302038;NOTARIA CUARTA DE SANTA MARTA;;;21
3026221;470010107000000080908901010312;1179011;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
970719;470010002000000010385000000000;1179307;512244;NOTARIA SEGUNDA DE SANTA MARTA;;SANTA MARTA;3040
737172;470010103000002160008000000000;1184860;462728;NOTARIA SEGUNDA DE SANTA MARTA;;;2110
663786;470010002000000070902911050217;1185271;467511;NOTARIA TERCERA DE SANTA MARTA;;;349
986962;470010002000000070905911020207;1186589;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
1013442;470010002000000070903901020005;1186902;496688;NOTARIA SEGUNDA DE SANTA MARTA;;;1502
783766;470010002000000070903916040314;1183776;378058;NOTARIA SEGUNDA DE SANTA MARTA;;;361
1021576;470010002000000010421000000000;1179065;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
741998;470010002000000070903924010463;1185043;466296;NOTARIA SEGUNDA DE SANTA MARTA;;;2016
794729;470010110000001600901900000035;1183562;359668;NOTARIA SEGUNDA DE SANTA MARTA;;;1613
817583;470010002000000070902901020006;1185530;467630;NOTARIA TERCERA DE SANTA MARTA;;;2310
1033691;470010002000000020923000000000;1180769;298400;NOTARIA PRIMERA DE SANTA MARTA;;;0633
871518;470010107000000280904901010172;1184511;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
863435;470010110000000640903904011248;1187864;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
841264;470010110000000640007000000000;1179588;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1066251;470010106000000560901902080127;1182525;346318;NOTARIA 4;;;2863
699265;470010002000000076901904050434;1181529;342699;NOTARIA 4;;;1475
675219;470010114000000330008500000001;1180691;298280;NOTARIA CUARTA DE SANTA MARTA;;;2640
699335;470010002000000070903924050477;1181245;302963;NOTARIA SEGUNDA DE SANTA MARTA;;;2599
1059505;470010106000000560901901030019;1182534;346408;NOTARIA 4;;;2923
1034190;470010002000000076901906050568;1182391;344648;NOTARIA 4;;;671
792239;470010002000000070903906050117;1182169;323957;NOTARIA SEGUNDA DE SANTA MARTA;;;2160
770144;470010002000000070903919030370;1183609;377670;NOTARIA SEGUNDA DE SANTA MARTA;;;2109
953450;470010002000000070902915050299;1183220;354162;NOTARIA TERCERA DE SANTA MARTA;;;2535
709045;470010002000000070903918050359;1183623;377677;NOTARIA SEGUNDA DE SANTA MARTA;;;1996
782088;470010106000009920003000000000;1186394;487138;NOTARIA PRIMERA DE SANTA MARTA;;;311
989036;470010103000000050901900000030;1186825;495939;NOGTARIA SEGUNDA DE SANTA MARTA;;;543
1040683;470010106000008140006000000000;1180642;297432;NOTARIA PRIMERA DE SANTA MARTA;;;0835
992971;470010106000000560901905050274;1186849;492277;NOTARIA 4;;;334
1051554;470010003000000010205000000000;1180883;299089;NOTARIA PRIMERA DE SANTA MARTA;;;1067
682168;470010104000000910903901140182;1185979;478295;NOTARIA TERCERA DE SANTA MARTA;;;139
731412;470010002000000070903917040335;1183724;377914;NOTARIA SEGUNDA DE SANTA MARTA;;;2576
3016300;470010002000000070905904010061;1187923;497467;NOTARIA TERCERA DE SANTA MARTA;;;1516
1064459;470010115000003890010000000000;1185639;448968;0 NOTARIA 3 DE SANTA MARTA;;;3373
920481;470010002000000070903916010303;1183819;378082;NOTARIA SEGUNDA DE SANTA MARTA;;;2389
943599;470010109000001100017000000000;1179606;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1038592;470010106000000100031000000000;1179489;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
982914;470010111000000440010000000000;1180720;298296;NOTARIA PRIMERA DE SANTA MARTA;;;0665
914210;470010002000000070905902020028;1182779;344445;NOTARIA TERCERA DE SANTA MARTA;;;1538
836614;470010103000004200016000000000;1180313;295455;NOTARIA SEGUNDA DE SANTA MARTA;;;2388
954153;470010110000000830901900000173;1184000;489481;NOTARIA CUARTA DE SANTA MARTA;;;1011
926001;470010110000000830901900000386;1184071;489485;NOTARIA SEGUNDA DE BUCARAMANGA;;;1302
942404;470010002000000076901907040616;1181285;302983;NOTARIA 4;;;997
1069252;470010002000000070903919040373;1182128;323697;NOTARIA SEGUNDA DE SANTA MARTA;;;1443
1010471;470010002000000076901905050502;1181958;343004;NOTARIA 1;;;1427
948860;470010106000000560901903080192;1186804;492277;NOTARIA 4;;;334
797583;470010108000000060902902170160;1184742;489432;NOTARIA CUARTA DE SANTA MARTA;;;538
787887;470010110000000620902900000419;1188113;509007;NOTARIA VEINTISEIS DE BOGOTA;;;1576
979175;470010002000000070905925030490;1186460;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
851849;470010001000000021764000000000;1180936;299122;NOTARIA SEXTA MEDELLIN;;;821
689396;470010002000000070905918010343;1181066;301015;NOTARIA TERCERA DE SANTA MARTA;;;1743
781165;470010002000000070902912010224;1183417;356388;NOTARIA TERCERA DE SANTA MARTA;;;360
884877;470010002000000040919900005733;1188161;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
736754;470010108000000060902901120045;1184013;489449;NOTARIA CUARTA DE SANTA MARTA;;;1614
1060309;470010002000000042146000000000;1185800;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
3014455;470010002000000076901908010101;1187161;498703;NOTARIA 4;;;2376
1041189;470010102000003190801800000032;1186351;351087;NOTARIA SEGUNDA DE SANTA MARTA;;;0949
699509;470010115000001730012000000000;1179693;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
869292;470010101000001020901900000007;1187242;499409;NOTARIA TERCERA DE SANTA MARTA;;;30
952727;470010002000000070903912020228;1183018;348639;NOTARIA SEGUNDA DE SANTA MARTA;;;2541
792089;470010002000000076901907030608;1181278;302979;NOTARIA 4;;;1320
828646;470010111000002840008000000000;1180679;298270;NOTARIA SEGUNDA SANTA MARTA;;;1039
879860;470010002000000070903920010383;1183657;377694;NOTARIA SEGUNDA DE SANTA MARTA;;;1845
713089;470010002000000070905912050238;1182798;347430;NOTARIA TERCERA DE SANTA MARTA;;;1472
856744;470010107000000300902901040118;1187669;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
841152;470010002000000070903901050017;1183650;377691;NOTARIA SEGUNDA DE SANTA MARTA;;;2385
3016294;470010002000000070905922050437;1186767;492292;NOTARIA TERCERA DE SANTA MARTA;;;1898
910912;470010108000000060902902110121;1188076;503530;NOTARIA CUARTA DE SANTA MARTA;;;1127
689414;470010002000000076901905010471;1181510;342561;NOTARIA 4;;;190
690097;470010108000000060902902130135;1184456;453998;NOTARIA CUARTA DE SANTA MARTA;;;448
1066251;470010106000000560901902080127;1182526;346318;NOTARIA 4;;;2863
908808;470010002000000070902903050059;1185538;467634;NOTARIA TERCERA DE SANTA MARTA;;;2173
981189;470010108000000060902901170073;1184331;452936;NOTARIA CUARTA DE SANTA MARTA;;;220
751318;470010109000000730005000000000;1183557;359663;NOTARIA SEGUNDA DE SANTA MARTA;;;2981
883879;470010002000000070905912050240;1182799;347436;NOTARIA TERCERA DE SANTA MARTA;;;1527
908065;470010002000000070902916050318;1185456;467593;NOTARIA TERCERA DE SANTA MARTA;;;1673
957198;470010003000000040086000000000;1180579;297437;NOTARIA CUARTA DE SANTA MARTA;;;3461
926753;470010002000000070903905050100;1184896;462853;NOTARIA SEGUNDA DE SANTA MARTA;;;2238
868653;470010002000000070903910010182;1184285;452672;NOTARIA SEGUNDA DE SANTA MARTA;;;2693
892002;470010002000000070903902050040;1181141;326557;NOTARIA SEGUNDA DE SANTA MARTA;;;2259
912705;470010002000000070903908010141;1183803;378074;NOTARIA SEGUNDA DE SANTA MARTA;;;1898
724642;470010107000000810902900000024;1188073;502892;NOTARIA CUARTA SANTA MARTA;;;752
698885;470010002000000070903907050137;1183829;378087;NOTARIA SEGUNDA DE SANTA MARTA;;;1550
878974;470010110000000640905900000877;1184010;489447;NOTARIA SETENTA Y DOS DE SANTA MARTA;;;866
952723;470010002000000070905918030351;1183474;357278;NOTARIA TERCERA DE SANTA MARTA;;;1060
824358;470010002000000070903912040234;1185527;467629;NOTARIA SEGUNDA DE SANTA MARTA;;;2629
689252;470010002000000076901908020164;1183973;489504;NOTARIA 4;;;765
1023280;470010104000001070902900000233;1185793;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
1045555;470010002000000070905902020026;1183499;357291;NOTARIA QUINTA DE BOGOT�;;;1299
918905;470010106000000560901902020076;1182596;346621;NOTARIA 4;;;178
1004049;470010107000001050801800000047;1185983;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
810394;470010115000000730901900000085;1180727;298299;NOTARIA SEGUNDA DE SANTA MARTA;;;2072
787599;470010002000000070902914040276;1183260;354182;NOTARIA TERCERA DE SANTA MARTA;;;1587
988722;470010105000000020901900000030;1186744;495176;NOTARIA CUARTA DE SANTA MARTA;;;709
878629;470010002000000070902910050200;1185114;466774;NOTARIA TERCERA DE SANTA MARTA;;;892
847518;470010115000005900018000000000;1185849;483343;NOTARIA PRIMERA DE SANTA MARTA;;;1368
792728;470010106000003340018000000000;1180702;298286;NOTARIA TERCERA DE SANTA MARTA;;;2138
1022119;470010115000006650904900002702;1180840;298438;NOTARIA TERCERA DE SANTA MARTA;;;1625
915702;470010002000000070903923030452;1181122;326413;NOTARIA QUINTA DE BOGOTA D.C.;;;4550
969682;470010002000000010009000000000;1179620;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
706976;470010106000003470017000000000;1178966;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
944138;470010002000000070903915030291;1184086;447019;NOTARIA SEGUNDA DE SANTA MARTA;;;2557
909007;470010105000002720901900000404;1186205;484942;NOTARIA CUARTA SANTA MARTA;;;1686
761196;470010002000000070903919040375;1183763;378047;NOTARIA SEGUNDA DE SANTA MARTA;;;2699
1057181;470010115000006790901900000127;1179706;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
965793;470010002000000070903920040396;1182964;348460;NOTARIA SEGUNDA DE SANTA MARTA;;;1708
964994;470010002000000076901903030356;1181021;300069;NOTARIA 4;;;2086
725174;470010104000000490012000000000;1183589;369752;NOTARIA PRIMERA DE SANTA  MARTA;;;135
1069501;470010002000000076901904030419;1182001;343826;NOTARIA 4;;;849
836843;470010002000000070903910010183;1183665;377698;NOTARIA SEGUNDA DE SANTA MARTA;;;2626
778706;470010110000000510002000000000;1179537;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
830604;470010002000000070024000000000;1179792;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
965759;470010002000000070903905040093;1185073;466378;NOTARIA SEGUNDA DE SANTA MARTA;;;2377
951922;470010002000000070902906020107;1185525;467628;NOTARIA TERCERA DE SANTA MARTA;;;2308
1038034;470010002000000070905907040134;1182185;324043;NOTARIA TERCERA DE SANTA MARTA;;;1475
879028;470010105000002300011000000000;1186372;352303;NOTARIA PRIMERA DE SANTA MARTA;;;0943
826193;470010108000000060902902170162;1184499;454022;NOTARIA CUARTA DE SANTA MARTA;;;1424
694003;470010102000001120007000000000;1179375;291342;NOTARIA SEGUNDA SANTA MARTA;;;619
786815;470010002000000070903908010143;1183798;378072;NOTARIA SEGUNDA DE SANTA MARTA;;;1466
989753;470010102000002320902900000052;1179000;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
775003;470010002000000076901906030545;1181211;302946;NOTARIA 4;;;84
856233;470010106000008080005000000000;1186415;492105;NOTARIA CUARTA DE SANTA MARTA;;;2573
847730;470010107000000880801800000031;1179866;299090;ALCALDIA DISTRITAL DE SANTA MARTA;;;1234
860760;470010002000000040901901010143;1182371;344392;NOTARIA 4;;;701
789673;470010002000000070905925020488;1181078;302641;NOTARIA TERCERA DE SANTA MARTA;;;1819
