t_id_predio;numero_predial;t_id_tramitecatastral
681578;470010102000001620027000000000;1181945
1022117;470010002000000070905906050120;1181169
713252;470010101000001650901900000061;1187866
827004;470010002000000040901901010162;1186822
995249;470010113000000040902900000062;1183423
972068;470010002000000060801800004577;1180138
865558;470010002000000076901902040300;1184171
873349;470010002000000070903921010401;1182974
973962;470010003000000010215000000000;1180812
833267;470010104000000910903901000205;1186134
663082;470010002000000060918900007446;1187581
1016209;470010002000000070905904030072;1185129
941924;470010112000001140001500000001;1180628
1051541;470010002000000076901906030546;1181215
824311;470010110000000640906900001329;1179995
1023387;470010104000000270901901110053;1179888
769056;470010106000010900044000000000;1184716
903967;470010110000000910901901050055;1179508
1038034;470010002000000070905907040134;1182185
703360;470010106000003040001000000000;1180967
688782;470010002000000070903920030391;1183602
997891;470010110000000640906900001276;1188098
948489;470010106000007700801800000017;1186414
870882;470010106000004970011000000000;1180728
971030;470010103000002590009000000000;1183586
1055566;470010001000000020801800002426;1184982
982914;470010111000000440010000000000;1180720
894018;470010115000004010025000000000;1187504
937443;470010104000000930906902030476;1180145
877159;470010002000000060917900007343;1179347
1019357;470010108000000060902901050003;1184140
667860;470010102000001620010000000000;1182266
1066019;470010002000000040631000000000;1179886
1031713;470010106000000120003000000000;1187633
1040699;470010002000000070903914030271;1185072
942404;470010002000000076901907040616;1181285
988920;470010102000002710039901010102;1186158
956701;470010110000000620901901000043;1185984
663022;470010002000000051803000000000;1187725
925829;470010002000000070905901030009;1182877
750070;470010002000000052387000000000;1180534
1063461;470010002000000076901908010110;1183116
1065287;470010109000003600901900000133;1187779
1047854;470010104000000910903901120175;1186075
724504;470010104000000920901901010016;1184105
663786;470010002000000070902911050217;1185272
1007700;470010102000000550006000000000;1181932
685341;470010104000000930906901120255;1181624
878387;470010002000000070801800006994;1186044
669678;470010002000000065718000000000;1179174
994528;470010104000000930906901020324;1181677
910678;470010104000000910903901040156;1186096
786831;470010002000000066959000000000;1178978
760116;470010110000000220004000000000;1186117
808348;470010002000000060918900007789;1180013
925821;470010002000000070905901020006;1183564
748660;470010106000000560901903060176;1186756
709105;470010002000000070905917040335;1185149
902948;470010002000000070905906040116;1185164
670979;470010002000000030271500000011;1179460
876585;470010107000000440801800000029;1186230
926799;470010002000000070801800007012;1185777
878988;470010106000003990021000000000;1186311
801217;470010110000000830901900000221;1180564
834351;470010002000000070902910050197;1183406
880169;470010002000000076901904070451;1180993
822982;470010104000000930906902010438;1180112
917182;470010107000000080904901020104;1179151
746621;470010002000000070903916030312;1183781
1048940;470010103000002230901900000134;1187586
1022161;470010002000000070905925030492;1181079
964135;470010115000004160018000000000;1181428
825338;470010002000000076901905010469;1181507
659777;470010102000003890015000000000;1179762
912488;470010002000000022901000000000;1185754
892637;470010001000000020801800002413;1183951
1069268;470010002000000070905901030010;1183466
1041204;470010106000000560901902030081;1182602
1033220;470010002000000070801800006986;1186149
1051550;470010002000000030397000000000;1180615
962830;470010105000002530011000000000;1186267
710013;470010002000000060911900003652;1179022
817857;470010002000000070902903020045;1185451
871958;470010110000000380905900001435;1180544
709075;470010002000000070903924010464;1184913
683963;470010115000002680006000000000;1185605
925166;470010002000000070801800007038;1185895
905695;470010104000000290901901110174;1179806
696277;470010002000000070903911050218;1182996
834547;470010110000000830017000000000;1187766
908790;470010108000000060902902110119;1184410
725505;470010002000000070903910020186;1183632
1013981;470010108000000010901902070459;1188078
812260;470010002000000070903920020387;1184353
882001;470010104000000670901901010043;1184264
838793;470010101000000840901900000066;1186020
1069154;470010002000000070902910040195;1183408
3025798;470010002000000076901908010121;1186634
830471;470010002000000070902901030011;1183935
1031240;470010001000000021379000000000;1187618
1010511;470010107000000020901900000103;1180328
952221;470010107000000190905901110252;1179712
1015084;470010102000001930901900000017;1179736
927126;470010002000000076901903050369;1181024
983005;470010102000002530031000000000;1181344
879532;470010104000000930906902020441;1180221
837831;470010002000000070905916010303;1181398
856600;470010104000000310901901010063;1186886
693509;470010002000000040801800004987;1181779
679821;470010115000006650902900001920;1187792
746677;470010002000000070905903040055;1183391
838157;470010002000000076901904070450;1182005
1018495;470010106000007580023000000000;1184938
722942;470010104000000910903901130112;1182620
750923;470010106000005930901900000038;1179349
862174;470010108000000180901901160079;1179093
971505;470010104000000910903901090101;1182518
855831;470010111000002220003000000000;1180939
1036417;470010111000001280004000000000;1187318
703298;470010002000000042235000000000;1188149
907171;470010002000000076901908010098;1184747
1056052;470010110000000190904901020350;1187560
1065183;470010107000001210904904020211;1187564
939273;470010108000000060902902130136;1184457
3020614;470010002000000076901902030293;1186797
1069228;470010002000000070903916040316;1183773
806142;470010102000003260903900000074;1178873
1016177;470010001000000020801800002387;1186273
698895;470010002000000070903913030251;1185397
861126;470010002000000076901903060384;1181521
737630;470010002000000040801800004961;1181832
1044910;470010002000000070905913020247;1182820
1069164;470010002000000070902913030249;1184807
682822;470010104000000670901901040028;1184233
976206;470010106000006650016000000000;1178913
708342;470010107000000460903900000229;1188040
985688;470010002000000040901901010015;1182449
1040707;470010002000000070903923030450;1181478
917974;470010108000000060902902090107;1184388
1033184;470010002000000040801800004984;1181785
1063347;470010106000000720011901020201;1187286
1047802;470010002000000070905923050457;1186511
1037037;470010111000002260001000000000;1184598
818239;470010002000000070801800007013;1182050
787413;470010111000004070016000000000;1180785
939060;470010104000000670901901010048;1184526
929877;470010002000000040906900005617;1180771
724924;470010108000000060902902150148;1184472
950965;470010002000000070902906010102;1185356
863904;470010002000000070902910040193;1183055
887645;470010115000001800014000000000;1180598
1063506;470010002000000076901904030424;1180082
3013828;470010002000000070905922010424;1186513
1036111;470010001000000020801800002391;1186384
987724;470010002000000040901901010173;1186642
961620;470010104000000930906901000264;1181634
1045555;470010002000000070905902020026;1183499
764445;470010800000000670228000000000;1179722
813143;470010112000000600001500000011;1179954
698877;470010002000000070903906030112;1181123
1065440;470010002000000010137000000000;1179685
774617;470010002000000070707000000000;1186229
894145;470010001000000020801800002409;1184958
1010455;470010002000000070801800007030;1184165
703941;470010104000001200008000000000;1185740
798736;470010002000000070905907030129;1183077
1069242;470010002000000070903919010362;1183618
981218;470010002000000070902904020066;1185266
814718;470010002000000021488000000000;1179182
775237;470010104000000930906902030458;1180125
920160;470010002000000070902915040296;1183228
712499;470010002000000070902915020288;1183240
948447;470010115000004900018000000000;1180773
787599;470010002000000070902914040276;1183260
720463;470010108000000060902902050080;1184341
1036183;470010102000002330901900000284;1183107
743930;470010104000000930906902090469;1180128
664048;470010106000006050021000000000;1180000
953414;470010002000000070905901050018;1183471
898832;470010115000002450028000000000;1179244
1038437;470010107000000690007000000000;1183448
791034;470010111000004000003000000000;1187368
1069174;470010002000000070902915050298;1183221
3019888;470010002000000076901903050375;1186581
980747;470010002000000070903910030189;1183630
926289;470010115000006790901900000202;1178945
890070;470010108000000060902901160071;1184327
776443;470010002000000070902913010241;1182216
1030194;470010002000000040801800004973;1181807
974097;470010106000003310009000000000;1178962
662571;470010106000003650009000000000;1187501
1051622;470010111000002210005000000000;1180637
830594;470010104000000430904900000128;1184056
1063238;470010102000003430007000000000;1179299
724584;470010002000000060917900007173;1180392
819300;470010114000000090009000000000;1187678
898296;470010101000000780002000000000;1188155
792264;470010002000000070903922040435;1182194
782299;470010115000006650901900000311;1182034
743155;470010104000000840008000000000;1179053
709128;470010002000000060913900004886;1179171
880169;470010002000000076901904070451;1180992
802373;470010104000000930906902080464;1180173
798322;470010102000002500801800000052;1185760
918225;470010102000002530019000000000;1180668
688842;470010110000001730002500000001;1186180
750545;470010106000000560901905040269;1186436
961636;470010002000000076901903080395;1180466
903981;470010002000000070903906010102;1185167
712543;470010116000001940026000000000;1182269
662826;470010106000002670004000000000;1187676
1042166;470010107000000480901901010080;1179062
3023899;470010002000000076901908020203;1186807
908057;470010002000000070903921050418;1185416
787477;470010002000000070902905020087;1185303
3023896;470010002000000076901901080266;1186737
750891;470010112000001620011000000000;1183130
914007;470010002000000076901908010089;1184744
685818;470010002000000076901905020479;1181540
704724;470010115000006650901900001151;1179760
710934;470010002000000040901901010001;1182478
767488;470010102000002490901900000068;1180849
679943;470010104000000930906902020444;1180162
860514;470010002000000070903922020426;1185330
819224;470010106000008120016000000000;1185351
725505;470010002000000070903910020186;1183633
904481;470010106000007550001000000000;1179356
1062435;470010113000000420008000000000;1179176
3011572;470010002000000070905916020306;1186871
920452;470010002000000070903922030430;1185169
965636;470010102000003770901900000001;1185745
734427;470010106000007860002500000001;1187466
735545;470010106000004010003000000000;1187695
703298;470010002000000042235000000000;1181897
997439;470010115000006650902900001615;1185314
1049193;470010107000001440903900000116;1178968
694585;470010002000000070905924040474;1181338
853764;470010002000000040801800009975;1183313
904491;470010002000000070903906010101;1181119
690582;470010002000000076901906050567;1182389
1069098;470010107000000810902900000129;1179369
1010310;470010111000003220012000000000;1184714
865628;470010106000000560901901060043;1180023
757241;470010003000000010468000000000;1186370
967819;470010106000000560901904080255;1186423
685779;470010104000000670901901030025;1184228
838992;470010105000002150043000000000;1187865
897065;470010002000000070902915010283;1183250
1002488;470010002000000060901900000048;1180708
782088;470010106000009920003000000000;1186394
837730;470010104000000910903901000192;1186107
872584;470010002000000040801800003964;1181870
927977;470010002000000040801800005000;1181752
817759;470010002000000071820000000000;1184950
957542;470010002000000040801800004993;1181767
812142;470010002000000040801800003962;1181874
904697;470010102000002500901900000105;1184926
750276;470010002000000066057000000000;1182097
737506;470010002000000070905902030030;1183482
877183;470010104000001010061000000000;1179298
986624;470010002000000070905927050539;1186470
748149;470010002000000070903908030150;1183785
1047778;470010002000000076901907010595;1181248
925751;470010002000000070903907050138;1182913
964727;470010002000000070903919020368;1184313
677838;470010002000000040801800004983;1181786
906841;470010108000000060902901060010;1184946
921300;470010002000000040801800003980;1181838
787661;470010002000000070903908020148;1183789
960179;470010002000000070905914030271;1181494
689915;470010106000008510005000000000;1187307
732962;470010104000000930906901000308;1184679
1027168;470010115000006560901900000164;1180919
1059522;470010002000000070903917010324;1183736
1033238;470010002000000070905912030231;1182794
791065;470010107000001440903900000097;1178988
834755;470010104000000730901901170072;1179473
975344;470010002000000020510000000000;1185592
1056448;470010107000000090906901060190;1186185
960614;470010002000000070903902020025;1183641
741005;470010002000000070903904010063;1183430
1042492;470010103000003070020000000000;1185999
929867;470010105000001730072500000001;1182270
682206;470010002000000070903904050080;1185082
1063902;470010109000003600901900000150;1187779
847518;470010115000005900018000000000;1185851
813695;470010002000000070903910030192;1184993
757009;470010108000000060902902100111;1184395
681900;470010900000001190010000000000;1179896
856761;470010101000001390901900000008;1186970
780494;470010104000000060901900000087;1186539
984904;470010104000000930906902030472;1180212
1037817;470010002000000070905904030071;1183493
920040;470010111000001180001500000004;1184639
1024041;470010002000000065729000000000;1181930
1047922;470010002000000070902915020287;1183242
886020;470010101000001300010000000000;1179716
1038316;470010002000000070903913030249;1185379
662474;470010102000003000016000000000;1187418
906703;470010107000000450801800000009;1187458
1055757;470010002000000070902916020306;1186548
1059427;470010104000000930906901010276;1181656
864153;470010103000000050901900000024;1183307
736832;470010115000002260004000000000;1180507
711929;470010114000000150019000000000;1182105
1026166;470010102000002220011000000000;1187543
984199;470010111000002240005000000000;1187382
812597;470010101000000840901900000056;1186013
877209;470010102000003420016000000000;1179735
817146;470010002000000022631000000000;1180620
960179;470010002000000070905914030271;1181495
766417;470010108000000060902902060087;1184069
1040669;470010111000002200011000000000;1185318
684157;470010001000000020801800002404;1184986
964996;470010002000000076901904060445;1180985
1055636;470010110000000830901900000235;1186197
954147;470010115000006560901900000194;1181923
663179;470010003000000040159000000000;1187608
668193;470010106000000560901901050039;1182563
735079;470010002000000070902902040034;1183066
849498;470010103000003340007000000000;1185908
762361;470010002000000070902902040033;1183041
1051602;470010002000000070903907040133;1183834
883234;470010002000000070902911040213;1185435
845107;470010002000000070903903050060;1183432
756106;470010002000000070902915030292;1183232
791941;470010112000001610003000000000;1179744
686768;470010002000000070905909040173;1183883
664034;470010002000000022899000000000;1180357
709291;470010101000000770903900000068;1180049
832871;470010104000000930906902090465;1180156
3012034;470010002000000070905928030549;1186561
980295;470010002000000076901905070515;1181978
1009356;470010115000006370005000000000;1184576
711439;470010106000000720011901010101;1179402
805727;470010106000010810002500000001;1179455
922914;470010115000006390007000000000;1180253
663136;470010002000000040801800004980;1181792
704137;470010002000000070903924040476;1183854
3019600;470010002000000076901906060575;1187001
1011587;470010116000001780004000000000;1179904
882082;470010002000000040901901050064;1186697
879430;470010002000000070905919030370;1182712
953414;470010002000000070905901050018;1183472
978329;470010002000000070905913010241;1186868
915000;470010002000000021961000000000;1180390
914210;470010002000000070905902020028;1182779
749129;470010102000002190021000000000;1179359
983966;470010002000000070185000000000;1187566
755818;470010002000000070902915040294;1184804
1047908;470010002000000070902912030232;1183362
752589;470010002000000065543000000000;1179717
930056;470010002000000065861000000000;1181502
810390;470010002000000076901906080592;1182405
1010349;470010002000000040901900000118;1186837
3022951;470010002000000076901906060572;1187141
767883;470010106000004590021000000000;1187615
869474;470010002000000040801800003951;1181049
766876;470010104000000930906901100250;1181614
864336;470010106000000560901901050036;1182555
1042804;470010108000000010901901020136;1179961
1009288;470010101000001290901900000031;1186492
902774;470010002000000070905908010143;1181139
1041321;470010002000000076901905020478;1181538
864153;470010103000000050901900000024;1183306
961630;470010104000000930906901020295;1181675
1069236;470010002000000070903916040313;1183779
877347;470010105000001150901900000035;1181898
830608;470010110000000830901900000174;1183975
771118;470010110000000030901900000091;1185317
1047906;470010103000000570801800000014;1185696
983691;470010115000006650902900002262;1188140
716387;470010002000000070801800007005;1186381
1051594;470010002000000070903908020146;1183792
703162;470010002000000076901903040367;1182243
1000071;470010107000000060901900000048;1183968
1026198;470010002000000070903920040394;1182960
735212;470010104000000930906901000258;1184523
874077;470010002000000070903907030131;1186680
712487;470010111000000810001000000000;1185697
682023;470010002000000040901901010003;1182479
801098;470010002000000076901906050561;1180501
855537;470010108000000060902902160153;1184481
3008473;470010002000000070905919020365;1186669
930096;470010110000000510902901030052;1187392
1033992;470010002000000070801800007022;1183957
662784;470010113000000930021000000000;1187705
883238;470010111000000810007000000000;1185702
1005195;470010002000000040901901010158;1186501
808348;470010002000000060918900007789;1180014
1040787;470010104000000930906901030229;1184657
947265;470010002000000076901901070259;1184045
3019873;470010002000000070905921050420;1186626
1069116;470010002000000070902905030089;1185375
988957;470010106000004350006000000000;1180805
697355;470010002000000070905914030270;1181381
1039641;470010002000000070905913050257;1185033
1040845;470010115000006650901900000213;1180522
737312;470010104000000310901901010044;1185643
724532;470010104000000910902901010074;1180282
859520;470010101000000840902900000084;1179877
1023188;470010104000001060901900000007;1184612
755746;470010104000000930906901030228;1184655
1069110;470010002000000070902903030052;1185481
1013329;470010104000000910903901000137;1182670
915422;470010002000000070903921020407;1183007
839399;470010102000002330901900000450;1186567
3022399;470010002000000076901905030486;1187077
1030204;470010104000000910903901020079;1181375
1024295;470010002000000070801800007014;1185799
1065850;470010002000000076901906020540;1181200
3011914;470010002000000070905922020427;1186609
904149;470010102000002500903900000459;1184731
663213;470010002000000020270000000000;1187559
3019210;470010002000000076901908010152;1187350
927668;470010002000000040901901010142;1182369
847518;470010115000005900018000000000;1185845
926003;470010108000000060902902060082;1184016
953794;470010002000000070903901050020;1183646
1065727;470010002000000023526000000000;1184505
792945;470010002000000023555000000000;1179990
948429;470010104000000930906901000266;1184686
836140;470010002000000040801800004965;1181825
824311;470010110000000640906900001329;1179996
1069180;470010002000000070903902010023;1183642
904629;470010106000000560901901050035;1184637
856470;470010102000002670018901010002;1187740
785991;470010106000006040003000000000;1181903
822070;470010104000001010902900000173;1179346
743826;470010002000000060911900003458;1179040
725716;470010002000000076901907010598;1185674
1052316;470010108000000060902901160072;1184330
725136;470010107000001500901900000006;1185750
982880;470010002000000050801800000143;1180256
890070;470010108000000060902901160071;1184328
915591;470010002000000070903909030172;1183676
899487;470010104000000650901901070482;1179066
881220;470010104000001020902900000063;1187777
740482;470010002000000040801800003956;1184160
858531;470010103000004180018000000000;1180316
1063468;470010002000000070801800007007;1186388
1055600;470010002000000076901907050620;1181288
858902;470010003000000012661000000000;1181925
1065181;470010107000001210904904020210;1187564
784756;470010002000000040801800003973;1181852
1047778;470010002000000076901907010595;1181247
813423;470010002000000070903921040415;1185410
903467;470010002000000070803800007108;1186337
666209;470010112000000640901900000111;1179929
1006796;470010002000000076901901080267;1180946
787570;470010002000000070902912040233;1185255
1023007;470010002000000021142000000000;1179297
1055645;470010002000000070903911010204;1185191
747763;470010002000000076978000000000;1184831
808366;470010106000001710026500000001;1179501
794685;470010114000000160015000000000;1179453
1006447;470010002000000020248000000000;1180654
662320;470010103000000320048000000000;1179268
1060318;470010110000000630038000000000;1186210
698063;470010104000000930906901020285;1184676
762934;470010002000000070905921030412;1182777
792873;470010002000000070903921010404;1182980
980521;470010002000000070902901050019;1183921
810306;470010108000000060902902160154;1184483
942589;470010104000000930906902010439;1180184
847518;470010115000005900018000000000;1185854
925821;470010002000000070905901020006;1183563
924022;470010110000000640901901060051;1187567
801080;470010104000001430902900000094;1179231
852139;470010108000000060902902080098;1184374
953471;470010101000000840901900000054;1186014
824031;470010106000000560901902080124;1184620
787830;470010106000010770005500000001;1185782
3023263;470010002000000076901908010130;1187336
1004789;470010002000000070905920020386;1182744
673702;470010105000002720901900000430;1186050
1039734;470010002000000070905917030331;1185050
888087;470010002000000076901903070388;1180437
978764;470010002000000040901901010137;1182362
3025372;470010002000000076901906070578;1186578
789673;470010002000000070905925020488;1181078
710946;470010002000000040901901010025;1182466
1017602;470010105000000910901900000022;1179595
978022;470010113000000990023000000000;1179002
861018;470010002000000030137000000000;1180546
984904;470010104000000930906902030472;1180211
725286;470010104000000920901901020017;1184130
925831;470010002000000070905903020045;1183520
912845;470010002000000076901905010466;1182230
965779;470010002000000070903915010281;1182132
1027103;470010002000000040801800004995;1181762
908070;470010103000000520003000000000;1180518
878802;470010002000000070903923020448;1182167
663020;470010109000001200007500000001;1179892
708322;470010104000000910903901020078;1181374
849871;470010104000000670901901020022;1184214
3015814;470010002000000070905907050139;1186907
1041189;470010102000003190801800000032;1186352
688842;470010110000001730002500000001;1186179
915609;470010002000000070903913020245;1183377
836225;470010105000001460006000000000;1180251
785902;470010104000000930906901000303;1181606
685868;470010002000000070905926040516;1181111
983005;470010102000002530031000000000;1181349
765471;470010002000000040801800004963;1181829
677609;470010104000000930906901000297;1184678
787763;470010002000000070905903040056;1183507
748147;470010112000000640901900000103;1181417
776249;470010106000000560901902030087;1182350
863357;470010101000000840902900000091;1179850
926799;470010002000000070801800007012;1185776
818387;470010002000000070801800007056;1186386
687551;470010002000000070903915040295;1183859
1010364;470010104000000930906901070239;1184649
1020852;470010108000000060902902100112;1184514
929708;470010002000000070905903010041;1183523
1038592;470010106000000100031000000000;1179489
916465;470010002000000070902905040093;1183338
947732;470010002000000070903910050199;1185187
839036;470010107000000810906900000440;1180657
994245;470010002000000023424000000000;1180868
1066146;470010107000000810906900000398;1187727
785991;470010106000006040003000000000;1181902
847331;470010002000000023135000000000;1184584
849492;470010109000000370003000000000;1179077
1011137;470010104000000300904901010041;1187855
700008;470010002000000076901903030355;1181019
862127;470010104000000930906901020286;1180100
742359;470010104000000670901901020018;1184205
819616;470010107000001050801800000139;1186250
726104;470010110000000640903900010409;1188072
975726;470010106000003000004000000000;1180404
1069505;470010002000000076901904030418;1181999
743018;470010104000000930901900000025;1179166
3016771;470010002000000040901901010155;1186686
1013432;470010002000000070905918020346;1183895
867211;470010102000002500901900000146;1187397
742131;470010002000000040801800009973;1183309
832758;470010101000000840901900000062;1186009
1041223;470010104000000910903901130179;1186131
879868;470010002000000070903917030329;1183731
1069577;470010106000003310001000000000;1187643
697278;470010106000000310100000000000;1186246
954518;470010106000000560901902010067;1181719
709105;470010002000000070905917040335;1185150
930323;470010106000000560901901020011;1182325
837833;470010001000000020801800002390;1186365
922679;470010115000006650903900002388;1180261
684387;470010104000000430904900000185;1184783
787685;470010002000000070903918020346;1183696
898980;470010111000004070003000000000;1178979
1004468;470010115000004190025000000000;1187842
1020462;470010108000000060902901050001;1184933
999979;470010112000001200003000000000;1186392
884420;470010111000001760019000000000;1187764
662655;470010101000001020018000000000;1187609
819475;470010002000000070902916050320;1183173
856211;470010002000000021545000000000;1180004
681052;470010002000000070902911030211;1185016
817627;470010002000000070902907040135;1183180
954796;470010002000000022073000000000;1184153
1013546;470010002000000070902916050317;1183182
913701;470010102000000720013000000000;1179579
1002642;470010110000000580901902030035;1181607
932892;470010101000001740032000000000;1183333
775750;470010109000001660007500000001;1182017
968814;470010002000000070902913050257;1185510
783766;470010002000000070903916040314;1183777
926753;470010002000000070903905050100;1184896
1037150;470010102000002160802800000040;1185944
813417;470010002000000070903914050280;1184908
1042148;470010108000000010901904011402;1187774
842985;470010104000000930906901080243;1181619
845918;470010002000000070902904050079;1185274
1037003;470010108000000060902901050005;1184144
1010327;470010002000000076901904050440;1180450
1069170;470010002000000070902914010264;1185484
858898;470010107000000990801800000098;1185619
826193;470010108000000060902902170162;1184499
672183;470010104000000920901901030019;1184103
1035881;470010104000000930906901000300;1181628
3024412;470010002000000076901902070322;1186799
978281;470010002000000070905921050418;1186800
772227;470010104000000930903900000082;1179825
865703;470010110000000570902900000031;1179384
805423;470010105000000970024000000000;1183295
926795;470010002000000070903911030211;1182945
1016237;470010002000000070905915040296;1181391
687144;470010002000000070905905010083;1182888
812050;470010002000000070902914020265;1183384
734373;470010113000000020049000000000;1184857
988425;470010002000000070905913010243;1186708
1047836;470010104000000930906901090245;1181622
765451;470010104000000670901901010035;1184248
859119;470010002000000070903919020365;1183614
959926;470010102000002870041000000000;1180010
1064459;470010115000003890010000000000;1185640
957695;470010106000000560901905050275;1186758
908796;470010002000000070903912050240;1185298
756297;470010104000000910903901010149;1186093
1041142;470010002000000070903904010064;1183427
960277;470010107000000870901900000049;1180630
986944;470010106000000560901904030211;1186565
683218;470010002000000076901906020538;1181195
1036495;470010106000006070020000000000;1179979
865924;470010002000000070905908020148;1182875
796086;470010104000000930906902020499;1180178
3025999;470010002000000076901908010104;1187029
685904;470010002000000070903906020107;1182917
896459;470010106000004140060500000001;1187522
921300;470010002000000040801800003980;1181839
678723;470010002000000076901908010145;1186058
759796;470010002000000070905909010161;1183898
926795;470010002000000070903911030211;1182946
748018;470010104000001510039000000000;1187709
1060742;470010001000000020801800002410;1185924
3027577;470010002000000076901907080639;1187024
1041191;470010002000000060918900007687;1186695
1039246;470010112000000600005000000000;1180268
869302;470010106000000560901901060048;1181705
890821;470010106000007100801800000014;1179957
658430;470010115000006800002000000000;1187486
3024052;470010002000000076901908010148;1186889
915249;470010002000000040801800004982;1181789
1021861;470010104000000910903901050158;1186087
863231;470010002000000070905908050157;1182874
826952;470010006000000020310000000000;1186409
1005269;470010002000000070902910030191;1183053
663088;470010103000002160010000000000;1187645
1055561;470010001000000020801800002384;1185668
1069531;470010002000000076901906010533;1181189
684293;470010107000000100904901040119;1179114
679752;470010106000003320018000000000;1182260
747010;470010002000000076901905040492;1181562
810916;470010107000000170902900000184;1181465
916731;470010001000000021162000000000;1187488
826868;470010101000001820903900000045;1179204
775778;470010002000000070902904010062;1185226
3025459;470010002000000076901901020219;1186457
