t_id_predio;numero_predial;condicion_predio;destinacion_economica
1057872;470010106000007730801800000015;Condominio.Unidad_Predial;Forestal
3012871;470010104000000290901901020018;PH.Unidad_Predial;Agropecuario
1036015;470010104000000650901901080489;PH.Unidad_Predial;Forestal
1041995;470010108000000180901901110056;PH.Unidad_Predial;Forestal
1020222;470010107000001340018000000000;NPH;Forestal
967882;470010106000007680801800000024;Condominio.Unidad_Predial;Forestal
890256;470010103000011090015500000001;Parque_Cementerio.Unidad_Predial;Forestal
830236;470010111000001370021000000000;NPH;Forestal
870370;470010107000000120902902000192;PH.Unidad_Predial;Forestal
891258;470010106000012130023500000001;Parque_Cementerio.Unidad_Predial;Forestal
3008845;470010107000000410904901010093;PH.Unidad_Predial;Forestal
863155;470010110000000250003500000020;Informal;Forestal
3017683;470010110000000380904901000059;PH.Unidad_Predial;Agropecuario
1041919;470010108000000010901903050906;PH.Unidad_Predial;Forestal
3009466;470010108000000160902901100103;PH.Unidad_Predial;Forestal
3015757;470010110000000380906901021525;PH.Unidad_Predial;Forestal
1059864;470010110000000570901901020039;PH.Unidad_Predial;Forestal
991554;470010104000000540901901010102;PH.Unidad_Predial;Agropecuario
709597;470010106000008540016000000000;NPH;Forestal
1017120;470010110000002180006500000009;Informal;Forestal
3014974;470010107000000280904901110355;PH.Unidad_Predial;Forestal
902271;470010107000000320902901040083;PH.Unidad_Predial;Forestal
873826;470010103000007980210500000001;Parque_Cementerio.Unidad_Predial;Forestal
1013724;470010110000000640905901031022;PH.Unidad_Predial;Forestal
3022759;470010107000001310801800000027;Condominio.Unidad_Predial;Forestal
1064033;470010110000000630901901020237;PH.Unidad_Predial;Forestal
746615;470010103000007980175000000000;NPH;Forestal
658911;470010110000000290004500000006;Informal;Forestal
993530;470010110000000380903901000908;PH.Unidad_Predial;Forestal
999775;470010110000000710901901010004;PH.Unidad_Predial;Forestal
1041175;470010110000000380903901001214;PH.Unidad_Predial;Forestal
815729;470010106000011630012500000001;Parque_Cementerio.Unidad_Predial;Forestal
1039300;470010107000000080090000000000;NPH;Agropecuario
999719;470010107000000570903901010053;PH.Unidad_Predial;Forestal
3022312;470010107000000690905901010153;PH.Unidad_Predial;Forestal
843413;470010106000009280006500000001;Parque_Cementerio.Unidad_Predial;Forestal
3019264;470010110000000380901902010049;PH.Unidad_Predial;Forestal
967682;470010115000004200017000000000;NPH;Forestal
999844;470010110000000610902900000126;PH.Unidad_Predial;Forestal
1010619;470010107000000300902901010077;PH.Unidad_Predial;Forestal
999515;470010110000000830901903161631;PH.Unidad_Predial;Forestal
744333;470010107000001350159000000000;NPH;Forestal
1018456;470010110000000380904901090176;PH.Unidad_Predial;Forestal
3010687;470010110000000640903903100592;PH.Unidad_Predial;Forestal
774805;470010113000000840058000000000;NPH;Forestal
3024085;470010107000000320904901050190;PH.Unidad_Predial;Agropecuario
1048912;470010104000000300903901030101;PH.Unidad_Predial;Agropecuario
666013;470010102000002260003000000000;NPH;Forestal
1024729;470010106000009130020000000000;NPH;Forestal
3020665;470010110000000400904902091131;PH.Unidad_Predial;Forestal
999598;470010108000000020902901020115;PH.Unidad_Predial;Forestal
3027019;470010110000000400904901030894;PH.Unidad_Predial;Forestal
1070128;470010115000006720001000000000;NPH;Forestal
1005173;470010108000000010901903080943;PH.Unidad_Predial;Forestal
3012058;470010107000000300902901010089;PH.Unidad_Predial;Forestal
935780;470010106000011370016500000001;Parque_Cementerio.Unidad_Predial;Forestal
985564;470010106000006190002000000000;NPH;Forestal
3017278;470010107000000770902901040091;PH.Unidad_Predial;Forestal
1032690;470010110000000250152500000032;Informal;Forestal
842187;470010107000000160902901010035;PH.Unidad_Predial;Forestal
3012085;470010110000000380901901010200;PH.Unidad_Predial;Forestal
3022243;470010107000000280906901030665;PH.Unidad_Predial;Agropecuario
981548;470010109000000500901900000149;PH.Unidad_Predial;Forestal
3020710;470010107000000080910901050426;PH.Unidad_Predial;Forestal
1063067;470010110000000640905901021018;PH.Unidad_Predial;Forestal
3026164;470010107000000480901901010036;PH.Unidad_Predial;Forestal
991481;470010107000000120901901010023;PH.Unidad_Predial;Forestal
719234;470010106000011950040500000001;Parque_Cementerio.Unidad_Predial;Forestal
961160;470010110000000380903901001211;PH.Unidad_Predial;Forestal
740439;470010103000004620097500000001;Parque_Cementerio.Unidad_Predial;Forestal
949755;470010107000000490905902100391;PH.Unidad_Predial;Forestal
708160;470010109000000360017000000000;NPH;Forestal
808196;470010103000004620007500000009;Parque_Cementerio.Unidad_Predial;Forestal
3011953;470010104000000300901901010030;PH.Unidad_Predial;Forestal
3022213;470010107000000080908901010314;PH.Unidad_Predial;Forestal
922090;470010103000004620007500000471;Parque_Cementerio.Unidad_Predial;Forestal
693422;470010103000004620007500000048;Parque_Cementerio.Unidad_Predial;Forestal
693181;470010900000002060004000000000;NPH;Agropecuario
3021913;470010110000000630901901150349;PH.Unidad_Predial;Forestal
3021013;470010107000000090903901010008;PH.Unidad_Predial;Forestal
830176;470010109000001830018500000001;Parque_Cementerio.Unidad_Predial;Forestal
901997;470010104000000650901901010557;PH.Unidad_Predial;Forestal
3022945;470010107000000080907901010285;PH.Unidad_Predial;Forestal
947200;470010107000000630904901000267;PH.Unidad_Predial;Forestal
1026016;470010110000000660901901000082;PH.Unidad_Predial;Forestal
680768;470010107000000160005000000000;NPH;Agropecuario
996937;470010107000000630901901000023;PH.Unidad_Predial;Forestal
1006970;470010115000004910002000000000;NPH;Forestal
3017011;470010107000000220901901020038;PH.Unidad_Predial;Forestal
3018337;470010110000000660901901000113;PH.Unidad_Predial;Forestal
986891;470010107000000120902901000093;PH.Unidad_Predial;Forestal
890197;470010900000001750001500000001;Parque_Cementerio.Unidad_Predial;Forestal
3020635;470010110000000640905901020900;PH.Unidad_Predial;Forestal
3011092;470010107000000630903901010216;PH.Unidad_Predial;Forestal
909867;470010110000000630901901020170;PH.Unidad_Predial;Forestal
997004;470010107000000490905902000611;PH.Unidad_Predial;Forestal
1041699;470010110000000380904901010104;PH.Unidad_Predial;Agropecuario
970317;470010115000003920007000000000;NPH;Forestal
827637;470010103000004620110500000001;Parque_Cementerio.Unidad_Predial;Forestal
3026839;470010110000000400904901030943;PH.Unidad_Predial;Forestal
1025676;470010107000000570903901010092;PH.Unidad_Predial;Forestal
3027145;470010108000000140901901010038;PH.Unidad_Predial;Forestal
1037364;470010104000000560901901000028;PH.Unidad_Predial;Forestal
1004631;470010110000000640903901010272;PH.Unidad_Predial;Forestal
703428;470010106000009950008500000001;Parque_Cementerio.Unidad_Predial;Forestal
3015667;470010107000000310905901080155;PH.Unidad_Predial;Forestal
979348;470010104000000690024000000000;NPH;Forestal
3009280;470010107000000080904901080156;PH.Unidad_Predial;Forestal
823630;470010113000000610003000000000;NPH;Forestal
1055719;470010104000000650901901010367;PH.Unidad_Predial;Forestal
863146;470010110000000680902901010066;PH.Unidad_Predial;Forestal
665492;470010106000007270003000000000;NPH;Forestal
900964;470010107000000570903901010121;PH.Unidad_Predial;Forestal
3021280;470010107000000690905901010132;PH.Unidad_Predial;Forestal
994839;470010107000001300901902020031;PH.Unidad_Predial;Forestal
1033352;470010104000000800048000000000;NPH;Forestal
3012439;470010107000000020901901020087;PH.Unidad_Predial;Forestal
1022372;470010108000000060901901180101;PH.Unidad_Predial;Forestal
3019084;470010110000000380901902010085;PH.Unidad_Predial;Forestal
950332;470010110000000640905901010818;PH.Unidad_Predial;Forestal
720354;470010115000002680025000000000;NPH;Forestal
3012214;470010104000000010901901050120;PH.Unidad_Predial;Agropecuario
3015316;470010110000000540901901010010;PH.Unidad_Predial;Forestal
3017416;470010108000000010901902140563;PH.Unidad_Predial;Forestal
3027196;470010110000000400904901000586;PH.Unidad_Predial;Forestal
1038505;470010110000001590901901000038;PH.Unidad_Predial;Agropecuario
793332;470010106000011360006500000001;Parque_Cementerio.Unidad_Predial;Forestal
1017271;470010110000002430901901110119;PH.Unidad_Predial;Forestal
797647;470010108000000060902902060084;PH.Unidad_Predial;Forestal
1059807;470010110000000190906900000348;PH.Unidad_Predial;Agropecuario
908052;470010107000000090901901040030;PH.Unidad_Predial;Forestal
3025903;470010107000000280904902140445;PH.Unidad_Predial;Forestal
3024598;470010107000000500902901010030;PH.Unidad_Predial;Forestal
956266;470010110000000380903900001454;PH.Unidad_Predial;Forestal
3013864;470010107000000420801800000035;Condominio.Unidad_Predial;Forestal
3011731;470010107000000120902901000144;PH.Unidad_Predial;Forestal
993058;470010104000000280901901010018;PH.Unidad_Predial;Forestal
995694;470010110000000870901900000002;PH.Unidad_Predial;Forestal
780794;470010107000000460903901100352;PH.Unidad_Predial;Forestal
1023780;470010900000001170007000000000;NPH;Forestal
1018793;470010110000000870902901020176;PH.Unidad_Predial;Forestal
1055740;470010108000000090006500000011;Informal;Forestal
3010975;470010108000000010901903010635;PH.Unidad_Predial;Forestal
979826;470010110000000350901911020005;PH.Unidad_Predial;Forestal
857153;470010110000000800901901121211;PH.Unidad_Predial;Forestal
856316;470010107000000150904901020313;PH.Unidad_Predial;Forestal
991307;470010107000000130907901020201;PH.Unidad_Predial;Forestal
1036782;470010110000000710901901050181;PH.Unidad_Predial;Forestal
783011;470010112000000220011500000001;Parque_Cementerio.Unidad_Predial;Forestal
3012922;470010107000000690907901020515;PH.Unidad_Predial;Forestal
1000441;470010107000001210904901080136;PH.Unidad_Predial;Forestal
858170;470010108000000010901901020151;PH.Unidad_Predial;Forestal
3027169;470010110000000540902901010093;PH.Unidad_Predial;Forestal
956583;470010110000000380903901010569;PH.Unidad_Predial;Forestal
3017269;470010110000000400904901020758;PH.Unidad_Predial;Forestal
1052121;470010104000000620901901040028;PH.Unidad_Predial;Forestal
1023021;470010104000000910903901040157;PH.Unidad_Predial;Forestal
893622;470010110000000400903901020378;PH.Unidad_Predial;Forestal
811277;470010104000001580006000000000;NPH;Forestal
919808;470010106000010880025500000001;Parque_Cementerio.Unidad_Predial;Forestal
759976;470010104000000300904901000007;PH.Unidad_Predial;Forestal
3016144;470010108000000010901902040334;PH.Unidad_Predial;Forestal
1000220;470010107000000600902901010076;PH.Unidad_Predial;Forestal
3015565;470010110000000380903901060644;PH.Unidad_Predial;Forestal
697814;470010106000010140007000000000;NPH;Forestal
725154;470010106000011250002000000000;NPH;Forestal
1054428;470010106000010440006000000000;NPH;Forestal
705265;470010115000000730137500000001;Parque_Cementerio.Unidad_Predial;Forestal
724436;470010110000000570902900000171;PH.Unidad_Predial;Forestal
822713;470010106000007670801800000028;Condominio.Unidad_Predial;Forestal
946442;470010107000000120902901000209;PH.Unidad_Predial;Forestal
3021580;470010110000000380901902040461;PH.Unidad_Predial;Forestal
1041323;470010103000003410010500000001;Parque_Cementerio.Unidad_Predial;Forestal
677949;470010115000006650903900002584;PH.Unidad_Predial;Forestal
3016156;470010107000000410904901010101;PH.Unidad_Predial;Forestal
830822;470010102000003390006000000000;NPH;Forestal
3020101;470010110000000710901901010041;PH.Unidad_Predial;Forestal
993145;470010107000000490905902000479;PH.Unidad_Predial;Forestal
814049;470010107000000060155000000000;NPH;Mineria_Hidrocarburos
873872;470010106000011460005500000001;Parque_Cementerio.Unidad_Predial;Forestal
3019972;470010107000000300905901020029;PH.Unidad_Predial;Forestal
660518;470010110000001830001500000009;Informal;Forestal
998635;470010108000000010901901030195;PH.Unidad_Predial;Forestal
1002841;470010108000000140902901010088;PH.Unidad_Predial;Forestal
998192;470010107000000570903901010063;PH.Unidad_Predial;Forestal
3014719;470010104000000640901901021020;PH.Unidad_Predial;Forestal
788343;470010108000000060901901090044;PH.Unidad_Predial;Forestal
988367;470010104000000320903901070052;PH.Unidad_Predial;Forestal
742257;470010109000004290002500000001;Parque_Cementerio.Unidad_Predial;Forestal
3016657;470010107000000120902902050263;PH.Unidad_Predial;Forestal
3018265;470010110000000400904902151189;PH.Unidad_Predial;Forestal
678801;470010107000000740901902030126;PH.Unidad_Predial;Forestal
3014437;470010104000000730901901060073;PH.Unidad_Predial;Forestal
920688;470010106000010890009500000001;Parque_Cementerio.Unidad_Predial;Mineria_Hidrocarburos
1010845;470010107000000630904901000285;PH.Unidad_Predial;Forestal
981429;470010110000000380904901090173;PH.Unidad_Predial;Forestal
781022;470010110000000870902901040193;PH.Unidad_Predial;Forestal
816219;470010106000001590093500000001;Parque_Cementerio.Unidad_Predial;Forestal
1051990;470010110000000630901901010051;PH.Unidad_Predial;Forestal
3018025;470010110000000380903901000889;PH.Unidad_Predial;Forestal
863641;470010106000004520017000000000;NPH;Forestal
902511;470010107000000120901901010021;PH.Unidad_Predial;Forestal
1017710;470010108000000060902901080024;PH.Unidad_Predial;Forestal
991244;470010107000000120902901030240;PH.Unidad_Predial;Forestal
1030791;470010104000000280902902020126;PH.Unidad_Predial;Forestal
783268;470010107000000150904901010275;PH.Unidad_Predial;Forestal
922154;470010111000002430001500000003;Parque_Cementerio.Unidad_Predial;Agropecuario
3016090;470010110000000380901901010195;PH.Unidad_Predial;Forestal
3018490;470010107000000150903901020130;PH.Unidad_Predial;Forestal
3014464;470010107000000430903901010092;PH.Unidad_Predial;Forestal
899931;470010107000000310904901010121;PH.Unidad_Predial;Forestal
861282;470010110000000800901901010034;PH.Unidad_Predial;Forestal
1035422;470010110000000580902901030145;PH.Unidad_Predial;Forestal
991387;470010104000000280902901020092;PH.Unidad_Predial;Forestal
989929;470010105000000030901900000028;PH.Unidad_Predial;Agropecuario
857876;470010109000002580801800000283;Condominio.Unidad_Predial;Forestal
873222;470010106000011370052500000001;Parque_Cementerio.Unidad_Predial;Forestal
3012778;470010107000000690903901010075;PH.Unidad_Predial;Forestal
707554;470010106000011240056500000001;Parque_Cementerio.Unidad_Predial;Forestal
993435;470010110000000380903901000913;PH.Unidad_Predial;Forestal
1015810;470010110000000630901901050248;PH.Unidad_Predial;Forestal
998529;470010108000000010901903010729;PH.Unidad_Predial;Forestal
3019828;470010107000000130906901030184;PH.Unidad_Predial;Forestal
766661;470010109000002420006000000000;NPH;Forestal
1024365;470010110000000640903904011232;PH.Unidad_Predial;Forestal
1008353;470010108000000020902901040190;PH.Unidad_Predial;Forestal
994149;470010107000000740901902040173;PH.Unidad_Predial;Forestal
702897;470010106000009350011500000001;Parque_Cementerio.Unidad_Predial;Forestal
902932;470010108000000010901902040339;PH.Unidad_Predial;Forestal
905399;470010107000000300902901030117;PH.Unidad_Predial;Forestal
3016762;470010107000000280904901100345;PH.Unidad_Predial;Forestal
3011059;470010110000000620903901060644;PH.Unidad_Predial;Forestal
3013501;470010107000000610902901040063;PH.Unidad_Predial;Forestal
844585;470010114000001290001500000026;Parque_Cementerio.Unidad_Predial;Forestal
679677;470010107000000060153000000000;NPH;Forestal
1004285;470010110000000610902900000074;PH.Unidad_Predial;Forestal
1022444;470010110000000570902900000095;PH.Unidad_Predial;Forestal
988403;470010106000010440009000000000;NPH;Forestal
794645;470010103000003630001500000001;Parque_Cementerio.Unidad_Predial;Forestal
3012475;470010108000000010901902030217;PH.Unidad_Predial;Forestal
878073;470010106000007720801800000005;Condominio.Unidad_Predial;Forestal
1066821;470010110000000190901900010114;PH.Unidad_Predial;Forestal
1001862;470010110000000710901901010104;PH.Unidad_Predial;Forestal
873890;470010110000000640903901010686;PH.Unidad_Predial;Forestal
3017755;470010107000000690905901010135;PH.Unidad_Predial;Forestal
1022639;470010115000006650901900000357;PH.Unidad_Predial;Forestal
830136;470010106000008210004000000000;NPH;Forestal
3019408;470010110000000400902901070127;PH.Unidad_Predial;Forestal
3011170;470010107000000600902901010067;PH.Unidad_Predial;Forestal
1006681;470010115000006650901900000973;PH.Unidad_Predial;Forestal
3022471;470010107000000080910901090434;PH.Unidad_Predial;Forestal
1062052;470010115000006650901900000993;PH.Unidad_Predial;Forestal
996104;470010110000000640903901010682;PH.Unidad_Predial;Forestal
905677;470010107000000120902901000086;PH.Unidad_Predial;Forestal
799185;470010104000000730055000000000;NPH;Agropecuario
3013015;470010108000000010901903040877;PH.Unidad_Predial;Forestal
997007;470010108000000010901901100495;PH.Unidad_Predial;Forestal
874611;470010113000000270014500000001;Parque_Cementerio.Unidad_Predial;Forestal
3015112;470010107000000490904901010184;PH.Unidad_Predial;Forestal
1056312;470010107000000280904902100421;PH.Unidad_Predial;Forestal
1025441;470010107000000120901901010032;PH.Unidad_Predial;Forestal
661921;470010106000000740006500000001;Parque_Cementerio.Unidad_Predial;Forestal
3013588;470010110000000640905901071067;PH.Unidad_Predial;Forestal
955439;470010107000000450903901020041;PH.Unidad_Predial;Forestal
826463;470010104000000650901901010597;PH.Unidad_Predial;Forestal
854940;470010104000000300904901030301;PH.Unidad_Predial;Forestal
663702;470010107000000740901900000000;PH.Matriz;Forestal
3024256;470010104000000010901901040102;PH.Unidad_Predial;Agropecuario
3027958;470010107000000280904902010202;PH.Unidad_Predial;Forestal
979560;470010108000000010901901030270;PH.Unidad_Predial;Forestal
849472;470010107000001410056500000022;Parque_Cementerio.Unidad_Predial;Forestal
996147;470010110000002430901901030089;PH.Unidad_Predial;Forestal
946717;470010107000000310903901020069;PH.Unidad_Predial;Forestal
666495;470010109000002420010000000000;NPH;Forestal
3024799;470010110000000620902901010258;PH.Unidad_Predial;Forestal
708116;470010106000007240023500000001;Parque_Cementerio.Unidad_Predial;Forestal
1025774;470010107000000150904901010258;PH.Unidad_Predial;Forestal
956301;470010116000002610022000000000;NPH;Forestal
719346;470010107000000080911900000500;PH.Unidad_Predial;Forestal
1014302;470010104000000640901901011009;PH.Unidad_Predial;Forestal
1013752;470010103000000570801800000016;Condominio.Unidad_Predial;Forestal
1019541;470010106000007370010000000000;NPH;Forestal
3015424;470010107000000770902901010064;PH.Unidad_Predial;Agropecuario
699632;470010106000001160001000000000;NPH;Forestal
1055640;470010106000000560901902040094;PH.Unidad_Predial;Forestal
999434;470010110000000380903901010943;PH.Unidad_Predial;Forestal
3025600;470010110000000620902901020321;PH.Unidad_Predial;Forestal
828191;470010110000000620903901040622;PH.Unidad_Predial;Forestal
954729;470010110000001260003000000000;NPH;Forestal
3018400;470010108000000020903901080205;PH.Unidad_Predial;Forestal
3025519;470010110000000710901901010009;PH.Unidad_Predial;Forestal
956043;470010110000000380901902020153;PH.Unidad_Predial;Forestal
916997;470010104000000320903901080055;PH.Unidad_Predial;Forestal
1038896;470010110000000400903901020416;PH.Unidad_Predial;Forestal
814107;470010104000000610901901030021;PH.Unidad_Predial;Forestal
1002563;470010108000000010901901020119;PH.Unidad_Predial;Forestal
946230;470010107000000460903901020247;PH.Unidad_Predial;Forestal
3008935;470010107000000490904901010228;PH.Unidad_Predial;Forestal
3019870;470010107000001210904901040117;PH.Unidad_Predial;Forestal
986889;470010105000001100008500000001;Parque_Cementerio.Unidad_Predial;Forestal
1005456;470010107000000270905901010240;PH.Unidad_Predial;Agropecuario
3021073;470010110000000380901902010065;PH.Unidad_Predial;Forestal
3011743;470010107000000180901901090031;PH.Unidad_Predial;Forestal
926585;470010106000006240009000000000;NPH;Forestal
3016744;470010107000000300905901130013;PH.Unidad_Predial;Forestal
3009889;470010107000000150903901080164;PH.Unidad_Predial;Forestal
1000312;470010107000000740901902030154;PH.Unidad_Predial;Forestal
1010174;470010106000010140004000000000;NPH;Forestal
990695;470010101000001930901900000039;PH.Unidad_Predial;Forestal
861131;470010107000000130907901030208;PH.Unidad_Predial;Forestal
1033672;470010108000000010901901010025;PH.Unidad_Predial;Forestal
1041139;470010106000000560901904010193;PH.Unidad_Predial;Forestal
