t_id_unidadconstruccion;area_digital
1253102;0.8130454997562413
1258172;0.6389120001809317
1240163;0.8822404999365825
1275391;0.9985624997080302
1225114;0.8977969997883979
1226188;0.9988630001508984
1241597;0.998330499580985
1275667;0.9992360002177637
1244627;0.8501050002532825
1225482;0.6390625001355075
1239405;0.8635174996236618
1232538;0.9992500000596046
1257018;0.7741759995061215
1238320;0.8004954998287913
1246879;0.9915074995395914
1227137;0.9999300001893938
1230612;0.9378320002625062
1234941;0.8374794998030569
1255478;0.9992499995564577
1261917;0.9991829999496303
1244115;0.827951000032598
1244239;0.8280525002381672
1255678;0.7992280001888313
1266883;0.9997225005472172
1281442;0.9866314994279706
1270111;0.9999425001413377
1256244;0.8287620003531799
1232504;0.7879029994822834
1276256;0.892341000238914
1192927;0.885568500065064
1229280;0.8432600001313352
1246061;0.7992179997268767
1255733;0.8991470000195522
1190885;0.9915075000017601
1257614;0.7991745002658218
1258294;0.6385850000572019
1260898;0.9910079999229946
1276659;0.8554175001091604
1280284;0.899337500035204
1278639;0.9991829999496303
1226835;0.8885239994826019
1242971;0.998715999755092
1246925;0.8238960002669561
1193400;0.9015440001187325
1247697;0.7375205001641141
1262600;0.7012520000064765
1233301;0.806440000266945
1224748;0.998563000078162
1192913;0.8137844999642782
1233763;0.8665004997549933
1275473;0.7951604993315394
1274112;0.999200500064332
1193123;0.9996579997640178
1261216;0.8286150000132526
1225564;0.8306055000052489
1259068;0.8989709999907258
1279714;0.7973320000685583
1266918;0.8480554999532345
1252407;0.8979980001287983
1191098;0.8325429994266649
1274241;0.8583725003961568
1233274;0.9983535001240355
1246553;0.7669614997771326
1192617;0.8989444997627121
1253471;0.8590470000177362
1233345;0.8621825000374764
1242754;0.9988159998437538
1247254;0.9993024998835661
1230012;0.9989475000470505
1240875;0.999250000395812
1236873;0.8437685000358671
1279659;0.7704659999294822
1224205;0.9986525000991208
1237655;0.7998765003848951
1272754;0.8292304999747481
1254414;0.8993609997872597
1275846;0.8429465000457913
1210288;0.8986829989661538
1263813;0.7984200004482828
1269331;0.7499425000996609
1254812;0.9983535001240355
1245385;0.8231299997648504
1234130;0.999078999989111
1227652;0.8024955000667442
1192129;0.6805535000652689
1275323;0.8609495001338533
1255450;0.7691070000681393
1280091;0.9134635001482218
1240853;0.8519040000202172
1227342;0.9993270002410766
1272032;0.8636839998437874
1268148;0.8107079998940303
1274669;0.9995835000373852
1240843;0.8164444998709782
1270751;0.9987160000926963
1279689;0.7190595001009964
1275702;0.8985430000278336
1270745;0.8509459999753125
1261246;0.8339169999406598
1191011;0.8996645000937413
1259590;0.8764929996561427
1229195;0.8020764998625629
1270067;0.8068700000358466
1247674;0.8427615000941082
1246133;0.8105414999619164
1266885;0.7455520001250803
1240536;0.791019000004366
1227635;0.776278000101613
1276049;0.9043109999182504
1252888;0.9936429999435024
1273027;0.9033729999003913
1246496;0.8337369997256547
1272577;0.839984999740366
1266283;0.8158165003335606
1279729;0.8332005000217241
1235318;0.7251680005468131
1192955;0.8949235000086817
1263276;0.7749509999806768
1243971;0.9915075004669558
1261966;0.9996020003368165
1258372;0.8698540003516747
1274645;0.8915404998945333
1241588;0.6388450003729388
1232530;0.991507500004787
1252434;0.838884999991171
1244594;0.9982604998553618
1266273;0.9992500000596047
1253082;0.9910080003849305
1238976;0.9997600000398325
1228705;0.8489349993570334
1247636;0.9999750001864508
1273747;0.8089519995190688
1225451;0.7995825004705879
1223454;0.8580904992929921
1274245;0.9996859999138267
1215363;0.8272580007087981
1233963;0.998947500240067
1249320;0.8158875008460134
1215219;0.8013829998631571
1276648;0.8393140001797713
1231757;0.8005859997301698
1265450;0.8827969999800175
1275467;0.8181840000007153
1249284;0.8989830002358724
1190883;0.8297589999580142
1249318;0.756676000290528
1239773;0.8070100004018843
1249958;0.9752939994628487
1267498;0.7989124999885447
1245047;0.9785169998216368
1251762;0.9987350000334996
1274632;0.8239834998046011
1226854;0.9436319997652732
1225169;0.9998769999564178
1264843;0.8217075000209919
1255677;0.9997524996760208
1242728;0.8165515001277104
1238583;0.8591170000094847
1255009;0.8400160001030341
1243506;0.9994825002906563
1244578;0.4794280001500882
1228058;0.8742769998288732
1265101;0.8402405006842018
1234110;0.8436360000245609
1280649;0.8010744999038169
1248082;0.8384699998357985
1246813;0.6544164998669214
1230630;0.8989820003181993
1270740;0.7635089999892134
1227602;0.8991470004440024
1251713;0.8297399995836802
1275324;0.8247175002221764
1245408;0.9990599998934754
1190908;0.7243425004619919
1278688;0.9781669998647571
1246455;0.8009544997184929
1245726;0.9915074995395914
1274157;0.9996889999171384
1232903;0.9915089998369422
1280970;0.8585729996665361
1252447;0.8986480006380453
1280393;0.8655880001413059
1254347;0.9996849999116361
1268818;0.8989444999862295
1238742;0.999674500221584
1226404;0.9989910000170731
1240105;0.8067134997011869
1274634;0.9989594997687935
1225902;0.8576734995413906
1190871;0.8526430000503714
1232046;0.9989475000470505
1224322;0.8987875003985596
1256086;0.8710079997937735
1238584;0.9912565001823417
1241440;0.8473079998266958
1190769;0.8075004999361356
1273039;0.9983305003723764
1267465;0.8273019999981877
1243858;0.8142254999863803
1235286;0.998947500240067
1233212;0.9985624997080303
1189430;0.799006499505736
1228894;0.8995589998512381
1257715;0.7833434996630121
1245705;0.8986479997141734
1249905;0.7751624996725935
1278684;0.8556585004270507
1259178;0.8083145002579337
