t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
792052;470010115000000790801800000046;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
828396;470010110000000670009000000000;NPH;Industrial;Predio.Publico.Ejido
1022042;470010115000006800001000000000;NPH;Industrial;Predio.Publico.Ejido
960788;470010114000000660005000000000;NPH;Industrial;Predio.Publico.Ejido
959872;470010109000001900014000000000;NPH;Industrial;Predio.Publico.Ejido
959651;470010115000000790801800000037;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
1034022;470010003000000010901900003868;PH.Unidad_Predial;Industrial;Predio.Publico.Ejido
1018845;470010115000006560002000000000;NPH;Industrial;Predio.Publico.Ejido
1002036;470010115000000790801800000040;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
1024146;470010115000006560006000000000;NPH;Industrial;Predio.Publico.Ejido
1055693;470010115000000790801800000043;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
1047102;470010107000001410010000000000;NPH;Industrial;Predio.Publico.Ejido
1052120;470010107000001430013000000000;NPH;Industrial;Predio.Publico.Ejido
960055;470010112000000820001000000000;NPH;Industrial;Predio.Publico.Ejido
718816;470010110000000080024500000001;Informal;Industrial;Predio.Publico.Ejido
681522;470010106000003830008000000000;NPH;Industrial;Predio.Publico.Ejido
1028983;470010110000000080024000000000;NPH;Industrial;Predio.Publico.Ejido
659167;470010002000000066868000000000;NPH;Industrial;Predio.Publico.Ejido
959643;470010101000001720006000000000;NPH;Industrial;Predio.Publico.Ejido
1065606;470010115000006560011000000000;NPH;Industrial;Predio.Publico.Ejido
819762;470010110000001730007500000001;Informal;Industrial;Predio.Publico.Ejido
891413;470010101000002170003500000001;Parque_Cementerio.Unidad_Predial;Industrial;Predio.Publico.Ejido
935047;470010114000000900001000000000;NPH;Industrial;Predio.Publico.Ejido
808555;470010106000011470010000000000;NPH;Industrial;Predio.Publico.Ejido
1063012;470010115000000790801800000053;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
792050;470010115000000790801800000042;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
1043203;470010114000001290001000000000;NPH;Industrial;Predio.Publico.Ejido
961012;470010114000000660003000000000;NPH;Industrial;Predio.Publico.Ejido
666744;470010105000000860001000000000;NPH;Industrial;Predio.Publico.Ejido
819978;470010110000002040001000000000;NPH;Industrial;Predio.Publico.Ejido
1061286;470010115000006560012000000000;NPH;Industrial;Predio.Publico.Ejido
829120;470010107000001410009000000000;NPH;Industrial;Predio.Publico.Ejido
934520;470010109000000430019000000000;NPH;Industrial;Predio.Publico.Ejido
958264;470010107000000710001000000000;NPH;Industrial;Predio.Publico.Ejido
1035632;470010101000001940006000000000;NPH;Industrial;Predio.Publico.Ejido
960206;470010001000000021695000000000;NPH;Industrial;Predio.Publico.Ejido
960522;470010115000006560005000000000;NPH;Industrial;Predio.Publico.Ejido
1038988;470010114000000900002000000000;NPH;Industrial;Predio.Publico.Ejido
792057;470010115000000790801800000052;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
935186;470010115000006560017000000000;NPH;Industrial;Predio.Publico.Ejido
934518;470010002000000040801800009973;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
959823;470010107000001410031000000000;NPH;Industrial;Predio.Publico.Ejido
962051;470010002000000064523000000000;NPH;Industrial;Predio.Publico.Ejido
959839;470010107000001410053000000000;NPH;Industrial;Predio.Publico.Ejido
976234;470010115000000790801800000050;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
669704;470010115000006560013000000000;NPH;Industrial;Predio.Publico.Ejido
664281;470010115000000820015000000000;NPH;Industrial;Predio.Publico.Ejido
1058929;470010107000001410002000000000;NPH;Industrial;Predio.Publico.Ejido
1056328;470010107000000690038000000000;NPH;Industrial;Predio.Publico.Ejido
959653;470010115000000790801800000003;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
1063827;470010115000006460004000000000;NPH;Industrial;Predio.Publico.Ejido
959663;470010115000000790801800000057;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
718790;470010003000000010901900004001;PH.Unidad_Predial;Industrial;Predio.Publico.Ejido
958040;470010107000001410030000000000;NPH;Industrial;Predio.Publico.Ejido
934378;470010106000009600001000000000;NPH;Industrial;Predio.Publico.Ejido
934728;470010002000000010213000000000;NPH;Industrial;Predio.Publico.Ejido
792048;470010115000000790801800000041;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
959645;470010101000002170006000000000;NPH;Industrial;Predio.Publico.Ejido
817525;470010110000002070001000000000;NPH;Industrial;Predio.Publico.Ejido
704553;470010107000001430007000000000;NPH;Industrial;Predio.Publico.Ejido
763159;470010101000002170008000000000;NPH;Industrial;Predio.Publico.Ejido
934132;470010115000000790801800000060;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
992997;470010002000000064520000000000;NPH;Industrial;Predio.Publico.Ejido
1030610;470010115000000790801800000044;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
828917;470010107000001430024000000000;NPH;Industrial;Predio.Publico.Ejido
673573;470010114000000660024000000000;NPH;Industrial;Predio.Publico.Ejido
703331;470010112000000800003000000000;NPH;Industrial;Predio.Publico.Ejido
957911;470010108000000170002000000000;NPH;Industrial;Predio.Publico.Ejido
932490;470010107000000720003000000000;NPH;Industrial;Predio.Publico.Ejido
1035704;470010109000000430011000000000;NPH;Industrial;Predio.Publico.Ejido
668290;470010107000000720050000000000;NPH;Industrial;Predio.Publico.Ejido
1005513;470010115000000790801800000049;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
960514;470010900000000900052000000000;NPH;Industrial;Predio.Publico.Ejido
815126;470010003000000050123000000000;NPH;Industrial;Predio.Publico.Ejido
1058859;470010102000001010003000000000;NPH;Industrial;Predio.Publico.Ejido
673966;470010107000001410015000000000;NPH;Industrial;Predio.Publico.Ejido
934087;470010103000000450102000000000;NPH;Industrial;Predio.Publico.Ejido
961119;470010114000000660025000000000;NPH;Industrial;Predio.Publico.Ejido
753041;470010107000001410018000000000;NPH;Industrial;Predio.Publico.Ejido
934514;470010002000000040801800009975;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
675007;470010115000006560010000000000;NPH;Industrial;Predio.Publico.Ejido
1039900;470010107000001410014000000000;NPH;Industrial;Predio.Publico.Ejido
977692;470010002000000064524000000000;NPH;Industrial;Predio.Publico.Ejido
1044585;470010115000006560007000000000;NPH;Industrial;Predio.Publico.Ejido
1055575;470010115000000790801800000048;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
819998;470010110000001450001200000001;Informal;Industrial;Predio.Publico.Ejido
1021095;470010107000000710008000000000;NPH;Industrial;Predio.Publico.Ejido
667054;470010002000000040801800009976;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
678245;470010107000001410034000000000;NPH;Industrial;Predio.Publico.Ejido
806290;470010107000000590023000000000;NPH;Industrial;Predio.Publico.Ejido
1008064;470010107000000710004000000000;NPH;Industrial;Predio.Publico.Ejido
913739;470010107000000720033000000000;NPH;Industrial;Predio.Publico.Ejido
990186;470010114000000660006000000000;NPH;Industrial;Predio.Publico.Ejido
832263;470010101000002170003000000000;NPH;Industrial;Predio.Publico.Ejido
959454;470010102000002120003000000000;NPH;Industrial;Predio.Publico.Ejido
1037147;470010115000000790801800000051;Condominio.Unidad_Predial;Industrial;Predio.Publico.Ejido
