t_id_predio;numero_predial;condicion_predio
936030;470010900000000250019000000000;NPH
778437;470010600000000080041000000000;NPH
779094;470010800000000420036000000000;NPH
785514;470010109000004170021000000000;NPH
952879;470010102000002930009000000000;NPH
780618;470010600000000080011000000000;NPH
750856;470010900000002250011000000000;NPH
849397;470010900000002180004000000000;NPH
670197;470010800000001490014000000000;NPH
877939;470010600000000220004000000000;NPH
891101;470010800000000950012000000000;NPH
856691;470010900000000250015000000000;NPH
779520;470010800000000650003000000000;NPH
782971;470010900000001790004000000000;NPH
783505;470010900000002250009000000000;NPH
717331;470010900000002250013000000000;NPH
779490;470010800000000630006000000000;NPH
714517;470010900000002270006000000000;NPH
739425;470010900000000540001000000000;NPH
665171;470010800000001480017000000000;NPH
782346;470010900000000750003000000000;NPH
833152;470010900000000920001000000000;NPH
822125;470010900000001210001000000000;NPH
783365;470010900000002200003000000000;NPH
779530;470010800000000670022000000000;NPH
905962;470010800000001350003000000000;NPH
780604;470010800000001350004000000000;NPH
783465;470010900000002240004000000000;NPH
795659;470010800000000660004000000000;NPH
986733;470010800000001300002000000000;NPH
892459;470010110000000830463000000000;NPH
683841;470010600000000080051000000000;NPH
778429;470010600000000080009000000000;NPH
952834;470010003000000040327000000000;NPH
783345;470010900000002180003000000000;NPH
1035712;470010800000000670129000000000;NPH
717425;470010110000002550005000000000;NPH
681871;470010003000000040054000000000;NPH
887536;470010600000000080050000000000;NPH
844370;470010900000002260002000000000;NPH
693397;470010107000000550015000000000;NPH
865218;470010800000000690007000000000;NPH
780660;470010600000000080042000000000;NPH
881619;470010800000001550001000000000;NPH
941874;470010900000002250016000000000;NPH
780664;470010800000001480006000000000;NPH
887069;470010600000000080049000000000;NPH
781963;470010900000000570001000000000;NPH
781460;470010900000000250013000000000;NPH
782875;470010900000001570001000000000;NPH
783531;470010900000002270004000000000;NPH
932360;470010600000000170014000000000;NPH
1040363;470010800000000660061000000000;NPH
764075;470010004000000070020000000000;NPH
711847;470010600000000080013000000000;NPH
1061153;470010600000000080017000000000;NPH
1013887;470010800000001490001000000000;NPH
783499;470010900000002250008000000000;NPH
1050290;470010900000001190001000000000;NPH
725229;470010110000000300003500000001;NPH
930399;470010800000000660051000000000;NPH
728276;470010002000000049973000000000;NPH
995133;470010800000001110001000000000;NPH
782859;470010900000001210003000000000;NPH
779524;470010800000000660068000000000;NPH
783409;470010900000002220005000000000;NPH
783463;470010900000002250006000000000;NPH
778463;470010600000000080034000000000;NPH
887534;470010600000000080054000000000;NPH
837043;470010900000000250027000000000;NPH
783351;470010900000002180001000000000;NPH
793978;470010800000000660014000000000;NPH
936624;470010800000000650001000000000;NPH
999948;470010600000000080004000000000;NPH
778496;470010600000000080020000000000;NPH
783525;470010900000002270005000000000;NPH
708266;470010900000002270007000000000;NPH
991636;470010115000006840026000000000;NPH
762977;470010600000000080006000000000;NPH
952391;470010800000000910009000000000;NPH
1034070;470010600000000080023000000000;NPH
783423;470010900000002240002000000000;NPH
778479;470010600000000080044000000000;NPH
728562;470010111000003590005000000000;NPH
1061445;470010800000000660090000000000;NPH
718860;470010110000000630902000000000;NPH
970849;470010900000000900003000000000;NPH
1047699;470010900000001580001000000000;NPH
944316;470010800000000400003000000000;NPH
983509;470010111000001020002000000000;NPH
927194;470010900000000260002000000000;NPH
760775;470010900000002250012000000000;NPH
891405;470010110000000600004000000000;NPH
991634;470010800000000950015000000000;NPH
659121;470010800000001480019000000000;NPH
827631;470010900000002260004000000000;NPH
780600;470010800000001480003000000000;NPH
657753;470010110000000300001500000013;NPH
834419;470010900000001790002000000000;NPH
1020370;470010900000001610004000000000;NPH
700378;470010600000000080037000000000;NPH
953139;470010900000000210002000000000;NPH
780638;470010800000001500002000000000;NPH
854275;470010800000000660005000000000;NPH
1051646;470010900000000540004000000000;NPH
934839;470010800000000670154000000000;NPH
1028172;470010800000000490031000000000;NPH
778387;470010600000000080001000000000;NPH
693157;470010115000006840016000000000;NPH
782706;470010900000000940004000000000;NPH
863140;470010900000002180008000000000;NPH
783541;470010900000002270009000000000;NPH
838488;470010600000000080002000000000;NPH
668856;470010600000000080005000000000;NPH
666774;470010600000000080019000000000;NPH
953880;470010107000001270017000000000;NPH
799423;470010110000000390014000000000;NPH
699960;470010102000002930011000000000;NPH
888413;470010900000001800002000000000;NPH
826118;470010900000002240003000000000;NPH
781923;470010900000000540003000000000;NPH
747695;470010900000001610003000000000;NPH
862579;470010600000000220003000000000;NPH
778399;470010600000000080012000000000;NPH
741292;470010800000000400004000000000;NPH
718974;470010900000002180007000000000;NPH
1008465;470010900000002250018000000000;NPH
783491;470010900000002250015000000000;NPH
836586;470010800000000400002000000000;NPH
713802;470010900000002180005000000000;NPH
754301;470010900000000560002000000000;NPH
782845;470010900000001210002000000000;NPH
886886;470010600000000080046000000000;NPH
1039966;470010600000000220002000000000;NPH
782997;470010800000000670131000000000;NPH
1027563;470010600000000080022000000000;NPH
690878;470010800000001480020000000000;NPH
1025451;470010800000001480009000000000;NPH
728208;470010115000006200009000000000;NPH
783503;470010900000002250010000000000;NPH
783539;470010900000002260005000000000;NPH
989670;470010600000000080025000000000;NPH
976075;470010800000001490004000000000;NPH
892457;470010102000002930012000000000;NPH
1006510;470010600000000080008000000000;NPH
1006636;470010800000000670150000000000;NPH
764128;470010103000000320048000000000;NPH
782905;470010900000001660001000000000;NPH
781328;470010900000000210001000000000;NPH
1040359;470010900000002250003000000000;NPH
834612;470010900000000530006000000000;NPH
750337;470010900000002180002000000000;NPH
778419;470010600000000080014000000000;NPH
763005;470010600000000080032000000000;NPH
782686;470010900000001070003000000000;NPH
