t_id_predio;numero_predial;condicion_predio
940225;470010104000000640901900000000;PH.Matriz
1038453;470010104000000670902900000000;PH.Matriz
683328;470010107000000460903900000000;PH.Matriz
757014;470010107000000740901900000000;PH.Matriz
956643;470010110000000610901900000000;PH.Matriz
724082;470010109000002580801800000000;PH.Matriz
802513;470010107000000100910900000000;PH.Matriz
1056289;470010107000000280904900000000;PH.Matriz
717260;470010110000000320005900000000;PH.Matriz
796955;470010108000000060902900000000;PH.Matriz
931308;470010106000000560901900000000;PH.Matriz
758472;470010107000000740901900000000;PH.Matriz
689352;470010110000000380907900000000;PH.Matriz
856293;470010110000001820901900000000;PH.Matriz
