t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion
84604;Anexo;Comercial.Hoteles
84590;Anexo;Comercial.Hoteles
84603;Anexo;Comercial.Hoteles
53714;Anexo;Industrial.Bodega_Casa_Bomba
