t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
899427;470010101000001060901900000000;NPH;Acuicola;
729555;470010002000000021901901030302;PH.Unidad_Predial;Acuicola;
717429;470010104000000290901900000207;PH.Unidad_Predial;Acuicola;
728330;470010105000002580901900000000;NPH;Acuicola;
729271;470010002000000021901901050511;PH.Unidad_Predial;Acuicola;
729370;470010002000000021901901030301;PH.Unidad_Predial;Acuicola;
729852;470010002000000021901901050502;PH.Unidad_Predial;Acuicola;
730624;470010002000000021901901050508;PH.Unidad_Predial;Acuicola;
728699;470010002000000021901901010107;PH.Unidad_Predial;Acuicola;
729176;470010002000000021901901020203;PH.Unidad_Predial;Acuicola;
728789;470010002000000021901901020201;PH.Unidad_Predial;Acuicola;
730118;470010002000000021901901050504;PH.Unidad_Predial;Acuicola;
731403;470010002000000021901901040407;PH.Unidad_Predial;Acuicola;
728528;470010002000000021901901010102;PH.Unidad_Predial;Acuicola;
720338;470010002000000040621000000000;NPH;Acuicola;
658346;470010105000000440901900000000;NPH;Acuicola;
728526;470010002000000021901901010101;PH.Unidad_Predial;Acuicola;
869762;470010101000001410901900000000;NPH;Acuicola;
723518;470010002000000021901901010103;PH.Unidad_Predial;Acuicola;
729856;470010002000000021901901030308;PH.Unidad_Predial;Acuicola;
729083;470010002000000021901901020202;PH.Unidad_Predial;Acuicola;
728651;470010002000000021901901020208;PH.Unidad_Predial;Acuicola;
728522;470010002000000021901901010105;PH.Unidad_Predial;Acuicola;
729553;470010002000000021901901050501;PH.Unidad_Predial;Acuicola;
730236;470010002000000021901901030311;PH.Unidad_Predial;Acuicola;
729408;470010002000000021901901030306;PH.Unidad_Predial;Acuicola;
730297;470010002000000021901901040401;PH.Unidad_Predial;Acuicola;
729174;470010002000000021901901020211;PH.Unidad_Predial;Acuicola;
730507;470010002000000021901901050507;PH.Unidad_Predial;Acuicola;
728326;470010101000001700032000000000;NPH;Acuicola;
730234;470010002000000021901901050505;PH.Unidad_Predial;Acuicola;
730935;470010002000000021901901050509;PH.Unidad_Predial;Acuicola;
731013;470010002000000021901901040405;PH.Unidad_Predial;Acuicola;
899123;470010105000000470901900000000;NPH;Acuicola;
899228;470010115000006460901900000000;NPH;Acuicola;
660560;470010002000000021901901020210;PH.Unidad_Predial;Acuicola;
730333;470010002000000021901901050506;PH.Unidad_Predial;Acuicola;
722197;470010101000000990901900000000;NPH;Acuicola;
730505;470010002000000021901901040402;PH.Unidad_Predial;Acuicola;
729931;470010002000000021901901030309;PH.Unidad_Predial;Acuicola;
729220;470010002000000021901901040410;PH.Unidad_Predial;Acuicola;
729933;470010002000000021901901020207;PH.Unidad_Predial;Acuicola;
868640;470010101000001440901900000000;NPH;Acuicola;
899208;470010001000000029001900000000;NPH;Acuicola;
899164;470010002000000021901901010106;PH.Unidad_Predial;Acuicola;
729509;470010002000000021901901020205;PH.Unidad_Predial;Acuicola;
726625;470010002000000021901901010110;PH.Unidad_Predial;Acuicola;
728649;470010002000000021901901010109;PH.Unidad_Predial;Acuicola;
730116;470010002000000021901901030310;PH.Unidad_Predial;Acuicola;
723548;470010002000000021901901010104;PH.Unidad_Predial;Acuicola;
786948;470010002000000021901900000000;NPH;Acuicola;
728747;470010002000000021901901030303;PH.Unidad_Predial;Acuicola;
659868;470010105000001150901900000000;NPH;Acuicola;
729218;470010002000000021901901040408;PH.Unidad_Predial;Acuicola;
722195;470010101000001400903900000000;NPH;Acuicola;
729981;470010002000000021901901050503;PH.Unidad_Predial;Acuicola;
729178;470010002000000021901901030305;PH.Unidad_Predial;Acuicola;
729854;470010002000000021901901020206;PH.Unidad_Predial;Acuicola;
729551;470010002000000021901901030307;PH.Unidad_Predial;Acuicola;
731053;470010002000000021901901050510;PH.Unidad_Predial;Acuicola;
730931;470010002000000021901901040404;PH.Unidad_Predial;Acuicola;
728793;470010002000000021901901030304;PH.Unidad_Predial;Acuicola;
729081;470010002000000021901901010108;PH.Unidad_Predial;Acuicola;
729412;470010002000000021901901040409;PH.Unidad_Predial;Acuicola;
729372;470010002000000021901901020204;PH.Unidad_Predial;Acuicola;
728745;470010002000000021901901010111;PH.Unidad_Predial;Acuicola;
1061127;470010101000001400901900000000;NPH;Acuicola;
731287;470010002000000021901901040406;PH.Unidad_Predial;Acuicola;
730622;470010002000000021901901040403;PH.Unidad_Predial;Acuicola;
728328;470010101000001700033000000000;NPH;Acuicola;
1073052;470010002000000021901901040411;PH.Unidad_Predial;Acuicola;
899425;470010101000001230901900000000;NPH;Acuicola;
728791;470010002000000021901901020209;PH.Unidad_Predial;Acuicola;
