t_id_unidadconstruccion;planta_ubicacion;area_construida;area_calculada
1219817;0;0.0;1656.2
1219286;0;0.0;8013.4
1220704;0;0.0;9386.2
1219816;0;0.0;785.4
1281910;1;0.0;35.0
