t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion
70072;Institucional;Residencial.Vivienda_Hasta_3_Pisos
54406;Institucional;Residencial.Vivienda_Hasta_3_Pisos
