t_id_construccion;area_digital
100848;0.7988210003043021
270472;0.03256549970924669
145974;0.0013794979798085194
89021;0.7499540003071576
129806;0.9013469996560105
216347;0.4003990002844706
86328;0.8981799989262875
151230;0.879605499742849
196069;0.736821000139225
202984;0.8987179998553991
125688;0.17963649995184874
143169;0.9648714994964038
178292;0.8989645013315621
214480;0.9105934994739537
106289;0.007611999813664705
166453;0.35947600005359953
209196;0.9862724998187833
166027;0.9995050014568306
180024;0.7981500005611685
121849;0.8989625004421921
122923;0.042833501164285304
158170;0.7992179997333959
115662;0.7183405000136028
173859;0.07972000139134039
127316;0.8980015018903781
109536;0.719531999008853
162954;0.27964800034095344
199620;0.9988330000185948
160911;0.3294390004156288
144634;0.039429499835327286
158307;0.3676110001616515
115806;0.8990189998430144
213570;0.8991220012337172
209515;0.6292409997628219
86149;0.7992180001096502
219388;0.7737964996659981
270444;0.47858400083592545
127365;0.1070330009481944
268766;0.8000079998713061
190966;0.09975500000536443
143376;0.9993719996525645
97021;0.9417885003788639
98011;0.8989815001010374
187828;0.7986489994341731
133135;0.8237330002936144
148848;0.638818499923503
155219;0.6001535002798922
138664;0.6789719999896567
109975;0.9991929996930695
92186;0.0077750001213513316
86819;0.9663905003184714
188420;0.7499539998498782
95160;0.8384210002311469
160952;0.7991614998939205
144357;0.9991714999621584
179331;0.7768929997584018
98864;0.0031234998188316987
161988;0.8992605012567698
175522;0.7991614999830947
211352;0.493272000249356
89515;0.7994395004048496
114312;0.9981039995200037
87145;0.5232424994033575
172987;0.8159910009546819
270079;0.042932999783622194
133758;0.9990040000697635
95426;0.9993799996365607
98473;0.8389524995534589
133907;0.8883660001961197
198776;0.9993799996365607
93332;0.958122499800343
276052;0.9987094996114
164813;0.7984099998596683
107267;0.7499399995351583
152241;0.8412505004597717
122504;0.8982354989610128
213244;0.9995049995988421
187123;0.9583635001450088
178768;0.9958079992853646
141566;0.5982904997888282
130370;0.5980650001302734
129114;0.3815654999853838
141151;0.7992179999923036
138740;0.08403200192715232
145898;0.8919909994699211
155102;0.9744790000801943
106874;0.8788615001105927
156463;0.7999689996499048
143809;0.010741000144198515
162793;0.8986790000395888
131521;0.6994345002656076
205162;0.49945250005846853
212501;0.5486560003077201
184864;0.8482655002255719
158581;0.8990664998967703
162130;0.7991614999830947
168865;0.9986524997063354
212988;0.8437475003235134
147740;0.5955354998945239
152517;0.8000259998655654
158104;0.7484560004139841
218715;0.4497639996665195
151104;0.016437500250060112
186620;0.9985145004869457
126210;0.5091874999208376
182609;0.8642624996806961
157557;0.9128285003109519
197304;0.5990400001951866
108537;0.898697000365166
88213;0.7987830001509822
89595;0.8985570004675835
183709;0.9987484999839085
196297;0.004711000087331982
91377;0.5704779996938334
161927;0.03936249946737662
131407;0.02625100068810937
87264;0.8745439995780997
196369;0.9599369996340592
159477;0.999717999789508
