t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
971819;470010106000006180002500000001;Parque_Cementerio.Unidad_Predial;Infraestructura_Transporte;
967150;470010104000000280003000000000;NPH;Infraestructura_Transporte;
1052618;470010104000000280006000000000;NPH;Infraestructura_Transporte;
943612;470010104000000280005000000000;NPH;Infraestructura_Transporte;
822396;470010106000008080025000000000;NPH;Infraestructura_Transporte;
888743;470010104000000020001000000000;NPH;Infraestructura_Transporte;
1073054;470010002000000067059000000000;NPH;Infraestructura_Transporte;
659789;470010104000000010001000000000;NPH;Infraestructura_Transporte;
1020683;470010107000000220007000000000;NPH;Infraestructura_Transporte;
943918;470010104000000030011000000000;NPH;Infraestructura_Transporte;
731371;470010104000000170008000000000;NPH;Infraestructura_Transporte;
947378;470010104000000280007000000000;NPH;Infraestructura_Transporte;
1025320;470010104000000030010000000000;NPH;Infraestructura_Transporte;
872134;470010104000000280004000000000;NPH;Infraestructura_Transporte;
1032796;470010104000000330014000000000;NPH;Infraestructura_Transporte;
971601;470010104000000300012000000000;NPH;Infraestructura_Transporte;
