t_id_predio;numero_predial;matricula_inmobiliaria;codigo_homologado
929677;470010107000000500009000000000;100448;RIC01035090
1025379;470010115000006180012000000000;100448;RIC00763855
688179;470010103000002140016000000000;10057;RIC00889067
723791;470010103000002140017000000000;10057;RIC00809359
1025415;470010103000002140017500000001;10057;RIC00741795
987244;470010102000001080015500000001;1006;BJZ0002HBTB
944153;470010102000001080015500000002;1006;BJZ0003APUC
670723;470010900000000050013000000000;100697;RIC00954061
781925;470010900000000540002000000000;100697;RIC01001695
986104;470010900000000050015000000000;100698;BJZ0002JLMD
1051646;470010900000000540004000000000;100698;BJZ0003BZDD
787089;470010103000000790083000000000;100733;RIC01056019
865853;470010107000000120904901070428;100733;RIC01042077
812221;470010103000002560012000000000;10093;RIC01089829
829392;470010103000002560012500000001;10093;RIC00877243
838623;470010103000001520002000000000;10100240003351;RIC00811945
907395;470010103000001520003000000000;10100240003351;RIC00875279
917124;470010103000001520004000000000;10100240003351;RIC00866409
738313;470010103000001520005000000000;10100240003351;RIC01056471
918168;470010103000001520006000000000;10100240003351;RIC01006363
738315;470010103000001520007000000000;10100240003351;RIC00914631
786632;470010103000001520008000000000;10100240003351;RIC00754417
803094;470010103000001520009000000000;10100240003351;RIC00778047
713384;470010103000001520010000000000;10100240003351;RIC00825753
879607;470010103000001520011000000000;10100240003351;RIC00780369
923535;470010103000001520012000000000;10100240003351;RIC00941409
713044;470010103000001520013000000000;10100240003351;RIC00993637
907399;470010103000001520014000000000;10100240003351;RIC01021529
812040;470010103000001520015000000000;10100240003351;RIC00811947
850301;470010103000001520016000000000;10100240003351;RIC00850755
807390;470010103000001520017000000000;10100240003351;RIC01026961
738325;470010103000001520018000000000;10100240003351;RIC01089799
787700;470010103000001520019000000000;10100240003351;RIC00778049
831860;470010103000001520020000000000;10100240003351;RIC00875281
907397;470010103000001520021000000000;10100240003351;RIC00993639
907401;470010103000001520022000000000;10100240003351;RIC00778051
845673;470010103000001520023000000000;10100240003351;RIC00993641
796022;470010103000001520024000000000;10100240003351;RIC00947799
907416;470010103000001520025000000000;10100240003351;RIC01056473
840741;470010103000002250006000000000;10100240003351;RIC00856437
857778;470010103000002250007000000000;10100240003351;RIC00870617
908908;470010103000002250008000000000;10100240003351;RIC00757201
883834;470010103000002250010000000000;10100240003351;RIC00853153
804332;470010103000002260007000000000;10100240003351;RIC00884953
723083;470010103000002260009000000000;10100240003351;RIC00856441
725140;470010103000002260010000000000;10100240003351;RIC00997509
817420;470010103000002260012000000000;10100240003351;RIC00951163
796092;470010103000002370020000000000;10100240003351;RIC01087495
796038;470010103000002370023000000000;10100240003351;RIC00951555
828981;470010103000002380001000000000;10100240003351;RIC00974339
734481;470010103000002380002000000000;10100240003351;RIC01023963
879966;470010103000002380003000000000;10100240003351;RIC00829139
893101;470010103000002380005000000000;10100240003351;RIC00920245
708602;470010103000002380006000000000;10100240003351;RIC00936033
893139;470010103000002380007000000000;10100240003351;RIC00885341
884723;470010103000002380008000000000;10100240003351;RIC01017025
814958;470010103000002380010000000000;10100240003351;RIC00781007
811691;470010103000002380011000000000;10100240003351;RIC00856491
792127;470010103000002380012000000000;10100240003351;RIC00853207
812233;470010103000002380015000000000;10100240003351;RIC01087515
707250;470010103000002380016000000000;10100240003351;RIC00757243
741943;470010103000002380017000000000;10100240003351;RIC00803395
812774;470010103000002380018000000000;10100240003351;RIC00975273
811439;470010103000002760014000000000;10100240003351;RIC00957641
849011;470010103000002760015000000000;10100240003351;RIC01022957
859292;470010103000002760016000000000;10100240003351;RIC00775331
810452;470010103000002760017000000000;10100240003351;RIC00755859
808197;470010103000002760019000000000;10100240003351;RIC00925733
836956;470010103000002980007000000000;10100240003351;RIC00872551
807813;470010103000002980008000000000;10100240003351;RIC00920625
817164;470010103000002980009000000000;10100240003351;RIC00762439
777661;470010103000002980011000000000;10100240003351;RIC01124294
837748;470010103000003080001000000000;10100240003351;RIC01024369
777409;470010103000003080002000000000;10100240003351;RIC00899657
900356;470010103000003080003000000000;10100240003351;RIC00964721
914115;470010103000003080004000000000;10100240003351;RIC00862781
810900;470010103000003080005000000000;10100240003351;RIC00925297
720960;470010103000003080007000000000;10100240003351;RIC01028369
806907;470010103000003080008000000000;10100240003351;RIC00982253
841773;470010103000003080009000000000;10100240003351;RIC01021607
807897;470010103000003080010000000000;10100240003351;RIC00898719
887569;470010103000003080011000000000;10100240003351;RIC00925299
770239;470010103000003080012000000000;10100240003351;RIC00812973
814461;470010103000003080013000000000;10100240003351;RIC00869221
808819;470010103000003080014000000000;10100240003351;RIC00774337
811190;470010103000003080015000000000;10100240003351;RIC00808931
827091;470010103000003080016000000000;10100240003351;RIC00747175
894358;470010103000003550001000000000;10100240003351;RIC00861091
811765;470010103000003550002000000000;10100240003351;RIC00962371
810884;470010103000003550006000000000;10100240003351;RIC00980367
855110;470010103000003550007000000000;10100240003351;RIC00826781
813858;470010103000003550008000000000;10100240003351;RIC00980369
816171;470010103000003550011000000000;10100240003351;RIC00775271
810396;470010103000003550012000000000;10100240003351;RIC00867811
798262;470010103000003550013000000000;10100240003351;RIC01028397
816995;470010103000003560001000000000;10100240003351;RIC00904851
884326;470010103000003560002000000000;10100240003351;RIC00904853
854835;470010103000003560003000000000;10100240003351;RIC00799199
702877;470010103000003560010000000000;10100240003351;RIC01028399
814062;470010103000003570009000000000;10100240003351;RIC00942893
860291;470010103000003570010000000000;10100240003351;RIC00919433
776826;470010103000003570012000000000;10100240003351;RIC01124334
887676;470010103000003570014000000000;10100240003351;RIC00982279
857035;470010103000003570015000000000;10100240003351;RIC00799203
888759;470010103000003570017000000000;10100240003351;RIC00889019
838506;470010103000003570019000000000;10100240003351;RIC00869243
925911;470010103000003570020000000000;10100240003351;RIC00869245
749895;470010103000003570023000000000;10100240003351;RIC00980373
731133;470010103000003600004000000000;10100240003351;RIC00980393
807956;470010103000003600006000000000;10100240003351;RIC00813365
776848;470010103000003600007000000000;10100240003351;RIC01124706
814621;470010103000003600008000000000;10100240003351;RIC00982747
707781;470010103000003600010000000000;10100240003351;RIC00980395
823049;470010103000003600011000000000;10100240003351;RIC00985015
816469;470010103000003600012000000000;10100240003351;RIC00982749
712879;470010103000003600013000000000;10100240003351;RIC00941997
809025;470010103000003630001000000000;10100240003351;RIC00780965
811174;470010103000003630002000000000;10100240003351;RIC00832829
714417;470010103000003630003000000000;10100240003351;RIC01061275
717794;470010103000003630006000000000;10100240003351;RIC00907569
897933;470010103000003630007000000000;10100240003351;RIC00994587
813976;470010103000003630008000000000;10100240003351;RIC00748199
777319;470010103000003630009000000000;10100240003351;RIC01124250
862967;470010103000003630010000000000;10100240003351;RIC01023003
829261;470010103000003630011000000000;10100240003351;RIC00905831
815428;470010103000003630012000000000;10100240003351;RIC00922077
842611;470010103000003640001000000000;10100240003351;RIC00814837
816207;470010103000003640002000000000;10100240003351;RIC00853145
846484;470010103000003640003000000000;10100240003351;RIC00793429
838633;470010103000003640005000000000;10100240003351;RIC00814839
816407;470010103000003640007000000000;10100240003351;RIC00776265
866386;470010103000003640008000000000;10100240003351;RIC00922079
921778;470010103000003640009000000000;10100240003351;RIC00951161
836608;470010103000003640010000000000;10100240003351;RIC00756253
849019;470010103000003640011000000000;10100240003351;RIC01023005
806266;470010103000003650001000000000;10100240003351;RIC00793431
868166;470010103000003650002000000000;10100240003351;RIC00856431
817624;470010103000003650003000000000;10100240003351;RIC00853147
879443;470010103000003650004000000000;10100240003351;RIC00756255
811689;470010103000003650005000000000;10100240003351;RIC00856433
817252;470010103000003650007000000000;10100240003351;RIC00997505
849307;470010103000003650008000000000;10100240003351;RIC01061277
813878;470010103000003650009000000000;10100240003351;RIC00814841
758192;470010103000003650010000000000;10100240003351;RIC00748201
811603;470010103000003650011000000000;10100240003351;RIC00994589
816981;470010103000003650013000000000;10100240003351;RIC01029397
802875;470010103000003650014000000000;10100240003351;RIC00861747
816723;470010103000003650016000000000;10100240003351;RIC00983729
839111;470010103000003650018000000000;10100240003351;RIC00907571
856735;470010103000003650020000000000;10100240003351;RIC00757197
703207;470010103000003650021000000000;10100240003351;RIC00884949
806030;470010103000003650023000000000;10100240003351;RIC01086541
809760;470010103000003670001000000000;10100240003351;RIC00776269
805368;470010103000003670002000000000;10100240003351;RIC00905833
724006;470010103000003670003000000000;10100240003351;RIC00748203
711272;470010103000003670005000000000;10100240003351;RIC00803391
807198;470010103000003670006000000000;10100240003351;RIC00856487
858529;470010103000003670007000000000;10100240003351;RIC00984127
845480;470010103000003670008000000000;10100240003351;RIC00963745
777611;470010103000003670009000000000;10100240003351;RIC01124286
815489;470010103000003670010000000000;10100240003351;RIC00793481
787035;470010103000003670011000000000;10100240003351;RIC00963747
824147;470010103000003670015000000000;10100240003351;RIC00832891
836123;470010103000003680002000000000;10100240003351;RIC00974359
700697;470010103000003680003000000000;10100240003351;RIC01087507
706521;470010103000003680006000000000;10100240003351;RIC00885349
810026;470010103000003680010000000000;10100240003351;RIC01087509
892253;470010103000003680011000000000;10100240003351;RIC01061617
811228;470010103000003680013000000000;10100240003351;RIC00793483
706523;470010103000003690001000000000;10100240003351;RIC00885353
820914;470010103000003690002000000000;10100240003351;RIC00936041
810591;470010103000003690003000000000;10100240003351;RIC00748597
878475;470010103000003690004000000000;10100240003351;RIC00922121
816885;470010103000003690005000000000;10100240003351;RIC00793485
786648;470010103000003690007000000000;10100240003351;RIC00853203
787938;470010103000003690008000000000;10100240003351;RIC00803393
703737;470010103000003690011000000000;10100240003351;RIC01061621
860532;470010103000003690012000000000;10100240003351;RIC00963751
849849;470010103000003690017000000000;10100240003351;RIC00793487
810898;470010103000003690018000000000;10100240003351;RIC00936043
810786;470010103000003690019000000000;10100240003351;RIC01061623
737428;470010103000003710001000000000;10100240003351;RIC00951561
809964;470010103000003710002000000000;10100240003351;RIC00856489
863803;470010103000003710003000000000;10100240003351;RIC00816235
853203;470010103000003710004000000000;10100240003351;RIC00898807
785278;470010103000003710005000000000;10100240003351;RIC00853205
839954;470010103000003710006000000000;10100240003351;RIC01029791
759435;470010103000003710007000000000;10100240003351;RIC01023977
812329;470010103000003710008000000000;10100240003351;RIC00920259
809237;470010103000003710009000000000;10100240003351;RIC00922129
889157;470010103000003710010000000000;10100240003351;RIC00748599
816721;470010103000003710011000000000;10100240003351;RIC01087513
706835;470010103000003710013000000000;10100240003351;RIC00963755
840390;470010103000003710014000000000;10100240003351;RIC00793489
812407;470010103000003710015000000000;10100240003351;RIC00885357
812573;470010103000003710016000000000;10100240003351;RIC00975271
811166;470010103000003710017000000000;10100240003351;RIC00997547
881094;470010103000003720001000000000;10100240003351;RIC00997549
707405;470010103000003720002000000000;10100240003351;RIC00828125
794868;470010103000003720004000000000;10100240003351;RIC00854075
833807;470010103000003720005000000000;10100240003351;RIC00759585
812169;470010103000003720006000000000;10100240003351;RIC00836599
869626;470010103000003720007000000000;10100240003351;RIC01091213
811942;470010103000003720008000000000;10100240003351;RIC01091215
702745;470010103000003720009000000000;10100240003351;RIC00997465
854945;470010103000003720012000000000;10100240003351;RIC00802955
776988;470010103000003720013000000000;10100240003351;RIC01124766
725138;470010103000003720014000000000;10100240003351;RIC00997467
776990;470010103000003720015000000000;10100240003351;RIC01124768
806471;470010103000003720016000000000;10100240003351;RIC00913625
725445;470010103000003720017000000000;10100240003351;RIC00755865
777022;470010103000003720020000000000;10100240003351;RIC01124770
815629;470010103000003720021000000000;10100240003351;RIC00868793
777024;470010103000003720022000000000;10100240003351;RIC01124772
717373;470010103000003720023000000000;10100240003351;RIC00828127
849564;470010103000003720024000000000;10100240003351;RIC00755867
840918;470010103000003720025000000000;10100240003351;RIC00905289
881625;470010103000003720027000000000;10100240003351;RIC00759587
853430;470010103000003720028000000000;10100240003351;RIC00913627
721409;470010103000003720029000000000;10100240003351;RIC00814795
807109;470010103000003720031000000000;10100240003351;RIC00997469
791445;470010103000003730015000000000;10100240003351;RIC01061229
851829;470010103000003730016000000000;10100240003351;RIC01091217
835729;470010103000003730017000000000;10100240003351;RIC00889089
852642;470010103000003730018000000000;10100240003351;RIC00828131
840920;470010103000003730019000000000;10100240003351;RIC00905291
719489;470010103000003730020000000000;10100240003351;RIC00983163
809001;470010103000003730021000000000;10100240003351;RIC00870599
844611;470010103000003730022000000000;10100240003351;RIC00854081
840858;470010103000007520001000000000;10100240003351;RIC00886371
805400;470010103000007520002000000000;10100240003351;RIC01017921
808191;470010103000007520003000000000;10100240003351;RIC00749611
725032;470010103000007520004000000000;10100240003351;RIC00976279
811769;470010103000007520005000000000;10100240003351;RIC00997977
905920;470010103000007520006000000000;10100240003351;RIC01011083
817434;470010103000007520008000000000;10100240003351;RIC00751185
786841;470010103000007520009000000000;10100240003351;RIC00899701
811984;470010103000007520010000000000;10100240003351;RIC00762871
808943;470010103000007520011000000000;10100240003351;RIC00805221
806943;470010103000007520012000000000;10100240003351;RIC00997979
806387;470010103000007520013000000000;10100240003351;RIC01126174
866145;470010103000007520014000000000;10100240003351;RIC00899703
816371;470010103000007520015000000000;10100240003351;RIC00829577
805828;470010103000007520016000000000;10100240003351;RIC00976281
787608;470010103000007520017000000000;10100240003351;RIC01077123
809307;470010103000003600001000000000;10100240003383;RIC00980391
809828;470010103000003600002000000000;10100240003383;RIC01091169
735167;470010101000000350001000000000;10100320001656;RIC01056781
899611;470010101000000350002000000000;10100320001656;RIC00889699
826300;470010102000001010012000000000;10100430004350;RIC01020057
807663;470010102000001010013000000000;10100430004350;RIC01030543
1056371;470010110000000190905900000395;101008;RIC01053051
1033709;470010110000000190906900000304;101008;RIC02851314
922973;470010109000000960003000000000;10101050031559;RIC00905525
856563;470010109000000970001000000000;10101050031559;RIC01091155
743631;470010109000000970004000000000;10101050031559;RIC00965947
701430;470010109000000970005000000000;10101050031559;RIC00776191
773437;470010109000000970006000000000;10101050031559;RIC00851089
743659;470010109000000970008000000000;10101050031559;RIC00986075
743655;470010109000000970009000000000;10101050031559;RIC00880637
743649;470010109000000970010000000000;10101050031559;RIC00790875
877258;470010109000000970011000000000;10101050031559;RIC00759997
716193;470010109000000970012000000000;10101050031559;RIC00894087
743645;470010109000000970013000000000;10101050031559;RIC00949753
743653;470010109000000970017000000000;10101050031559;RIC00874619
856758;470010109000001060001000000000;10101050031559;RIC00760009
743761;470010109000001060002000000000;10101050031559;RIC00851115
743759;470010109000001060003000000000;10101050031559;RIC00801425
719495;470010109000001060004000000000;10101050031559;RIC00983859
713770;470010109000001060007000000000;10101050031559;RIC00966313
870449;470010109000001060008000000000;10101050031559;RIC00839751
741162;470010109000001060009000000000;10101050031559;RIC00966315
716326;470010109000001060011000000000;10101050031559;RIC00928981
723484;470010109000001060012000000000;10101050031559;RIC00964123
719990;470010109000001060014000000000;10101050031559;RIC00767911
880137;470010109000001060015000000000;10101050031559;RIC00859511
743780;470010109000001060016000000000;10101050031559;RIC00965965
852093;470010109000001060017000000000;10101050031559;RIC00760011
