t_id_predio;numero_predial;matricula_inmobiliaria;codigo_homologado
743788;470010109000001060020000000000;10101050031559;RIC00928035
766331;470010109000001060021000000000;10101050031559;RIC01073735
768735;470010109000001060022000000000;10101050031559;RIC01059011
853195;470010109000001090001000000000;10101050031559;RIC00894115
829442;470010109000001090002000000000;10101050031559;RIC00907369
725166;470010109000001090003000000000;10101050031559;RIC01016063
743852;470010109000001090005000000000;10101050031559;RIC00870581
743829;470010109000001090006000000000;10101050031559;RIC01087145
714114;470010109000001090007000000000;10101050031559;RIC01016065
866566;470010109000001090008000000000;10101050031559;RIC00964135
716195;470010109000001090009000000000;10101050031559;RIC00894117
767609;470010109000001090010000000000;10101050031559;RIC00943727
743854;470010109000001090011000000000;10101050031559;RIC00802347
901145;470010101000000850020000000000;10101070001247;RIC00766711
711006;470010101000000850021000000000;10101070001247;RIC01058679
785508;470010101000000850022000000000;10101070001247;RIC00960089
801909;470010101000000720012000000000;10101640001566;RIC01026341
801923;470010101000000720013000000000;10101640001566;RIC00958757
801907;470010101000000720014000000000;10101640001566;RIC00749705
801948;470010101000000720008000000000;10101640001567;RIC00889701
801905;470010101000000720009000000000;10101640001567;RIC00749703
801927;470010101000000720010000000000;10101640001567;RIC00868567
735885;470010101000000720011000000000;10101640001567;RIC01056785
835548;470010102000001160006000000000;10101920035667;RIC00830387
903537;470010102000001160008000000000;10101920035667;RIC00950051
845862;470010102000001170002000000000;10101920035667;RIC01020495
903539;470010102000001180001000000000;10101920035667;RIC00769491
903559;470010102000001200001000000000;10101920035667;RIC00752351
741432;470010102000001200003000000000;10101920035667;RIC00778471
871186;470010102000001200007000000000;10101920035667;RIC00939837
749172;470010102000001210004000000000;10101920035667;RIC00769495
791419;470010102000001220009000000000;10101920035667;RIC00853885
805663;470010102000001220012000000000;10101920035667;RIC00841203
737192;470010102000001250007000000000;10101920035667;RIC00824323
882036;470010102000001270010000000000;10101920035667;RIC00828957
808262;470010102000001270011000000000;10101920035667;RIC01059413
836633;470010102000001280017000000000;10101920035667;RIC00828961
903664;470010102000001410013000000000;10101920035667;RIC01019127
844159;470010102000003330001000000000;10101920035667;RIC00774281
824682;470010102000003330006000000000;10101920035667;RIC00831339
731869;470010102000003430011000000000;10101920035667;RIC00803119
813404;470010102000003560001000000000;10101920035667;RIC01086125
813000;470010102000003570016000000000;10101920035667;RIC01025551
890669;470010102000003570017000000000;10101920035667;RIC00847075
811879;470010102000003580005000000000;10101920035667;RIC00803167
709407;470010102000003590001000000000;10101920035667;RIC01022847
904879;470010102000003590008000000000;10101920035667;RIC00929273
838809;470010102000003630012000000000;10101920035667;RIC00858211
871812;470010102000003700009000000000;10101920035667;RIC01013019
787780;470010102000003710001000000000;10101920035667;RIC00976169
904914;470010102000003770022000000000;10101920035667;RIC00772049
798252;470010102000003770023000000000;10101920035667;RIC01031745
807473;470010102000003800005000000000;10101920035667;RIC00882977
904918;470010102000003820003000000000;10101920035667;RIC01092627
996266;470010102000003820004000000000;10101920035667;RIC01126524
762730;470010102000003820017000000000;10101920035667;RIC00866799
850962;470010102000003820018000000000;10101920035667;RIC00916425
810253;470010102000003830013000000000;10101920035667;RIC00882891
737579;470010102000003830014000000000;10101920035667;RIC00997863
854012;470010102000003850004000000000;10101920035667;RIC01031607
725875;470010102000003850009000000000;10101920035667;RIC00883873
851664;470010102000003850010000000000;10101920035667;RIC01031611
904855;470010102000003480005000000000;10101920035676;RIC01086115
822711;470010102000003490002000000000;10101920035676;RIC00984511
796296;470010102000003490008000000000;10101920035676;RIC00847041
796320;470010102000003490010000000000;10101920035676;RIC00962615
721368;470010004000000020140000000000;10102010018268;RIC00810207
885245;470010004000000020146000000000;10102010018268;RIC00795439
777321;470010103000002300001000000000;10102050009664;RIC01124252
908972;470010103000002300002000000000;10102050009664;RIC00856443
787283;470010103000002300003000000000;10102050009664;RIC00870627
908960;470010103000002300004000000000;10102050009664;RIC01007263
879541;470010103000002300005000000000;10102050009664;RIC00759615
777417;470010103000002300006000000000;10102050009664;RIC01124254
710904;470010103000002300007000000000;10102050009664;RIC01007265
878800;470010103000002300008000000000;10102050009664;RIC00983731
908962;470010103000002300009000000000;10102050009664;RIC01061567
826595;470010103000002300010000000000;10102050009664;RIC01061569
908958;470010103000002300011000000000;10102050009664;RIC00936003
866964;470010103000002300012000000000;10102050009664;RIC01007277
839289;470010103000002300013000000000;10102050009664;RIC00936005
829707;470010103000002300014000000000;10102050009664;RIC00861763
864400;470010103000002300015000000000;10102050009664;RIC00951539
837615;470010103000002300016000000000;10102050009664;RIC00997517
742323;470010103000002310001000000000;10102050009664;RIC00832851
847441;470010103000002310002000000000;10102050009664;RIC00905843
908984;470010103000002310003000000000;10102050009664;RIC00828189
1031096;470010103000002310004000000000;10102050009664;RIC00861765
908982;470010103000002310005000000000;10102050009664;RIC00780977
908976;470010103000002310006000000000;10102050009664;RIC00757215
827460;470010103000002310007000000000;10102050009664;RIC01023935
749875;470010103000002310008000000000;10102050009664;RIC00759631
836295;470010103000002310009000000000;10102050009664;RIC01007279
878332;470010103000002310010000000000;10102050009664;RIC00907581
891511;470010103000002310011000000000;10102050009664;RIC00936007
882562;470010103000002310012000000000;10102050009664;RIC00803359
883138;470010103000002310013000000000;10102050009664;RIC00974317
855442;470010103000002310014000000000;10102050009664;RIC00870641
882564;470010103000002310015000000000;10102050009664;RIC00905845
832566;470010103000002310016000000000;10102050009664;RIC00776287
728959;470010103000002310017000000000;10102050009664;RIC00853169
860120;470010103000002320005000000000;10102050009664;RIC00907583
843261;470010103000002320008000000000;10102050009664;RIC00936009
910517;470010103000002320009000000000;10102050009664;RIC00793447
827430;470010103000002320012000000000;10102050009664;RIC01007281
777421;470010103000002320013000000000;10102050009664;RIC01124270
885340;470010103000002320014000000000;10102050009664;RIC00776289
703070;470010103000002330002000000000;10102050009664;RIC00853171
808939;470010103000002550001000000000;10102050009664;RIC00947857
835803;470010103000002550002000000000;10102050009664;RIC00898687
810066;470010103000002550003000000000;10102050009664;RIC00754467
841257;470010103000002550004000000000;10102050009664;RIC00933495
802576;470010103000003090002000000000;10102050009664;RIC00962341
858376;470010103000003090004000000000;10102050009664;RIC00962343
811122;470010103000003090005000000000;10102050009664;RIC00942871
707779;470010103000003090007000000000;10102050009664;RIC00979425
842713;470010103000003090008000000000;10102050009664;RIC00850869
811445;470010103000003090009000000000;10102050009664;RIC00786931
739170;470010103000003090018000000000;10102050009664;RIC00801933
775026;470010103000003090019000000000;10102050009664;RIC01128920
775070;470010103000003090020000000000;10102050009664;RIC01128922
815949;470010103000003090021000000000;10102050009664;RIC00836507
811528;470010103000003090022000000000;10102050009664;RIC00979427
741917;470010103000003090023000000000;10102050009664;RIC00808933
810161;470010103000003090025000000000;10102050009664;RIC01006805
810245;470010103000003090026000000000;10102050009664;RIC00786933
811894;470010103000003090027000000000;10102050009664;RIC00808935
811944;470010103000003500001000000000;10102050009664;RIC01090221
809796;470010103000003500002000000000;10102050009664;RIC00836517
725241;470010103000003500003000000000;10102050009664;RIC01021611
882002;470010103000003500004000000000;10102050009664;RIC00836519
785242;470010103000003500005000000000;10102050009664;RIC00851751
801211;470010103000003500006000000000;10102050009664;RIC00869227
808685;470010103000003500013000000000;10102050009664;RIC00798827
859629;470010103000003500015000000000;10102050009664;RIC00851753
841508;470010103000003500016000000000;10102050009664;RIC00982265
816831;470010103000003500017000000000;10102050009664;RIC00758247
814777;470010103000003500018000000000;10102050009664;RIC00980345
809924;470010103000003500019000000000;10102050009664;RIC01028377
707325;470010103000004450001000000000;10102050009664;RIC00779047
864969;470010103000004450002000000000;10102050009664;RIC01075273
918951;470010103000004450003000000000;10102050009664;RIC01075275
836782;470010103000004450004000000000;10102050009664;RIC00855395
878975;470010103000004450005000000000;10102050009664;RIC01012913
880133;470010103000004450006000000000;10102050009664;RIC00855397
880236;470010109000000820002000000000;10102050030559;RIC00874195
737410;470010109000000820004000000000;10102050030559;RIC00847753
743558;470010109000000830001000000000;10102050030559;RIC00817557
717101;470010109000000830003000000000;10102050030559;RIC00777585
726809;470010109000000830004000000000;10102050030559;RIC01014651
869642;470010109000000900004000000000;10102050030559;RIC01090769
781084;470010109000000900005000000000;10102050030559;RIC00927977
743584;470010109000000900009000000000;10102050030559;RIC00874213
856315;470010109000000900012000000000;10102050030559;RIC01005751
851024;470010109000000910005000000000;10102050030559;RIC00935417
822137;470010109000000910006000000000;10102050030559;RIC01027063
708237;470010109000000910007000000000;10102050030559;RIC00808785
864153;470010109000000910012000000000;10102050030559;RIC00880257
743586;470010109000000910014000000000;10102050030559;RIC00927983
832645;470010109000000910015000000000;10102050030559;RIC00808789
822542;470010109000000920012000000000;10102050030559;RIC00846195
922997;470010109000000960002000000000;10102050030559;RIC00801395
743616;470010109000000960008000000000;10102050030559;RIC01005771
822719;470010109000000960011000000000;10102050030559;RIC00986071
743647;470010109000000980001000000000;10102050030559;RIC00776193
709768;470010109000000980002000000000;10102050030559;RIC00767899
823811;470010109000000980003000000000;10102050030559;RIC00759999
823797;470010109000000980004000000000;10102050030559;RIC00851091
823795;470010109000000980005000000000;10102050030559;RIC00859499
747631;470010109000000980006000000000;10102050030559;RIC00894091
730222;470010109000000980007000000000;10102050030559;RIC01048357
743683;470010109000000980008000000000;10102050030559;RIC00964105
722306;470010109000000980011000000000;10102050030559;RIC01016047
743693;470010109000000980012000000000;10102050030559;RIC00808829
885992;470010109000000980013000000000;10102050030559;RIC00928967
743681;470010109000000980015000000000;10102050030559;RIC00801411
743665;470010109000000980017000000000;10102050030559;RIC00846207
835707;470010109000000980018000000000;10102050030559;RIC00874623
857994;470010109000001020001000000000;10102050030559;RIC00907351
743747;470010109000001020002000000000;10102050030559;RIC00790879
743739;470010109000001030001000000000;10102050030559;RIC01016055
743715;470010109000001030002000000000;10102050030559;RIC00964113
743749;470010109000001030003000000000;10102050030559;RIC00760005
880509;470010109000001030004000000000;10102050030559;RIC00907353
743717;470010109000001030005000000000;10102050030559;RIC00818873
889950;470010109000001030006000000000;10102050030559;RIC00760007
743745;470010109000001030008000000000;10102050030559;RIC01016057
743741;470010109000001030009000000000;10102050030559;RIC00808845
878711;470010109000001050005000000000;10102050030559;RIC00965959
818253;470010109000001050010000000000;10102050030559;RIC00745721
818255;470010109000001050011000000000;10102050030559;RIC01073721
710543;470010109000001050014000000000;10102050030559;RIC00950131
890956;470010109000001070001000000000;10102050030559;RIC00870577
805287;470010109000001070002000000000;10102050030559;RIC01007169
743825;470010109000001070006000000000;10102050030559;RIC00881641
722922;470010109000001070008000000000;10102050030559;RIC00801435
842410;470010109000001070009000000000;10102050030559;RIC00790895
884773;470010109000001070012000000000;10102050030559;RIC00943725
856193;470010109000001110001000000000;10102050030559;RIC01001255
743859;470010109000001110005000000000;10102050030559;RIC01001257
826607;470010109000001110006000000000;10102050030559;RIC00790905
826605;470010109000001110007000000000;10102050030559;RIC00776221
847433;470010109000001110011000000000;10102050030559;RIC00894137
889021;470010109000001110012000000000;10102050030559;RIC01007191
878575;470010109000001110013000000000;10102050030559;RIC00943745
863191;470010109000001110014000000000;10102050030559;RIC01087155
818730;470010109000001130001000000000;10102050030559;RIC00802373
839692;470010109000001130002000000000;10102050030559;RIC01001259
743905;470010109000001130007000000000;10102050030559;RIC00905559
811262;470010109000001130008000000000;10102050030559;RIC00760391
859551;470010109000001130009000000000;10102050030559;RIC00832363
743903;470010109000001130010000000000;10102050030559;RIC00768285
743919;470010109000001130011000000000;10102050030559;RIC00747047
708965;470010109000001130012000000000;10102050030559;RIC01073759
758555;470010109000000850005000000000;10102050031559;RIC01005747
766401;470010109000000860001000000000;10102050031559;RIC00880251
879447;470010109000000860006000000000;10102050031559;RIC00745681
782017;470010109000000870003000000000;10102050031559;RIC01073679
832247;470010109000000880003000000000;10102050031559;RIC01016029
832643;470010109000000880004000000000;10102050031559;RIC00808783
802578;470010109000000920009000000000;10102050031559;RIC00859113
907428;470010109000000920011000000000;10102050031559;RIC00935443
760182;470010109000000920016000000000;10102050031559;RIC00745699
707601;470010109000000920018000000000;10102050031559;RIC00880623
724691;470010109000000930002000000000;10102050031559;RIC00893713
835508;470010109000000930003000000000;10102050031559;RIC00838421
743602;470010109000000930006000000000;10102050031559;RIC00745701
743598;470010109000000930007000000000;10102050031559;RIC01005765
823037;470010109000000930016000000000;10102050031559;RIC00846197
838188;470010109000000930017000000000;10102050031559;RIC00759975
918353;470010109000000930018000000000;10102050031559;RIC00859133
882724;470010109000000940003000000000;10102050031559;RIC00851073
743606;470010109000000940007000000000;10102050031559;RIC00838423
701831;470010109000000940008000000000;10102050031559;RIC00956233
743618;470010109000000940011000000000;10102050031559;RIC00949731
703379;470010109000000940012000000000;10102050031559;RIC00935445
786491;470010109000000940013000000000;10102050031559;RIC01090779
831628;470010109000000950004000000000;10102050031559;RIC00808803
743624;470010109000000950005000000000;10102050031559;RIC00905521
