t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
663704;470010003000000040148000000000;NPH;Agropecuario;Predio.Publico.Ejido
3016125;470010107000000270905901040272;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1030837;470010004000000080016000000000;NPH;Agropecuario;Predio.Publico.Ejido
672636;470010003000000060001000000000;NPH;Agropecuario;Predio.Publico.Ejido
684628;470010002000000020359000000000;NPH;Agropecuario;Predio.Publico.Ejido
3009549;470010110000000640901901030020;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
870455;470010006000000010286500000001;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
856259;470010008000000010053000000000;NPH;Agropecuario;Predio.Publico.Ejido
799129;470010002000000064762000000000;NPH;Agropecuario;Predio.Publico.Ejido
984646;470010110000000380904901000077;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
988160;470010003000000010624000000000;NPH;Agropecuario;Predio.Publico.Ejido
3015192;470010002000000040901900000115;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
937637;470010006000000010451000000000;NPH;Agropecuario;Predio.Publico.Ejido
684019;470010002000000010124000000000;NPH;Agropecuario;Predio.Publico.Ejido
972026;470010102000001700901900000002;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
888881;470010003000000030069000000000;NPH;Agropecuario;Predio.Publico.Ejido
660323;470010008000000010117000000000;NPH;Agropecuario;Predio.Publico.Ejido
708672;470010006000000020492000000000;NPH;Agricola;Predio.Publico.Ejido
930987;470010004000000050004000000000;NPH;Agropecuario;Predio.Publico.Ejido
952881;470010104000000730054000000000;NPH;Agropecuario;Predio.Publico.Ejido
681989;470010003000000040221000000000;NPH;Agropecuario;Predio.Publico.Ejido
803183;470010004000000010047000000000;NPH;Agropecuario;Predio.Publico.Ejido
692522;470010004000000080023000000000;NPH;Agropecuario;Predio.Publico.Ejido
880701;470010004000000100016000000000;NPH;Agropecuario;Predio.Publico.Ejido
801855;470010004000000050051000000000;NPH;Agropecuario;Predio.Publico.Ejido
1023514;470010005000000010188000000000;NPH;Agropecuario;Predio.Publico.Ejido
683124;470010005000000010244000000000;NPH;Agropecuario;Predio.Publico.Ejido
968187;470010104000000300903901010136;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
799343;470010002000000030393500000001;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1020428;470010005000000010240000000000;NPH;Agropecuario;Predio.Publico.Ejido
723001;470010002000000030277000000000;NPH;Agropecuario;Predio.Publico.Ejido
847917;470010006000000010651500000001;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
793399;470010001000000021082000000000;NPH;Agropecuario;Predio.Publico.Ejido
987806;470010002000000020414000000000;NPH;Agropecuario;Predio.Publico.Ejido
871322;470010007000000010003000000000;NPH;Agropecuario;Predio.Publico.Ejido
709166;470010005000000020035000000000;NPH;Agropecuario;Predio.Publico.Ejido
979740;470010113000000920901900000035;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1034368;470010110000000380904901000050;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
894073;470010002000000010159000000000;NPH;Agropecuario;Predio.Publico.Ejido
699033;470010003000000040265000000000;NPH;Agropecuario;Predio.Publico.Ejido
1004397;470010104000000010901901060126;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
676301;470010004000000080107000000000;NPH;Agropecuario;Predio.Publico.Ejido
961221;470010003000000060071000000000;NPH;Agropecuario;Predio.Publico.Ejido
1000953;470010004000000090036000000000;NPH;Agropecuario;Predio.Publico.Ejido
3023151;470010110000000190905901000457;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
674764;470010003000000012065000000000;NPH;Agropecuario;Predio.Publico.Ejido
1045626;470010002000000020428000000000;NPH;Agropecuario;Predio.Publico.Ejido
947018;470010107000000320904901050189;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
681478;470010003000000010097000000000;NPH;Agropecuario;Predio.Publico.Ejido
1006660;470010002000000040901901010164;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1014862;470010008000000010154000000000;NPH;Agropecuario;Predio.Publico.Ejido
1009369;470010001000000022063000000000;NPH;Agropecuario;Predio.Publico.Ejido
768113;470010007000000020024500000002;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
682862;470010002000000052109000000000;NPH;Agropecuario;Predio.Publico.Ejido
963041;470010101000001190016000000000;NPH;Agropecuario;Predio.Publico.Ejido
838326;470010003000000030083000000000;NPH;Agropecuario;Predio.Publico.Ejido
797471;470010003000000050015000000000;NPH;Agropecuario;Predio.Publico.Ejido
681474;470010003000000010095000000000;NPH;Agropecuario;Predio.Publico.Ejido
658013;470010002000000052319000000000;NPH;Agropecuario;Predio.Publico.Ejido
969645;470010107000000210905901010115;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
878659;470010008000000010044000000000;NPH;Agropecuario;Predio.Publico.Ejido
976863;470010110000000380904901010099;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1057137;470010104000000020903901140310;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
959821;470010002000000020764000000000;NPH;Agropecuario;Predio.Publico.Ejido
967895;470010002000000040901900000100;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
837573;470010004000000080035000000000;NPH;Agropecuario;Predio.Publico.Ejido
885949;470010007000000020128000000000;NPH;Agropecuario;Predio.Publico.Ejido
881980;470010001000000040031500000001;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
3016812;470010107000000270905901010225;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
713714;470010003000000040015000000000;NPH;Agropecuario;Predio.Publico.Ejido
669698;470010003000000010233000000000;NPH;Agropecuario;Predio.Publico.Ejido
796851;470010004000000080065000000000;NPH;Agropecuario;Predio.Publico.Ejido
909613;470010001000000040064000000000;NPH;Agropecuario;Predio.Publico.Ejido
797620;470010003000000050062000000000;NPH;Agropecuario;Predio.Publico.Ejido
846905;470010113000000920901900000049;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
681528;470010002000000040801800003965;Condominio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
769751;470010006000000010447000000000;NPH;Agropecuario;Predio.Publico.Ejido
947013;470010107000000280906901010584;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1055312;470010003000000030417000000000;NPH;Agropecuario;Predio.Publico.Ejido
993015;470010002000000064515000000000;NPH;Agropecuario;Predio.Publico.Ejido
794576;470010002000000049869000000000;NPH;Agropecuario;Predio.Publico.Ejido
795336;470010002000000022976000000000;NPH;Agropecuario;Predio.Publico.Ejido
867983;470010003000000060110000000000;NPH;Agropecuario;Predio.Publico.Ejido
3025185;470010107000000280904902010168;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
803399;470010005000000020034000000000;NPH;Agropecuario;Predio.Publico.Ejido
765103;470010003000000040234000000000;NPH;Agropecuario;Predio.Publico.Ejido
992848;470010002000000010407000000000;NPH;Agropecuario;Predio.Publico.Ejido
964766;470010104000000010901901010012;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
962329;470010006000000010843000000000;NPH;Agropecuario;Predio.Publico.Ejido
924067;470010004000000020399000000000;NPH;Agropecuario;Predio.Publico.Ejido
1042645;470010107000000280906901010599;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
798357;470010006000000010188000000000;NPH;Agropecuario;Predio.Publico.Ejido
943106;470010104000000020903901070289;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
685853;470010002000000030200000000000;NPH;Agropecuario;Predio.Publico.Ejido
858168;470010003000000040018000000000;NPH;Agropecuario;Predio.Publico.Ejido
841245;470010005000000010060000000000;NPH;Agropecuario;Predio.Publico.Ejido
865579;470010005000000010301500000001;Parque_Cementerio.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
991622;470010004000000020108000000000;NPH;Agropecuario;Predio.Publico.Ejido
962309;470010005000000010246000000000;NPH;Agropecuario;Predio.Publico.Ejido
791405;470010900000002070002000000000;NPH;Agropecuario;Predio.Publico.Ejido
708824;470010001000000020225000000000;NPH;Agropecuario;Predio.Publico.Ejido
3025122;470010104000000290901901110171;PH.Unidad_Predial;Agropecuario;Predio.Publico.Ejido
1022619;470010002000000020441000000000;NPH;Agropecuario;Predio.Publico.Ejido
766071;470010005000000010308000000000;NPH;Agropecuario;Predio.Publico.Ejido
834977;470010002000000010116000000000;NPH;Agropecuario;Predio.Publico.Ejido
938102;470010001000000040018000000000;NPH;Agropecuario;Predio.Publico.Ejido
801773;470010002000000020387000000000;NPH;Agropecuario;Predio.Publico.Ejido
961943;470010003000000050082000000000;NPH;Agropecuario;Predio.Publico.Ejido
1012571;470010006000000020194000000000;NPH;Agropecuario;Predio.Publico.Ejido
657906;470010004000000050002000000000;NPH;Agropecuario;Predio.Publico.Ejido
