t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
999754;470010112000003060005000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1046469;470010002000000066432000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1036252;470010115000003930026000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1003751;470010111000004030010000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
961751;470010001000000020802800001501;Condominio.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
792336;470010002000000022355000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
960974;470010112000000600008000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
801062;470010002000000070637000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1053990;470010106000010760010500000001;Parque_Cementerio.Unidad_Predial;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
960822;470010002000000070720000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
960990;470010002000000070739000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
934406;470010109000003930037000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
962157;470010111000001170022000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
661307;470010107000000010019000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1013778;470010111000000280006000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
812177;470010107000000590008000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
807069;470011000000000160021000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
672953;470010111000003390005000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
964194;470010111000002220001000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
795332;470010002000000065602000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
893053;470010002000000051930000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
960683;470010003000000010805000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1051170;470010111000003620010000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
765982;470010006000000010402000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
658855;470010115000003840007000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
1018674;470010002000000071299000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
763755;470010109000000050008000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
987928;470010111000002330003000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
999244;470010002000000030332000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
807569;470010112000003090016000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
763983;470010114000000630002000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
990480;470010002000000021952000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
754679;470010003000000010403000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
960498;470010002000000052236000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
763634;470010106000011370046000000000;NPH;Lote_Urbanizable_No_Urbanizado;Predio.Publico.Ejido
