t_id_predio;numero_predial;t_id_tramitecatastral
799835;470010002000000021020000000000;1180017
911525;470010104000000910903901100102;1182155
698750;470010106000000560901901070055;1182214
812814;470010002000000060801800006884;1181699
1040671;470010115000006560901900000194;1181557
851924;470010105000000650015500000001;1185320
720977;470010002000000070902907050138;1182813
741304;470010102000002270012000000000;1180537
1069771;470010002000000070902912040235;1182995
1062484;470010102000002330901900000383;1185595
1069923;470010002000000070905917040333;1183100
822260;470010002000000070905921040415;1182443
761795;470010002000000076901904080459;1180639
1065848;470010107000001210904904050223;1185576
796977;470010106000000560901902070116;1183668
662550;470010111000003290002000000000;1180241
959492;470010002000000040547000000000;1181787
1064113;470010002000000070905910050200;1182505
953970;470010900000000800901900000014;1183731
738990;470010113000000780085000000000;1180356
697808;470010003000000030202000000000;1186334
726631;470010002000000076901903060382;1181152
972319;470010106000000560901904070248;1187361
1003729;470010102000001410003000000000;1183823
1033221;470010002000000070903917010323;1183375
1008040;470010102000003300904900000005;1186937
658525;470010105000000570001000000000;1180536
1048740;470010104000000910903901120175;1185914
3012330;470010106000000560901905070281;1186627
668206;470010002000000076901905080522;1181623
660501;470010002000000010545000000000;1185607
957011;470010110000000400904900001028;1184322
1028849;470010002000000070902908030149;1181590
731835;470010002000000040922900005865;1180264
722688;470010002000000070905909010162;1182486
824520;470010002000000070902916050320;1182809
1003539;470010001000000020801800002396;1186319
775248;470010115000006790901900000123;1180457
739293;470010002000000060918900007543;1180451
3012324;470010106000000560901903080187;1186890
675403;470010106000008460017000000000;1180429
788011;470010102000002320902900000095;1183634
723003;470010002000000070905923010443;1184884
818209;470010116000001940026000000000;1181905
914397;470010116000001620001500000002;1183581
1056180;470010002000000070905908030151;1181811
1055896;470010002000000060917900007210;1186560
683296;470010002000000070903920030390;1183954
1070142;470010002000000076901905080526;1185318
826854;470010102000002710039000000000;1186066
779136;470010800000000460013000000000;1180387
1008327;470010102000002500903900000459;1184342
1056139;470010101000000840901900000063;1185791
1017056;470010106000000560901902010071;1182226
1036779;470010002000000070902913030250;1182979
720747;470010104000000920901901060027;1183749
931272;470010104000000310901901010044;1185353
937791;470010107000000090906901010164;1186091
969006;470010002000000070905920030392;1187077
887417;470010105000000700011000000000;1186011
869248;470010104000000930906901060237;1184127
736757;470010002000000070903901040016;1184008
1056324;470010115000006410003000000000;1181647
995662;470010002000000076901904080458;1181644
671666;470010113000000810013000000000;1181539
1004280;470010108000000010901902070459;1187625
957888;470010112000000940801800000060;1186159
789491;470010104000000930906901020285;1184287
846993;470010102000002480010000000000;1179957
884607;470010002000000040801800004961;1181468
1064820;470010108000000060902901160070;1183964
678363;470010002000000070903902050040;1180775
777918;470010116000001990012000000000;1179552
861088;470010002000000070903904010062;1182627
3018825;470010002000000076901908010109;1186714
681865;470010108000000060902901080021;1183622
1003928;470010110000000390011000000000;1186401
964677;470010002000000070801800007209;1186666
671616;470010102000002500903900000387;1187319
785822;470010104000000930906901010275;1181306
659661;470010002000000040801800003960;1181514
1015568;470010002000000070903905050098;1184926
984841;470010112000001200003000000000;1186393
659683;470010002000000070905913040255;1180792
799707;470010104000000930906902020471;1179832
829558;470010106000000310168000000000;1186185
1048687;470010002000000070905923050457;1186670
954416;470010104000000930906901020328;1184163
1065908;470010109000003600901900000136;1186471
1064141;470010106000000560901903050164;1187414
666293;470010002000000030137000000000;1180180
1041390;470010105000000430014000000000;1186314
660345;470010002000000070905911030210;1186340
678542;470010104000000670901901010046;1183908
681655;470010002000000070902913040254;1185063
702973;470010103000003750002500000001;1180500
1040723;470010002000000076901905020477;1181149
1064119;470010002000000070905913030250;1187183
3012948;470010002000000076901908020169;1186721
671668;470010106000007320016000000000;1186098
1020650;470010113000000810029000000000;1180443
1033121;470010001000000020801800002391;1186385
659927;470010002000000070903908020145;1183431
785734;470010104000000930906901020327;1181234
959797;470010109000003600003000000000;1185539
662499;470010002000000070905920040394;1182385
683902;470010002000000040801800004992;1181403
657992;470010104000000930906901010309;1181223
1021928;470010103000004240003000000000;1186146
1017145;470010002000000070902914050280;1182891
722135;470010002000000070903917020325;1184319
1006890;470010002000000040901900000083;1187274
860701;470010003000000010215000000000;1180446
974652;470010002000000070903901030012;1183319
681125;470010002000000040801800003968;1181497
721962;470010002000000070903912030232;1182655
720201;470010002000000070902904040074;1184999
774308;470010102000002710039901010101;1186067
1069865;470010002000000070903916030311;1184885
743620;470010002000000070903908020147;1183427
955155;470010107000000070903900000092;1184651
1025230;470010115000000890001000000000;1181927
659696;470010002000000070903922020425;1185177
865417;470010106000009780002000000000;1186072
683232;470010104000000910902901010074;1179919
928279;470010800000000320001000000000;1184521
1041028;470010103000000790063000000000;1179699
1070132;470010002000000076901905060512;1181607
1052462;470010002000000070903904040074;1184947
940247;470010002000000066057000000000;1181728
658565;470010002000000022073000000000;1183791
1024779;470010104000000670901901040029;1183874
790729;470010002000000070801800007023;1185544
662497;470010002000000070905916040313;1184868
659749;470010104000000910145000000000;1185862
691224;470010002000000070903904010063;1183065
659729;470010002000000070903919030372;1181795
729907;470010002000000070905905010083;1182524
661301;470010104000000910903901060092;1182135
669770;470010103000000520902900000042;1185488
720792;470010002000000070902905020088;1182985
1052440;470010108000000060902902150145;1184088
721984;470010002000000070903912020226;1182652
972174;470010002000000070905910010183;1187333
824868;470010107000000550015000000000;1182934
3006909;470010002000000040901900000110;1187208
722026;470010002000000070903913030251;1185108
1048742;470010103000007630013000000000;1186079
824381;470010115000004350001000000000;1182780
3017622;470010002000000076901908010116;1187565
3014349;470010106000000560901904060234;1187415
1046451;470010114000000120008000000000;1184457
794106;470010111000003550003000000000;1186247
824398;470010115000004200004000000000;1182792
664432;470010107000000460903900000321;1180217
1065858;470010107000001210904904070230;1185576
868949;470010104000000910903901130110;1182251
921752;470010002000000070903919010364;1183253
962704;470010002000000070903919040374;1180886
1060045;470010002000000076901902040298;1185751
797094;470010002000000070801800007020;1184481
1011725;470010002000000040901900000109;1186578
743245;470010106000000660014000000000;1180492
796812;470010002000000070801800007035;1186263
844429;470010111000002230005000000000;1179538
739648;470010104000000670901901010047;1183909
680508;470010001000000022376000000000;1183835
659681;470010002000000070905914010264;1182501
666248;470010002000000070903921050418;1185126
664337;470010002000000070905917020327;1183034
786576;470010002000000066910000000000;1181573
683361;470010002000000070902913040255;1182959
1036522;470010002000000070903910020186;1183269
761797;470010002000000076901904080461;1180641
662514;470010104000000670901901010035;1183885
3020757;470010002000000076901908020166;1187576
729039;470010002000000021963000000000;1181702
1065814;470010107000001210904904030214;1185576
849085;470010102000002310009000000000;1179494
664430;470010002000000070902916030310;1182831
792356;470010002000000022392000000000;1184441
788917;470010002000000040901901010142;1182005
1029556;470010106000010750008500000001;1181649
789758;470010002000000070905917010321;1180722
3023670;470010002000000076901908020207;1187037
917212;470010002000000023426000000000;1180504
1014473;470010002000000070902906020107;1185236
721425;470010002000000070902913040256;1185163
907920;470010001000000021764000000000;1180569
677994;470010001000000020801800002386;1184663
722296;470010002000000070903920040396;1182600
736510;470010106000007240025000000000;1179883
3011496;470010002000000076901903020350;1186717
1020312;470010002000000040801800004995;1181398
1064146;470010002000000070903908030152;1183400
662550;470010111000003290002000000000;1180242
676028;470010102000001540902900000029;1183214
1066814;470010002000000030130000000000;1180183
3014820;470010002000000070902914050278;1186713
1069817;470010002000000070903906010103;1184630
835424;470010104000000930906902010001;1179787
691760;470010107000000870901900000049;1180262
721691;470010002000000070903901010004;1183342
1028609;470010002000000076901905020480;1181176
678127;470010108000000060902902090106;1184023
813577;470010115000003920002000000000;1181705
3014166;470010110000000610901901990046;1179501
1011965;470010113000000310003000000000;1179658
721370;470010108000000060902902090108;1184027
689299;470010002000000070902909020168;1183576
684859;470010108000000060902902160157;1184110
790521;470010002000000060918900007857;1181109
721381;470010002000000070902913020248;1184990
683290;470010002000000070903914020267;1184875
789214;470010002000000070903915040294;1183496
720715;470010104000000910903901050087;1181047
685689;470010002000000076901903040366;1181877
939789;470010002000000042473000000000;1187700
1069861;470010002000000070903919010362;1183255
678672;470010109000000560018000000000;1185843
1009745;470010002000000070902914010262;1183024
1026409;470010002000000076901906020541;1180834
1065836;470010107000001210904904040219;1185576
984183;470010109000003620010000000000;1185528
948876;470010106000000560901905030268;1187600
760636;470010002000000076901904060448;1180624
3013962;470010106000000560901904050229;1187221
1018713;470010110000000630902901040404;1187719
966048;470010106000000560901904030209;1186799
1060142;470010002000000070903917010324;1183373
