t_id_predio;numero_predial;condicion_predio
852672;470010106000010430038500000001;Parque_Cementerio.Unidad_Predial
831966;470010103000003380036500000004;Parque_Cementerio.Unidad_Predial
894621;470010003000000011873500000001;Parque_Cementerio.Unidad_Predial
739465;470010105000001350032500000001;Parque_Cementerio.Unidad_Predial
899575;470010103000003000005500000001;Parque_Cementerio.Unidad_Predial
739934;470010105000002150077500000063;Parque_Cementerio.Unidad_Predial
724525;470010800000000770001500000008;Parque_Cementerio.Unidad_Predial
842579;470010112000000380001500000007;Parque_Cementerio.Unidad_Predial
767310;470010106000001860051500000001;Parque_Cementerio.Unidad_Predial
725897;470010103000001540007500000001;Parque_Cementerio.Unidad_Predial
753458;470010106000011040013500000001;Parque_Cementerio.Unidad_Predial
769264;470010106000009380015500000001;Parque_Cementerio.Unidad_Predial
959132;470010110000000380903900001261;PH.Unidad_Predial
832479;470010109000000270007500000001;Parque_Cementerio.Unidad_Predial
712221;470010900000000730003500000001;Parque_Cementerio.Unidad_Predial
755977;470010111000001880001500000034;Parque_Cementerio.Unidad_Predial
886416;470010106000001580039500000001;Parque_Cementerio.Unidad_Predial
1041735;470010110000000480904901160229;PH.Unidad_Predial
754599;470010003000000013907500000039;Parque_Cementerio.Unidad_Predial
834604;470010106000001160058500000001;Parque_Cementerio.Unidad_Predial
805289;470010001000000021725500000001;Parque_Cementerio.Unidad_Predial
902010;470010103000003230011500000001;Parque_Cementerio.Unidad_Predial
866878;470010105000001040038500000001;Parque_Cementerio.Unidad_Predial
756383;470010115000006610003500000015;Parque_Cementerio.Unidad_Predial
887165;470010113000000370009500000001;Parque_Cementerio.Unidad_Predial
753536;470010103000003240026500000001;Parque_Cementerio.Unidad_Predial
904191;470010103000004620010500000360;Parque_Cementerio.Unidad_Predial
820164;470010105000001000034500000001;Parque_Cementerio.Unidad_Predial
801939;470010109000000840001500000001;Parque_Cementerio.Unidad_Predial
797426;470010109000001630026500000001;Parque_Cementerio.Unidad_Predial
972851;470010107000000460902901010045;PH.Unidad_Predial
848023;470010106000001620043500000001;Parque_Cementerio.Unidad_Predial
862828;470010103000000370007500000001;Parque_Cementerio.Unidad_Predial
765878;470010002000000030049500000002;Parque_Cementerio.Unidad_Predial
947540;470010006000000010587500000001;Parque_Cementerio.Unidad_Predial
821581;470010106000011380001500000002;Parque_Cementerio.Unidad_Predial
948342;470010113000001020013500000001;Parque_Cementerio.Unidad_Predial
842267;470010103000004460028500000001;Parque_Cementerio.Unidad_Predial
783285;470010003000000010808500000081;Parque_Cementerio.Unidad_Predial
729444;470010111000000440001500000031;Parque_Cementerio.Unidad_Predial
801941;470010109000001710011500000001;Parque_Cementerio.Unidad_Predial
726596;470010001000000021728500000008;Parque_Cementerio.Unidad_Predial
963893;470010002000000044547500000064;Parque_Cementerio.Unidad_Predial
774132;470010106000010260006500000001;Parque_Cementerio.Unidad_Predial
914757;470010106000000200011500000001;Parque_Cementerio.Unidad_Predial
909827;470010106000001870021500000001;Parque_Cementerio.Unidad_Predial
741717;470010106000009370022500000001;Parque_Cementerio.Unidad_Predial
843358;470010003000000010086500000052;Parque_Cementerio.Unidad_Predial
709465;470010103000003210020500000001;Parque_Cementerio.Unidad_Predial
947501;470010114000001690004500000001;Parque_Cementerio.Unidad_Predial
766761;470010106000004420015500000001;Parque_Cementerio.Unidad_Predial
1052618;470010104000000280006000000000;NPH
935303;470010900000002240003500000004;Parque_Cementerio.Unidad_Predial
838018;470010103000004620007500000096;Parque_Cementerio.Unidad_Predial
762959;470010111000000500001500000011;Parque_Cementerio.Unidad_Predial
843259;470010003000000030373500000001;Parque_Cementerio.Unidad_Predial
760432;470010107000001410056500000057;Parque_Cementerio.Unidad_Predial
725561;470010109000001260001500000001;Parque_Cementerio.Unidad_Predial
835134;470010106000007440002500000002;Parque_Cementerio.Unidad_Predial
764293;470010111000001300001500000004;Parque_Cementerio.Unidad_Predial
3022686;470010110000000400904901020774;PH.Unidad_Predial
715276;470010112000000270032500000001;Parque_Cementerio.Unidad_Predial
834592;470010103000006230001500000006;Parque_Cementerio.Unidad_Predial
920067;470010106000010780005500000001;Parque_Cementerio.Unidad_Predial
803786;470010105000000930109500000031;Parque_Cementerio.Unidad_Predial
912365;470010105000001810017500000001;Parque_Cementerio.Unidad_Predial
915016;470010106000000400035500000010;Parque_Cementerio.Unidad_Predial
739501;470010105000001620001500000101;Parque_Cementerio.Unidad_Predial
907960;470010103000001710324500000001;Parque_Cementerio.Unidad_Predial
712488;470010106000005990002500000015;Parque_Cementerio.Unidad_Predial
1010456;470010107000000130903901020115;PH.Unidad_Predial
786294;470010114000000020001500000011;Parque_Cementerio.Unidad_Predial
951268;470010114000000590026500000001;Parque_Cementerio.Unidad_Predial
861367;470010103000002410013500000002;Parque_Cementerio.Unidad_Predial
893658;470010106000004350014500000001;Parque_Cementerio.Unidad_Predial
832590;470010106000002490028500000001;Parque_Cementerio.Unidad_Predial
984869;470010110000000630901901090279;PH.Unidad_Predial
900406;470010001000000021725500000008;Parque_Cementerio.Unidad_Predial
913483;470010105000002180001500000194;Parque_Cementerio.Unidad_Predial
903856;470010103000004620006500000031;Parque_Cementerio.Unidad_Predial
769230;470010106000010630009500000001;Parque_Cementerio.Unidad_Predial
724016;470010110000000380908900000000;PH.Matriz
701235;470010111000000270001500000002;Parque_Cementerio.Unidad_Predial
860809;470010103000007870032500000001;Parque_Cementerio.Unidad_Predial
890824;470010002000000051083500000516;Parque_Cementerio.Unidad_Predial
759751;470010900000000900045500000289;Parque_Cementerio.Unidad_Predial
729860;470010107000000870902900000000;PH.Matriz
886962;470010002000000021825500000001;Parque_Cementerio.Unidad_Predial
704629;470010103000003340017500000001;Parque_Cementerio.Unidad_Predial
