t_id_predio;numero_predial;matricula_inmobiliaria
1057771;470010107000001380801800000179;46426
857496;470010103000000450801800000092;38760
770359;470010112000000940801800000342;58283
1013451;470010001000000020802800001506;61892
675704;470010110000000170801800000010;32035
670780;470010002000000070804800007126;131453
672596;470010112000000940801800000303;51955
970897;470010111000002880801800000118;60368
746205;470010110000000170801800000027;32061
877446;470010002000000070803800007111;133958
1067947;470010002000000060801800004588;107168
1028341;470010107000000990801800000016;59993
869662;470010109000002580801800000259;51476
799756;470010002000000050801800000229;73751
1009335;470010109000002580801800000260;51477
770127;470010112000000940801800000270;51922
689103;470010002000000070804800007177;131473
963051;470010102000002160802800000022;100578
931334;470010103000000110801800000035;49680
659225;470010002000000040801800003970;103784
1053810;470010111000002880801800000036;60291
929445;470010103000000590801800000068;57069
795312;470010004000000020801800000291;60491
769747;470010112000000940801800000135;51786
981399;470010111000002880801800000132;60382
665873;470010112000000940801800000020;51671
792121;470010001000000020802800001498;61857
996220;470010106000007690801800000012;67060
691573;470010107000000810802800000337;79492
997243;470010106000007100801800000015;51133
991754;470010106000007680801800000020;63318
827286;470010107000000840801800000062;36892
695992;470010002000000060801800004606;107186
677803;470010112000000940801800000113;51764
1035212;470010103000000450801800000081;38749
932042;470010002000000070803800006983;133914
1072187;470010107000000990801800000092;100669
956022;470010107000000970801800000056;55728
749826;470010110000000490802800000073;59424
937670;470010107000000990801800000094;100671
746207;470010110000000170801800000017;32047
676386;470010002000000060801800004584;107164
795635;470010104000001040801800000025;23435
1055105;470010112000000940801800000212;51864
1036744;470010107000001310801800000028;92935
713364;470010103000000450801800000077;38745
1027817;470010109000002580801800000293;105747
799123;470010002000000050801800000171;73698
865905;470010108000000160801800000022;31791
770307;470010112000000940801800000336;58277
814647;470010002000000050801800000161;73718
819284;470010110000000730802800000013;59255
664477;470010110000000490802800000010;29763
681977;470010002000000070801800002003;112817
926339;470010102000002500801800000043;68280
718171;470010002000000070801800002011;112825
1032059;470010106000007090801800000006;51158
761680;470010105000002350801800000011;56778
1054539;470010002000000050802800000374;68539
795191;470010004000000020801800000246;60446
798689;470010001000000020803800001686;62079
939246;470010107000000990801800000048;60025
788744;470010107000001600801800000029;89867
1050940;470010106000007050801800000005;51071
1069669;470010002000000070804800007184;131511
1008851;470010109000002580801800000277;51491
1006384;470010004000000020801800000324;60522
1055432;470010105000002120801800000034;79448
974698;470010111000002880801800000127;60377
676771;470010111000000860801800000007;63699
665751;470010106000007660801800000003;63300
1069638;470010002000000070801800001996;112810
1016844;470010002000000070803800007114;133961
814823;470010002000000050801800000326;73833
1053285;470010110000000460801800000080;39010
963217;470010104000001070801800000024;65578
905157;470010111000002880801800000044;60296
963093;470010103000000570801800000017;60793
746255;470010110000000170801800000024;32064
858983;470010111000002880801800000052;60304
770123;470010112000000940801800000265;51917
687240;470010002000000040801800003978;101622
938366;470010107000001050801800000169;120474
800599;470010102000001090801800000026;31321
1059746;470010109000002580801800000366;105792
1035446;470010001000000020802800001504;61856
795200;470010004000000020801800000255;60455
784631;470010111000002880801800000100;60350
1070206;470010002000000070802800002025;115064
1072122;470010107000000990801800000025;60002
792157;470010001000000020802800001545;61872
1012055;470010110000000460801800000088;39018
800114;470010002000000050802800000398;68563
1068577;470010002000000060801800004681;107263
696126;470010002000000060801800004710;107296
1016049;470010103000000450801800000085;38753
796383;470010103000000570801800000066;60843
784754;470010002000000070804800007168;131482
752194;470010115000006470801800000003;66034
698875;470010107000000720801800000000;56006
986710;470010106000007680801800000003;63375
1058441;470010107000000840801800000061;36893
1004816;470010109000002580801800000104;51318
1072552;470010107000001380801800000037;36918
963510;470010106000007710801800000016;67127
790876;470010111000002880801800000011;60266
953939;470010102000002160801800000037;95756
907403;470010110000000470802800000033;25800
677821;470010103000000570801800000044;60821
1067943;470010002000000060801800004581;107161
1044866;470010107000000530801800000007;15821
970777;470010106000007070801800000008;51090
826160;470010109000001140801800000019;59505
865361;470010110000000520801800000012;3427
1023264;470010107000000840801800000071;37906
964295;470010107000000720801800000056;56056
1020656;470010108000000070801800000009;9146
764490;470010109000002580801800000103;51317
825978;470010109000002580801800000130;51345
665745;470010002000000050801800000260;73775
658027;470010107000000560802800000084;43119
1009323;470010002000000070804800007153;131499
999265;470010107000000990801800000073;100650
774886;470010112000000940801800000343;58284
782619;470010110000000460801800000032;38962
816650;470010112000000940801800000236;51888
1060407;470010110000000170801800000022;32066
770291;470010112000000940801800000323;51814
784804;470010112000000940801800000105;51756
820570;470010002000000070804800007149;131495
718872;470010002000000070803800007083;133929
788879;470010107000001600801800000002;89865
681538;470010003000000010802800004058;128804
1041300;470010106000007680801800000010;63368
718279;470010002000000070801800006992;108019
955141;470010111000002880801800000063;60315
955974;470010103000000570801800000005;60781
800036;470010002000000050802800000378;68543
712255;470010002000000050802800000366;68531
