t_id_predio;numero_predial;matricula_inmobiliaria
734858;470010105000000390902900000000;
741561;470010115000003930903900000000;
747058;470010107000000990801800000000;
732383;470010102000002280901900000000;
742438;470010101000001240901900000000;
735272;470010105000000650902900000000;
675539;470010102000002350901900000000;
745602;470010106000004690901900000000;
745598;470010106000003760901900000000;
744912;470010104000001430902900000000;
742164;470010102000003300902900000000;
732589;470010102000000870901900000000;
725287;470010103000000040901900000000;
725231;470010002000000060903900000000;
729652;470010109000000760901900000000;
735069;470010105000001150902900000000;
1021376;470010104000000660903900000000;65194
675655;470010103000002720901900000000;
731297;470010101000001320901900000000;
745741;470010106000008220901900000000;
732389;470010102000003780901900000000;
738998;470010114000000040901900000000;
731531;470010102000002760901900000000;
735310;470010105000000050901900000000;
744543;470010104000000930903900000000;
735451;470010106000006590901900000000;
740056;470010102000002830901900000000;
739920;470010101000001950901900000000;
730242;470010002000000060912900000000;
741216;470010101000002010902900000000;
740853;470010115000005490901900000000;
731487;470010102000002830904900000000;
742396;470010102000003120902900000000;
730943;470010115000005470901900000000;
737180;470010002000000060932900000000;
732303;470010102000002600901900000000;
732593;470010102000001540902900000000;
745979;470010106000004170901900000000;
739744;470010112000000640901900000000;
730526;470010105000000020901900000000;
738996;470010107000001150902900000000;
744787;470010106000001240901900000000;
743191;470010102000003160902900000000;
743315;470010104000000960901900000000;
744251;470010105000000430901900000000;
743309;470010103000001990901900000000;
734169;470010105000000300901900000000;
732767;470010103000002180901900000000;
737834;470010114000000260901900000000;
733169;470010103000002100901900000000;
743311;470010103000001920902900000000;
736488;470010106000007150901900000000;
736861;470010106000009910901900000000;
747468;470010113000000770801800000000;
717260;470010110000000320005900000000;14122
732061;470010102000002020902900000000;
730552;470010115000001130901900000000;
730303;470010113000000780901900000000;
745550;470010106000006670902900000000;
731375;470010101000001740901900000000;
746031;470010104000001430904900000000;
737679;470010115000002260901900000000;
737524;470010112000001730901900000000;
733779;470010105000000290901900000000;
710822;470010106000000230801800000000;
671941;470010102000003250903900000000;
729517;470010002000000040902900000000;
732757;470010103000000500901900000000;
725235;470010102000002410901900000000;
740702;470010101000001200901900000000;
737785;470010109000000410902900000000;
745789;470010106000008060901900000000;
742033;470010103000001740901900000000;
736348;470010106000003000901900000000;
743347;470010104000000080904900000000;
732887;470010103000000810901900000000;
724024;470010102000000680901900000000;
