t_id_predio;numero_predial;condicion_predio;destinacion_economica;tipo_predio
693477;470010110000000530903901010379;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
659320;470010101000001440901900000022;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
863371;470010101000002280901900000458;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
800200;470010104000000540901901010103;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
848039;470010110000001010007000000000;NPH;Comercial;Predio.Publico.Ejido
687585;470010101000002190001000000000;NPH;Comercial;Predio.Publico.Ejido
885320;470010002000000051083500000010;Parque_Cementerio.Unidad_Predial;Comercial;Predio.Publico.Ejido
672728;470010101000001530032000000000;NPH;Comercial;Predio.Publico.Ejido
694124;470010101000002280901900000087;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1005776;470010109000003600901900000073;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
680094;470010101000001190010000000000;NPH;Comercial;Predio.Publico.Ejido
695962;470010101000001060901900000028;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
844874;470010109000003600901900000130;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1068250;470010102000002860902900000047;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
661955;470010110000000030901900000096;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
689509;470010102000002330901900000258;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
816357;470010101000000950007000000000;NPH;Comercial;Predio.Publico.Ejido
684611;470010101000001060901900000097;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
887394;470010101000002180004000000000;NPH;Comercial;Predio.Publico.Ejido
685302;470010101000001220901900000027;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1068365;470010107000000690906900000000;PH.Matriz;Comercial;Predio.Publico.Ejido
695633;470010101000001110901900000025;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1019448;470010101000001480902900000024;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
719392;470010104000000020903901010238;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
765513;470011000000000160020000000000;NPH;Comercial;Predio.Publico.Ejido
959747;470010002000000040901901010176;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1046605;470010114000000010901900000004;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
960643;470010116000000840007000000000;NPH;Comercial;Predio.Publico.Ejido
685474;470010101000000980901900000023;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
961879;470010101000001670901900000030;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
717252;470010101000001520901900000016;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
686443;470010101000001480902900000032;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
701626;470010110000000530902901120327;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
685553;470010101000001280903900000160;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1040168;470010106000004170901900000050;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
690189;470010104000000810001000000000;NPH;Comercial;Predio.Publico.Ejido
1044846;470010102000003320006000000000;NPH;Comercial;Predio.Publico.Ejido
692500;470010110000000030901900000028;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
690571;470010105000000440901900000109;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
698982;470010105000001050009000000000;NPH;Comercial;Predio.Publico.Ejido
1062294;470010101000002280901900000566;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
687634;470010101000002280002000000000;NPH;Comercial;Predio.Publico.Ejido
689611;470010104000000060901900000079;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
1046810;470010104000000200901900000025;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
692060;470010109000003600901900000026;PH.Unidad_Predial;Comercial;Predio.Publico.Ejido
680339;470010107000000210098000000000;NPH;Comercial;Predio.Publico.Ejido
690264;470010105000000020013000000000;NPH;Comercial;Predio.Publico.Ejido
770550;470010101000001310003000000000;NPH;Comercial;Predio.Publico.Ejido
