t_id_predio;numero_predial;condicion_predio;tipo_predio
1032578;470010115000006650903900002417;PH.Unidad_Predial;Predio.Publico.Ejido
971538;470010104000000010901901040105;PH.Unidad_Predial;Predio.Publico.Ejido
967180;470010002000000060902900000896;PH.Unidad_Predial;Predio.Publico.Ejido
3017133;470010107000000280904901160369;PH.Unidad_Predial;Predio.Publico.Ejido
932594;470010104000000930904900000170;PH.Unidad_Predial;Predio.Publico.Ejido
987174;470010110000000870902901010174;PH.Unidad_Predial;Predio.Publico.Ejido
721073;470010002000000070902907050139;PH.Unidad_Predial;Predio.Publico.Ejido
1033392;470010110000000800901901070710;PH.Unidad_Predial;Predio.Publico.Ejido
793368;470010102000003260903900000063;PH.Unidad_Predial;Predio.Publico.Ejido
972753;470010107000000150904901010281;PH.Unidad_Predial;Predio.Publico.Ejido
904827;470010002000000060918900007846;PH.Unidad_Predial;Predio.Publico.Ejido
995178;470010104000001050903900000096;PH.Unidad_Predial;Predio.Publico.Ejido
974365;470010106000006060901900000030;PH.Unidad_Predial;Predio.Publico.Ejido
978891;470010110000000640903901010643;PH.Unidad_Predial;Predio.Publico.Ejido
678121;470010106000000560901901080062;PH.Unidad_Predial;Predio.Publico.Ejido
694454;470010002000000040916900005771;PH.Unidad_Predial;Predio.Publico.Ejido
968534;470010104000000020903901180322;PH.Unidad_Predial;Predio.Publico.Ejido
760795;470010115000006650901900000125;PH.Unidad_Predial;Predio.Publico.Ejido
959452;470010110000000380901902100478;PH.Unidad_Predial;Predio.Publico.Ejido
880857;470010115000006650904900003543;PH.Unidad_Predial;Predio.Publico.Ejido
696985;470010002000000060903900001100;PH.Unidad_Predial;Predio.Publico.Ejido
947643;470010104000000020901901030020;PH.Unidad_Predial;Predio.Publico.Ejido
953550;470010110000000190901903010189;PH.Unidad_Predial;Predio.Publico.Ejido
1018766;470010104000000930904900000167;PH.Unidad_Predial;Predio.Publico.Ejido
797059;470010107000000460903901150225;PH.Unidad_Predial;Predio.Publico.Ejido
661784;470010101000001650901900000033;PH.Unidad_Predial;Predio.Publico.Ejido
1064458;470010110000000400904901000643;PH.Unidad_Predial;Predio.Publico.Ejido
932073;470010108000000010901903010638;PH.Unidad_Predial;Predio.Publico.Ejido
975407;470010101000001400901900000066;PH.Unidad_Predial;Predio.Publico.Ejido
1036919;470010104000001050903900000120;PH.Unidad_Predial;Predio.Publico.Ejido
955482;470010110000000190901900010074;PH.Unidad_Predial;Predio.Publico.Ejido
825748;470010107000001440903900000192;PH.Unidad_Predial;Predio.Publico.Ejido
1033733;470010110000000570902900000186;PH.Unidad_Predial;Predio.Publico.Ejido
846800;470010102000001080902900000043;PH.Unidad_Predial;Predio.Publico.Ejido
698758;470010002000000060909900003110;PH.Unidad_Predial;Predio.Publico.Ejido
942830;470010110000000830901900000418;PH.Unidad_Predial;Predio.Publico.Ejido
770552;470010115000006650901900001321;PH.Unidad_Predial;Predio.Publico.Ejido
694124;470010101000002280901900000087;PH.Unidad_Predial;Predio.Publico.Ejido
827350;470010110000000380908900001783;PH.Unidad_Predial;Predio.Publico.Ejido
660053;470010110000000530902901020181;PH.Unidad_Predial;Predio.Publico.Ejido
667431;470010002000000060902900000622;PH.Unidad_Predial;Predio.Publico.Ejido
979248;470010110000000380904901000005;PH.Unidad_Predial;Predio.Publico.Ejido
1038038;470010110000000400904901080979;PH.Unidad_Predial;Predio.Publico.Ejido
767492;470010115000006650901900001094;PH.Unidad_Predial;Predio.Publico.Ejido
1000257;470010107000000400901901020013;PH.Unidad_Predial;Predio.Publico.Ejido
755797;470010110000000700902901140087;PH.Unidad_Predial;Predio.Publico.Ejido
