t_id_terreno;t_id_construccion;construccion_nocontenida_en_terreno;t_id_terreno_asociado_a_construccion;t_id_predio
1086939;204902;false;1086939;1019241
1114763;232586;false;1114763;667918
1151837;93320;false;1151837;948587
1117659;237960;false;1117659;916261
1159229;248378;false;1159229;770303
1073362;185819;false;1073362;891747
1179397;253994;false;1179397;843210
1162966;237917;false;1162966;928541
1173714;239609;false;1173714;714175
1096161;263740;false;1096161;1028304
1079310;258988;false;1079310;798471
1107148;256624;false;1107148;920532
1166245;248868;false;1166245;971014
1100250;255977;false;1100250;914902
1078709;229944;false;1078709;802141
1111313;139237;false;1111313;691881
1150187;104505;false;1150187;1032830
1139584;265188;false;1139584;692118
1171628;215788;false;1171628;677815
1156712;254675;false;1156712;829917
1152151;252476;false;1152151;684468
1155976;258882;false;1155976;1019586
1108858;226951;false;1108858;760554
1150563;229086;false;1150563;668221
1151579;256908;false;1151579;828263
1077471;151074;false;1077471;856643
1118456;261969;false;1118456;693636
1155482;247386;false;1155482;772578
1157147;234094;false;1157147;664757
1140886;250489;false;1140886;778379
1146152;153341;false;1146152;862183
1141782;246502;false;1141782;1031640
1130847;255225;false;1130847;788041
1160794;250629;false;1160794;977176
1089313;243500;false;1089313;718431
1073391;254748;false;1073391;970316
1115564;241251;false;1115564;664403
1092471;243164;false;1092471;666766
1110438;210511;false;1110438;768285
1107563;266348;false;1107563;663141
1140379;254627;false;1140379;955255
1167965;275983;false;1167965;679648
1116002;247547;false;1116002;682106
1100942;246558;false;1100942;1016281
1137127;214261;false;1137127;1000684
1136342;203116;false;1136342;1016890
1136587;259121;false;1136587;1040746
1172000;263635;false;1172000;760266
1137112;238627;false;1137112;735113
1175632;258449;false;1175632;882335
1082274;247945;false;1082274;694717
1073196;238331;false;1073196;1057753
1178074;252009;false;1178074;817479
1141146;261298;false;1141146;785632
1158367;262711;false;1158367;971787
1129017;170494;false;1129017;714049
1101054;161183;false;1101054;1022675
1136676;259292;false;1136676;1020777
1144475;227503;false;1144475;957964
1161477;262466;false;1161477;799070
1171918;257871;false;1171918;1010978
1074571;262073;false;1074571;683669
1085532;103301;false;1085532;955344
1170301;223691;false;1170301;691287
1134557;217184;false;1134557;758362
1164989;267940;false;1164989;1046263
1177723;219119;false;1177723;886710
1109179;259904;false;1109179;706905
1137494;244747;false;1137494;748386
1107572;183610;false;1107572;1035160
1132234;241672;false;1132234;800537
1089284;237893;false;1089284;746913
1091362;246786;false;1091362;1067500
1114752;239900;false;1114752;799197
1165690;207453;false;1165690;939357
1135811;264885;false;1135811;668265
1142822;231695;false;1142822;693624
1179014;253590;false;1179014;662855
1096602;229085;false;1096602;826788
1159999;244031;false;1159999;1018361
1109201;222764;false;1109201;1068203
1173167;100034;false;1173167;933004
1098615;268937;false;1098615;957811
1110809;264681;false;1110809;953541
1080089;190510;false;1080089;710447
1085297;265016;false;1085297;926125
1133652;167381;false;1133652;3019971
1148192;231134;false;1148192;1024461
1125943;242193;false;1125943;988385
1140380;259974;false;1140380;685348
1082728;235377;false;1082728;658516
1080967;266058;false;1080967;762921
1105923;259899;false;1105923;957837
1092386;238055;false;1092386;717864
1103878;264451;false;1103878;726857
1131236;96568;false;1131236;802362
1126302;258725;false;1126302;1053300
1079123;258625;false;1079123;827956
1165360;146447;false;1165360;659056
1077041;218485;false;1077041;1006695
1137376;239072;false;1137376;671493
1148576;197196;false;1148576;994027
1073377;233880;false;1073377;965773
1125031;245891;false;1125031;829578
1085149;257808;false;1085149;1034281
1144845;245881;false;1144845;927605
1171147;97213;false;1171147;1028858
1149590;117237;false;1149590;971504
1159165;162336;false;1159165;1072630
1103031;250024;false;1103031;685482
1078709;226397;false;1078709;802141
1178074;252012;false;1178074;817479
1098601;258506;false;1098601;788341
1148181;251283;false;1148181;672436
1170297;239259;false;1170297;746093
1155229;179430;false;1155229;823803
1155937;242845;false;1155937;889047
1120845;255174;false;1120845;790276
1149190;166219;false;1149190;1033772
1095906;140489;false;1095906;956799
1175281;241991;false;1175281;934240
1083595;100537;false;1083595;670538
1145381;233083;false;1145381;666061
1154556;101569;false;1154556;1023883
1145057;240884;false;1145057;718816
1077809;256489;false;1077809;791337
1178074;234725;false;1178074;817479
1120061;226836;false;1120061;829819
1178074;234726;false;1178074;817479
1128715;252022;false;1128715;1039983
1098229;268197;false;1098229;1056330
1079717;238285;false;1079717;730416
1168391;241602;false;1168391;1003305
1118385;256406;false;1118385;704611
1160744;250548;false;1160744;823518
1101059;201747;false;1101059;662753
1143312;194493;false;1143312;785722
1165053;106874;false;1165053;728428
1178074;257172;false;1178074;817479
1073427;148772;false;1073427;669184
1155650;112010;false;1155650;829596
1109648;260900;false;1109648;1039815
1159108;235146;false;1159108;795238
1132057;111240;false;1132057;922016
1118044;105632;false;1118044;1032021
1111209;148222;false;1111209;3008127
1095304;237163;false;1095304;868273
1087966;262561;false;1087966;709188
1166234;208191;false;1166234;800364
1166973;249974;false;1166973;790980
1157541;229305;false;1157541;1063383
1100921;241056;false;1100921;804507
1145104;262468;false;1145104;1054361
1125058;124814;false;1125058;845210
1133663;238492;false;1133663;927701
1131668;227744;false;1131668;1028675
1115554;246675;false;1115554;677581
1125477;236484;false;1125477;1010678
1137494;255293;false;1137494;748386
1098626;223048;false;1098626;659882
1098599;253237;false;1098599;790594
1088362;252485;false;1088362;1054752
1104539;247200;false;1104539;837021
1106709;245343;false;1106709;897801
1162502;253165;false;1162502;1059621
1120434;238512;false;1120434;699898
1122982;237150;false;1122982;664477
1128720;246795;false;1128720;965004
1137478;244648;false;1137478;760482
1151779;169563;false;1151779;956173
1170425;128076;false;1170425;896257
1103501;233807;false;1103501;1032819
1176906;188155;false;1176906;1028802
1088057;252032;false;1088057;924718
1108545;248468;false;1108545;1059879
1092656;254240;false;1092656;998980
1093340;260719;false;1093340;670049
1089284;228664;false;1089284;746913
1126295;258648;false;1126295;927957
1123879;195022;false;1123879;3010677
1101041;266331;false;1101041;937873
1106184;232314;false;1106184;1036352
1162076;193181;false;1162076;664707
1106079;244365;false;1106079;699082
1091070;240869;false;1091070;767954
1174893;180836;false;1174893;966186
1173987;250655;false;1173987;933386
1132023;147558;false;1132023;688652
1164206;239970;false;1164206;826687
1141994;257316;false;1141994;1053298
1117598;235808;false;1117598;746906
1127117;122666;false;1127117;970687
1081183;124419;false;1081183;1006951
1101624;247808;false;1101624;1013203
1165152;257468;false;1165152;930584
1144895;106238;false;1144895;945680
1113184;248119;false;1113184;758255
1089717;260022;false;1089717;664874
1082769;233646;false;1082769;817523
1157991;88149;false;1157991;1064297
1151395;251301;false;1151395;1048828
1129947;244755;false;1129947;931996
1075833;223044;false;1075833;761425
1105930;249347;false;1105930;729126
1086396;223428;false;1086396;1066298
1104693;241859;false;1104693;820117
1113542;253883;false;1113542;675033
1163360;238598;false;1163360;1059575
1082476;198542;false;1082476;681578
1130193;86146;false;1130193;691262
1119249;241878;false;1119249;781135
1122892;242464;false;1122892;690787
1127689;114795;false;1127689;783433
1099011;253932;false;1099011;790681
1088840;228419;false;1088840;764137
1152648;258536;false;1152648;798162
1169452;268341;false;1169452;996436
1148574;257199;false;1148574;863265
1097023;250880;false;1097023;964063
1089314;221229;false;1089314;768717
1087788;240903;false;1087788;665096
1148100;110560;false;1148100;970044
1102510;217673;false;1102510;928383
1113994;223454;false;1113994;658133
1177265;239867;false;1177265;667672
1156380;263623;false;1156380;1060273
1127115;227105;false;1127115;666282
1173173;195004;false;1173173;981960
1123645;259690;false;1123645;1026425
1156380;267024;false;1156380;1060273
1162650;248418;false;1162650;786895
1148942;263046;false;1148942;959003
1144803;110932;false;1144803;956740
1085782;237670;false;1085782;937983
1113587;237972;false;1113587;689825
1126116;247912;false;1126116;1046493
1110570;240882;false;1110570;1066196
1141575;256631;false;1141575;1020679
1137463;244628;false;1137463;929519
1125457;257086;false;1125457;892469
1168289;229786;false;1168289;770125
1150708;245570;false;1150708;908526
1104715;264903;false;1104715;1010003
1088430;252558;false;1088430;781645
1133712;227082;false;1133712;746081
1166219;108467;false;1166219;931011
1178497;111779;false;1178497;961408
1137463;260578;false;1137463;929519
1153039;259278;false;1153039;1057286
1138377;246264;false;1138377;724867
1146191;153429;false;1146191;785333
1099855;260791;false;1099855;981317
1074130;255829;false;1074130;868742
1165261;236634;false;1165261;795503
1150985;255956;false;1150985;963594
1105544;263600;false;1105544;941371
1136376;253609;false;1136376;973625
1116424;175763;false;1116424;659755
1151836;252116;false;1151836;972348
1075420;247459;false;1075420;800494
1168356;252294;false;1168356;798463
1088430;252546;false;1088430;781645
1076645;127230;false;1076645;1000657
1078709;266545;false;1078709;802141
1083187;244000;false;1083187;1036663
1092703;243706;false;1092703;1072308
1154283;256098;false;1154283;989807
1119660;242594;false;1119660;784555
1076606;185779;false;1076606;1040605
1108409;144186;false;1108409;968161
1151810;257092;false;1151810;798855
1175269;264881;false;1175269;675987
1092130;258514;false;1092130;660694
1146579;260035;false;1146579;1024223
1163366;190347;false;1163366;658057
1108818;254228;false;1108818;860397
1079120;266729;false;1079120;746964
1139147;263048;false;1139147;693234
1127138;260216;false;1127138;769625
1115035;240387;false;1115035;1010584
1153446;140842;false;1153446;752514
1137110;238619;false;1137110;811006
1146537;230328;false;1146537;718584
1141575;220360;false;1141575;1020679
1172336;248184;false;1172336;989788
1142847;230151;false;1142847;913445
1179014;258892;false;1179014;662855
1129048;247245;false;1129048;951828
1115377;276037;false;1115377;855031
1158600;152529;false;1158600;791409
1131275;234310;false;1131275;830386
1171929;152760;false;1171929;1048766
1151049;214632;false;1151049;1067141
1086399;172361;false;1086399;702771
1126285;237186;false;1126285;791331
1149763;253895;false;1149763;790282
1139553;230087;false;1139553;791017
1131018;261059;false;1131018;675572
1120357;238459;false;1120357;678208
1162494;166671;false;1162494;1034720
1118081;256118;false;1118081;996931
1138322;227732;false;1138322;662114
1151539;256840;false;1151539;802477
1163797;239265;false;1163797;1020775
1125607;164071;false;1125607;3022704
1165380;252542;false;1165380;718277
1095406;258896;false;1095406;694970
1073365;122619;false;1073365;1066188
1130004;231922;false;1130004;809363
1074303;245811;false;1074303;1024261
1136669;259233;false;1136669;796488
1170736;205297;false;1170736;1048814
1105531;225058;false;1105531;682672
1115542;257068;false;1115542;1000227
1170291;239224;false;1170291;1068898
1163809;172976;false;1163809;3022464
1118038;245432;false;1118038;676892
1081554;246764;false;1081554;829414
1120464;172358;false;1120464;788697
