t_id_terreno;t_id_unidadconstruccion;unidadconstruccion_nocontenida_en_terreno;t_id_terreno_asociado_a_unidadconstruccion;t_id_predio
1169912;1249920;false;1169912;3021882
1092386;1264435;false;1092386;717864
1154271;1218241;false;1154271;1066461
1150190;1195270;false;1150190;1028813
1154280;1256285;false;1154280;3020322
1153802;1237452;false;1153802;1034446
1101454;1248045;false;1101454;3010401
1079561;1223821;false;1079561;969089
1092930;1234135;false;1092930;989624
1105455;1202820;false;1105455;695558
1096184;1254874;false;1096184;1072334
1133188;1196930;false;1133188;666280
1076645;1249705;false;1076645;1000657
1109628;1205914;false;1109628;868890
1073764;1277627;false;1073764;922054
1099207;1280056;false;1099207;3021933
1177273;1208086;false;1177273;1026846
1133229;1269198;false;1133229;1020734
1111313;1199664;false;1111313;691881
1171933;1229774;false;1171933;3022770
1098630;1205249;false;1098630;691469
1171557;1192543;false;1171557;3022947
1115747;1191078;false;1115747;1006130
1148935;1213954;false;1148935;1000106
1169213;1248830;false;1169213;1060041
1085105;1281608;false;1085105;660700
1075413;1212304;false;1075413;1028901
1142990;1264023;false;1142990;685775
1130863;1188713;false;1130863;888743
1144114;1246503;false;1144114;3024603
1093753;1240779;false;1093753;967120
1147764;1228438;false;1147764;770892
1097787;1220787;false;1097787;983964
1144151;1265739;false;1144151;770149
1156721;1234019;false;1156721;968179
1164605;1196045;false;1164605;1046526
1096184;1191379;false;1096184;1072334
1103469;1200827;false;1103469;872136
1098225;1268022;false;1098225;983223
1155491;1218973;false;1155491;923695
1094920;1221397;false;1094920;697205
1101870;1223387;false;1101870;965468
1147757;1271246;false;1147757;691315
1099839;1260619;false;1099839;1014465
1101442;1194541;false;1101442;959175
1158737;1198317;false;1158737;931866
1165880;1198626;false;1165880;801513
1160797;1195745;false;1160797;661881
1153037;1207410;false;1153037;803359
1174877;1212025;false;1174877;663143
1140387;1211039;false;1140387;691501
1115550;1257455;false;1115550;760480
1115207;1199701;false;1115207;691907
1104275;1196231;false;1104275;962548
1146189;1236059;false;1146189;965354
1177299;1209621;false;1177299;985017
1086404;1260064;false;1086404;915079
1098221;1247957;false;1098221;1030072
1139893;1212684;false;1139893;748483
1155788;1277720;false;1155788;968201
1078303;1199925;false;1078303;914444
1081187;1228742;false;1081187;680339
1156321;1233694;false;1156321;945989
1147755;1271235;false;1147755;1036742
1158367;1257567;false;1158367;971787
1140387;1217596;false;1140387;691501
1124632;1219735;false;1124632;1036667
1108786;1239622;false;1108786;802083
1108957;1254548;false;1108957;909966
1078920;1201144;false;1078920;3018558
1136680;1198826;false;1136680;676069
1148963;1200792;false;1148963;747940
1145345;1199951;false;1145345;749339
1122313;1204428;false;1122313;1000262
1146154;1226798;false;1146154;718216
1124780;1261504;false;1124780;970765
1097372;1197860;false;1097372;930097
1092550;1210786;false;1092550;927627
1115980;1252837;false;1115980;760715
1147354;1256343;false;1147354;951306
1145454;1244713;false;1145454;683385
1135792;1217882;false;1135792;659828
1105305;1212623;false;1105305;893127
1096613;1219702;false;1096613;968634
1105124;1210507;false;1105124;658038
1138426;1240493;false;1138426;3021522
1135876;1205073;false;1135876;846462
1170275;1260569;false;1170275;802475
1089306;1197028;false;1089306;1012011
1177294;1266151;false;1177294;1053305
1103463;1261268;false;1103463;1065612
1148205;1202627;false;1148205;1000240
1107134;1232029;false;1107134;691453
1085141;1194500;false;1085141;882976
1114002;1249879;false;1114002;666260
1113173;1207137;false;1113173;1008280
1082142;1212573;false;1082142;3021531
1112811;1273089;false;1112811;1022615
1088186;1196388;false;1088186;1012008
1074517;1199256;false;1074517;3023382
1138334;1214437;false;1138334;1000225
1104299;1222829;false;1104299;945608
1082142;1230132;false;1082142;3021531
1085958;1218601;false;1085958;683637
1143685;1254903;false;1143685;3024609
1117205;1195232;false;1117205;1027307
1117595;1190051;false;1117595;946499
1113996;1237143;false;1113996;922598
1113124;1236274;false;1113124;795252
1118480;1200755;false;1118480;756295
1125917;1258351;false;1125917;3006723
1155503;1276156;false;1155503;831411
1139541;1268549;false;1139541;802077
1084772;1206642;false;1084772;1056328
1155342;1262908;false;1155342;682623
1097020;1266277;false;1097020;948267
1143672;1264943;false;1143672;1029526
1135795;1211518;false;1135795;1045996
1101059;1241580;false;1101059;662753
1081207;1207274;false;1081207;930252
1115628;1194026;false;1115628;671706
1148206;1261952;false;1148206;666287
1126784;1222506;false;1126784;956974
1088461;1276229;false;1088461;3009846
1088864;1268679;false;1088864;752051
1107147;1225429;false;1107147;1046720
1143660;1203073;false;1143660;908545
1158776;1204408;false;1158776;760484
1179402;1254242;false;1179402;940312
1133261;1210783;false;1133261;658049
1161247;1203823;false;1161247;862916
1097643;1199821;false;1097643;699134
1133716;1201891;false;1133716;927031
1092963;1270159;false;1092963;1063087
1126698;1188757;false;1126698;923723
1155890;1192286;false;1155890;1015982
1084369;1218286;false;1084369;1017044
1087231;1203637;false;1087231;1042418
1079093;1220912;false;1079093;909809
1118867;1252164;false;1118867;932438
1124164;1260499;false;1124164;795579
1148205;1225447;false;1148205;1000240
1157612;1191373;false;1157612;662071
1152652;1210522;false;1152652;956750
1080426;1280431;false;1080426;1064257
1117611;1255463;false;1117611;1038312
1160002;1215281;false;1160002;923375
1088047;1217864;false;1088047;801935
1118881;1267328;false;1118881;683977
1098219;1272952;false;1098219;930805
1177665;1189653;false;1177665;801356
1163065;1242824;false;1163065;712273
1125900;1201063;false;1125900;1020423
1138467;1241322;false;1138467;768867
1155140;1267578;false;1155140;1048310
1139219;1258477;false;1139219;708110
1097885;1281460;false;1097885;770123
1139161;1198381;false;1139161;1048848
1117185;1203176;false;1117185;758396
1165020;1232506;false;1165020;1041524
1115563;1210034;false;1115563;959594
1129947;1255544;false;1129947;931996
1125420;1241434;false;1125420;769818
1083560;1203331;false;1083560;691359
1132737;1248598;false;1132737;771048
1116355;1223297;false;1116355;1051425
1079712;1236960;false;1079712;762969
1128348;1241302;false;1128348;770165
1173926;1199388;false;1173926;1041043
1146953;1237165;false;1146953;964047
1134545;1195769;false;1134545;680603
1092115;1233095;false;1092115;956022
1097401;1225476;false;1097401;947187
1151823;1262470;false;1151823;992365
1140780;1209292;false;1140780;668730
1147358;1231245;false;1147358;928759
1150925;1246840;false;1150925;826731
1117217;1254872;false;1117217;691540
1128720;1252339;false;1128720;965004
1125073;1211749;false;1125073;911769
1166988;1250339;false;1166988;893197
1079897;1274032;false;1079897;1047985
1132835;1202654;false;1132835;691816
1140595;1260404;false;1140595;800739
1082915;1277055;false;1082915;1040778
1175691;1194799;false;1175691;958568
1095773;1212776;false;1095773;928869
1103881;1202606;false;1103881;929625
1095906;1192882;false;1095906;956799
1153459;1199040;false;1153459;964102
1137914;1237967;false;1137914;1052618
1178745;1229931;false;1178745;1047606
1111215;1198372;false;1111215;827914
1119716;1253798;false;1119716;877657
1136251;1268624;false;1136251;1068361
1137129;1234083;false;1137129;3021813
1174893;1259507;false;1174893;966186
1097501;1251877;false;1097501;669941
1108385;1248444;false;1108385;891298
1163365;1280004;false;1163365;963737
1108547;1248855;false;1108547;1024301
1141578;1213727;false;1141578;942818
1165833;1226808;false;1165833;977300
1104717;1281696;false;1104717;1060177
1150187;1197266;false;1150187;1032830
1097826;1212056;false;1097826;985013
1155788;1237681;false;1155788;968201
1121782;1241301;false;1121782;1033834
1145941;1258649;false;1145941;795563
1103470;1231735;false;1103470;3022089
1163805;1190819;false;1163805;963250
1103469;1275018;false;1103469;872136
1174136;1191655;false;1174136;681568
1140791;1202104;false;1140791;1044711
1126311;1245417;false;1126311;1012285
1114773;1266155;false;1114773;1041035
1079099;1258786;false;1079099;725393
1100462;1209678;false;1100462;966750
1126706;1242726;false;1126706;774886
1127095;1269888;false;1127095;926327
1084363;1221766;false;1084363;718995
1091723;1244835;false;1091723;715439
1142846;1226828;false;1142846;770229
1137175;1207742;false;1137175;790280
1131669;1199687;false;1131669;981088
1138346;1275474;false;1138346;1056395
1166613;1189327;false;1166613;952822
1113112;1201571;false;1113112;909986
1155465;1204972;false;1155465;749627
1125077;1209792;false;1125077;887901
1105933;1199001;false;1105933;662786
1150304;1265178;false;1150304;666059
1143264;1269397;false;1143264;972624
1178233;1208643;false;1178233;713883
1098630;1263742;false;1098630;691469
1170433;1209410;false;1170433;676556
1151839;1247680;false;1151839;1049483
1093346;1199255;false;1093346;3023289
1107773;1214862;false;1107773;787592
1119257;1220840;false;1119257;747246
1132009;1262360;false;1132009;927541
1084825;1232558;false;1084825;1014996
1094930;1252969;false;1094930;944351
1167400;1206182;false;1167400;921912
1147798;1221195;false;1147798;1060162
1164521;1247074;false;1164521;769862
1141993;1212093;false;1141993;801616
1073887;1202199;false;1073887;1009339
1125176;1206481;false;1125176;821039
1170296;1270570;false;1170296;760572
1126704;1210797;false;1126704;658074
1075001;1252299;false;1075001;1056274
1103031;1270529;false;1103031;685482
1153236;1214222;false;1153236;990426
1165568;1263388;false;1165568;737991
1115965;1204956;false;1115965;955970
1088907;1239458;false;1088907;971336
1127107;1189329;false;1127107;930375
1142836;1207178;false;1142836;929595
1102291;1254385;false;1102291;985321
1176471;1254878;false;1176471;1041550
1151928;1220273;false;1151928;686809
1149368;1220915;false;1149368;927814
1144575;1261487;false;1144575;1032871
1144110;1240435;false;1144110;992367
1113195;1210555;false;1113195;985025
1154271;1256219;false;1154271;1066461
1108012;1206946;false;1108012;988612
1130429;1207672;false;1130429;1046417
1082386;1216432;false;1082386;694527
1100652;1190981;false;1100652;1035162
1082384;1279294;false;1082384;1014736
1101433;1221904;false;1101433;662632
1098761;1233405;false;1098761;769974
1091332;1208526;false;1091332;1044727
1101866;1279308;false;1101866;933112
1165413;1219662;false;1165413;963071
1149383;1196817;false;1149383;1058599
1094535;1281353;false;1094535;972673
1140400;1260188;false;1140400;3021312
1160430;1190756;false;1160430;762144
1177686;1266909;false;1177686;3023208
1086410;1227604;false;1086410;1028831
1096611;1195556;false;1096611;967064
1081565;1214058;false;1081565;673253
1171127;1196011;false;1171127;705367
1178968;1263793;false;1178968;926351
1103042;1274526;false;1103042;1052625
1139158;1247951;false;1139158;914297
1146145;1188836;false;1146145;932306
1122171;1244657;false;1122171;971823
1100250;1243809;false;1100250;914902
1153449;1207676;false;1153449;930037
1134123;1273202;false;1134123;1050916
1079208;1217109;false;1079208;3024771
1155050;1247643;false;1155050;3016005
1152652;1258859;false;1152652;956750
1125077;1197929;false;1125077;887901
1108409;1258890;false;1108409;968161
1155037;1272444;false;1155037;693243
1133718;1205724;false;1133718;828931
1075392;1206880;false;1075392;713889
1125088;1238312;false;1125088;968117
1103052;1280386;false;1103052;767782
1100635;1213678;false;1100635;694046
1091761;1218780;false;1091761;1067486
1148928;1204302;false;1148928;753464
1142836;1253601;false;1142836;929595
1100236;1214685;false;1100236;1028897
1170872;1195870;false;1170872;1036744
1077533;1238095;false;1077533;679668
1080950;1265557;false;1080950;1060173
1085618;1268891;false;1085618;770129
1134997;1228773;false;1134997;966337
1158760;1220838;false;1158760;957911
1081183;1261872;false;1081183;1006951
1149349;1248487;false;1149349;1028581
1094089;1199643;false;1094089;684091
1159608;1233658;false;1159608;898392
1097402;1281068;false;1097402;3009078
1175283;1194385;false;1175283;964956
1106344;1255535;false;1106344;760841
1168253;1281436;false;1168253;1057035
1161697;1221332;false;1161697;854374
1154643;1271847;false;1154643;1060195
1077063;1237561;false;1077063;691444
1169488;1201148;false;1169488;1041202
1126303;1230092;false;1126303;970258
1094251;1215174;false;1094251;987256
1075001;1204108;false;1075001;1056274
1113585;1194998;false;1113585;678373
1149370;1230049;false;1149370;1066463
1089339;1202953;false;1089339;1040954
1076247;1264364;false;1076247;699880
1092551;1197010;false;1092551;672074
1083531;1224481;false;1083531;995474
1169903;1264954;false;1169903;672216
1132427;1221905;false;1132427;967670
1081505;1237150;false;1081505;1052602
1157607;1280788;false;1157607;770301
1077041;1197444;false;1077041;1006695
1095906;1269572;false;1095906;956799
1073390;1269975;false;1073390;964603
1107711;1210113;false;1107711;866007
1103353;1208036;false;1103353;990582
1074613;1272086;false;1074613;678904
1079971;1195240;false;1079971;803383
1101870;1200658;false;1101870;965468
1123429;1201593;false;1123429;791335
1125861;1192942;false;1125861;967975
1155638;1237660;false;1155638;1053302
1142420;1258395;false;1142420;832397
1154643;1196046;false;1154643;1060195
1104716;1268001;false;1104716;964166
1178887;1276424;false;1178887;1020254
1160819;1243818;false;1160819;761279
1130576;1217788;false;1130576;1016360
1113193;1200244;false;1113193;963039
1104716;1252922;false;1104716;964166
1101048;1229184;false;1101048;800224
1158771;1198389;false;1158771;1032814
1073675;1237433;false;1073675;795234
1100652;1272015;false;1100652;1035162
1158767;1228021;false;1158767;1052596
1139177;1263278;false;1139177;3021558
1101452;1196583;false;1101452;1020696
1134164;1237696;false;1134164;1072236
1111313;1208294;false;1111313;691881
1074130;1266059;false;1074130;868742
1075958;1268935;false;1075958;1054038
1100640;1231995;false;1100640;930360
1135182;1194532;false;1135182;803832
1113594;1201666;false;1113594;965800
1111222;1200558;false;1111222;968404
1165419;1219758;false;1165419;1065082
1151833;1219800;false;1151833;1059082
1105521;1196980;false;1105521;957895
1108409;1248546;false;1108409;968161
1179014;1196837;false;1179014;662855
1152661;1188256;false;1152661;1021047
1125937;1206404;false;1125937;1020434
1104468;1214118;false;1104468;863271
1147773;1202400;false;1147773;921107
1160435;1274522;false;1160435;921909
1105143;1239360;false;1105143;1028881
1143245;1264326;false;1143245;662979
1139893;1212683;false;1139893;748483
1178941;1248464;false;1178941;690159
1179407;1200679;false;1179407;964895
1130354;1221586;false;1130354;861240
1084369;1215015;false;1084369;1017044
1138983;1194140;false;1138983;960627
1124232;1260736;false;1124232;972616
1075413;1200168;false;1075413;1028901
1075462;1223824;false;1075462;759335
1173573;1260700;false;1173573;1056334
1149696;1198712;false;1149696;911847
1124621;1267378;false;1124621;944274
1093738;1277936;false;1093738;852123
1155037;1272432;false;1155037;693243
1154195;1206110;false;1154195;718863
1145894;1273151;false;1145894;795318
1143254;1197006;false;1143254;691520
1167406;1256111;false;1167406;1009604
1155930;1253603;false;1155930;748127
1134537;1209533;false;1134537;799337
1170452;1190203;false;1170452;675518
1110438;1272010;false;1110438;768285
1136678;1197045;false;1136678;944939
1138482;1241340;false;1138482;666284
1103883;1202624;false;1103883;964740
1140595;1221618;false;1140595;800739
1114047;1203207;false;1114047;689536
1117640;1214165;false;1117640;1011309
1150190;1207677;false;1150190;1028813
1132427;1267987;false;1132427;967670
1079131;1226714;false;1079131;953050
1077029;1207846;false;1077029;914641
1075941;1202647;false;1075941;953066
1101060;1267482;false;1101060;3021750
1178509;1188643;false;1178509;868650
1165016;1272534;false;1165016;968698
1135814;1204357;false;1135814;672218
1128763;1212130;false;1128763;785757
1128088;1218702;false;1128088;671614
1080294;1238338;false;1080294;1025320
1155426;1273061;false;1155426;985015
1110432;1215563;false;1110432;657663
1172730;1205418;false;1172730;868528
1149370;1258902;false;1149370;1066463
1123891;1189977;false;1123891;971735
1177244;1201158;false;1177244;726262
1114782;1214679;false;1114782;799168
1078302;1215099;false;1078302;1064222
1173538;1203340;false;1173538;1046253
1096611;1240436;false;1096611;967064
1115333;1197988;false;1115333;819446
1154617;1280945;false;1154617;664915
1074146;1203636;false;1074146;929733
