t_id_direccion;t_id_predio
739747;739746
732640;732639
730946;730945
749103;749102
751356;751355
750489;750488
744546;744545
732768;732767
730342;730341
730340;730339
710554;710553
724137;724136
730519;730518
660225;660224
752291;752290
725015;725014
736666;736665
750445;750444
731490;731489
739189;739188
733364;733363
732185;732184
742672;742671
732792;732791
740059;740058
731577;731576
747515;747514
724967;724966
735452;735451
731486;731485
730121;730120
734124;734123
749914;749913
730591;730590
741479;741478
749486;749485
662774;662773
749806;749805
675577;675576
732050;732049
730902;730901
737043;737042
730942;730941
730565;730564
668821;668820
741483;741482
732462;732461
724963;724962
746458;746457
740910;740909
742443;742442
737476;737475
680286;680285
698620;698619
663231;663228
706075;706074
751446;751445
743524;743523
745161;745160
744917;744916
729518;729517
750415;750414
745932;745931
732638;732637
732760;732759
731018;731017
743316;743315
744006;744005
748588;748587
739142;739141
732984;732983
737279;737278
751079;751078
730629;730628
725075;725074
732014;732013
736862;736861
744008;744007
738548;738547
744959;744958
736303;736302
736622;736621
731460;731459
739695;739694
749372;749371
732512;732511
747110;747109
1065877;1065876
693620;693619
730822;730821
738602;738601
739054;739053
725831;725830
751397;751396
696906;696905
743442;743441
749974;749973
736043;736042
732988;732987
730934;730933
742401;742400
1065761;1065760
745165;745164
732672;732671
1058320;1058319
733170;733169
750894;750893
710929;710928
714011;714010
721066;721065
732888;732887
733534;733533
743274;743273
721492;721491
742913;742912
741614;741613
725349;725348
737786;737785
1065837;1065836
742441;742440
733172;733171
747414;747413
751141;751140
744544;744543
749438;749437
749488;749487
750389;750388
742778;742777
742965;742964
745846;745845
747065;747064
743308;743307
749910;749909
748537;748536
735412;735411
750789;750788
725073;725072
751010;751009
747254;747253
742128;742127
732138;732137
747162;747161
697266;697265
730724;730723
743150;743149
732274;732273
742165;742164
1065817;1065816
745059;745058
699903;699902
751217;751216
724185;724184
738804;738803
729798;729797
751004;751003
747166;747165
732632;732631
749388;749387
750896;750895
722021;722020
738730;738729
739001;739000
751448;751447
736952;736951
734032;734031
737001;737000
725019;725018
733374;733373
730239;730238
747063;747062
733444;733443
749762;749761
733208;733207
750944;750943
732229;732228
732426;732425
750975;750974
747471;747470
748539;748538
722019;722018
724025;724024
711145;711144
751048;751047
921747;921746
744250;744249
749390;749389
675824;675823
743674;743673
745790;745789
750841;750840
744788;744787
671836;671835
678608;678607
730271;730270
736624;736623
729359;729358
774313;774312
732758;732757
738145;738144
724027;724026
732942;732941
732382;732381
731378;731377
742674;742673
731532;731531
731468;731467
730948;730947
751014;751013
732464;732463
732546;732545
666315;666314
752657;752656
749334;749333
737277;737276
736993;736992
1073045;1073044
743532;743531
741215;741214
744552;744551
699951;699950
1061128;1061127
740801;740800
743232;743231
741509;741508
751360;751359
952835;952834
750032;750031
1065819;1065818
730127;730126
741481;741480
751046;751045
735359;735358
719828;719827
723882;723881
733590;733589
736524;736523
747207;747206
732636;732635
731456;731455
731722;731721
725236;725235
744548;744547
725566;725565
750791;750790
698775;698774
742169;742168
735410;735409
675540;675539
735545;735544
730195;730194
745257;745256
751081;751080
731989;731988
1058312;1058311
744696;744695
746220;746219
1058308;1058307
749978;749977
745645;745644
730776;730775
718295;718294
732302;732301
732586;732585
744064;744063
697161;697160
749539;749538
738500;738499
743720;743719
750387;750386
749566;749565
744252;744251
730255;730254
749804;749803
739741;739740
749821;749820
751085;751084
730129;730128
732508;732507
738093;738092
744957;744956
749853;749852
721971;721970
740455;740454
667510;667509
749382;749381
735365;735364
732140;732139
744700;744699
722065;722064
750682;750681
732938;732937
736301;736300
747469;747468
742570;742569
734699;734698
732142;732141
728523;728522
749760;749759
749626;749625
899124;899123
732298;732297
732308;732307
731209;731208
748636;748635
734440;734439
745007;745006
735066;735065
731540;731539
725331;725330
741369;741368
750843;750842
731724;731723
723018;723017
736902;736901
732770;732769
739919;739918
733532;733531
732466;732465
732130;732129
743142;743141
731215;731214
724083;724082
752341;752340
730510;730509
747573;747572
744348;744347
732514;732513
731975;731974
730898;730897
731977;731976
730197;730196
747108;747107
748533;748532
750946;750945
743348;743347
1065785;1065784
750162;750161
736400;736399
741775;741774
731298;731297
736526;736525
749713;749712
751257;751256
731464;731463
732012;732011
735901;735900
733404;733403
724183;724182
735361;735360
722198;722197
733362;733361
733978;733977
749934;749933
725021;725020
750160;750159
749380;749379
725186;725185
743266;743265
738999;738998
730633;730632
748590;748589
750787;750786
731625;731624
749851;749850
899229;899228
731062;731061
735899;735898
750268;750267
706567;706566
744692;744691
751149;751148
716554;716553
739745;739744
736866;736865
733582;733581
751050;751049
700468;700467
735645;735644
739921;739920
671942;671941
736995;736994
750906;750905
731623;731622
749392;749391
731466;731465
746756;746755
698423;698422
749912;749911
732372;732371
735796;735795
737835;737834
736448;736447
729898;729897
734036;734035
741819;741818
730247;730246
741425;741424
664675;664674
749898;749897
749533;749532
749667;749666
691209;691208
743866;743865
725017;725016
740908;740907
745171;745170
743310;743309
730438;730437
750636;750635
740906;740905
736347;736346
1058316;1058315
725184;725183
737784;737783
732062;732061
747517;747516
749440;749439
694457;694456
730110;730109
1073039;1073038
730824;730823
1065861;1065860
724023;724022
718213;718212
732594;732593
739050;739049
751153;751152
725457;725456
742173;742172
733872;733871
748638;748637
736309;736308
1065839;1065838
747467;747466
743010;743009
736039;736038
668246;668245
701519;701518
731458;731457
741217;741216
749808;749807
751487;751486
737181;737180
731981;731980
745842;745841
724129;724128
725228;725227
751253;751252
732380;732379
750156;750155
724081;724080
731213;731212
747269;747268
732940;732939
743438;743437
743680;743679
732592;732591
743188;743187
729859;729858
743962;743961
742754;742753
731012;731011
732596;732595
749902;749901
733776;733775
731774;731773
749257;749256
1058342;1058341
700086;700085
742078;742077
737628;737627
749332;749331
750569;750568
746216;746215
747579;747578
744694;744693
729802;729801
734034;734033
733372;733371
749900;749899
868641;868640
735116;735115
749328;749327
733588;733587
743314;743313
745599;745598
730245;730244
743312;743311
732306;732305
738298;738297
731412;731411
732674;732673
734494;734493
735691;735690
747581;747580
736864;736863
736718;736717
730988;730987
700307;700306
751450;751449
743526;743525
736247;736246
751157;751156
751002;751001
730389;730388
740757;740756
724021;724020
735588;735587
733212;733211
731104;731103
747211;747210
751358;751357
745792;745791
740306;740305
732376;732375
732134;732133
1065857;1065856
666400;666399
733026;733025
751301;751300
747258;747257
750533;750532
744784;744783
749290;749289
731304;731303
750224;750223
1073037;1073036
1065795;1065794
731064;731063
730231;730230
742439;742438
724131;724130
748727;748726
731350;731349
1065821;1065820
730391;730390
734649;734648
745259;745258
749284;749283
745740;745739
732008;732007
751161;751160
738856;738855
745891;745890
730521;730520
740019;740018
739749;739748
714119;714118
732058;732057
732548;732547
731060;731059
723937;723936
740854;740853
734030;734029
696067;696066
741914;741913
731211;731210
743060;743059
745551;745550
725453;725452
699949;699948
730527;730526
741874;741873
732187;732186
744738;744737
724189;724188
730950;730949
741475;741474
705211;705210
730555;730554
735450;735449
738852;738851
740222;740221
750264;750263
749482;749481
1065835;1065834
751440;751439
749719;749718
749758;749757
749386;749385
735068;735067
731472;731471
658100;658099
731290;731289
730304;730303
743386;743385
749717;749716
952848;952847
731344;731343
744550;744549
732764;732763
736493;736492
738502;738501
732132;732131
744149;744148
737525;737524
741473;741472
730273;730272
1065813;1065812
735313;735312
733307;733306
749338;749337
750898;750897
743152;743151
709009;709008
740755;740754
692864;692863
747160;747159
710823;710822
696699;696698
675779;675778
732296;732295
725398;725397
703258;703257
730772;730771
742076;742075
734855;734854
730820;730819
739191;739190
749723;749722
737183;737182
737224;737223
734038;734037
736908;736907
742998;742997
744915;744914
724079;724078
751444;751443
730133;730132
724910;724909
732756;732755
694698;694697
737273;737272
736950;736949
731672;731671
736620;736619
1073041;1073040
725459;725458
732886;732885
731256;731255
749537;749536
743224;743223
746176;746175
733976;733975
743270;743269
731470;731469
734279;734278
725234;725233
749336;749335
730673;730672
732304;732303
711793;711792
742130;742129
738854;738853
750210;750209
742292;742291
711363;711362
717957;717956
703962;703961
740707;740706
750417;750416
731340;731339
732754;732753
1065879;1065878
730906;730905
730559;730558
730037;730036
741155;741154
736317;736316
730551;730550
725404;725403
742122;742121
748586;748585
731579;731578
732676;732675
745369;745368
730940;730939
1065891;1065890
732634;732633
732378;732377
733452;733451
742036;742035
739140;739139
731987;731986
734492;734491
742395;742394
731056;731055
742234;742233
751075;751074
736349;736348
733820;733819
750634;750633
722023;722022
733874;733873
725288;725287
743228;743227
737189;737188
746130;746129
743192;743191
750282;750281
734028;734027
1065855;1065854
732124;732123
732280;732279
739925;739924
722518;722517
722015;722014
729984;729983
1065859;1065858
1065759;1065758
732890;732889
675857;675856
750385;750384
736394;736393
743306;743305
720043;720042
750314;750313
742967;742966
732227;732226
732278;732277
742034;742033
733778;733777
749721;749720
742296;742295
730474;730473
740703;740702
732766;732765
733078;733077
744698;744697
729653;729652
732554;732553
727347;727346
743354;743353
739193;739192
744060;744059
743528;743527
751143;751142
750491;750490
744400;744399
1065847;1065846
730944;730943
1065783;1065782
736489;736488
724029;724028
750064;750063
730938;730937
738296;738295
750028;750027
750166;750165
732852;732851
739693;739692
731342;731341
735315;735314
733080;733079
748917;748916
746838;746837
743066;743065
732384;732383
749251;749250
747059;747058
750363;750362
749671;749670
750270;750269
749810;749809
732552;732551
730431;730430
751117;751116
731217;731216
739689;739688
745507;745506
747260;747259
735070;735069
751012;751011
751119;751118
733488;733487
750158;750157
731983;731982
748284;748283
741167;741166
732010;732009
721969;721968
744010;744009
745802;745801
749908;749907
730338;730337
749374;749373
742120;742119
717388;717387
731346;731345
732432;732431
731292;731291
732762;732761
735590;735589
739146;739145
733347;733346
730199;730198
722196;722195
750266;750265
734126;734125
730035;730034
952566;952565
730992;730991
736041;736040
749529;749528
734653;734652
721973;721972
737275;737274
734859;734858
730387;730386
699621;699620
741165;741164
