t_id_unidadconstruccion;t_id_caracteristicaunidadconstruccion;tipo_unidad_construccion;uso_construccion;total_habitaciones
1231283;66885;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1257965;26655;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1213158;24770;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198285;36742;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1236168;4856;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1247846;40912;Residencial;Residencial.Barracas;0
1196367;8180;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1189798;28826;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1202742;16602;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209911;25699;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204761;32640;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1225627;7762;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1218392;6590;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1191138;14833;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198796;59473;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212361;9310;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1268568;47245;Residencial;Residencial.Barracas;0
1194455;37092;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1272325;28754;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1211609;22741;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194881;20082;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195894;24605;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203412;3299;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1224468;33812;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1237435;38831;Residencial;Residencial.Barracas;0
1278952;59214;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1274314;5972;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1271074;39450;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1253790;3654;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1231522;24903;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1258415;470;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1233138;24898;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208697;2267;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264459;5983;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1203734;13977;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1242516;21144;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201436;62346;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1232392;53602;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209813;69197;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222280;52296;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1221910;12055;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201946;13347;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1220048;26469;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201212;5448;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1268196;83956;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1260302;12604;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1219435;27695;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1222987;25106;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1190978;35823;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1207605;42171;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1213065;68651;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1266642;39725;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255245;19899;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1239565;31436;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1195141;30148;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197033;63776;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1208405;14418;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1221131;50742;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1260506;38106;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1256647;28859;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1206054;25669;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1248146;13280;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1270107;5581;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222461;26423;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1237256;83395;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206981;69797;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1236159;3221;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1250695;10116;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208453;33274;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1238798;12154;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1212804;71095;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204938;40668;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1259165;11467;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1211896;18631;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1188017;58560;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1271942;69807;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1236593;20585;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1235008;3184;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1203272;32119;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1200864;68901;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198819;60485;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1210651;29051;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1234113;25768;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1219039;24826;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1199074;37998;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264030;16071;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1277428;6272;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1198226;56358;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264534;4653;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1224591;11742;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1263903;1671;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213601;41675;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205726;63675;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1221899;29352;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1228750;12810;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1262682;4320;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1192433;44753;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1234605;2336;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1226641;41578;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1221706;58416;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1198119;47388;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203942;15419;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1261483;8237;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1214172;4139;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201471;10898;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1258759;45510;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196818;69815;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1211848;4726;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1256622;24859;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1227806;30400;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1189767;24644;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1268443;31031;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1221895;28694;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1269665;24005;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206214;64344;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1247434;28662;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1231514;20827;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1259215;18404;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195273;58529;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1267274;48659;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1259208;14750;Residencial;Residencial.Apartamentos_Mas_De_4_Pisos;0
1201418;58526;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1222009;5721;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1280641;50488;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1236608;25402;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1204907;30383;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270612;61601;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1261171;47895;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1229666;27914;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1232157;83380;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194302;52492;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207329;37524;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1267125;29055;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1219041;26455;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1207122;14339;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1254075;41243;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1232948;8557;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1211659;22780;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265805;46843;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1269501;4546;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1211829;415;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1268118;71848;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207417;50103;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1224370;7757;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1255205;16459;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1257251;20443;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1229635;26363;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1269841;49554;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1274305;4203;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1211654;37149;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1226921;11353;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1261051;33342;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1253271;14481;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1270917;46774;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1217386;79563;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1252125;35575;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1208918;25782;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1196488;58093;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202200;59565;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1206284;14814;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1202420;8648;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1254017;31596;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1188521;41007;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1209252;36575;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213885;30796;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1235468;21292;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201807;34196;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1205054;743;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1253161;3150;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1201335;49347;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1255403;33566;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1238772;7292;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1210582;3088;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265386;38234;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265464;48129;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1219452;29363;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1229523;49210;Residencial;Residencial.Barracas;0
1213621;44877;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1266617;41121;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1260933;14752;Residencial;Residencial.Apartamentos_Mas_De_4_Pisos;0
1256185;52116;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1265994;38440;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1214362;34504;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1245179;32213;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1199128;29836;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1203349;52059;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201543;33541;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195964;45620;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1208451;32596;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1256540;16296;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1226947;24061;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1213371;15251;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1259097;4513;Residencial;Residencial.Barracas;0
1197999;46807;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1264510;1534;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198017;41827;Residencial;Residencial.Vivienda_Recreacional_En_PH;0
1268527;39197;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1260475;32077;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1204216;17572;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213466;59883;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212341;1571;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1204034;45159;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1254076;41326;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1253250;16245;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1273179;84370;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1227786;22566;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1231824;12496;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1213408;32727;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197550;16146;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1233450;19424;Residencial;Residencial.Apartamentos_Mas_De_4_Pisos;0
1267712;25805;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1248281;25746;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1226109;43301;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1194717;39422;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1214873;26662;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1279219;41996;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1247072;35640;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1252086;38573;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1279898;35947;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1211838;2340;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1204460;46816;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207912;48990;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1198522;45638;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1252676;26394;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1207718;72762;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1212153;14019;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1280457;3185;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1211663;37886;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1195362;22051;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1280499;10699;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1219068;33485;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1210708;36112;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1270828;5132;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1269237;59665;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201373;45277;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1196615;3063;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201901;67138;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1279069;80667;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1245207;39086;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1206253;2485;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1210653;30439;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1189435;58322;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1213045;64485;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1201765;31728;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1259493;58034;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1194514;44957;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1232743;14533;Residencial;Residencial.Vivienda_Hasta_3_Pisos_En_PH;0
1263596;39663;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1197347;17725;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
1227406;22261;Residencial;Residencial.Apartamentos_4_y_mas_pisos_en_PH;0
1200479;64617;Residencial;Residencial.Vivienda_Hasta_3_Pisos;0
