t_id_predio;numero_predial;condicion_predio;tipo_predio
784901;470010111000002880801800000040;Condominio.Unidad_Predial;Predio.Publico.Ejido
883312;470010105000001250801800000066;Condominio.Unidad_Predial;Predio.Publico.Ejido
1047574;470010002000000050802800000338;Condominio.Unidad_Predial;Predio.Publico.Ejido
1071133;470010107000000840801800000079;Condominio.Unidad_Predial;Predio.Publico.Ejido
957824;470010109000002580801800000394;Condominio.Unidad_Predial;Predio.Publico.Ejido
1020656;470010108000000070801800000009;Condominio.Unidad_Predial;Predio.Publico.Ejido
784676;470010112000000940801800000081;Condominio.Unidad_Predial;Predio.Publico.Ejido
984111;470010109000002580801800000086;Condominio.Unidad_Predial;Predio.Publico.Ejido
896737;470010110000000590801800000004;Condominio.Unidad_Predial;Predio.Publico.Ejido
665290;470010002000000050801800000162;Condominio.Unidad_Predial;Predio.Publico.Ejido
1044963;470010002000000050801800000185;Condominio.Unidad_Predial;Predio.Publico.Ejido
3022182;470010107000001540801800000002;Condominio.Unidad_Predial;Predio.Publico.Ejido
935942;470010002000000020801800002482;Condominio.Unidad_Predial;Predio.Publico.Ejido
770149;470010112000000940801800000268;Condominio.Unidad_Predial;Predio.Publico.Ejido
3024282;470010107000001570801800000052;Condominio.Unidad_Predial;Predio.Publico.Ejido
671614;470010002000000070801800007046;Condominio.Unidad_Predial;Predio.Publico.Ejido
660297;470010001000000020801800002408;Condominio.Unidad_Predial;Predio.Publico.Ejido
837949;470010103000000570801800000050;Condominio.Unidad_Predial;Predio.Publico.Ejido
800086;470010002000000050802800000389;Condominio.Unidad_Predial;Predio.Publico.Ejido
697870;470010103000000590801800000041;Condominio.Unidad_Predial;Predio.Publico.Ejido
1028082;470010115000000790801800000059;Condominio.Unidad_Predial;Predio.Publico.Ejido
668730;470010108000000070801800000002;Condominio.Unidad_Predial;Predio.Publico.Ejido
794026;470010103000000590801800000060;Condominio.Unidad_Predial;Predio.Publico.Ejido
718541;470010002000000070802800002043;Condominio.Unidad_Predial;Predio.Publico.Ejido
671264;470010002000000070803800007102;Condominio.Unidad_Predial;Predio.Publico.Ejido
671698;470010108000000070801800000030;Condominio.Unidad_Predial;Predio.Publico.Ejido
828440;470010109000002580801800000028;Condominio.Unidad_Predial;Predio.Publico.Ejido
933780;470010109000002580801800000188;Condominio.Unidad_Predial;Predio.Publico.Ejido
784524;470010113000000530801800000028;Condominio.Unidad_Predial;Predio.Publico.Ejido
1043315;470010105000002070801800000044;Condominio.Unidad_Predial;Predio.Publico.Ejido
664403;470010107000000440801800000014;Condominio.Unidad_Predial;Predio.Publico.Ejido
3021342;470010107000001310801800000025;Condominio.Unidad_Predial;Predio.Publico.Ejido
979318;470010108000000160801800000012;Condominio.Unidad_Predial;Predio.Publico.Ejido
702031;470010002000000070801800002022;Condominio.Unidad_Predial;Predio.Publico.Ejido
799509;470010106000007080801800000003;Condominio.Unidad_Predial;Predio.Publico.Ejido
666375;470010110000000170801800000033;Condominio.Unidad_Predial;Predio.Publico.Ejido
1046812;470010004000000020801800000273;Condominio.Unidad_Predial;Predio.Publico.Ejido
681204;470010112000000940801800000220;Condominio.Unidad_Predial;Predio.Publico.Ejido
928142;470010002000000070801800001970;Condominio.Unidad_Predial;Predio.Publico.Ejido
891298;470010108000000070801800000011;Condominio.Unidad_Predial;Predio.Publico.Ejido
855031;470010103000000110801800000037;Condominio.Unidad_Predial;Predio.Publico.Ejido
677328;470010106000007680801800000017;Condominio.Unidad_Predial;Predio.Publico.Ejido
3022299;470010107000001560801800000010;Condominio.Unidad_Predial;Predio.Publico.Ejido
