t_id_derecho;tipo_derecho;fraccion_derecho
2961598;Dominio;0.0500000000
2949376;Dominio;0.5000000000
2941524;Dominio;0.5000000000
2844019;Dominio;0.2500000000
2828091;Dominio;0.5000000000
2931449;Dominio;0.5000000000
2853364;Dominio;0.5000000000
2796708;Dominio;0.5000000000
2961588;Dominio;0.1750000000
2844905;Dominio;0.3332000000
2838440;Dominio;0.5000000000
2969349;Dominio;0.5000000000
2931424;Dominio;0.5000000000
2835239;Dominio;0.5000000000
2829998;Dominio;0.5000000000
2835142;Dominio;0.3300000000
2964552;Dominio;0.2500000000
2886430;Dominio;0.5000000000
2786496;Dominio;0.5000000000
2928368;Dominio;0.5000000000
2852802;Dominio;0.5000000000
2788797;Dominio;0.5000000000
2967109;Dominio;0.5000000000
2844713;Dominio;0.5000000000
2788819;Dominio;0.5000000000
2987927;Dominio;0.5000000000
2851305;Dominio;0.5000000000
2818126;Dominio;0.1600000000
2853105;Dominio;0.5000000000
2948477;Dominio;0.5000000000
2844666;Dominio;0.5000000000
2958434;Dominio;0.5000000000
2959030;Dominio;0.2500000000
2844016;Dominio;0.2500000000
2835372;Dominio;0.3300000000
2987825;Dominio;0.2500000000
2811830;Dominio;0.5000000000
2987942;Dominio;0.5000000000
2772219;Dominio;0.3300000000
2929914;Dominio;0.5000000000
2838472;Dominio;0.0110000000
2960010;Dominio;0.5000000000
2942290;Dominio;0.5000000000
2838424;Dominio;0.1250000000
2961587;Dominio;0.0750000000
2860644;Dominio;0.5000000000
2795852;Dominio;0.3333000000
2973295;Dominio;0.5000000000
2796633;Dominio;0.1250000000
2932150;Dominio;0.5000000000
2987848;Dominio;0.5000000000
2835662;Dominio;0.3300000000
2958873;Dominio;0.5000000000
2852190;Dominio;0.1000000000
2838428;Dominio;0.1250000000
2932062;Dominio;0.5000000000
2965658;Dominio;0.5000000000
2961596;Dominio;0.0750000000
2825922;Dominio;0.1600000000
2789090;Dominio;0.5000000000
2786512;Dominio;0.5000000000
2820528;Dominio;0.1600000000
2838288;Dominio;0.0500000000
2847515;Dominio;0.1700000000
2843212;Dominio;0.5000000000
2948480;Dominio;0.5000000000
2784840;Dominio;0.5000000000
2824478;Dominio;0.1600000000
2844798;Dominio;0.5000000000
2941938;Dominio;0.5000000000
2930314;Dominio;0.2500000000
2957118;Dominio;0.3340000000
2795978;Dominio;0.2500000000
2790440;Dominio;0.1600000000
2844224;Dominio;0.3300000000
2890328;Dominio;0.5000000000
2961590;Dominio;0.0750000000
2788097;Dominio;0.5000000000
2987843;Dominio;0.5000000000
2827074;Dominio;0.1600000000
2788309;Dominio;0.5000000000
2784817;Dominio;0.5000000000
2779979;Dominio;0.5000000000
2964559;Dominio;0.2500000000
2795817;Dominio;0.5000000000
2802574;Dominio;0.1600000000
2838767;Dominio;0.5000000000
2788039;Dominio;0.5000000000
2958641;Dominio;0.5000000000
2837859;Dominio;0.5000000000
2987827;Dominio;0.5000000000
2831975;Dominio;0.1600000000
2847632;Dominio;0.9583300000
2784372;Dominio;0.5000000000
2824425;Dominio;0.1600000000
2844323;Dominio;0.5000000000
2785449;Dominio;0.3330000000
2827601;Dominio;0.1600000000
2795924;Dominio;0.5000000000
2845455;Dominio;0.5000000000
2930935;Dominio;0.5000000000
2987849;Dominio;0.5000000000
2961593;Dominio;0.0500000000
2832424;Dominio;0.5000000000
2789048;Dominio;0.1600000000
2785696;Dominio;0.5000000000
2958255;Dominio;0.1200000000
2836013;Dominio;0.5000000000
2821980;Dominio;0.1600000000
2838768;Dominio;0.5000000000
2974673;Dominio;0.5000000000
2959036;Dominio;0.2500000000
2852697;Dominio;0.3300000000
2815407;Dominio;0.1600000000
2939366;Dominio;0.5000000000
2844521;Dominio;0.3300000000
2786134;Dominio;0.5000000000
2987915;Dominio;0.5000000000
2930450;Dominio;0.5000000000
2838287;Dominio;0.6000000000
2784008;Dominio;0.5000000000
2965652;Dominio;0.2500000000
2852857;Dominio;0.2000000000
2930310;Dominio;0.2500000000
2782572;Dominio;0.3330000000
2987852;Dominio;0.5000000000
2931438;Dominio;0.5000000000
2875648;Dominio;0.5000000000
2789110;Dominio;0.1600000000
2852815;Dominio;0.1250000000
2852807;Dominio;0.7500000000
2793175;Dominio;0.5000000000
2789141;Dominio;0.5000000000
2788536;Dominio;0.5000000000
2826956;Dominio;0.5000000000
2785857;Dominio;0.5000000000
2959823;Dominio;0.2500000000
2789093;Dominio;0.5000000000
2787392;Dominio;0.5000000000
2789140;Dominio;0.5000000000
2847313;Dominio;0.2500000000
2958260;Dominio;0.1200000000
2789344;Dominio;0.5000000000
2847782;Dominio;0.0416700000
2987919;Dominio;0.5000000000
2987936;Dominio;0.5000000000
2777814;Dominio;0.5000000000
2796956;Dominio;0.5000000000
2958267;Dominio;0.1000000000
2844017;Dominio;0.2500000000
2885989;Dominio;0.5000000000
2820265;Dominio;0.1600000000
2845376;Dominio;0.5000000000
2959814;Dominio;0.2500000000
2844320;Dominio;0.5000000000
2835674;Dominio;0.5000000000
2838439;Dominio;0.5000000000
2852186;Dominio;0.2500000000
2820266;Dominio;0.1600000000
2931420;Dominio;0.5000000000
2958435;Dominio;0.5000000000
2823990;Dominio;0.1600000000
2845087;Dominio;0.5000000000
2866916;Dominio;0.3330000000
2972671;Dominio;0.5000000000
2835659;Dominio;0.1250000000
2819613;Dominio;0.1600000000
2823406;Dominio;0.1600000000
2782731;Dominio;0.5000000000
2796400;Dominio;0.5000000000
2837550;Dominio;0.5000000000
2828703;Dominio;0.1600000000
2794177;Dominio;0.2500000000
2875261;Dominio;0.5000000000
2961069;Dominio;0.1600000000
2959032;Dominio;0.2500000000
2987837;Dominio;0.5000000000
2844611;Dominio;0.5000000000
2788352;Dominio;0.1150000000
2951564;Dominio;0.2500000000
2825923;Dominio;0.1600000000
2866918;Dominio;0.3330000000
2785712;Dominio;0.5000000000
2928058;Dominio;0.5000000000
2838438;Dominio;0.5000000000
2818128;Dominio;0.1600000000
2961066;Dominio;0.1600000000
2845524;Dominio;0.5000000000
2941854;Dominio;0.5000000000
2959817;Dominio;0.2500000000
2987847;Dominio;0.5000000000
2930929;Dominio;0.5000000000
2945360;Dominio;0.5000000000
2788045;Dominio;0.2500000000
2823063;Dominio;0.1600000000
2779489;Dominio;0.2500000000
2816256;Dominio;0.1600000000
2987886;Dominio;0.5000000000
2817487;Dominio;0.1600000000
2832259;Dominio;0.5000000000
2840116;Dominio;0.5000000000
2959818;Dominio;0.2500000000
2959802;Dominio;0.2500000000
2815686;Dominio;0.1600000000
2838501;Dominio;0.5000000000
2838425;Dominio;0.1250000000
2845384;Dominio;0.5000000000
2780025;Dominio;0.5000000000
2843457;Dominio;0.0830000000
2789157;Dominio;0.5000000000
2847495;Dominio;0.0800000000
2786563;Dominio;0.5000000000
2860645;Dominio;0.5000000000
2792614;Dominio;0.5000000000
2788096;Dominio;0.5000000000
2973563;Dominio;0.5000000000
2846581;Dominio;0.1666000000
2852874;Dominio;0.2000000000
2794458;Dominio;0.5000000000
2788971;Dominio;0.5000000000
2790257;Dominio;0.5000000000
2788372;Dominio;0.5000000000
2930449;Dominio;0.5000000000
2846584;Dominio;0.1666000000
2832346;Dominio;0.5000000000
2781851;Dominio;0.5000000000
2987836;Dominio;0.5000000000
2945363;Dominio;0.5000000000
2797180;Dominio;0.5000000000
2826468;Dominio;0.1600000000
2958033;Dominio;0.3330000000
2903285;Dominio;0.5000000000
2959809;Dominio;0.2500000000
2939877;Dominio;0.5000000000
2961589;Dominio;0.5000000000
2850987;Dominio;0.5000000000
2847511;Dominio;0.0800000000
2808747;Dominio;0.2500000000
2960017;Dominio;0.5000000000
2931437;Dominio;0.5000000000
2974021;Dominio;0.5000000000
2942878;Dominio;0.5000000000
2863054;Dominio;0.0333000000
2851026;Dominio;0.5000000000
2782591;Dominio;0.3330000000
2951563;Dominio;0.2500000000
2831970;Dominio;0.1600000000
2822583;Dominio;0.1600000000
2788333;Dominio;0.5000000000
2852059;Dominio;0.3300000000
2831976;Dominio;0.1600000000
2973593;Dominio;0.3333000000
2785827;Dominio;0.5000000000
2932149;Dominio;0.5000000000
2787324;Dominio;0.2500000000
2931451;Dominio;0.5000000000
2826933;Dominio;0.5000000000
2959800;Dominio;0.2500000000
2838489;Dominio;0.0110000000
2958257;Dominio;0.1200000000
2819616;Dominio;0.1600000000
2852803;Dominio;0.5000000000
2782556;Dominio;0.7500000000
2942527;Dominio;0.5000000000
2973891;Dominio;0.5000000000
2823062;Dominio;0.1600000000
2987875;Dominio;0.5000000000
2789115;Dominio;0.5000000000
2848052;Dominio;0.5000000000
2959812;Dominio;0.2500000000
2845069;Dominio;0.5000000000
2787276;Dominio;0.5000000000
2828700;Dominio;0.1600000000
2867418;Dominio;0.0167000000
2846168;Dominio;0.5000000000
2832996;Dominio;0.2000000000
2958252;Dominio;0.2500000000
2789429;Dominio;0.1600000000
2787288;Dominio;0.5000000000
2965104;Dominio;0.5000000000
2794234;Dominio;0.5000000000
2788347;Dominio;0.1600000000
2782592;Dominio;0.3330000000
2832345;Dominio;0.2000000000
2846585;Dominio;0.1666000000
2789094;Dominio;0.5000000000
2821226;Dominio;0.1600000000
2987882;Dominio;0.5000000000
2821719;Dominio;0.1600000000
2852185;Dominio;0.2500000000
2788043;Dominio;0.2500000000
2820024;Dominio;0.1600000000
2800308;Dominio;0.1600000000
2926275;Dominio;0.5000000000
2785139;Dominio;0.5000000000
2837554;Dominio;0.5000000000
2930311;Dominio;0.2500000000
2794338;Dominio;0.5000000000
2795842;Dominio;0.5000000000
2930962;Dominio;0.5000000000
2845626;Dominio;0.5000000000
2970062;Dominio;0.5000000000
2845088;Dominio;0.5000000000
2782595;Dominio;0.5000000000
2844427;Dominio;0.0830000000
2949375;Dominio;0.5000000000
2987844;Dominio;0.5000000000
2827027;Dominio;0.5000000000
2826469;Dominio;0.1600000000
2875274;Dominio;0.5000000000
2837816;Dominio;0.0110000000
2974208;Dominio;0.5000000000
2966081;Dominio;0.5830000000
2788066;Dominio;0.5000000000
2788346;Dominio;0.5000000000
2837543;Dominio;0.5000000000
2852700;Dominio;0.3300000000
2852181;Dominio;0.1660000000
2832273;Dominio;0.5000000000
2816865;Dominio;0.1600000000
2792777;Dominio;0.5000000000
2886429;Dominio;0.5000000000
2789109;Dominio;0.5000000000
2973085;Dominio;0.2500000000
2801456;Dominio;0.1600000000
2790810;Dominio;0.1600000000
2959822;Dominio;0.2500000000
2789091;Dominio;0.5000000000
2967778;Dominio;0.5000000000
2835565;Dominio;0.5000000000
2931439;Dominio;0.5000000000
2779493;Dominio;0.2500000000
2852102;Dominio;0.2333000000
2836011;Dominio;0.5000000000
2826467;Dominio;0.1600000000
2930931;Dominio;0.5000000000
2795816;Dominio;0.5000000000
2866351;Dominio;0.5000000000
2930313;Dominio;0.2500000000
2852860;Dominio;0.5000000000
2823144;Dominio;0.1600000000
2817580;Dominio;0.5000000000
2843186;Dominio;0.5000000000
2795850;Dominio;0.3333000000
2844018;Dominio;0.2500000000
2845281;Dominio;0.5000000000
2789084;Dominio;0.5000000000
2787768;Dominio;0.5000000000
2844386;Dominio;0.5000000000
2931426;Dominio;0.5000000000
2845335;Dominio;0.5000000000
2796673;Dominio;0.6660000000
2958875;Dominio;0.5000000000
2970966;Dominio;0.2500000000
2835638;Dominio;0.5000000000
2835675;Dominio;0.5000000000
2965134;Dominio;0.5000000000
2954887;Dominio;0.6000000000
2791688;Dominio;0.3300000000
2969550;Dominio;0.5000000000
2844235;Dominio;0.5000000000
2781093;Dominio;0.1600000000
2931415;Dominio;0.2500000000
2844426;Dominio;0.0830000000
2795956;Dominio;0.5000000000
2784835;Dominio;0.5000000000
2782732;Dominio;0.5000000000
2933221;Dominio;0.5000000000
2866910;Dominio;0.9334000000
2827602;Dominio;0.1600000000
2945359;Dominio;0.5000000000
2845043;Dominio;0.5000000000
2972630;Dominio;0.2500000000
2959489;Dominio;0.5000000000
2973037;Dominio;0.5000000000
2817484;Dominio;0.1600000000
2845086;Dominio;0.5000000000
2826936;Dominio;0.5000000000
2847519;Dominio;0.1800000000
2866917;Dominio;0.3330000000
2845211;Dominio;0.5000000000
2961081;Dominio;0.1600000000
2828704;Dominio;0.1600000000
2958244;Dominio;0.1000000000
2844231;Dominio;0.3300000000
2862202;Dominio;0.5000000000
2987940;Dominio;0.2500000000
2867432;Dominio;0.5000000000
2786065;Dominio;0.5000000000
2958418;Dominio;0.3300000000
2866349;Dominio;0.5000000000
2825926;Dominio;0.1600000000
2846582;Dominio;0.1666000000
2781519;Dominio;0.5000000000
2831037;Dominio;0.1600000000
2852698;Dominio;0.3300000000
2925450;Dominio;0.5000000000
2823921;Dominio;0.5000000000
2827070;Dominio;0.1600000000
2789043;Dominio;0.5000000000
2958633;Dominio;0.5000000000
2968015;Dominio;0.5000000000
2964556;Dominio;0.2500000000
2845482;Dominio;0.5000000000
2987910;Dominio;0.5000000000
