t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
960687;470010107000001370004000000000;NPH;Religioso;
1067841;470010800000000820004000000000;NPH;Religioso;
962347;470010103000001920009000000000;NPH;Religioso;
1002503;470010107000001370030000000000;NPH;Religioso;
1005700;470010115000002650011000000000;NPH;Religioso;
1014157;470010103000000450149000000000;NPH;Religioso;
960104;470010103000007980180000000000;NPH;Religioso;
763506;470010106000006680005000000000;NPH;Religioso;
958764;470010102000002140023000000000;NPH;Religioso;
807888;470010106000009490002500000001;Parque_Cementerio.Unidad_Predial;Religioso;
766145;470010002000000051083500000527;Parque_Cementerio.Unidad_Predial;Religioso;
817234;470010101000001710014000000000;NPH;Religioso;
795960;470010115000000730064000000000;NPH;Religioso;
863391;470010600000000140006000000000;NPH;Religioso;
1070671;470010107000001370034000000000;NPH;Religioso;
1017743;470010115000000720062000000000;NPH;Religioso;
960816;470010115000000710005000000000;NPH;Religioso;
1003675;470010800000000800009000000000;NPH;Religioso;
764173;470010103000004620007500000023;Parque_Cementerio.Unidad_Predial;Religioso;
721356;470010103000002760005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
723861;470010106000012200001000000000;NPH;Religioso;
935235;470010116000001250008000000000;NPH;Religioso;
958309;470010800000000800011000000000;NPH;Religioso;
796006;470010107000001420002000000000;NPH;Religioso;
1022174;470010105000000950010000000000;NPH;Religioso;
1065438;470010004000000010048000000000;NPH;Religioso;
960571;470010116000001250026000000000;NPH;Religioso;
868143;470010115000000710001000000000;NPH;Religioso;
799002;470010800000001000005000000000;NPH;Religioso;
960866;470010115000006650002000000000;NPH;Religioso;
961568;470010800000001020003000000000;NPH;Religioso;
675327;470010116000001250025000000000;NPH;Religioso;
809431;470010006000000020155500000018;Parque_Cementerio.Unidad_Predial;Religioso;
828863;470011000000000160001000000000;NPH;Religioso;
961334;470010900000000900011000000000;NPH;Religioso;
813102;470010107000001370069000000000;NPH;Religioso;
961453;470010800000000980002000000000;NPH;Religioso;
960675;470010107000001370020000000000;NPH;Religioso;
787123;470010115000001840002000000000;NPH;Religioso;
958306;470010800000000640018000000000;NPH;Religioso;
852608;470010103000002260005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
766125;470010900000000900004000000000;NPH;Religioso;
813142;470010107000001370071000000000;NPH;Religioso;
719011;470010112000000380001500000019;Parque_Cementerio.Unidad_Predial;Religioso;
935540;470010113000000110016000000000;NPH;Religioso;
1006626;470010800000000670087000000000;NPH;Religioso;
960916;470010800000000870004000000000;NPH;Religioso;
741971;470010006000000020015500000163;Parque_Cementerio.Unidad_Predial;Religioso;
1013211;470010800000000960002000000000;NPH;Religioso;
816567;470010101000001590001000000000;NPH;Religioso;
881557;470010800000001020006000000000;NPH;Religioso;
803293;470010800000000310008000000000;NPH;Religioso;
716597;470010103000000720001000000000;NPH;Religioso;
1057727;470010102000002560002000000000;NPH;Religioso;
764519;470010106000001130075000000000;NPH;Religioso;
934248;470010106000005600013000000000;NPH;Religioso;
960270;470010115000005970001000000000;NPH;Religioso;
961528;470010800000000720002000000000;NPH;Religioso;
928751;470010101000001220001000000000;NPH;Religioso;
932564;470010111000000690002000000000;NPH;Religioso;
766767;470010103000003460014500000001;Parque_Cementerio.Unidad_Predial;Religioso;
791869;470010102000000190044500000003;Parque_Cementerio.Unidad_Predial;Religioso;
813158;470010003000000010923500000159;Parque_Cementerio.Unidad_Predial;Religioso;
1070904;470010800000000790003000000000;NPH;Religioso;
1058394;470010800000000800003000000000;NPH;Religioso;
762909;470010112000000520001500000032;Parque_Cementerio.Unidad_Predial;Religioso;
967749;470010109000000210003000000000;NPH;Religioso;
806451;470010106000005600010000000000;NPH;Religioso;
763979;470010116000001600004500000001;Parque_Cementerio.Unidad_Predial;Religioso;
921881;470010102000002140001000000000;NPH;Religioso;
983004;470010107000001370068000000000;NPH;Religioso;
1016698;470010109000002200005000000000;NPH;Religioso;
667786;470010106000005600014000000000;NPH;Religioso;
978668;470010116000001250015000000000;NPH;Religioso;
806425;470010106000005600007000000000;NPH;Religioso;
718449;470010006000000020493500000001;Parque_Cementerio.Unidad_Predial;Religioso;
939045;470010800000001000004000000000;NPH;Religioso;
660947;470010116000001250023000000000;NPH;Religioso;
762943;470010105000000950005000000000;NPH;Religioso;
798033;470010900000000900013000000000;NPH;Religioso;
959637;470010102000002450025000000000;NPH;Religioso;
801322;470010115000006800002000000000;NPH;Religioso;
938315;470010800000000810002000000000;NPH;Religioso;
1001851;470010107000001390009000000000;NPH;Religioso;
959805;470010107000001370035000000000;NPH;Religioso;
935233;470010116000001250017000000000;NPH;Religioso;
797372;470010800000000810003000000000;NPH;Religioso;
1057932;470010900000000900016000000000;NPH;Religioso;
717524;470010006000000020359500000001;Parque_Cementerio.Unidad_Predial;Religioso;
963975;470010107000001370040000000000;NPH;Religioso;
935091;470010111000003040001000000000;NPH;Religioso;
1008053;470010006000000020317000000000;NPH;Religioso;
934089;470010102000003170009000000000;NPH;Religioso;
814801;470010002000000051083500000071;Parque_Cementerio.Unidad_Predial;Religioso;
795962;470010107000001370007000000000;NPH;Religioso;
822390;470010105000000950002000000000;NPH;Religioso;
1001319;470010116000001250013000000000;NPH;Religioso;
685090;470010106000005580002000000000;NPH;Religioso;
960870;470010115000003780008000000000;NPH;Religioso;
923481;470010107000001370042000000000;NPH;Religioso;
678333;470010116000001250027000000000;NPH;Religioso;
795223;470010800000001000003000000000;NPH;Religioso;
703743;470010106000012200001500000001;Parque_Cementerio.Unidad_Predial;Religioso;
961652;470010800000001000001000000000;NPH;Religioso;
763652;470010109000001480001500000001;Parque_Cementerio.Unidad_Predial;Religioso;
751478;470010105000001140016000000000;NPH;Religioso;
964200;470010111000002500005000000000;NPH;Religioso;
854275;470010800000000660005000000000;NPH;Religioso;
939012;470010800000000830013000000000;NPH;Religioso;
969554;470010103000002490012000000000;NPH;Religioso;
1008700;470010107000001370010000000000;NPH;Religioso;
765372;470010116000001600005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
960587;470010116000001250032000000000;NPH;Religioso;
1024839;470010113000000220001000000000;NPH;Religioso;
1021182;470010800000000750001000000000;NPH;Religioso;
780159;470010800000000770002000000000;NPH;Religioso;
763060;470010103000001920010000000000;NPH;Religioso;
1071415;470010106000005600011000000000;NPH;Religioso;
763251;470010103000001010001000000000;NPH;Religioso;
935265;470010116000001250028000000000;NPH;Religioso;
884306;470010106000000400008000000000;NPH;Religioso;
1061668;470010115000000720011000000000;NPH;Religioso;
934254;470010106000010080002000000000;NPH;Religioso;
799455;470010001000000021407500000113;Parque_Cementerio.Unidad_Predial;Religioso;
964588;470010105000002270006000000000;NPH;Religioso;
665883;470010116000001250010000000000;NPH;Religioso;
660957;470010800000000870002000000000;NPH;Religioso;
1063206;470010104000001030003000000000;NPH;Religioso;
737553;470010106000005970001000000000;NPH;Religioso;
791809;470010800000000800004000000000;NPH;Religioso;
784619;470010002000000021716000000000;NPH;Religioso;
1057801;470010116000001250003000000000;NPH;Religioso;
996885;470010116000000840010000000000;NPH;Religioso;
960862;470010115000006652608000000000;NPH;Religioso;
816287;470010101000000540001000000000;NPH;Religioso;
670221;470010800000000660021000000000;NPH;Religioso;
798312;470010800000000830010000000000;NPH;Religioso;
960563;470010116000001250012000000000;NPH;Religioso;
677592;470010107000001370038000000000;NPH;Religioso;
971262;470010105000001140006000000000;NPH;Religioso;
763965;470010105000001140003000000000;NPH;Religioso;
970914;470010111000002650003000000000;NPH;Religioso;
878129;470010112000000360001500000016;Parque_Cementerio.Unidad_Predial;Religioso;
793978;470010800000000660014000000000;NPH;Religioso;
671282;470010103000004630002000000000;NPH;Religioso;
767472;470010103000001830005500000001;Parque_Cementerio.Unidad_Predial;Religioso;
938607;470010800000000980004000000000;NPH;Religioso;
659089;470010116000001250007000000000;NPH;Religioso;
1008692;470010800000000870005000000000;NPH;Religioso;
1040363;470010800000000660061000000000;NPH;Religioso;
807017;470010003000000013806000000000;NPH;Religioso;
