t_id_predio;numero_predial;condicion_predio;destinacion_economica;uso_construccion
946023;470010105000000040001000000000;NPH;Comercial;
977141;470010105000000290014000000000;NPH;Comercial;
1051796;470010104000000060902900000107;PH.Unidad_Predial;Comercial;
681190;470010101000000820009000000000;NPH;Comercial;
697794;470010101000001060901900000057;PH.Unidad_Predial;Comercial;
689139;470010102000002960902900000042;PH.Unidad_Predial;Comercial;
788602;470010110000000530902901120317;PH.Unidad_Predial;Comercial;
1031314;470010104000000080902900000021;PH.Unidad_Predial;Comercial;
1062887;470010101000000930010000000000;NPH;Comercial;
986536;470010101000002280901900000234;PH.Unidad_Predial;Comercial;
719823;470010102000002030005000000000;NPH;Comercial;
690623;470010101000001210903900000096;PH.Unidad_Predial;Comercial;
690651;470010105000000440901900000160;PH.Unidad_Predial;Comercial;
687420;470010101000002040012000000000;NPH;Comercial;
1038752;470010101000001440902900000042;PH.Unidad_Predial;Comercial;
896010;470010107000000320904901060198;PH.Unidad_Predial;Comercial;
1045817;470010101000001830902900000052;PH.Unidad_Predial;Comercial;
686719;470010101000001690006000000000;NPH;Comercial;
773347;470010101000001410901900000032;PH.Unidad_Predial;Comercial;
661726;470010104000000060901900000030;PH.Unidad_Predial;Comercial;
708492;470010006000000020015500000203;Parque_Cementerio.Unidad_Predial;Comercial;
1070509;470010109000003730901900000007;PH.Unidad_Predial;Comercial;
687796;470010101000002280901900000156;PH.Unidad_Predial;Comercial;
961061;470010102000003920801800000037;Condominio.Unidad_Predial;Comercial;
671444;470010104000000070901900000039;PH.Unidad_Predial;Comercial;
935429;470010101000001280902900000014;PH.Unidad_Predial;Comercial;
691381;470010107000000280906901030655;PH.Unidad_Predial;Comercial;
893780;470010101000001210903900000109;PH.Unidad_Predial;Comercial;
803636;470010107000000270904900000174;PH.Unidad_Predial;Comercial;
720566;470010109000004170014500000001;Parque_Cementerio.Unidad_Predial;Comercial;
688526;470010102000001710901900000008;PH.Unidad_Predial;Comercial;
799762;470010113000000130901900000027;PH.Unidad_Predial;Comercial;
1043170;470010101000002280901900000010;PH.Unidad_Predial;Comercial;
691516;470010107000000570904901040008;PH.Unidad_Predial;Comercial;
1023982;470010101000001200902900000031;PH.Unidad_Predial;Comercial;
1048480;470010109000000400001000000000;NPH;Comercial;
686498;470010101000001490902900000036;PH.Unidad_Predial;Comercial;
661885;470010110000000380904901010112;PH.Unidad_Predial;Comercial;
771472;470010101000001810906900000097;PH.Unidad_Predial;Comercial;
685843;470010101000001280905900000302;PH.Unidad_Predial;Comercial;
687862;470010101000002280901900000207;PH.Unidad_Predial;Comercial;
1063804;470010101000001220901900000028;PH.Unidad_Predial;Comercial;
670306;470010106000007460901900000043;PH.Unidad_Predial;Comercial;
803287;470010800000000340001000000000;NPH;Comercial;
687042;470010101000001830902900000036;PH.Unidad_Predial;Comercial;
699029;470010106000004170901900000036;PH.Unidad_Predial;Comercial;
1032273;470010101000001060901900000076;PH.Unidad_Predial;Comercial;
981548;470010101000001210903900000093;PH.Unidad_Predial;Comercial;
887398;470010101000002270001500000010;Parque_Cementerio.Unidad_Predial;Comercial;
685583;470010101000001280904900000065;PH.Unidad_Predial;Comercial;
919021;470010002000000051083500000001;Parque_Cementerio.Unidad_Predial;Comercial;
888684;470010106000010160005500000001;Parque_Cementerio.Unidad_Predial;Comercial;
662092;470010104000000210901900000043;PH.Unidad_Predial;Comercial;
996170;470010109000003600901900000095;PH.Unidad_Predial;Comercial;
795618;470010102000001530005500000003;Parque_Cementerio.Unidad_Predial;Comercial;
1054673;470010105000000050901900000027;PH.Unidad_Predial;Comercial;
803507;470010110000000530903901140452;PH.Unidad_Predial;Comercial;
1031966;470010101000001810902900000047;PH.Unidad_Predial;Comercial;
984452;470010105000000440901900000096;PH.Unidad_Predial;Comercial;
801659;470010006000000020015500000180;Parque_Cementerio.Unidad_Predial;Comercial;
689396;470010103000002230902900000336;PH.Unidad_Predial;Comercial;
1060988;470010104000000020903901160316;PH.Unidad_Predial;Comercial;
664313;470010003000000010901900004014;PH.Unidad_Predial;Comercial;
797703;470010002000000072102000000000;NPH;Comercial;
802815;470010101000000930007000000000;NPH;Comercial;
687692;470010101000002280901900000059;PH.Unidad_Predial;Comercial;
668989;470010104000000060902900000106;PH.Unidad_Predial;Comercial;
994093;470010101000001210903900000085;PH.Unidad_Predial;Comercial;
861489;470010002000000051083500000372;Parque_Cementerio.Unidad_Predial;Comercial;
1020669;470010107000000500002000000000;NPH;Comercial;
688281;470010101000002280901900000551;PH.Unidad_Predial;Comercial;
943855;470010101000001060901900000126;PH.Unidad_Predial;Comercial;
693662;470010110000000800901901030001;PH.Unidad_Predial;Comercial;
921922;470010101000002280901900000098;PH.Unidad_Predial;Comercial;
686657;470010101000001670901900000038;PH.Unidad_Predial;Comercial;
662730;470010107000000320904901100234;PH.Unidad_Predial;Comercial;
1043349;470010104000000880903900000044;PH.Unidad_Predial;Comercial;
1051374;470010106000007930001000000000;NPH;Comercial;
1028296;470010101000001230901900000034;PH.Unidad_Predial;Comercial;
682658;470010102000001760002000000000;NPH;Comercial;
797116;470010103000000770902900000027;PH.Unidad_Predial;Comercial;
684158;470010101000000840021000000000;NPH;Comercial;
886314;470010101000000950008000000000;NPH;Comercial;
687909;470010101000002280901900000229;PH.Unidad_Predial;Comercial;
978147;470010101000001280905900000255;PH.Unidad_Predial;Comercial;
664166;470010101000001830015000000000;NPH;Comercial;
1066286;470010110000001590901901000024;PH.Unidad_Predial;Comercial;
1054790;470010104000000060901900000033;PH.Unidad_Predial;Comercial;
