t_id_predio;numero_predial;vigencia_actualizacion_catastral
984652;470010110000000640903901010651;2023-02-02
1033035;470010110000000620903901060645;2023-02-02
694640;470010104000000010901901090153;2023-01-04
3010740;470010110000000870902901020182;2023-02-02
957859;470010101000001280904900000101;2023-01-18
1056821;470010107000000490907901070720;2023-01-04
748932;470010110000000400904901000692;2023-02-02
730586;470010107000000220903901030072;2023-01-04
1052466;470010002000000070903905010083;2023-01-23
3015552;470010107000000690907901090436;2023-01-04
1033486;470010107000000070902901020034;2023-01-04
771557;470010110000001740006500000004;2023-02-02
953888;470010108000000010901903030812;2023-01-04
3011124;470010110000000710901901050177;2023-02-02
3025122;470010104000000290901901110171;2023-01-04
958191;470010107000000930011000000000;2023-01-04
975786;470010110000000640905901010944;2023-02-02
663677;470010110000000630901901170332;2023-02-02
959816;470010110000000830901901191906;2023-02-02
3013977;470010110000000580902901050161;2023-02-02
3024819;470010107000000280904901010198;2023-01-04
3011754;470010107000000690907901030403;2023-01-04
1037573;470010110000000830901901151504;2023-02-02
800248;470010108000000180902901140103;2023-01-04
1060156;470010106000003610017000000000;2023-01-16
959085;470010108000000010901903030828;2023-01-04
3022065;470010108000000140901901030048;2023-01-04
1064264;470010107000000080909901010366;2023-01-04
3021216;470010107000000520903901010034;2023-01-04
989220;470010110000000380903901010562;2023-02-02
872140;470010110000000290003500000019;2023-02-02
1032838;470010002000000070902906040116;2022-12-20
3022638;470010107000001640801800000009;2023-01-04
955163;470010108000000010901903100959;2023-01-04
956934;470010107000000140001000000000;2023-01-04
3013716;470010107000000570903901010078;2023-01-04
985719;470010110000001260012500000001;2023-02-02
784267;470010110000000630044000000000;2023-02-02
893952;470010108000000180902901000156;2023-01-04
970564;470010107000000150903901070158;2023-01-04
1073003;470010110000000100901901000043;2023-02-02
790463;470010115000004160018000000000;2023-01-16
762054;470010108000000010901904011443;2023-01-04
751449;470010006000000029048000000000;2022-07-20
3016200;470010104000000610903901010094;2023-01-04
930143;470010110000000490801800000006;2023-02-02
1018223;470010104000000660051000000000;2023-01-04
752514;470010107000000690023000000000;2023-01-04
658360;470010108000000010901904051062;2023-01-04
887963;470010110000000530903901090427;2023-02-02
683623;470010104000000650901901130535;2023-01-04
1064403;470010110000001300002000000000;2023-02-02
944151;470010108000000010901904011304;2023-01-04
982040;470010108000000010901901020156;2023-01-04
1037376;470010110000000640901901110110;2023-02-02
1044171;470010104000000020903901010226;2023-01-04
1041989;470010110000000580902901990088;2023-02-02
1024824;470010107000000740901901180239;2023-01-04
1045916;470010104000000730015000000000;2023-01-04
1048780;470010107000000090044000000000;2023-01-04
1046421;470010107000000450801800000009;2023-01-04
819400;470010110000001200004000000000;2023-02-02
753768;470010110000000640903902130545;2023-02-02
817992;470010110000000080014000000000;2023-02-02
3020193;470010107000000090906901030177;2023-01-04
916524;470010110000000660901901000080;2023-02-02
1052440;470010108000000060902902150145;2022-11-28
928510;470010107000000450801800000002;2023-01-04
898392;470010104000000050006000000000;2023-01-04
685165;470010110000000640903902060517;2023-02-02
948437;470010104000000640901901020004;2023-01-04
672220;470010107000000190901900000000;2023-01-04
3020760;470010104000000290901901020105;2023-01-04
787550;470010108000000010901904021650;2023-01-04
1064820;470010108000000060902901160070;2022-11-28
1044436;470010107000000320904901070203;2023-01-04
719360;470010104000000290001000000000;2023-01-04
758786;470010108000000010901904011403;2023-01-04
771342;470010110000000570009000000000;2023-02-02
821522;470010110000000640905901020895;2023-02-02
972144;470010104000000550013000000000;2023-01-04
975034;470010108000000010901903070934;2023-01-04
721922;470010110000000320005901060008;2024-05-15
3021042;470010107000000690907901100287;2023-01-04
1008156;470010107000000740901901210242;2023-01-04
727682;470010107000001210902900000000;2023-01-04
3013359;470010104000000170901901080055;2023-01-04
971810;470010107000000320901901040036;2023-01-04
971144;470010107000000080911900000545;2023-01-04
967954;470010104000000650901901060478;2023-01-04
778986;470010104000000910903901080165;2018-01-23
790367;470010104000000310066000000000;2023-01-04
771724;470010107000000320903901030144;2023-01-04
1034538;470010110000000400903901010291;2023-02-02
3008709;470010110000000380901902110471;2023-02-02
746427;470010110000000190901901030137;2023-02-02
988140;470010110000000380903901000797;2023-02-02
3008868;470010107000000280904901010187;2023-01-04
1006959;470010107000000690002000000000;2023-01-04
1025261;470010107000000120902901000115;2023-01-04
3012213;470010107000000170903901020001;2023-01-04
3007026;470010107000000270905901010240;2023-01-04
922054;470010107000001170013000000000;2023-01-04
750864;470010110000000610903900000214;2023-02-02
3019527;470010107000000130908901040223;2023-01-04
680764;470010110000000190901900010206;2023-02-02
748587;470010002000000039010000000000;2022-07-20
699782;470010002000000070903920030389;2023-01-23
685102;470010110000000380904901000046;2023-02-02
772840;470010110000000800901901020154;2023-02-02
992510;470010108000000010901903010651;2023-01-04
978104;470010110000000640903903140614;2023-02-02
962853;470010107000000270903901040041;2023-01-04
760566;470010110000001390002000000000;2023-02-02
819062;470010107000001210901901020013;2023-01-04
3023262;470010110000000620902901010289;2023-02-02
750181;470010110000000530902901010166;2023-02-02
1014727;470010110000000190906900000306;2023-02-02
3009807;470010110000000190906900000329;2023-02-02
1024209;470010104000000730040000000000;2023-01-04
814365;470010107000000690905901010170;2023-01-04
1037475;470010110000000400903901010277;2023-02-02
3022656;470010107000000490905901070311;2023-01-04
3014502;470010108000000010901901080471;2023-01-04
936772;470010110000000400903901040454;2023-02-02
984243;470010110000000380903901030595;2023-02-02
687188;470010104000000910903901040157;2018-01-23
830086;470010110000000460801800000020;2023-02-02
977110;470010110000001130901901020019;2023-02-02
3013941;470010110000000380903900001451;2023-02-02
819270;470010110000000170801800000034;2023-02-02
681568;470010108000000020015000000000;2023-01-04
3020883;470010107000000690907901030405;2023-01-04
968859;470010107000000080911900000512;2023-01-04
3021321;470010110000000400904900000558;2023-02-02
936500;470010107000000230083000000000;2023-01-04
1007948;470010107000000230901901040024;2023-01-04
981045;470010107000000930003000000000;2023-01-04
718865;470010107000000570015000000000;2023-01-04
1034826;470010107000000930901901060053;2023-01-04
3024615;470010110000000190903901000308;2023-02-02
1045083;470010104000000300904901012016;2023-01-04
729819;470010110000000400903901060479;2023-02-02
966614;470010107000000120902901000074;2023-01-04
953916;470010107000000120902901000204;2023-01-04
948256;470010104000000030008000000000;2023-01-04
721896;470010110000000320005901050531;2024-05-15
945201;470010107000000260902901020010;2023-01-04
982338;470010107000000600902901030104;2023-01-04
1064732;470010108000000010901903171035;2023-01-04
1053177;470010104000000280901901020020;2023-01-04
975485;470010110000000380904901120189;2023-02-02
988863;470010110000000530902901020178;2023-02-02
751960;470010107000000590017000000000;2023-01-04
979707;470010108000000160902901130113;2023-01-04
1035169;470010104000000180010000000000;2023-01-04
1007666;470010107000000080907901090300;2023-01-04
829570;470010110000000460801800000014;2023-02-02
3015891;470010107000000170903901010160;2023-01-04
1035224;470010107000000120902901000220;2023-01-04
1012015;470010104000000650901901080495;2023-01-04
1042243;470010104000000300904901111103;2023-01-04
968243;470010101000002000025000000000;2020-08-31
978449;470010110000000190901900010067;2023-02-02
685580;470010002000000070905918030350;2023-01-21
3021294;470010110000000400904901020750;2023-02-02
941019;470010002000000070905922010424;2023-01-21
1029717;470010107000000170903901070127;2023-01-04
1029467;470010107000000630904901100393;2023-01-04
931750;470010110000001260003000000000;2023-02-02
750732;470010110000000580902901990054;2023-02-02
986298;470010107000000630904901090384;2023-01-04
722290;470010107000000610001500000003;2023-01-04
1049387;470010110000000380903901000714;2023-02-02
1053231;470010110000000610903900000218;2023-02-02
3024075;470010110000000400904901000687;2023-02-02
982593;470010110000000630901901140315;2023-02-02
944195;470010104000000540901901010127;2023-01-04
986143;470010110000000570902900000105;2023-02-02
755249;470010110000000690901901090039;2023-02-02
1064672;470010110000000610902900000158;2023-02-02
966305;470010107000000150904901010248;2023-01-04
1020894;470010110000002530901901090087;2023-02-02
1041973;470010110000000190901900010025;2023-02-02
957163;470010110000000380906901101509;2023-02-02
3009138;470010107000000740901901030270;2023-01-04
3014004;470010110000000870902901000102;2023-02-02
3008556;470010002000000040901901010039;2023-01-21
957604;470010110000001370010000000000;2023-02-02
792650;470010110000000440006000000000;2023-02-02
660014;470010110000000380901902100468;2023-02-02
3024873;470010110000000400904901020781;2023-02-02
760721;470010110000001570001000000000;2023-02-02
1024769;470010108000000010901901020074;2023-01-04
680110;470010104000000300904901022068;2023-01-04
3016794;470010104000000010901901060133;2023-01-04
930302;470010110000000190908900000000;2023-02-02
662717;470010110000000480904901990258;2023-02-02
1041664;470010108000000160901901030061;2023-01-04
3008199;470010110000000640903904011196;2023-02-02
941847;470010002000000070903906040116;2023-01-23
988532;470010110000000640903901010670;2023-02-02
1010325;470010110000000690901901090035;2023-02-02
1064627;470010110000000380901902020345;2023-02-02
867927;470010104000000620903901050005;2023-01-04
921394;470010108000000010901904021592;2023-01-04
675504;470010107000000220902901020016;2023-01-04
985113;470010110000000380903901001042;2023-02-02
982747;470010110000000710901901010005;2023-02-02
820658;470010110000000480903901020035;2023-02-02
746069;470010110000000020033000000000;2023-02-02
1043034;470010108000000180902901010178;2023-01-04
657994;470010002000000070903920030391;2023-01-23
974063;470010107000000300901901040069;2023-01-04
909489;470010104000000720003000000000;2023-01-04
754236;470010110000000640905901041033;2023-02-02
872134;470010104000000280004000000000;2023-01-04
968712;470010104000000640901901161602;2023-01-04
759230;470010104000001640033500000001;2023-01-04
3024579;470010107000000080907901010278;2023-01-04
1012116;470010110000000530902901020184;2023-02-02
991044;470010110000000620903901120696;2023-02-02
741460;470010104000000290901901070131;2023-01-04
1014775;470010110000000620903901990562;2023-02-02
3011046;470010110000000640903904151328;2023-02-02
3006768;470010104000000300904901012025;2023-01-04
747248;470010110000000190907904010244;2023-02-02
862567;470010110000000400904901161040;2023-02-02
1049026;470010110000000380901902080499;2023-02-02
758243;470010110000000830901901090908;2023-02-02
869725;470010107000000680001000000000;2023-01-04
3012951;470010002000000076901902080335;2023-01-21
968684;470010104000000330004000000000;2023-01-04
1056475;470010110000000530462000000000;2023-02-09
756369;470010110000000730901901080128;2023-02-02
1064500;470010110000000640903900000307;2023-02-02
969048;470010104000000020901901010049;2023-01-04
1045086;470010104000000300904901012027;2023-01-04
949042;470010107000000490902901080019;2023-01-04
988699;470010110000000380901902010067;2023-02-02
3024246;470010107000000020901901010068;2023-01-04
865107;470010108000000110038500000001;2023-01-04
1025225;470010107000000090902901010010;2023-01-04
718690;470010110000000190908904020250;2023-02-02
966771;470010107000000080910901080432;2023-01-04
766644;470010107000000320903901020135;2023-01-04
659870;470010110000001320006000000000;2023-02-02
3017496;470010002000000076901901030229;2023-01-21
931190;470010110000000830901902121212;2023-02-02
3011577;470010108000000010901903010652;2023-01-04
998019;470010108000000010901903020770;2023-01-04
3021267;470010107000000690907901100442;2023-01-04
1017154;470010107000001360046000000000;2023-01-04
910039;470010104000001750001000000000;2023-01-04
832183;470010110000000100901901000081;2023-02-02
3021783;470010107000000690907901070272;2023-01-04
1004446;470010110000000830901901131304;2023-02-02
804836;470010108000000010901904101137;2023-01-04
776690;470010108000000010901904031664;2023-01-04
801679;470010107000000640007000000000;2023-01-04
3023727;470010104000000020902901080169;2023-01-04
984909;470010110000000640905901051040;2023-02-02
967465;470010107000000130903901010109;2023-01-04
3020880;470010107000000280905901010500;2023-01-04
762826;470010108000000010901904021472;2023-01-04
1028609;470010002000000076901905020480;2023-01-21
3010026;470010107000000190904901010136;2023-01-04
3007155;470010104000000640901901031006;2023-01-04
3022374;470010110000000400904901131024;2023-02-02
851782;470010110000000640903901010273;2023-02-02
1028806;470010104000000300904901020083;2023-01-04
1035262;470010104000000270901901070030;2023-01-04
982490;470010110000000380904901060157;2023-02-02
693550;470010110000000530903901120441;2023-02-02
1053018;470010110000002530901901020018;2023-02-02
984980;470010107000000570903901070177;2023-01-04
1038206;470010107000000300902901090138;2023-01-04
964911;470010102000002500903900000208;2023-02-16
1060168;470010104000000750025000000000;2023-01-04
3015201;470010110000000640903904051293;2023-02-02
972859;470010107000000430902901030082;2023-01-04
965606;470010110000000250003500000039;2023-02-02
1014648;470010110000000640903900000298;2023-02-02
662509;470010002000000070905928030550;2023-01-21
995779;470010107000000570014000000000;2023-01-04
753434;470010110000000640903902010459;2023-02-02
978352;470010110000000480904901020086;2023-02-02
751409;470010110000000620902901990230;2023-02-02
756607;470010110000000730901901130222;2023-02-02
758973;470010002000000070902909040173;2022-12-20
978065;470010110000000640903904011269;2023-02-02
881293;470010110000000510801800000000;2023-02-02
1021138;470010104000000290901901020232;2023-01-04
968122;470010107000000150904901030190;2023-01-04
699089;470010107000000230902902010045;2023-01-04
3022752;470010110000000510901901080027;2023-02-02
966188;470010104000000610903901010071;2023-01-04
1066134;470010110000000100901901000173;2023-02-02
3009759;470010107000000480901901010073;2023-01-04
962818;470010110000001360008000000000;2023-02-02
826505;470010110000001600901901000032;2023-02-02
1028946;470010110000000100901901000084;2023-02-02
826817;470010110000000530902901020060;2023-02-02
3015420;470010107000000570903901010124;2023-01-04
1029147;470010110000000630901901120306;2023-02-02
3024672;470010107000000630903901110157;2023-01-04
667071;470010002000000070903905040095;2023-01-23
817634;470010110000000790012000000000;2023-02-02
664814;470010110000000530902901120323;2023-02-02
3012828;470010107000001620801800000004;2023-01-04
689390;470010107000000500902901010050;2023-01-04
684861;470010002000000070903901030009;2023-01-23
1033677;470010110000000480904901090166;2023-02-02
3014385;470010107000000190905901070229;2023-01-04
1006516;470010002000000076901907040615;2023-01-21
1059499;470010104000000910903901100172;2018-01-23
3007614;470010110000000400901901060025;2023-02-02
1026509;470010002000000070903901020007;2023-01-23
1056639;470010110000000190904901010360;2023-02-02
3013491;470010110000000380901902010043;2023-02-02
1025138;470010110000000830901904040423;2023-02-02
3011895;470010107000000190905901010212;2023-01-04
1048945;470010110000000100901901000005;2023-02-02
1024392;470010110000000710901901010086;2023-02-02
1060383;470010107000001210904901070134;2023-01-04
1021083;470010110000000190901900010111;2023-02-02
1048938;470010110000000810006000000000;2023-02-02
3019458;470010107000000320903901040150;2023-01-04
993132;470010107000000200903901010036;2023-01-04
3018834;470010110000000580902901980129;2023-02-02
1011941;470010106000000560901903030148;2023-01-21
749712;470010002000000049019000000000;2022-07-20
689462;470010110000000400901901040016;2023-02-02
748736;470010110000000400903901020315;2023-02-02
719302;470010104000000270901901050019;2023-01-04
1017161;470010108000000190901901030031;2023-01-04
917189;470010110000000640905901010927;2023-02-02
3022728;470010110000000380906901011512;2023-02-02
754004;470010110000000640903904041289;2023-02-02
668265;470010110000000660002000000000;2023-02-02
964245;470010002000000070905927050539;2023-01-21
3007161;470010108000000010901901030252;2023-01-04
675467;470010107000000690068000000000;2023-01-04
701411;470010110000000380903900001487;2023-02-02
690963;470010107000000520905901020086;2023-01-04
982505;470010110000000530902901030191;2023-02-02
1020802;470010110000000530902901010132;2023-02-02
663957;470010108000000010901904071087;2023-01-04
1029486;470010110000000670003000000000;2023-02-02
958831;470010110000000640905901141142;2023-02-02
3011337;470010104000000290901901020226;2023-01-04
988916;470010107000000530903901010040;2023-01-04
957030;470010110000000400903901030430;2023-02-02
753844;470010107000000150903901010084;2023-01-04
959600;470010104000000300904901141404;2023-01-04
675635;470010110000000190903901000320;2023-02-02
1052514;470010002000000070903920020388;2023-01-23
1049220;470010104000000300903901010037;2023-01-04
672186;470010110000001620001000000000;2023-02-02
693219;470010110000000380904901000085;2023-02-02
3025215;470010110000000400904902071111;2023-02-02
1024502;470010110000000380901902020144;2023-02-02
3013356;470010107000000120904901030409;2023-01-04
1053053;470010107000000120902901000094;2023-01-04
990227;470010108000000010901903110969;2023-01-04
989321;470010110000000630901901130310;2023-02-02
700227;470010108000000010901904141204;2023-01-04
3012687;470010110000000610902900000171;2023-02-02
3007263;470010107000000020901901010061;2023-01-04
989277;470010110000000400903901010361;2023-02-02
759927;470010110000000910901901070084;2023-02-02
1004075;470010110000000640905901131137;2023-02-02
666438;470010110000000640903901010688;2023-02-02
3009369;470010002000000040901901010162;2023-01-21
986483;470010110000000640903902010469;2023-02-02
930063;470010107000000420801800000023;2023-01-04
792512;470010107000000250901901080053;2023-01-04
989029;470010110000000400901901010007;2023-02-02
817228;470010110000001650007000000000;2023-02-02
926566;470010107000000460902901050078;2023-01-04
924041;470010107000000560050000000000;2023-01-04
964491;470010104000000320903901010115;2023-01-04
1044709;470010104000000650901901010318;2023-01-04
1018549;470010107000000690907901010499;2023-01-04
849802;470010110000001010005000000000;2023-01-04
678759;470010107000000190902901110059;2023-01-04
1049368;470010107000000060901901040034;2023-01-04
819841;470010110000000830901903030334;2023-02-02
1003818;470010104000000650901901010567;2023-01-04
3018066;470010110000000580902901110200;2023-02-02
796855;470010104000000910903901010146;2018-01-23
968051;470010110000000380901902010065;2023-02-02
1049068;470010110000000380901902020343;2023-02-02
658405;470010104000000300904901070703;2023-01-04
1048890;470010110000001640005000000000;2023-02-02
972779;470010107000000280903901020052;2023-01-04
759492;470010104000000730032000000000;2023-01-04
968987;470010108000000020902901100041;2023-01-04
3011187;470010104000000540901901030181;2023-01-04
658269;470010110000000490019000000000;2023-02-02
748688;470010110000000400903901070484;2023-02-02
3018759;470010002000000076901902010273;2023-01-21
1060742;470010107000000150902901040074;2023-01-04
977710;470010110000000870902901000064;2023-02-02
1041520;470010108000000090013000000000;2023-01-04
1049699;470010107000000500902901020063;2023-01-04
3021429;470010110000000400904901000584;2023-02-02
3013455;470010002000000076901901060256;2023-01-21
955815;470010108000000020902901000079;2023-01-04
1029598;470010107000000200904901090102;2023-01-04
3019731;470010104000000620901901030021;2023-01-04
3022521;470010110000000620902901990174;2023-02-02
928777;470010110000000630901901020099;2023-02-10
3025272;470010110000000620902901010267;2023-02-02
752101;470010110000000630902901101002;2023-02-02
3017412;470010104000000650901901010615;2023-01-04
975864;470010107000000770901901010014;2023-01-04
658064;470010104000000160002000000000;2023-01-04
672033;470010110000000380907901031588;2023-02-02
976087;470010110000000530903901120445;2023-02-02
1017646;470010108000000180903901070243;2023-01-04
937512;470010107000000270906901010270;2023-01-04
719196;470010107000001180009500000001;2023-01-04
803852;470010101000000840901900000050;2023-01-18
803317;470010104000000010901901070149;2023-01-04
987342;470010110000000870902901140262;2023-02-02
666470;470010110000000660901901000102;2023-02-02
1057155;470010107000000600902901150155;2023-01-04
859569;470010110000000490801800000000;2023-02-02
3012150;470010107000000450904901040070;2023-01-04
1020936;470010108000000180903901060239;2023-01-04
3012861;470010107000000310905901000179;2023-01-04
756892;470010110000000730901901160263;2023-02-02
695159;470010104000000610901900000000;2023-01-04
972167;470010107000000450904901020066;2023-01-04
753103;470010110000000640903900010421;2023-02-02
972610;470010107000000150903901090170;2023-01-04
1010157;470010110000000380903900001357;2023-02-02
981723;470010108000000010901902140563;2023-01-04
958801;470010104000000130902901050045;2023-01-04
1066568;470010110000000190904901020361;2023-02-02
740165;470010103000002000023000000000;2022-07-20
955383;470010110000000380906901011546;2023-02-02
868744;470010110000000490803800000057;2023-02-02
693170;470010110000000190906900000313;2023-02-02
959287;470010107000000160902901010037;2023-01-04
775022;470010108000000010901904031496;2023-01-04
1041650;470010107000001610801800000006;2023-01-04
3010074;470010110000000380904901000037;2023-02-02
716770;470010110000000620903901990591;2023-02-02
967099;470010107000000150904901110229;2023-01-04
803421;470010104000000290901901090153;2023-01-04
1062968;470010110000000530903901000376;2023-02-02
803967;470010104000000010901901090151;2023-01-04
1053183;470010108000000010901901040412;2023-01-04
973427;470010002000000070905915020285;2023-01-21
3024120;470010107000000490905901000457;2023-01-04
989637;470010110000000870902901060206;2023-02-02
1015003;470010110000000540901901030027;2023-02-02
934225;470010110000001910005000000000;2023-02-02
3019557;470010107000000020901901120173;2023-01-04
1003731;470010002000000076901908010125;2023-01-21
713982;470010110000000250003500000047;2023-02-02
979373;470010107000000600902901020084;2023-01-04
1001143;470010108000000010901904021579;2023-01-04
1052504;470010106000000560901902030086;2023-01-21
1049234;470010107000000080904901020112;2023-01-04
3024003;470010107000000490906901090669;2023-01-04
794775;470010110000002360001000000000;2023-02-02
692683;470010107000000230902901020057;2023-01-04
741026;470010110000000620902901110409;2023-02-02
1052464;470010002000000070903904040076;2023-01-23
1065013;470010110000000380903901001045;2023-02-02
957705;470010110000001590901901000064;2023-02-02
3008481;470010107000000480901901010052;2023-01-04
916058;470010110000000190905901000501;2023-02-02
1014296;470010002000000070905921020406;2023-01-21
941732;470010104000000690019000000000;2023-01-04
791141;470010107000000520905901010006;2023-01-04
3018390;470010110000000400904902091130;2023-02-02
3014322;470010107000000690907901020378;2023-01-04
718591;470010110000000290004500000011;2023-02-02
3008193;470010110000000620903901100681;2023-02-02
3022767;470010110000000400904901020815;2023-02-02
681887;470010107000000230902902030060;2023-01-04
968278;470010107000000460903901010111;2023-01-04
668816;470010110000000340003000000000;2023-02-02
958079;470010107000000080911900000455;2023-01-04
817960;470010110000000210001000000000;2023-02-02
1017685;470010108000000010901901020049;2023-01-04
1000286;470010110000000620903901070654;2023-02-02
817605;470010110000002300006000000000;2023-02-02
818030;470010110000001600901901000024;2023-02-02
1014719;470010110000000380907901031584;2023-02-02
711884;470010110000000530902901150348;2023-02-02
3022800;470010107000000490906901190692;2023-01-04
978709;470010107000000530903901090094;2023-01-04
948691;470010106000000560901904080251;2023-01-21
758462;470010110000000830901901131302;2023-02-02
750985;470010110000000610903900000232;2023-02-02
962937;470010107000000280901901010002;2023-01-04
861448;470010106000000560901902080128;2023-01-21
1033180;470010107000000460903901060335;2023-01-04
3022914;470010107000001640801800000016;2023-01-04
3016332;470010107000000120902901000185;2023-01-04
973432;470010107000000460903901010133;2023-01-04
992203;470010002000000070905912020228;2023-01-21
678598;470010107000000460903901040380;2023-01-04
964179;470010104000000320022000000000;2023-01-04
3015882;470010107000000690907901010359;2023-01-04
658449;470010107000000400902901080064;2023-01-04
959432;470010107000000430903901040118;2023-01-04
3013932;470010107000000630901901120094;2023-01-04
3019467;470010107000000130904901020125;2023-01-04
3007494;470010002000000076901907080636;2023-01-21
959734;470010107000000610901901020026;2023-01-04
970060;470010107000000120902901000090;2023-01-04
1065818;470010107000001210904904040217;2023-11-29
760648;470010110000001530003000000000;2023-02-02
3017673;470010107000000120902901050265;2023-01-04
3010197;470010107000000270905901010211;2023-01-04
979451;470010110000000640903903080585;2023-02-02
927555;470010107000000100908901030173;2023-01-04
3020379;470010107000000270904900000125;2023-01-04
976956;470010107000000570903901010098;2023-01-04
749202;470010110000000400904901030909;2023-02-02
803921;470010104000000010901901120171;2023-01-04
971825;470010002000000070905902050037;2023-01-21
929815;470010110000000310018000000000;2023-02-02
3014478;470010107000000080911900000533;2023-01-04
3017574;470010104000000010901901030098;2023-01-04
709740;470010110000002530901901110100;2023-02-02
692520;470010110000000030901900000044;2023-02-04
749538;470010113000000840089000000000;2022-07-20
1033723;470010110000000380903901040605;2023-02-02
671721;470010107000000530801800000031;2023-01-04
813074;470010107000000100910901040140;2023-01-04
979687;470010107000000370902901010051;2023-01-04
811908;470010110000000030002000000000;2023-02-02
676085;470010110000000640903900000295;2023-02-02
1014510;470010107000001300060000000000;2023-01-04
1021108;470010107000000060904901010072;2023-01-04
3023538;470010002000000076901901080271;2023-01-21
967086;470010104000000320903901070052;2023-01-04
719998;470010002000000070902902010021;2022-12-20
1028888;470010104000000650901901010352;2023-01-04
3008007;470010107000000100906901040153;2023-01-04
666361;470010110000000380904901050202;2023-02-02
3011430;470010104000000280902901030144;2023-01-04
908459;470010108000000010901900000000;2023-01-04
863789;470010110000000530902901010172;2023-02-02
1007052;470010110000000640903900000329;2023-02-02
956784;470010107000000080909901010356;2023-01-04
1036795;470010002000000070902913050260;2022-12-20
977832;470010108000000180902901040084;2023-01-04
975205;470010110000000480904901020076;2023-02-02
718997;470010104000000020902901030125;2023-01-04
666289;470010104000000590001000000000;2023-01-04
3024501;470010107000000490906901090668;2023-01-04
794801;470010110000002390005000000000;2023-02-02
777713;470010107000000100903901040112;2023-01-04
1049787;470010108000000010901904021575;2023-01-04
692687;470010110000000030901900000093;2023-02-04
1041693;470010110000000530902901080272;2023-02-02
747198;470010110000000380903901000824;2023-02-02
986236;470010110000000570902900000107;2023-02-02
975564;470010110000000380903901020576;2023-02-02
813112;470010110000000510901901070024;2023-02-02
985853;470010110000000640903902120542;2023-02-02
722116;470010002000000070903918020346;2023-01-23
3010272;470010104000000650901901010592;2023-01-04
1029012;470010110000000910901901030024;2023-02-02
1009906;470010110000000460801800000021;2023-02-02
1022661;470010109000000450901900000010;2020-02-10
965247;470010107000000090014000000000;2023-01-04
1018555;470010107000000100902901080105;2023-01-04
3011931;470010107000000430903901000108;2023-01-04
1038904;470010110000000730901901140240;2023-02-02
747621;470010110000000380907901031579;2023-02-02
3019287;470010104000000050901901070045;2023-01-04
1064674;470010110000000400903901000158;2023-02-02
970652;470010107000000490904901010195;2023-01-04
3014010;470010108000000010901901130545;2023-01-04
3009939;470010107000000570903901010077;2023-01-04
750830;470010110000000610902900000144;2023-02-02
1000336;470010107000001210904901040173;2023-01-04
752877;470010110000000640903900000304;2023-02-02
3012228;470010108000000180902901000157;2023-01-04
3022296;470010110000000400904902141185;2023-02-02
954920;470010108000000180901901050021;2023-01-04
925928;470010107000000120902902040261;2023-01-04
820343;470010110000000910901901040042;2023-02-02
983689;470010110000000380901902010536;2023-02-02
926367;470010107000000530801800000027;2023-01-04
965892;470010104000000300904901020109;2023-01-04
1037468;470010110000000380906901021535;2023-02-02
955492;470010110000000380907901151696;2023-02-02
818776;470010110000001300016000000000;2023-02-02
916751;470010107000000690905901010154;2023-01-04
811523;470010107000000220003000000000;2023-01-04
1052746;470010110000000580902901990066;2023-02-02
953894;470010107000000460903901010126;2023-01-04
667729;470010104000000730901901030003;2023-01-04
753100;470010110000000640903900010433;2023-02-02
1009751;470010104000000650901901040457;2023-01-04
978938;470010107000000630904901070372;2023-01-04
916957;470010110000000380901902040516;2023-02-02
1060895;470010110000000190901900010023;2023-02-02
972102;470010104000000620904901100129;2023-01-04
787425;470010108000000010901904031686;2023-01-04
3017682;470010107000000120904901080433;2023-01-04
1060618;470010108000000010901904011434;2023-01-04
992496;470010110000000630902901101003;2023-02-02
3012933;470010108000000010901901050425;2023-01-04
968228;470010107000000460903901010141;2023-01-04
690491;470010110000000250073000000000;2023-02-02
706879;470010108000000010901904111164;2023-01-04
699880;470010107000000570009000000000;2023-01-04
1064846;470010107000000150903901020111;2023-01-04
957615;470010110000000400904902061100;2023-02-02
792604;470010110000000030901900000073;2023-02-04
658342;470010108000000010901904161237;2023-01-04
926473;470010108000000010901903030844;2023-01-04
3009867;470010107000000300902901100142;2023-01-04
3009900;470010107000000370901901100032;2023-01-04
949939;470010110000000190906900000328;2023-02-02
1024901;470010108000000020902901030157;2023-01-04
3014910;470010108000000180903901160342;2023-01-04
667683;470010110000000030901900000086;2023-02-04
1041666;470010108000000160902901000128;2023-01-04
956474;470010110000001420005000000000;2023-02-02
1036934;470010110000000640903904011264;2023-02-02
1049562;470010107000000630904901080377;2023-01-04
1060737;470010104000000290901901020259;2023-01-04
758688;470010110000000830901901191909;2023-02-02
1053337;470010107000000190904901070150;2023-01-04
956358;470010110000001300008000000000;2023-02-02
989127;470010110000000380901902080502;2023-02-02
985116;470010110000000870902901030186;2023-02-02
1066771;470010107000000490903901150108;2023-01-04
1018529;470010107000000280904901030281;2023-01-04
975470;470010106000000560901902080121;2023-01-21
711624;470010110000000250128000000000;2023-02-02
1029476;470010002000000040901901010149;2023-01-21
755999;470010110000000730802800000020;2023-02-02
1045936;470010002000000070903923040455;2023-01-23
747297;470010110000000190908904020249;2023-02-02
773563;470010108000000010901904021616;2023-01-04
690163;470010104000000640008000000000;2023-01-04
668281;470010110000000530902901030196;2023-02-02
972735;470010104000000020903901010212;2023-01-04
767014;470010107000000480901901010033;2023-01-04
