t_id_predio;numero_predial;condicion_predio;tipo_predio
980826;470010114000001000011000000000;NPH;Predio.Publico.Ejido
946630;470010104000000710019000000000;NPH;Predio.Publico.Ejido
671217;470010106000000310163000000000;NPH;Predio.Publico.Ejido
685875;470010106000000260002000000000;NPH;Predio.Publico.Ejido
791813;470010103000000590801800000049;Condominio.Unidad_Predial;Predio.Publico.Ejido
900035;470010110000002430009000000000;NPH;Predio.Publico.Ejido
791354;470010111000002500002000000000;NPH;Predio.Publico.Ejido
963464;470010106000006190002000000000;NPH;Predio.Publico.Ejido
886724;470010105000002120801800000037;Condominio.Unidad_Predial;Predio.Publico.Ejido
791877;470010103000001960137000000000;NPH;Predio.Publico.Ejido
841418;470010109000003060007000000000;NPH;Predio.Publico.Ejido
1053300;470010104000001300001000000000;NPH;Predio.Publico.Ejido
807017;470010003000000013806000000000;NPH;Predio.Publico.Ejido
1059746;470010109000002580801800000366;Condominio.Unidad_Predial;Predio.Publico.Ejido
989046;470010110000000460801800000081;Condominio.Unidad_Predial;Predio.Publico.Ejido
1035810;470010002000000071452000000000;NPH;Predio.Publico.Ejido
3018255;470010107000001640801800000003;Condominio.Unidad_Predial;Predio.Publico.Ejido
838226;470010106000001420011000000000;NPH;Predio.Publico.Ejido
762190;470010111000000430001000000000;NPH;Predio.Publico.Ejido
823259;470010103000000570801800000029;Condominio.Unidad_Predial;Predio.Publico.Ejido
666420;470010110000000470011000000000;NPH;Predio.Publico.Ejido
691501;470010107000000540015000000000;NPH;Predio.Publico.Ejido
883269;470010002000000071844000000000;NPH;Predio.Publico.Ejido
800541;470010103000000590801800000054;Condominio.Unidad_Predial;Predio.Publico.Ejido
3022464;470010107000001540801800000011;Condominio.Unidad_Predial;Predio.Publico.Ejido
671588;470010105000000900801800000014;Condominio.Unidad_Predial;Predio.Publico.Ejido
3015009;470010107000001610801800000010;Condominio.Unidad_Predial;Predio.Publico.Ejido
925921;470010106000007460051000000000;NPH;Predio.Publico.Ejido
666856;470010002000000071868000000000;NPH;Predio.Publico.Ejido
1038772;470010106000009040078000000000;NPH;Predio.Publico.Ejido
1043760;470010103000002230305000000000;NPH;Predio.Publico.Ejido
718995;470010104000000030014000000000;NPH;Predio.Publico.Ejido
862842;470010110000001400022000000000;NPH;Predio.Publico.Ejido
972456;470010104000001640022000000000;NPH;Predio.Publico.Ejido
704318;470010109000003450007000000000;NPH;Predio.Publico.Ejido
945724;470010107000000130012000000000;NPH;Predio.Publico.Ejido
752514;470010107000000690023000000000;NPH;Predio.Publico.Ejido
803481;470010110000000490018000000000;NPH;Predio.Publico.Ejido
983106;470010107000001050801800000051;Condominio.Unidad_Predial;Predio.Publico.Ejido
1012860;470010002000000070696000000000;NPH;Predio.Publico.Ejido
799951;470010107000000500015000000000;NPH;Predio.Publico.Ejido
958022;470010108000000130004000000000;NPH;Predio.Publico.Ejido
980732;470010002000000066409000000000;NPH;Predio.Publico.Ejido
1067486;470010107000001640801800000013;Condominio.Unidad_Predial;Predio.Publico.Ejido
942175;470010002000000070058000000000;NPH;Predio.Publico.Ejido
1042677;470010110000001820055000000000;NPH;Predio.Publico.Ejido
800492;470010103000000820006000000000;NPH;Predio.Publico.Ejido
796605;470010105000002590022000000000;NPH;Predio.Publico.Ejido
1049488;470010107000001570801800000022;Condominio.Unidad_Predial;Predio.Publico.Ejido
968597;470010104000000690009000000000;NPH;Predio.Publico.Ejido
799197;470010106000009340018000000000;NPH;Predio.Publico.Ejido
963364;470010106000000230801800000049;Condominio.Unidad_Predial;Predio.Publico.Ejido
956036;470010115000006840010000000000;NPH;Predio.Publico.Ejido
850420;470010900000000540015000000000;NPH;Predio.Publico.Ejido
994332;470010102000000240018000000000;NPH;Predio.Publico.Ejido
970405;470010002000000070803800007082;Condominio.Unidad_Predial;Predio.Publico.Ejido
745480;470010002000000070801800007012;Condominio.Unidad_Predial;Predio.Publico.Ejido
1041534;470010107000000090003000000000;NPH;Predio.Publico.Ejido
867677;470010104000000550009000000000;NPH;Predio.Publico.Ejido
1070818;470010101000001940011000000000;NPH;Predio.Publico.Ejido
963053;470010102000002500801800000049;Condominio.Unidad_Predial;Predio.Publico.Ejido
706120;470010103000004200022000000000;NPH;Predio.Publico.Ejido
809413;470010110000001860002000000000;NPH;Predio.Publico.Ejido
690491;470010110000000250073000000000;NPH;Predio.Publico.Ejido
927762;470010002000000070804800007161;Condominio.Unidad_Predial;Predio.Publico.Ejido
784116;470010002000000070059000000000;NPH;Predio.Publico.Ejido
1023960;470010002000000072259000000000;NPH;Predio.Publico.Ejido
1036088;470010106000000310050000000000;NPH;Predio.Publico.Ejido
802057;470010104000000040018000000000;NPH;Predio.Publico.Ejido
780660;470010600000000080042000000000;NPH;Predio.Publico.Ejido
916184;470010106000000910036000000000;NPH;Predio.Publico.Ejido
778431;470010600000000080024000000000;NPH;Predio.Publico.Ejido
662775;470010110000001200016000000000;NPH;Predio.Publico.Ejido
830311;470010115000005470004000000000;NPH;Predio.Publico.Ejido
1064210;470010104000000760003000000000;NPH;Predio.Publico.Ejido
803359;470010107000000270007000000000;NPH;Predio.Publico.Ejido
967416;470010104000000680008000000000;NPH;Predio.Publico.Ejido
882774;470010003000000013822000000000;NPH;Predio.Publico.Ejido
1046417;470010107000000600801800000021;Condominio.Unidad_Predial;Predio.Publico.Ejido
1068400;470010103000000590801800000069;Condominio.Unidad_Predial;Predio.Publico.Ejido
789609;470010002000000071454000000000;NPH;Predio.Publico.Ejido
1034070;470010600000000080023000000000;NPH;Predio.Publico.Ejido
1005320;470010106000011600018000000000;NPH;Predio.Publico.Ejido
986193;470010104000001040801800000030;Condominio.Unidad_Predial;Predio.Publico.Ejido
796792;470010002000000071815000000000;NPH;Predio.Publico.Ejido
1064095;470010002000000040801800009810;Condominio.Unidad_Predial;Predio.Publico.Ejido
963252;470010105000000200010000000000;NPH;Predio.Publico.Ejido
795137;470010103000007980003000000000;NPH;Predio.Publico.Ejido
1024223;470010104000000560004000000000;NPH;Predio.Publico.Ejido
931866;470010101000000830035000000000;NPH;Predio.Publico.Ejido
1031622;470010106000009030004000000000;NPH;Predio.Publico.Ejido
1036301;470010106000009390018000000000;NPH;Predio.Publico.Ejido
930051;470010107000000420801800000018;Condominio.Unidad_Predial;Predio.Publico.Ejido
864373;470010109000002580801800000142;Condominio.Unidad_Predial;Predio.Publico.Ejido
854622;470010107000001050801800000143;Condominio.Unidad_Predial;Predio.Publico.Ejido
1067013;470010110000000350001000000000;NPH;Predio.Publico.Ejido
817525;470010110000002070001000000000;NPH;Predio.Publico.Ejido
677843;470010107000001260009000000000;NPH;Predio.Publico.Ejido
956006;470010103000001130029000000000;NPH;Predio.Publico.Ejido
827659;470010107000001050801800000054;Condominio.Unidad_Predial;Predio.Publico.Ejido
1028897;470010107000000550020000000000;NPH;Predio.Publico.Ejido
663598;470010002000000070804800007182;Condominio.Unidad_Predial;Predio.Publico.Ejido
1056316;470010107000000560802800000086;Condominio.Unidad_Predial;Predio.Publico.Ejido
954216;470010115000005470018000000000;NPH;Predio.Publico.Ejido
916308;470010107000000680011000000000;NPH;Predio.Publico.Ejido
1020710;470010107000000490002000000000;NPH;Predio.Publico.Ejido
963737;470010106000008310002000000000;NPH;Predio.Publico.Ejido
798736;470010002000000070803800002179;Condominio.Unidad_Predial;Predio.Publico.Ejido
963105;470010103000001910003000000000;NPH;Predio.Publico.Ejido
1016038;470010103000000590801800000061;Condominio.Unidad_Predial;Predio.Publico.Ejido
979131;470010002000000070801800007065;Condominio.Unidad_Predial;Predio.Publico.Ejido
955263;470010105000000650002000000000;NPH;Predio.Publico.Ejido
1027327;470010105000002120801800000042;Condominio.Unidad_Predial;Predio.Publico.Ejido
931407;470010103000000590801800000072;Condominio.Unidad_Predial;Predio.Publico.Ejido
1018128;470010110000000520801800000011;Condominio.Unidad_Predial;Predio.Publico.Ejido
1033637;470010110000001820025000000000;NPH;Predio.Publico.Ejido
829001;470010107000001430040000000000;NPH;Predio.Publico.Ejido
796935;470010002000000071939000000000;NPH;Predio.Publico.Ejido
1048526;470010106000007710801800000017;Condominio.Unidad_Predial;Predio.Publico.Ejido
783503;470010900000002250010000000000;NPH;Predio.Publico.Ejido
1057476;470010002000000071806000000000;NPH;Predio.Publico.Ejido
785767;470010002000000071457000000000;NPH;Predio.Publico.Ejido
673715;470010900000001120001000000000;NPH;Predio.Publico.Ejido
817116;470010104000000700001000000000;NPH;Predio.Publico.Ejido
967170;470010109000004190004000000000;NPH;Predio.Publico.Ejido
1062036;470010105000002270002000000000;NPH;Predio.Publico.Ejido
1024205;470010108000000070801800000024;Condominio.Unidad_Predial;Predio.Publico.Ejido
926848;470010107000000530801800000010;Condominio.Unidad_Predial;Predio.Publico.Ejido
1032023;470010111000002880801800000084;Condominio.Unidad_Predial;Predio.Publico.Ejido
797944;470010115000006220017000000000;NPH;Predio.Publico.Ejido
667677;470010110000001310007000000000;NPH;Predio.Publico.Ejido
799375;470010106000011550005000000000;NPH;Predio.Publico.Ejido
827418;470010107000000840801800000060;Condominio.Unidad_Predial;Predio.Publico.Ejido
1060834;470010110000001680011000000000;NPH;Predio.Publico.Ejido
1022675;470010114000000210019000000000;NPH;Predio.Publico.Ejido
935409;470010105000000030016000000000;NPH;Predio.Publico.Ejido
